width_LLS_A,Weights,error_LLS_A
6.060508557315899658e+00,9.972963376115959733e-01,-2.894914426840999866e-01
6.052994303772419649e+00,1.001106922567670088e+00,-2.970056962275799961e-01
6.058668813093950334e+00,9.984746425551369597e-01,-2.913311869060493109e-01
6.053379661645240439e+00,9.937138260954470059e-01,-2.966203383547592054e-01
6.099336434433760168e+00,9.938049519629139628e-01,-2.506635655662394768e-01
6.039677304014749559e+00,1.001206961884669955e+00,-3.103226959852500855e-01
6.061686065130159839e+00,1.005832477173600026e+00,-2.883139348698398052e-01
6.033126719362959633e+00,1.001640820109179986e+00,-3.168732806370400112e-01
6.102387536871209939e+00,9.988112147700080046e-01,-2.476124631287897060e-01
6.097029983661619745e+00,9.994145845331580125e-01,-2.529700163383798994e-01
6.139912643863739916e+00,9.971173531758079633e-01,-2.100873561362597286e-01
6.235821980812230159e+00,9.959625396031760447e-01,-1.141780191877694861e-01
6.298115374106889597e+00,1.005903276591219919e+00,-5.188462589311004791e-02
6.222663791605000050e+00,1.000150552767719914e+00,-1.273362083949995949e-01
6.157279097799760237e+00,9.926313030933829884e-01,-1.927209022002394079e-01
6.169514775211029978e+00,9.909573121770770543e-01,-1.804852247889696670e-01
6.139856035327469819e+00,9.964013893390110121e-01,-2.101439646725298260e-01
6.231708884644009849e+00,1.001699130648149971e+00,-1.182911153559897954e-01
6.118731832754139788e+00,1.002864399854410005e+00,-2.312681672458598570e-01
6.282964201112870128e+00,1.003516049099139940e+00,-6.703579888712951629e-02
6.259278101339270428e+00,1.005676153061320077e+00,-9.072189866072921660e-02
6.228356646799640295e+00,9.961076993706760030e-01,-1.216433532003593498e-01
6.190954374116920178e+00,1.000845496341600027e+00,-1.590456258830794667e-01
6.222567400255390346e+00,1.003379377164659969e+00,-1.274325997446092984e-01
6.233303732497070371e+00,1.003474459095099913e+00,-1.166962675029292740e-01
6.278543608939929577e+00,1.002137896599750055e+00,-7.145639106007006802e-02
6.314020413034279855e+00,9.985585034348709588e-01,-3.597958696571978976e-02
6.272077780107990108e+00,9.954401194750980286e-01,-7.792221989200953658e-02
6.185539860588649574e+00,9.913400276483680384e-01,-1.644601394113500703e-01
