center_CAM,Weights,error_CAM
-5.814669000000000088e-01,2.668422468822390092e-01,-5.814669000000000088e-01
-3.823344000000000187e-01,2.651026126932379823e-01,-3.823344000000000187e-01
-3.265773000000000148e-01,2.672384313536539935e-01,-3.265773000000000148e-01
-1.513406999999999947e-01,2.956448238699069808e-01,-1.513406999999999947e-01
-3.186119999999999924e-02,3.429397814790399734e-01,-3.186119999999999924e-02
7.965299999999999811e-03,3.390510984295029839e-01,7.965299999999999811e-03
6.372239999999999849e-02,3.488776714051610162e-01,6.372239999999999849e-02
-4.779180000000000234e-02,4.123954557515919772e-01,-4.779180000000000234e-02
-1.354101000000000055e-01,4.193623691212580162e-01,-1.354101000000000055e-01
-5.575709999999999694e-02,4.273574518518730159e-01,-5.575709999999999694e-02
-4.779180000000000234e-02,4.438711569474719787e-01,-4.779180000000000234e-02
-5.575709999999999694e-02,4.832554883493059839e-01,-5.575709999999999694e-02
0.000000000000000000e+00,5.271470571348300105e-01,0.000000000000000000e+00
-3.982650000000000079e-02,5.304002506355299795e-01,-3.982650000000000079e-02
7.168769999999999309e-02,5.673520481833239648e-01,7.168769999999999309e-02
4.779180000000000234e-02,5.954846564420249733e-01,4.779180000000000234e-02
1.115141999999999939e-01,6.334503407096609973e-01,1.115141999999999939e-01
1.194795000000000024e-01,6.589453385479839831e-01,1.194795000000000024e-01
9.558360000000000467e-02,6.771426100988480190e-01,9.558360000000000467e-02
1.035488999999999993e-01,6.765088692690589545e-01,1.035488999999999993e-01
4.779180000000000234e-02,7.262132748158900419e-01,4.779180000000000234e-02
6.372239999999999849e-02,7.674710703951369561e-01,6.372239999999999849e-02
1.194795000000000024e-01,7.920894921380390308e-01,1.194795000000000024e-01
1.513406999999999947e-01,8.126928224667639977e-01,1.513406999999999947e-01
2.708202000000000109e-01,8.471939829098820152e-01,2.708202000000000109e-01
1.752365999999999924e-01,8.734863810010470297e-01,1.752365999999999924e-01
2.469243000000000132e-01,8.992576664313269852e-01,2.469243000000000132e-01
1.911672000000000093e-01,9.207095385177039848e-01,1.911672000000000093e-01
2.867507999999999724e-01,9.306198626020359965e-01,2.867507999999999724e-01
2.389590000000000047e-01,9.518948152586269584e-01,2.389590000000000047e-01
2.947160999999999809e-01,9.698668743991579744e-01,2.947160999999999809e-01
3.265773000000000148e-01,9.853675170686789775e-01,3.265773000000000148e-01
3.265773000000000148e-01,9.898070811331339813e-01,3.265773000000000148e-01
3.664038000000000017e-01,9.997376736212000292e-01,3.664038000000000017e-01
4.062302999999999886e-01,1.001081960218300093e+00,4.062302999999999886e-01
4.221609000000000056e-01,1.007090453147919895e+00,4.221609000000000056e-01
4.062302999999999886e-01,9.928222926955739824e-01,4.062302999999999886e-01
4.540220999999999840e-01,1.000502297740019975e+00,4.540220999999999840e-01
4.540220999999999840e-01,1.002002121224010001e+00,4.540220999999999840e-01
4.221609000000000056e-01,9.952550028103379631e-01,4.221609000000000056e-01
3.982649999999999801e-01,9.965702801014280077e-01,3.982649999999999801e-01
