width_LLS_B,Weights,error_LLS_B
6.272207346700199970e+00,9.934092311322699764e-01,-7.779265329979967447e-02
6.310345156962489988e+00,9.877195779723639824e-01,-3.965484303750965722e-02
6.322493574532120242e+00,9.979631076943199508e-01,-2.750642546787940290e-02
6.309345211668169640e+00,9.947779898630579876e-01,-4.065478833183000518e-02
6.322365696477859842e+00,9.964343583514090330e-01,-2.763430352213980257e-02
6.296470836905379898e+00,9.967034932362689448e-01,-5.352916309461974720e-02
6.321086140846359669e+00,9.957671881766559929e-01,-2.891385915363997583e-02
6.297267105657819997e+00,1.002497880247460005e+00,-5.273289434217964811e-02
6.362188695724140253e+00,1.007045513860040042e+00,1.218869572414060798e-02
6.337238673113080090e+00,1.009169956352679920e+00,-1.276132688691955508e-02
6.351166585754150162e+00,1.003525788186200085e+00,1.166585754150517573e-03
6.360374281439730382e+00,1.000416384254730007e+00,1.037428143973073702e-02
6.374188340486970361e+00,9.988802388547960431e-01,2.418834048697071637e-02
6.321275346004160411e+00,9.937830027918690412e-01,-2.872465399583923329e-02
6.319160229017779962e+00,9.927359928656059873e-01,-3.083977098221968305e-02
6.280175873333489811e+00,9.936676510368159798e-01,-6.982412666650983368e-02
6.292249200405209741e+00,1.000229004290660084e+00,-5.775079959478990332e-02
6.344221386427180143e+00,9.979655456479880060e-01,-5.778613572819502053e-03
6.307457887295010224e+00,9.938788592266579736e-01,-4.254211270498942099e-02
6.308334883311130348e+00,9.917720701063940103e-01,-4.166511668886929698e-02
6.334365003692160379e+00,1.002588298754339968e+00,-1.563499630783926619e-02
6.336386667494339875e+00,1.006485617635239915e+00,-1.361333250565976982e-02
6.324421317401299980e+00,1.003512468690000103e+00,-2.557868259869966465e-02
6.321102514593479604e+00,1.001054417347909897e+00,-2.889748540652004039e-02
6.270401980734569669e+00,9.989210210207909446e-01,-7.959801926542997563e-02
6.254369672476990161e+00,1.002935812886400102e+00,-9.563032752300948403e-02
6.279183466024860216e+00,1.007140540498929981e+00,-7.081653397513942849e-02
6.252154828537119791e+00,9.940074366546629570e-01,-9.784517146287985412e-02
6.249242034039009575e+00,9.925750803587229942e-01,-1.007579659609900702e-01
6.287423796754920247e+00,1.003233444959990006e+00,-6.257620324507939813e-02
6.314153308243319884e+00,1.003005047668789951e+00,-3.584669175667976049e-02
6.314266386525040353e+00,1.001356167019789911e+00,-3.573361347495929152e-02
6.290483606210259815e+00,1.001252508396140106e+00,-5.951639378973982986e-02
6.330387033981409672e+00,1.003483747239690027e+00,-1.961296601858997235e-02
6.292400575297159904e+00,1.002859471758269949e+00,-5.759942470283974103e-02
6.253191984898590405e+00,1.004177527266590042e+00,-9.680801510140923938e-02
6.266306727251709674e+00,9.965925915990639927e-01,-8.369327274828997076e-02
6.265215798358429566e+00,9.964297158863769655e-01,-8.478420164157007832e-02
6.237279054203040296e+00,1.000927496524989913e+00,-1.127209457969593487e-01
6.237200413647140174e+00,1.000647416110270083e+00,-1.127995863528594711e-01
6.235169684940419899e+00,9.969200234661199644e-01,-1.148303150595797462e-01
6.208116300457009906e+00,1.001815735119329975e+00,-1.418836995429897385e-01
6.182262773451159710e+00,9.912674648232749908e-01,-1.677372265488399350e-01
6.182504751312370317e+00,1.001932419201569946e+00,-1.674952486876293278e-01
6.194135694348320342e+00,9.981100305614030166e-01,-1.558643056516793024e-01
6.233349420656599804e+00,9.977210121250700281e-01,-1.166505793433998406e-01
6.233427468094899560e+00,1.000619393162820003e+00,-1.165725319051000852e-01
6.244103778766009860e+00,9.978646319343470461e-01,-1.058962212339897846e-01
6.233513375296469761e+00,1.000125270095759911e+00,-1.164866247035298841e-01
6.270379653577600187e+00,9.995611105876790470e-01,-7.962034642239945725e-02
6.283215180144639866e+00,1.006921223466819892e+00,-6.678481985535977827e-02
6.269631727621650441e+00,1.002004022518740101e+00,-8.036827237834920368e-02
6.232393119821630023e+00,1.002230322630830006e+00,-1.176068801783696216e-01
6.207299734989439877e+00,9.922484722649950184e-01,-1.427002650105597681e-01
6.234328512358009888e+00,1.001845668454550031e+00,-1.156714876419897564e-01
6.232046212922369932e+00,1.004246370657710052e+00,-1.179537870776297126e-01
6.195430089993750222e+00,9.988144079444819523e-01,-1.545699100062494225e-01
6.208261672964500377e+00,9.977181192143079747e-01,-1.417383270354992675e-01
6.221350094633799621e+00,9.953955448958420327e-01,-1.286499053662000236e-01
6.284240686033600198e+00,9.996385296929860553e-01,-6.575931396639944637e-02
6.270277585561900402e+00,1.010066362321599964e+00,-7.972241443809924277e-02
6.270401980734569669e+00,1.003264262795849904e+00,-7.959801926542997563e-02
6.259216005219819579e+00,9.978290584336230173e-01,-9.078399478018006619e-02
6.259176463401559865e+00,1.000596416089480023e+00,-9.082353659843978022e-02
6.245184464849700134e+00,1.000557691822649975e+00,-1.048155351502995103e-01
6.322598595514349995e+00,1.007515967506009913e+00,-2.740140448564964970e-02
6.257380442325690240e+00,9.998477109005029506e-01,-9.261955767430940512e-02
6.194093315409450184e+00,9.972439576311920018e-01,-1.559066845905494603e-01
