X_mm,Weights,Y_normalised,Weights
-6.112671994999939962e+00,2.630369929999730183e-01,-8.644194488000780385e-01,2.630369929999730183e-01
-5.586598008999989595e+00,2.623592430000230014e-01,-9.384474017998909456e-01,2.623592430000230014e-01
-5.061879522999950254e+00,2.634815969999860230e-01,-1.041387343800149967e+00,2.634815969999860230e-01
-4.534916328999970325e+00,3.063731800000110139e-01,-9.730952418001379556e-01,3.063731800000110139e-01
-3.922169968999949852e+00,3.254615779999839864e-01,-8.459100848000390416e-01,3.254615779999839864e-01
-3.271246812999979880e+00,3.495666930000210226e-01,-8.435672387998639499e-01,3.495666930000210226e-01
-2.572113426999940167e+00,3.455678589999849892e-01,-8.786183028001629536e-01,3.455678589999849892e-01
-1.880977708999969966e+00,3.390529259999919831e-01,-8.612807618001170340e-01,3.390529259999919831e-01
-1.202871856999990108e+00,3.584887930000150158e-01,-8.437810957998409522e-01,3.584887930000150158e-01
-4.858942709999600207e-01,3.972999189999940062e-01,-8.931068247999860432e-01,3.972999189999940062e-01
3.087055670000279917e-01,4.183408259999950030e-01,-9.160396248001919650e-01,4.183408259999950030e-01
1.145387219000020051e+00,4.031047079999999783e-01,-8.865666858002330120e-01,4.031047079999999783e-01
1.951596635000020008e+00,4.086145649999989860e-01,-8.847764988000790254e-01,4.086145649999989860e-01
2.768825765000010097e+00,4.233903700000070103e-01,-9.532209587998750067e-01,4.233903700000070103e-01
3.615606505000029891e+00,4.347570300000039856e-01,-9.778711868001720431e-01,4.347570300000039856e-01
4.485120565000039861e+00,4.552082369999739808e-01,-9.621106957998220022e-01,4.552082369999739808e-01
5.395537038999989932e+00,5.012207140000279892e-01,-9.259327027999120219e-01,5.012207140000279892e-01
6.397978467000039693e+00,5.435397009999980433e-01,-8.875623538001210511e-01,5.435397009999980433e-01
7.485057869000040220e+00,5.359239519999929868e-01,-8.755057517998640071e-01,5.359239519999929868e-01
8.556905773000019977e+00,5.384381430000080293e-01,-9.124497157998230357e-01,5.384381430000080293e-01
9.633782059000040476e+00,5.676225539999819603e-01,-9.321923257999740198e-01,5.676225539999819603e-01
1.076902716700000084e+01,5.899557149999989925e-01,-9.216437318000599843e-01,5.899557149999989925e-01
1.194893859699999972e+01,6.012364130000089624e-01,-9.215165738000340445e-01,6.012364130000089624e-01
1.315141142300000077e+01,6.148009790000179553e-01,-9.130545827999869690e-01,6.148009790000179553e-01
1.438101338100010018e+01,6.264768679999790368e-01,-8.709953728002519657e-01,6.264768679999790368e-01
1.563396711699999919e+01,6.375535909999969775e-01,-8.695436317999849507e-01,6.375535909999969775e-01
1.690907429900000025e+01,6.643529550000230044e-01,-9.227975658001530412e-01,6.643529550000230044e-01
