x,Weights,y,Weights
-6.343759471000010031e+00,2.711565910000400259e-01,-8.701798567998080269e-01,2.711565910000400259e-01
-5.801446288999939860e+00,2.643848229999680166e-01,-8.952984207998609945e-01,2.643848229999680166e-01
-5.272676642999999608e+00,2.632228440000369818e-01,-9.990193187998950286e-01,2.632228440000369818e-01
-4.746230954999930418e+00,2.912539439999969892e-01,-9.918415488000109637e-01,2.912539439999969892e-01
-4.163723066999930111e+00,2.963407559999600149e-01,-8.964243438001630038e-01,2.963407559999600149e-01
-3.571041555000010081e+00,3.309370220000200091e-01,-8.564073857998270034e-01,3.309370220000200091e-01
-2.909167510999969952e+00,3.451644119999719984e-01,-9.055236838002830302e-01,3.451644119999719984e-01
-2.218838687000030063e+00,3.409472530000289825e-01,-9.091529727999440036e-01,3.409472530000289825e-01
-1.536944180999969989e+00,3.417169479999879744e-01,-9.053889018002510003e-01,3.417169479999879744e-01
-8.535102849999900432e-01,3.795141079999970191e-01,-9.285878228001539503e-01,3.795141079999970191e-01
-9.448206899999550545e-02,4.094117920000069910e-01,-9.425088437999139535e-01,4.094117920000069910e-01
7.243415150000179770e-01,4.129751179999929800e-01,-9.160374547999200479e-01,4.129751179999929800e-01
1.550291751000000051e+00,4.290578600000150011e-01,-9.091349837998730088e-01,4.290578600000150011e-01
2.408407471000030053e+00,4.364148769999839916e-01,-9.393213028000390041e-01,4.364148769999839916e-01
3.281237224999999924e+00,4.371124680000120222e-01,-9.465362857998510515e-01,4.371124680000120222e-01
4.155462161000030186e+00,4.358268839999869804e-01,-9.255624637998209892e-01,4.358268839999869804e-01
5.027115928999999817e+00,4.815790750000160103e-01,-8.946483998000760440e-01,4.815790750000160103e-01
5.990274079000029950e+00,5.158401659999920508e-01,-8.875218177998650537e-01,5.158401659999920508e-01
7.021954411000019824e+00,5.346265710000079885e-01,-8.875930798000409849e-01,5.346265710000079885e-01
8.091207553000030472e+00,5.372953870000020116e-01,-8.966326828002020299e-01,5.372953870000020116e-01
9.165798327000029389e+00,5.467249399999940529e-01,-9.114374748002379567e-01,5.467249399999940529e-01
1.025924820700000062e+01,5.661658440000060244e-01,-9.232260537998230321e-01,5.661658440000060244e-01
1.139157989499999957e+01,6.033331189999949773e-01,-9.318285838001539867e-01,6.033331189999949773e-01
1.259824613299999996e+01,6.241126299999859572e-01,-9.441824917998360434e-01,6.241126299999859572e-01
1.384647139299999985e+01,6.192913310000099925e-01,-9.300752188000840359e-01,6.192913310000099925e-01
1.508505405500000052e+01,6.476995670000169625e-01,-8.874289297998809722e-01,6.476995670000169625e-01
1.638045318900010017e+01,6.661944119999899661e-01,-8.574940248001889920e-01,6.661944119999899661e-01
1.771284201299999950e+01,6.858043119999860382e-01,-8.614207308001200492e-01,6.858043119999860382e-01
1.908445063699999977e+01,6.956897590000179488e-01,-8.680880918001609992e-01,6.956897590000179488e-01
2.047583015500000059e+01,6.918838479999870339e-01,-8.526244978000080410e-01,6.918838479999870339e-01
