time,width_CAM,center_CAM,error_CAM,width_LLS_B,center_LLS_B,width error_LLS_B,width_LLS_A,center_LLS_A,width error_LLS_A,x,y,z,error_LT,z error
6.898000000001048,6.133281,-0.23099369999999997,12.483281,6.27428689175113,-0.10000000000000009,-0.07571310824886979,6.15081778570742,-2.0175,-0.19918221429257965,296.82384208999997,474.1055615672,0.0212719452000119,-0.8944384327999728,4.021271945200012
6.913999999997031,6.0854892,-0.23895900000000014,12.4354892,6.27652268377961,-0.03699999999999992,-0.07347731622038989,6.06342594838867,-1.9865,-0.2865740516113293,298.822122736,474.1225322112,0.0336566842000114,-0.8774677888000042,4.033656684200011
6.930000000000291,6.0854892,-0.22302840000000002,12.4354892,6.27515426105208,-0.03649999999999998,-0.07484573894791957,5.96785255399114,-2.0185,-0.38214744600885986,302.818910466,474.1525047232,0.0654402602000184,-0.8474952767999753,4.065440260200019
6.946000000003551,6.0854892,-0.23895900000000014,12.4354892,6.26444897816241,-0.05600000000000005,-0.08555102183758923,6.03717310316721,-1.9935,-0.31282689683278964,304.81570956599995,474.1603407772,0.0678568322000273,-0.8396592227999804,4.067856832200027
6.963000000003376,6.1173504,-0.22302840000000002,12.4673504,6.31431429372976,-0.03100000000000014,-0.03568570627023959,6.07018403386712,-1.9729999999999999,-0.2798159661328796,310.82162633599995,474.1225529672,0.0523261082000317,-0.8774470327999779,4.052326108200032
6.97899999999936,6.0695586,-0.29471610000000004,12.419558599999998,6.28840083009981,-0.10699999999999998,-0.06159916990018921,6.05701373884,-2.0035,-0.2929862611599994,312.82336541399997,474.1315912402,0.0317393882000168,-0.8684087597999905,4.031739388200017
6.995000000002619,6.1014198,-0.31064670000000016,12.4514198,6.19731014231174,-0.10049999999999981,-0.1526898576882596,5.96967370338773,-2.0220000000000002,-0.38032629661227,316.82982999199993,474.1148912732,0.0216895081999922,-0.8851087268000128,4.021689508199993
7.010999999998603,6.0376974,-0.32657729999999985,12.3876974,6.20923481598176,-0.0814999999999999,-0.1407651840182398,5.95678651225782,-2.016,-0.39321348774217935,318.83789885999994,474.1183201402,0.0121240582000011,-0.8816798597999878,4.012124058200001
7.027999999998428,6.0695586,-0.2628549,12.419558599999998,6.260563552908,-0.119,-0.08943644709199994,5.9566362872893,-2.028,-0.39336371271069925,322.82627360399994,474.1026720712,0.0250665922000013,-0.8973279287999958,4.025066592200002
7.044000000001688,6.0376974,-0.27878550000000013,12.3876974,6.26918375867226,-0.13749999999999996,-0.08081624132773957,5.97021086913961,-1.9975,-0.3797891308603898,324.82019113399997,474.1083474482,0.0294901592000207,-0.8916525518000071,4.02949015920002
7.059999999997672,6.0854892,-0.22302840000000002,12.4354892,6.37029206551788,-0.16300000000000003,0.02029206551788043,5.89843484403719,-1.935,-0.45156515596280933,330.82929991799995,474.1199063362,0.0377862022000262,-0.8800936637999826,4.037786202200026
7.076000000000931,6.133281,-0.2469243000000001,12.483281,6.33048055047956,-0.16999999999999993,-0.01951944952043938,5.97552062821437,-1.935,-0.37447937178562984,332.83651425999994,474.1383036672,0.0261677392000259,-0.8616963328000224,4.026167739200026
7.093000000000757,6.1014198,-0.18320190000000003,12.4514198,6.22716259623916,-0.1815,-0.12283740376083951,6.01662382382746,-1.9725000000000001,-0.33337617617254,336.83992338799993,474.1224839912,0.0311141711999869,-0.8775160088000007,4.031114171199987
7.10899999999674,6.0376974,-0.2628549,12.3876974,6.227200735483,-0.16949999999999998,-0.12279926451699996,6.051229529894,-1.9665,-0.29877047010599966,338.842998832,474.1256525592,0.0285485742000025,-0.8743474408000225,4.028548574200003
7.125,6.0695586,-0.23099369999999997,12.419558599999998,6.15226405480129,-0.131,-0.1977359451987093,6.04810287630346,-2.01,-0.30189712369653954,344.86168833199997,474.1097484152,0.0469437051999981,-0.8902515848000121,4.046943705199998
7.14100000000326,6.0854892,-0.25488960000000005,12.4354892,6.16404672273013,-0.137,-0.18595327726986977,6.14453207554646,-1.974,-0.20546792445354,344.86168833199997,474.1097484152,0.0469437051999981,-0.8902515848000121,4.046943705199998
7.158000000003085,6.1173504,-0.2070977999999999,12.4673504,6.11620437853413,-0.09899999999999998,-0.23379562146586963,6.13135387050951,-1.9795,-0.21864612949049,348.83332208199994,474.1241700732,0.0527763811999933,-0.8758299268000087,4.052776381199993
7.173999999999069,6.053628,-0.19116719999999998,12.403628,6.14142206659012,-0.13850000000000007,-0.20857793340988007,6.03220994706986,-1.9545,-0.31779005293013984,352.82084540799997,474.1234410762,0.0496659862000315,-0.8765589238000189,4.049665986200032
7.190000000002328,6.0695586,-0.1513407,12.419558599999998,6.17847982921366,-0.16999999999999993,-0.17152017078633985,5.99265734121994,-1.96,-0.3573426587800599,354.85056366199996,474.1160935622,0.0421433851999933,-0.8839064378000216,4.042143385199993
7.205999999998312,6.1173504,-0.19116719999999998,12.4673504,6.21611011807223,-0.125,-0.13388988192776985,6.06967907488207,-1.9339999999999997,-0.2803209251179295,358.87017964999995,474.0971147822,0.0251044252000212,-0.9028852178000193,4.025104425200021
7.222999999998137,6.133281,-0.1672712999999999,12.483281,6.22951370493717,-0.14449999999999985,-0.12048629506282982,6.04200668489722,-1.9469999999999998,-0.30799331510278005,360.85445742599995,474.0961982092,0.020549046200024,-0.9038017908000029,4.020549046200024
7.239000000001397,6.1173504,-0.15930599999999995,12.4673504,6.2531478472846,-0.16849999999999987,-0.0968521527153996,5.99335967156372,-1.9220000000000002,-0.3566403284362796,364.84660370999995,474.1197614542,0.0143539552000198,-0.8802385458000117,4.014353955200019
7.254999999997381,6.1492116,-0.12744480000000014,12.499211599999999,6.20523496734813,-0.14349999999999996,-0.14476503265186924,5.95506209638545,-1.929,-0.39493790361454995,368.88898083,474.1231622422,0.010241186200024,-0.87683775779999,4.010241186200024
7.27100000000064,6.133281,-0.21506310000000006,12.483281,6.18034181902587,-0.16999999999999993,-0.16965818097413,5.9424216278504,-1.9215,-0.4075783721496,372.88845545799995,474.1060844502,0.00619112320002957,-0.8939155497999991,4.00619112320003
7.288000000000466,6.1970034,-0.1513407,12.5470034,6.18126281596245,-0.14449999999999985,-0.16873718403754978,6.01369492943141,-1.9170000000000003,-0.3363050705685895,374.88217191999996,474.0977362602,0.013664141200034,-0.9022637397999915,4.013664141200034
7.304000000003725,6.212934,-0.17523660000000008,12.562933999999998,6.24126028939669,-0.12450000000000006,-0.10873971060330945,5.98961625143079,-1.9165,-0.36038374856920985,378.88401761999995,474.1268507512,0.00445160319998683,-0.8731492488000185,4.004451603199986
7.319999999999709,6.2447952,-0.15930600000000017,12.5947952,6.25540294465512,-0.13149999999999995,-0.09459705534488005,6.05138841174382,-1.8724999999999998,-0.29861158825617995,380.89028410599997,474.1092099252,0.0139602112000015,-0.8907900748000088,4.0139602112000015
7.336000000002969,6.2288646,-0.16727130000000012,12.5788646,6.30429512316801,-0.14300000000000002,-0.04570487683198987,5.99800375635882,-1.8730000000000002,-0.3519962436411799,382.88183504599994,474.1037075612,0.0114226422000143,-0.8962924388000033,4.0114226422000145
7.353000000002794,6.212934,-0.11151420000000001,12.562933999999998,6.29138943318565,-0.12450000000000006,-0.05861056681434995,6.00625196940221,-1.891,-0.3437480305977898,386.86379248399993,474.0776556512,0.0184004151999868,-0.9223443487999816,4.018400415199987
7.368999999998778,6.1970034,-0.1354101000000001,12.5470034,6.25507194203232,-0.05449999999999999,-0.09492805796767989,6.05269544791343,-1.8345000000000002,-0.2973045520865698,390.86266510199994,474.0886597222,0.0342512732000304,-0.9113402777999795,4.03425127320003
7.385000000002037,6.2288646,-0.08761830000000015,12.5788646,6.21717017621361,-0.07450000000000001,-0.1328298237863894,5.93768014005915,-1.8415000000000004,-0.4123198599408493,394.84850119399994,474.0999317582,0.053098305200002,-0.9000682417999997,4.053098305200002
7.400999999998021,6.1810728,-0.09558359999999988,12.5310728,6.18117116734361,-0.09350000000000014,-0.1688288326563896,5.912685019849,-1.8735,-0.43731498015099923,398.83619151799996,474.0962711612,0.067998407200013,-0.9037288388000206,4.067998407200013
7.417999999997846,6.212934,-0.06372240000000007,12.562933999999998,6.16838593150591,-0.11299999999999999,-0.18161406849408923,5.9803681396448,-1.8175,-0.36963186035519957,400.83755253999993,474.0943762272,0.0774503712000274,-0.9056237728000269,4.077450371200028
7.434000000001106,6.212934,-0.06372240000000007,12.562933999999998,6.21624331891859,-0.18799999999999994,-0.13375668108140992,6.07102506150389,-1.8559999999999999,-0.27897493849611,404.84110551599997,474.0935820142,0.0803438112000363,-0.9064179857999761,4.080343811200036
7.44999999999709,6.1810728,-0.04779180000000016,12.5310728,6.19143036785524,-0.21350000000000002,-0.1585696321447596,6.05412571208564,-1.8790000000000002,-0.29587428791435944,406.847803282,474.0859360032,0.0768171682000167,-0.914063996799996,4.076817168200017
7.466000000000349,6.1492116,-0.07965299999999997,12.499211599999999,6.17629144390062,-0.246,-0.1737085560993794,6.02772601285383,-1.8975000000000002,-0.3222739871461693,410.82737186799994,474.0666493032,0.0527703402000397,-0.9333506968000052,4.0527703402000395
7.483000000000175,6.212934,-0.07965299999999997,12.562933999999998,6.17524493441353,-0.20750000000000002,-0.1747550655864698,6.08689046836305,-1.8784999999999998,-0.2631095316369496,414.82419780199996,474.0433397462,0.0287415442000065,-0.9566602538000097,4.028741544200006
7.499000000003434,6.1970034,-0.02389590000000008,12.5470034,6.18817848805285,-0.2510000000000001,-0.16182151194714933,6.11782646400747,-1.8780000000000001,-0.23217353599252988,416.82225307799996,474.0291764242,0.021235946200024,-0.9708235758000114,4.021235946200024
7.514999999999418,6.1651422,-0.02389589999999986,12.5151422,6.17634204039899,-0.246,-0.17365795960100971,6.17950013452134,-1.8605,-0.1704998654786598,418.808698152,474.0253858012,0.0186912022000387,-0.9746141987999977,4.0186912022000385
7.5310000000026776,6.053628,0.04779179999999994,12.403628,6.1631110650385,-0.26449999999999996,-0.18688893496149994,6.11374214656036,-1.9035000000000002,-0.23625785343964,422.79693397399996,474.0297197552,0.0195631292000384,-0.9702802447999943,4.019563129200038
7.548000000002503,6.0695586,0.03982649999999999,12.419558599999998,6.12338876766779,-0.25750000000000006,-0.2266112323322096,6.1891842844269,-1.8535000000000001,-0.16081571557309982,426.80553337599997,474.0282509772,0.0334601432000154,-0.9717490227999974,4.033460143200015
7.563999999998487,6.133281,0.02389590000000008,12.483281,6.12336655770337,-0.24550000000000005,-0.22663344229663007,6.21529579090181,-1.8279999999999998,-0.1347042090981896,430.797563666,474.0538427102,0.0362579282000242,-0.9461572897999986,4.036257928200024
7.580000000001746,6.1970034,-0.007965299999999953,12.5470034,6.14937598460202,-0.2835000000000001,-0.20062401539797925,6.12145052489836,-1.834,-0.22854947510163992,432.81473034199996,474.0558125282,0.0336996952000395,-0.9441874717999781,4.033699695200039
7.59599999999773,6.133281,0.03982649999999999,12.483281,6.18617102899686,-0.2509999999999999,-0.16382897100313976,6.10229022527504,-1.8355000000000001,-0.24770977472495925,434.81637813,474.0488975302,0.0351693822000161,-0.9511024697999915,4.035169382200016
7.612999999997555,6.0854892,0.04779179999999994,12.4354892,6.18747913127794,-0.2015,-0.1625208687220594,6.08625199624803,-1.8145,-0.26374800375196994,440.82383637199996,474.0542851802,0.0244867072000154,-0.9457148198000027,4.0244867072000154
7.629000000000815,6.0854892,0.04779179999999994,12.4354892,6.16133240460211,-0.21350000000000002,-0.1886675953978898,6.16044842952855,-1.8154999999999997,-0.18955157047144944,442.83215749199996,474.0357458722,0.0299989162000101,-0.9642541278000181,4.02999891620001
7.644999999996799,6.1014198,0.03982649999999999,12.4514198,6.14935419373449,-0.21950000000000003,-0.2006458062655092,6.210198020904,-1.8274999999999997,-0.13980197909599923,444.83041139399995,474.0356449252,0.0304438012000103,-0.9643550747999825,4.03044380120001
7.661000000000058,6.1014198,0.03982649999999999,12.4514198,6.17346782610876,-0.23249999999999993,-0.17653217389123999,6.14871268172872,-1.8085,-0.20128731827127933,448.83017305199996,474.0486286432,0.025287736200039,-0.9513713567999957,4.025287736200039
7.677999999999884,6.1492116,0.06372240000000007,12.499211599999999,6.15853269862229,-0.2390000000000001,-0.19146730137770973,6.07991795955503,-1.865,-0.27008204044496953,452.83988704399997,474.0451848482,0.029191901200025,-0.9548151518000054,4.029191901200025
7.694000000003143,6.1651422,0.055757100000000115,12.5151422,6.15649413221519,-0.18700000000000006,-0.19350586778480938,6.19426612874741,-1.8074999999999997,-0.15573387125258975,454.83968437399994,474.0531425072,0.0176086202000236,-0.9468574928000066,4.017608620200024
7.709999999999127,6.1810728,0.06372240000000007,12.5310728,6.13015790987475,-0.17399999999999993,-0.21984209012524936,6.14227114135598,-1.834,-0.20772885864401935,458.82874709,474.0254505182,0.0125936821999952,-0.9745494818000111,4.012593682199995
7.7260000000023865,6.2288646,0.07168770000000002,12.5788646,6.11810591604951,-0.19399999999999995,-0.23189408395048972,6.1630600335342,-1.8215000000000003,-0.18693996646579958,460.82760148999995,474.0323775062,0.00801387319999991,-0.9676224937999791,4.0080138731999995
7.743000000002212,6.1810728,0.14337540000000004,12.5310728,6.16817152809485,-0.19399999999999995,-0.18182847190514995,6.14684978898171,-1.8605,-0.2031502110182899,466.84775204999994,474.0435226792,0.00431375420000379,-0.9564773207999906,4.004313754200004
7.758999999998196,6.1492116,0.17523659999999985,12.499211599999999,6.18214954526336,-0.18700000000000006,-0.16785045473663995,6.09100710358129,-1.8419999999999999,-0.25899289641871004,468.84660511799996,474.0504708352,0.00573390920003702,-0.9495291648000261,4.005733909200037
7.775000000001455,6.1970034,0.11947949999999996,12.5470034,6.20739470309405,-0.14949999999999997,-0.14260529690594925,6.11416702095619,-1.8289999999999997,-0.23583297904380984,470.83924017199996,474.0610669412,0.00613980420003712,-0.9389330587999893,4.006139804200037
7.790999999997439,6.1810728,0.15930599999999995,12.5310728,6.21951453089387,-0.20550000000000002,-0.13048546910612924,6.10790086660923,-1.8655,-0.24209913339077005,474.84983809799996,474.0596839372,0.0120369082000327,-0.9403160627999796,4.012036908200033
7.807999999997264,6.1492116,0.15930599999999995,12.499211599999999,6.24424222784479,-0.18100000000000005,-0.10575777215520965,6.06347049779246,-1.9045,-0.28652950220753937,478.85804406399996,474.0651155352,0.000909327200032228,-0.9348844648000068,4.0009093272000325
7.824000000000524,6.1014198,0.21506309999999984,12.4514198,6.27043666741001,-0.19400000000000017,-0.0795633325899896,6.11696432192819,-1.904,-0.23303567807180947,482.85991220599993,474.0411984452,0.00688399120002736,-0.9588015548000044,4.006883991200027
7.8400000000037835,6.053628,0.19116719999999998,12.403628,6.2583480248385,-0.20000000000000018,-0.0916519751614997,5.98811860592997,-1.8780000000000001,-0.3618813940700294,484.86741042799997,474.0546215762,0.000283173200022802,-0.9453784237999798,4.000283173200023
7.855999999999767,6.0854892,0.23895900000000014,12.4354892,6.29633552155538,-0.18100000000000005,-0.05366447844461941,6.00785327174429,-1.891,-0.3421467282557096,486.85650796999994,474.0570027422,0.000717264200022383,-0.9429972578000161,4.000717264200023
7.8729999999995925,6.1173504,0.25488960000000005,12.4673504,6.28431579410201,-0.1499999999999999,-0.0656842058979894,6.07130080670768,-1.9055000000000002,-0.2786991932923195,492.86473392999994,474.0664831992,0.00202039820002264,-0.933516800800021,4.002020398200022
7.889000000002852,6.1173504,0.25488960000000005,12.4673504,6.2722073467002,-0.10400000000000009,-0.07779265329979967,5.96886348333116,-1.9805000000000001,-0.38113651666883985,494.85882400799994,474.0691387762,-0.00054538779996216,-0.9308612237999796,3.999454612200038
7.904999999998836,6.1173504,0.3026814,12.4673504,6.25925954087223,-0.12450000000000006,-0.09074045912776985,6.11781998535128,-1.8855,-0.23218001464872007,498.879093052,474.0562601232,-0.00260562680000565,-0.9437398768000094,3.9973943731999944
7.9210000000020955,6.1651422,0.2628549,12.5151422,6.27219140332946,-0.052999999999999936,-0.07780859667053974,6.02219965778121,-2.0069999999999997,-0.32780034221879006,500.89021381799995,474.0588651472,-0.011167484799963,-0.941134852800019,3.988832515200037
7.938000000001921,6.2288646,0.2787854999999999,12.5788646,6.28211493049912,-0.08599999999999985,-0.06788506950087925,6.05418330701463,-1.9775,-0.29581669298536983,504.890178098,474.0858477362,-0.0263729587999826,-0.9141522638000197,3.973627041200017
7.9539999999979045,6.1970034,0.24692429999999987,12.5470034,6.29305792123352,-0.10450000000000004,-0.05694207876647983,6.01627593457562,-2.036,-0.3337240654243798,508.90134800199996,474.0744493002,-0.0294404508000024,-0.9255506997999987,3.9705595491999977
7.970000000001164,6.1651422,0.24692429999999987,12.5151422,6.2671915560321,-0.07850000000000001,-0.08280844396789977,6.00544868133897,-2.0165,-0.34455131866103006,510.90841671999993,474.0778493922,-0.0310059698000109,-0.9221506078000061,3.968994030199989
7.985999999997148,6.1810728,0.2070978000000001,12.5310728,6.24212816273425,-0.1299999999999999,-0.10787183726574945,6.11330527531605,-2.003,-0.23669472468394925,512.9152578899999,474.0852359002,-0.0345856167999734,-0.9147640997999815,3.965414383200027
8.002999999996973,6.1651422,0.21506310000000006,12.5151422,6.25536961338017,-0.12349999999999994,-0.09463038661982992,6.07649450729825,-2.0795000000000003,-0.27350549270174973,518.9025413679999,474.0755587872,-0.0142194287999688,-0.9244412127999908,3.9857805712000314
8.019000000000233,6.1810728,0.15930599999999995,12.5310728,6.25429748253151,-0.11099999999999999,-0.09570251746848957,6.0388828579933,-2.0725,-0.31111714200670004,520.909211544,474.0859403992,-0.0178096807999872,-0.9140596007999875,3.9821903192000128
8.035000000003492,6.133281,0.18320190000000003,12.483281,6.22820070325291,-0.09800000000000009,-0.12179929674708934,6.16155762757986,-2.054,-0.1884423724201394,524.9442262079999,474.0779419552,-0.0108837987999593,-0.9220580447999964,3.9891162012000407
8.050999999999476,6.212934,0.2070977999999999,12.562933999999998,6.21737187242327,-0.04149999999999987,-0.13262812757673004,6.18405313069154,-2.0535,-0.1659468693084598,526.9315282919999,474.0942291622,-0.0144991947999775,-0.9057708377999916,3.9855008052000227
8.067999999999302,6.2288646,0.1513407,12.5788646,6.1651233564301,0.009500000000000064,-0.18487664356989963,6.10589902992826,-2.0785,-0.2441009700717398,530.914855056,474.0792803542,-0.00556027679999716,-0.9207196457999771,3.994439723200003
8.084000000002561,6.3244482,0.11947950000000018,12.6744482,6.17614969054345,-0.02200000000000002,-0.17385030945655,6.0958928630088,-2.085,-0.2541071369912,534.9329828799999,474.0863579262,0.00530868519999461,-0.9136420738000197,4.005308685199995
8.099999999998545,6.2447952,0.17523660000000008,12.5947952,6.22608745521616,-0.07200000000000006,-0.12391254478384006,6.13454464139345,-2.0900000000000003,-0.2154553586065493,536.9349733639999,474.1085272382,0.0116758692000236,-0.8914727618000029,4.011675869200023
8.116000000001804,6.212934,0.17523660000000008,12.562933999999998,6.24051279944205,-0.040999999999999925,-0.10948720055794947,6.20637679717911,-2.0805,-0.1436232028208897,538.923842026,474.1149159882,0.0160957962000425,-0.8850840118000178,4.016095796200043
8.13300000000163,6.2288646,0.19913249999999993,12.5788646,6.14021180416441,-0.04100000000000015,-0.20978819583559005,6.19797983341307,-2.1235,-0.1520201665869294,544.900202164,474.1035852942,0.0284653362000096,-0.896414705799998,4.02846533620001
8.148999999997613,6.2288646,0.11947949999999996,12.5788646,6.15125491261742,-0.009500000000000064,-0.19874508738258,6.14051519077834,-2.098,-0.20948480922165924,546.913147352,474.1093205882,0.0258928792000233,-0.8906794118000221,4.025892879200024
8.165000000000873,6.1970034,0.1354101000000001,12.5470034,6.17531124721661,0.0035000000000000586,-0.17468875278339002,6.22234146221666,-2.085,-0.1276585377833399,550.9132202579999,474.0993060112,0.0268180622000243,-0.9006939888000147,4.026818062200024
8.180999999996857,6.212934,0.15930599999999995,12.562933999999998,6.20036200556064,-0.07299999999999995,-0.14963799443935955,6.22327294741738,-2.0860000000000003,-0.12672705258261985,552.8984946319999,474.0984746612,0.0302626562000101,-0.9015253388000133,4.03026265620001
8.198000000003958,6.2288646,0.13541009999999987,12.5788646,6.21117782711138,-0.02750000000000008,-0.1388221728886201,6.11044715681983,-2.1035,-0.2395528431801699,556.8862437299999,474.0937874722,0.0371663412000387,-0.906212527799994,4.037166341200039
8.213999999999942,6.2447952,0.15930600000000017,12.5947952,6.23726967510625,-0.02849999999999997,-0.11273032489374923,6.11585841778712,-2.0854999999999997,-0.23414158221287984,560.91386968,474.0923962512,0.0490673012000054,-0.9076037487999997,4.049067301200005
8.230000000003201,6.1810728,0.11151420000000001,12.5310728,6.22320897929677,-0.034499999999999975,-0.12679102070322923,6.13257867689462,-2.092,-0.21742132310537965,562.89341121,474.1042586902,0.0524658351999914,-0.8957413097999734,4.052465835199992
