center_CAM,Weights,error_CAM
3.982649999999999801e-01,2.774746101880760096e-01,3.982649999999999801e-01
2.548895999999999940e-01,2.747948405630299962e-01,2.548895999999999940e-01
2.867507999999999724e-01,2.825506781085139751e-01,2.867507999999999724e-01
2.230283999999999878e-01,2.976807034618350056e-01,2.230283999999999878e-01
2.230283999999999878e-01,3.306729277339249817e-01,2.230283999999999878e-01
3.026813999999999893e-01,3.451452544941759903e-01,3.026813999999999893e-01
2.628549000000000024e-01,3.627764616804800002e-01,2.628549000000000024e-01
3.425078999999999763e-01,4.033490163976160003e-01,3.425078999999999763e-01
2.947160999999999809e-01,4.193045753156650068e-01,2.947160999999999809e-01
3.106466999999999978e-01,4.136246108968479884e-01,3.106466999999999978e-01
1.911672000000000093e-01,4.624934227120690022e-01,1.911672000000000093e-01
1.991324999999999901e-01,4.994970172348610071e-01,1.991324999999999901e-01
1.832019000000000009e-01,4.991054640841510182e-01,1.832019000000000009e-01
1.035488999999999993e-01,5.361826327584220397e-01,1.035488999999999993e-01
1.115141999999999939e-01,5.882849256436609720e-01,1.115141999999999939e-01
1.513406999999999947e-01,6.037196894717540285e-01,1.513406999999999947e-01
1.274447999999999970e-01,6.183127934558659833e-01,1.274447999999999970e-01
1.274447999999999970e-01,6.493681194016700520e-01,1.274447999999999970e-01
1.115141999999999939e-01,6.726502419637100383e-01,1.115141999999999939e-01
8.761829999999999619e-02,7.020135756179920472e-01,8.761829999999999619e-02
0.000000000000000000e+00,7.421576281891030247e-01,0.000000000000000000e+00
1.593059999999999962e-02,7.659843954170869607e-01,1.593059999999999962e-02
1.593059999999999962e-02,7.975487214095410282e-01,1.593059999999999962e-02
6.372239999999999849e-02,8.168913841142250165e-01,6.372239999999999849e-02
3.982650000000000079e-02,8.540760092493939748e-01,3.982650000000000079e-02
5.575709999999999694e-02,8.837672953574839951e-01,5.575709999999999694e-02
7.965299999999999811e-03,8.963236531138160101e-01,7.965299999999999811e-03
-3.186119999999999924e-02,9.156062707642540488e-01,-3.186119999999999924e-02
7.965299999999999811e-03,9.456281196971559888e-01,7.965299999999999811e-03
-7.965299999999999811e-03,9.690684506569720025e-01,-7.965299999999999811e-03
-6.372239999999999849e-02,9.680808674328380548e-01,-6.372239999999999849e-02
-1.433753999999999862e-01,9.863253717421930356e-01,-1.433753999999999862e-01
-1.274447999999999970e-01,9.886972014564939792e-01,-1.274447999999999970e-01
-1.115141999999999939e-01,9.921974502774589810e-01,-1.115141999999999939e-01
-9.558360000000000467e-02,1.010296541579690066e+00,-9.558360000000000467e-02
-1.433753999999999862e-01,1.014046059112200027e+00,-1.433753999999999862e-01
-1.274447999999999970e-01,9.991210999858199937e-01,-1.274447999999999970e-01
-1.354101000000000055e-01,1.005813344133100085e+00,-1.354101000000000055e-01
-1.433753999999999862e-01,1.007678767419259991e+00,-1.433753999999999862e-01
-1.035488999999999993e-01,9.988913622882259480e-01,-1.035488999999999993e-01
-1.433753999999999862e-01,9.997624878768379686e-01,-1.433753999999999862e-01
-1.672713000000000116e-01,9.999102332915279501e-01,-1.672713000000000116e-01
-2.070977999999999986e-01,1.005894436620750065e+00,-2.070977999999999986e-01
-2.230283999999999878e-01,1.003884426078579972e+00,-2.230283999999999878e-01
-2.230283999999999878e-01,1.001078434757729951e+00,-2.230283999999999878e-01
-1.991324999999999901e-01,1.000428159816100004e+00,-1.991324999999999901e-01
-1.752365999999999924e-01,1.003155953669979894e+00,-1.752365999999999924e-01
-1.354101000000000055e-01,9.894864892381090016e-01,-1.354101000000000055e-01
-1.433753999999999862e-01,9.997575165035730294e-01,-1.433753999999999862e-01
-1.433753999999999862e-01,1.006512883643210010e+00,-1.433753999999999862e-01
-1.593060000000000032e-01,1.004267707901060014e+00,-1.593060000000000032e-01
-1.513406999999999947e-01,1.004585524950760034e+00,-1.513406999999999947e-01
-1.832019000000000009e-01,1.000294596190439922e+00,-1.832019000000000009e-01
-2.070977999999999986e-01,9.913368599467390352e-01,-2.070977999999999986e-01
-2.389590000000000047e-01,9.951818550432529609e-01,-2.389590000000000047e-01
-2.708202000000000109e-01,1.004439430098529984e+00,-2.708202000000000109e-01
-1.832019000000000009e-01,9.952873505282040512e-01,-1.832019000000000009e-01
-2.150631000000000070e-01,9.914364817893770443e-01,-2.150631000000000070e-01
-1.911672000000000093e-01,1.001873289097199970e+00,-1.911672000000000093e-01
-1.672713000000000116e-01,1.006070260690230089e+00,-1.672713000000000116e-01
-1.194795000000000024e-01,1.003585322830359949e+00,-1.194795000000000024e-01
-1.991324999999999901e-01,9.994127717590549631e-01,-1.991324999999999901e-01
-2.548895999999999940e-01,9.999389889256820041e-01,-2.548895999999999940e-01
-2.469243000000000132e-01,9.968784180916290261e-01,-2.469243000000000132e-01
