time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,3.597999999999999865e+00,9.288999999999999702e+00,5.690999999999999837e+00,0.000000000000000000e+00,2.089019999999999868e+02,0.000000000000000000e+00,3.790000000000000036e+00,9.830999999999999517e+00,6.041000000000000369e+00,0.000000000000000000e+00,2.151690000000000111e+02
8.999999999999999320e-03,3.547000000000000153e+00,9.265000000000000568e+00,5.717999999999999972e+00,4.969630038652678118e-04,2.089530000000000030e+02,8.999999999999999320e-03,3.789000000000000146e+00,9.832000000000000739e+00,6.043000000000000149e+00,4.942339373970345163e-04,2.151680000000000064e+02
1.700000000000000122e-02,3.560999999999999943e+00,9.289999999999999147e+00,5.729000000000000092e+00,9.387078961899503714e-04,2.089389999999999930e+02,1.799999999999999864e-02,3.775999999999999801e+00,9.807000000000000384e+00,6.030999999999999694e+00,9.884678747940690326e-04,2.151930000000000121e+02
2.699999999999999969e-02,3.573999999999999844e+00,9.301999999999999602e+00,5.727999999999999758e+00,1.490889011595803327e-03,2.089259999999999877e+02,2.699999999999999969e-02,3.790000000000000036e+00,9.804000000000000270e+00,6.014000000000000234e+00,1.482701812191103549e-03,2.151959999999999980e+02
3.500000000000000333e-02,3.521999999999999797e+00,9.250000000000000000e+00,5.727999999999999758e+00,1.932633903920486212e-03,2.089780000000000086e+02,3.500000000000000333e-02,3.762999999999999901e+00,9.778999999999999915e+00,6.016000000000000014e+00,1.922020867655134567e-03,2.152210000000000036e+02
4.399999999999999745e-02,3.509999999999999787e+00,9.227000000000000313e+00,5.716999999999999638e+00,2.429596907785753698e-03,2.089900000000000091e+02,4.399999999999999745e-02,3.750000000000000000e+00,9.766999999999999460e+00,6.017000000000000348e+00,2.416254805052168650e-03,2.152330000000000041e+02
5.299999999999999850e-02,3.521999999999999797e+00,9.226000000000000867e+00,5.703999999999999737e+00,2.926559911651021618e-03,2.089780000000000086e+02,5.199999999999999761e-02,3.762999999999999901e+00,9.768000000000000682e+00,6.004999999999999893e+00,2.855573860516199668e-03,2.152319999999999993e+02
6.099999999999999867e-02,3.560999999999999943e+00,9.263999999999999346e+00,5.703000000000000291e+00,3.368304803975704070e-03,2.089389999999999930e+02,6.099999999999999867e-02,3.762999999999999901e+00,9.778999999999999915e+00,6.016000000000000014e+00,3.349807797913233968e-03,2.152210000000000036e+02
7.000000000000000666e-02,3.609999999999999876e+00,9.301000000000000156e+00,5.690999999999999837e+00,3.865267807840972424e-03,2.088899999999999864e+02,7.000000000000000666e-02,3.802000000000000046e+00,9.804999999999999716e+00,6.003000000000000114e+00,3.844041735310269135e-03,2.151949999999999932e+02
7.900000000000000078e-02,3.584999999999999964e+00,9.298999999999999488e+00,5.714000000000000412e+00,4.362230811706239476e-03,2.089149999999999920e+02,7.900000000000000078e-02,3.801000000000000156e+00,9.816000000000000725e+00,6.014999999999999680e+00,4.338275672707303000e-03,2.151839999999999975e+02
8.699999999999999400e-02,3.560000000000000053e+00,9.262999999999999901e+00,5.703000000000000291e+00,4.803975704030921494e-03,2.089399999999999977e+02,8.699999999999999400e-02,3.775999999999999801e+00,9.789999999999999147e+00,6.014000000000000234e+00,4.777594728171333585e-03,2.152100000000000080e+02
9.600000000000000200e-02,3.547000000000000153e+00,9.262999999999999901e+00,5.716000000000000192e+00,5.300938707896190281e-03,2.089530000000000030e+02,9.600000000000000200e-02,3.775999999999999801e+00,9.789999999999999147e+00,6.014000000000000234e+00,5.271828665568368752e-03,2.152100000000000080e+02
1.049999999999999961e-01,3.535000000000000142e+00,9.272999999999999687e+00,5.738000000000000433e+00,5.797901711761457334e-03,2.089650000000000034e+02,1.049999999999999961e-01,3.775999999999999801e+00,9.778999999999999915e+00,6.003000000000000114e+00,5.766062602965403051e-03,2.152210000000000036e+02
1.130000000000000032e-01,3.547000000000000153e+00,9.275999999999999801e+00,5.729000000000000092e+00,6.239646604086140219e-03,2.089530000000000030e+02,1.130000000000000032e-01,3.750999999999999890e+00,9.753000000000000114e+00,6.001999999999999780e+00,6.205381658429433636e-03,2.152470000000000141e+02
1.219999999999999973e-01,3.521999999999999797e+00,9.250000000000000000e+00,5.727999999999999758e+00,6.736609607951408139e-03,2.089780000000000086e+02,1.219999999999999973e-01,3.738999999999999879e+00,9.742000000000000881e+00,6.003000000000000114e+00,6.699615595826467936e-03,2.152580000000000098e+02
1.300000000000000044e-01,3.521999999999999797e+00,9.262999999999999901e+00,5.740999999999999659e+00,7.178354500276091024e-03,2.089780000000000086e+02,1.300000000000000044e-01,3.725000000000000089e+00,9.730000000000000426e+00,6.004999999999999893e+00,7.138934651290499388e-03,2.152700000000000102e+02
1.400000000000000133e-01,3.548000000000000043e+00,9.303000000000000824e+00,5.754999999999999893e+00,7.730535615681944847e-03,2.089519999999999982e+02,1.400000000000000133e-01,3.777000000000000135e+00,9.782000000000000028e+00,6.004999999999999893e+00,7.688083470620538269e-03,2.152179999999999893e+02
1.479999999999999927e-01,3.573999999999999844e+00,9.314999999999999503e+00,5.740999999999999659e+00,8.172280508006625130e-03,2.089259999999999877e+02,1.479999999999999927e-01,3.814999999999999947e+00,9.794000000000000483e+00,5.979000000000000092e+00,8.127402526084567119e-03,2.152059999999999889e+02
1.559999999999999998e-01,3.560000000000000053e+00,9.326999999999999957e+00,5.767000000000000348e+00,8.614025400331308882e-03,2.089399999999999977e+02,1.570000000000000007e-01,3.827999999999999847e+00,9.807999999999999829e+00,5.980000000000000426e+00,8.621636463481602286e-03,2.151920000000000073e+02
1.660000000000000087e-01,3.547000000000000153e+00,9.291000000000000369e+00,5.743999999999999773e+00,9.166206515737162705e-03,2.089530000000000030e+02,1.660000000000000087e-01,3.827999999999999847e+00,9.807000000000000384e+00,5.979000000000000092e+00,9.115870400878637453e-03,2.151930000000000121e+02
1.739999999999999880e-01,3.536000000000000032e+00,9.275000000000000355e+00,5.738999999999999879e+00,9.607951408061842988e-03,2.089639999999999986e+02,1.739999999999999880e-01,3.827999999999999847e+00,9.782000000000000028e+00,5.953999999999999737e+00,9.555189456342667170e-03,2.152179999999999893e+02
1.829999999999999960e-01,3.535000000000000142e+00,9.275999999999999801e+00,5.740999999999999659e+00,1.010491441192711178e-02,2.089650000000000034e+02,1.829999999999999960e-01,3.814000000000000057e+00,9.781000000000000583e+00,5.966999999999999638e+00,1.004942339373970234e-02,2.152189999999999941e+02
