X_mm,Weights,Y_normalised,Weights
-6.016468226999969637e+00,2.681040269999980241e-01,-7.306456768000659796e-01,2.681040269999980241e-01
-5.480260172999980028e+00,2.707344230000099938e-01,-7.540953868002020499e-01,2.707344230000099938e-01
-4.938791326999959708e+00,2.697984379999889826e-01,-8.521681298001340110e-01,2.697984379999889826e-01
-4.399194450999980077e+00,2.950356850000059872e-01,-8.472656447999039608e-01,2.950356850000059872e-01
-3.809123080999969879e+00,3.128703489999999920e-01,-7.615107428002260148e-01,3.128703489999999920e-01
-3.183382382999969895e+00,3.311531059999889837e-01,-7.566770158002209534e-01,3.311531059999889837e-01
-2.521076170999990040e+00,3.437397740000129875e-01,-7.958126107999989873e-01,3.437397740000129875e-01
-1.833596622999960069e+00,3.345580229999829958e-01,-7.846191858002380393e-01,3.345580229999829958e-01
-1.164480576999999961e+00,3.496468309999999913e-01,-7.675619507999730251e-01,3.496468309999999913e-01
-4.651869149999979802e-01,3.893557969999980051e-01,-7.878486237999600128e-01,3.893557969999980051e-01
3.135246789999969752e-01,4.188671800000050016e-01,-7.956519368000269932e-01,4.188671800000050016e-01
1.151259039000009921e+00,4.054583700000060076e-01,-7.670780307997799863e-01,4.054583700000060076e-01
1.962175779000020048e+00,4.131127079999880047e-01,-7.600180648000219863e-01,4.131127079999880047e-01
2.788401195000000055e+00,4.258759510000190152e-01,-7.930373037999629560e-01,4.258759510000190152e-01
3.640153097000029980e+00,4.470692629999959977e-01,-7.994842818002889651e-01,4.470692629999959977e-01
4.534291623000029858e+00,4.354275440000029973e-01,-7.764215038000089608e-01,4.354275440000029973e-01
5.405146711000029747e+00,4.484214429999999751e-01,-7.666048058000000109e-01,4.484214429999999751e-01
6.301989597000029697e+00,5.045453399999839661e-01,-7.382874628001450112e-01,5.045453399999839661e-01
7.311080277000000294e+00,5.281914530000090258e-01,-7.286553507999540269e-01,5.281914530000090258e-01
8.367463183000019455e+00,5.277224299999999646e-01,-7.754331067998809779e-01,5.277224299999999646e-01
9.422908043000019163e+00,5.351315509999909903e-01,-8.233191498000560493e-01,5.351315509999909903e-01
1.049317114499999981e+01,5.638138680000079894e-01,-7.974001077999449683e-01,5.638138680000079894e-01
1.162079888100000069e+01,5.737062970000189610e-01,-7.762402348000709829e-01,5.737062970000189610e-01
1.276821147500010056e+01,6.051857069999859728e-01,-8.209320258001180370e-01,6.051857069999859728e-01
1.397858288900000012e+01,6.355549880000039842e-01,-8.280131778001870169e-01,6.355549880000039842e-01
1.524969286500000010e+01,6.449054919999900326e-01,-7.585896747999070211e-01,6.449054919999900326e-01
1.653950384899999904e+01,6.510759530000069795e-01,-7.360347317998050531e-01,6.510759530000069795e-01
1.784165575500000145e+01,6.641988849999810318e-01,-7.717540857999549697e-01,6.641988849999810318e-01
1.917005352500000015e+01,6.658402940000109904e-01,-7.759475957998349660e-01,6.658402940000109904e-01
2.050173411300000126e+01,6.805008399999930013e-01,-7.499191828000559834e-01,6.805008399999930013e-01
2.186273579299999881e+01,7.028924420000119966e-01,-7.462344618001000018e-01,7.028924420000119966e-01
2.326852067700000148e+01,7.216515899999990102e-01,-7.550137768000130256e-01,7.216515899999990102e-01
2.471182385699999884e+01,7.391512800000089589e-01,-7.367167707998869552e-01,7.391512800000089589e-01
2.619012641699999833e+01,7.539267099999950039e-01,-7.524976857998240121e-01,7.539267099999950039e-01
2.769797983699999833e+01,7.838085799999879866e-01,-7.946439888000329521e-01,7.838085799999879866e-01
2.926559699699999939e+01,7.973449800000019794e-01,-8.133918568001380356e-01,7.973449800000019794e-01
3.086028695699999957e+01,8.180958600000119985e-01,-7.975547217999969796e-01,8.180958600000119985e-01
3.249647867699999892e+01,8.332987959999830219e-01,-7.893396117999600392e-01,8.332987959999830219e-01
3.416307626900000116e+01,8.571444440000139942e-01,-7.873803077998220434e-01,8.571444440000139942e-01
3.587736515699999984e+01,8.747731880000130245e-01,-7.786492438002600158e-01,8.747731880000130245e-01
3.762691153299999769e+01,8.936699259999829614e-01,-7.558857998000120260e-01,8.936699259999829614e-01
3.941425138500000003e+01,9.099289000000010397e-01,-7.459677448001119648e-01,9.099289000000010397e-01
4.123410918500000122e+01,9.155341749999940104e-01,-7.442094017999919542e-01,9.155341749999940104e-01
4.306517753499999657e+01,9.121541950000030541e-01,-7.458245978001509791e-01,9.121541950000030541e-01
4.488948592500000245e+01,9.274877179999949650e-01,-7.518428427999309660e-01,9.274877179999949650e-01
4.674446136099999904e+01,9.411085950000099842e-01,-7.511410867999189778e-01,9.411085950000099842e-01
4.862667855099999770e+01,9.528594050000049887e-01,-7.539027817999790493e-01,9.528594050000049887e-01
5.053239736100000101e+01,9.647543960000070085e-01,-7.823417388001989714e-01,9.647543960000070085e-01
5.246190615300000104e+01,9.616320379999729884e-01,-8.064176158002279715e-01,9.616320379999729884e-01
5.438517022900000342e+01,9.689040920000170365e-01,-8.088320317997950148e-01,9.689040920000170365e-01
5.632297841300000130e+01,9.832652980000170517e-01,-8.203827498001029506e-01,9.832652980000170517e-01
5.828950900900009913e+01,9.952039359999960144e-01,-8.262482168000819804e-01,9.952039359999960144e-01
6.027991688099999834e+01,1.000825136000000004e+00,-8.117338288002999835e-01,1.000825136000000004e+00
6.228156715299999746e+01,1.005887465999989905e+00,-7.836025327999890377e-01,1.005887465999989905e+00
6.429334208500000614e+01,1.013104076000000076e+00,-7.749150218002679447e-01,1.013104076000000076e+00
