time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,3.750000000000000000e+00,9.744999999999999218e+00,5.995000000000000107e+00,0.000000000000000000e+00,2.462500000000000000e+02,0.000000000000000000e+00,3.700000000000000178e+00,1.002100000000000080e+01,6.320999999999999730e+00,0.000000000000000000e+00,2.524789999999999850e+02
8.000000000000000167e-03,3.750000000000000000e+00,9.744999999999999218e+00,5.995000000000000107e+00,4.430414797585424387e-04,2.462500000000000000e+02,8.999999999999999320e-03,3.689000000000000057e+00,1.000799999999999912e+01,6.318999999999999950e+00,4.968532626697581313e-04,2.524919999999999902e+02
1.700000000000000122e-02,3.763999999999999790e+00,9.769000000000000128e+00,6.004999999999999893e+00,9.414631444869027161e-04,2.462359999999999900e+02,1.700000000000000122e-02,3.662999999999999812e+00,1.000799999999999912e+01,6.344999999999999751e+00,9.385006072650988731e-04,2.524919999999999902e+02
2.599999999999999881e-02,3.775999999999999801e+00,9.781000000000000583e+00,6.004999999999999893e+00,1.439884809215262722e-03,2.462239999999999895e+02,2.599999999999999881e-02,3.674999999999999822e+00,1.002200000000000024e+01,6.347000000000000419e+00,1.435353869934856896e-03,2.524780000000000086e+02
3.400000000000000244e-02,3.789000000000000146e+00,9.771000000000000796e+00,5.982000000000000206e+00,1.882926288973805432e-03,2.462110000000000127e+02,3.500000000000000333e-02,3.700000000000000178e+00,1.004599999999999937e+01,6.346000000000000085e+00,1.932207132604615244e-03,2.524540000000000077e+02
4.200000000000000261e-02,3.790000000000000036e+00,9.759000000000000341e+00,5.969000000000000306e+00,2.325967768732347708e-03,2.462100000000000080e+02,4.399999999999999745e-02,3.740000000000000213e+00,1.008399999999999963e+01,6.344000000000000306e+00,2.429060395274373375e-03,2.524159999999999968e+02
5.099999999999999672e-02,3.777000000000000135e+00,9.746000000000000441e+00,5.969000000000000306e+00,2.824389433460707498e-03,2.462230000000000132e+02,5.199999999999999761e-02,3.738999999999999879e+00,1.009600000000000009e+01,6.357000000000000206e+00,2.870707739869713792e-03,2.524039999999999964e+02
5.999999999999999778e-02,3.740000000000000213e+00,9.720000000000000639e+00,5.980000000000000426e+00,3.322811098189068155e-03,2.462599999999999909e+02,6.099999999999999867e-02,3.751999999999999780e+00,1.009399999999999942e+01,6.341999999999999638e+00,3.367561002539471923e-03,2.524060000000000059e+02
6.800000000000000488e-02,3.725999999999999979e+00,9.705000000000000071e+00,5.979000000000000092e+00,3.765852577947610864e-03,2.462740000000000009e+02,6.900000000000000577e-02,3.750000000000000000e+00,1.009500000000000064e+01,6.344999999999999751e+00,3.809208347134813207e-03,2.524050000000000011e+02
7.699999999999999900e-02,3.713000000000000078e+00,9.669000000000000483e+00,5.956000000000000405e+00,4.264274242675970654e-03,2.462870000000000061e+02,7.799999999999999989e-02,3.737999999999999989e+00,1.008999999999999986e+01,6.352000000000000313e+00,4.306061609804571338e-03,2.524099999999999966e+02
8.599999999999999312e-02,3.698999999999999844e+00,9.654999999999999361e+00,5.956000000000000405e+00,4.762695907404330443e-03,2.463009999999999877e+02,8.599999999999999312e-02,3.712000000000000188e+00,1.008000000000000007e+01,6.368000000000000327e+00,4.747708954399911321e-03,2.524199999999999875e+02
9.500000000000000111e-02,3.712000000000000188e+00,9.644000000000000128e+00,5.932000000000000384e+00,5.261117572132691100e-03,2.462880000000000109e+02,9.500000000000000111e-02,3.649000000000000021e+00,1.001699999999999946e+01,6.368000000000000327e+00,5.244562217069669886e-03,2.524830000000000041e+02
1.029999999999999943e-01,3.725000000000000089e+00,9.666999999999999815e+00,5.942000000000000171e+00,5.704159051891232943e-03,2.462750000000000057e+02,1.039999999999999952e-01,3.636000000000000121e+00,9.980000000000000426e+00,6.344000000000000306e+00,5.741415479739427584e-03,2.525200000000000102e+02
1.120000000000000023e-01,3.737999999999999989e+00,9.680999999999999162e+00,5.942999999999999616e+00,6.202580716619593600e-03,2.462620000000000005e+02,1.120000000000000023e-01,3.674999999999999822e+00,1.001699999999999946e+01,6.341999999999999638e+00,6.183062824334768434e-03,2.524830000000000041e+02
1.209999999999999964e-01,3.751999999999999780e+00,9.695999999999999730e+00,5.943999999999999950e+00,6.701002381347953389e-03,2.462479999999999905e+02,1.209999999999999964e-01,3.673999999999999932e+00,1.003200000000000003e+01,6.357999999999999652e+00,6.679916087004526132e-03,2.524679999999999893e+02
1.300000000000000044e-01,3.751999999999999780e+00,9.695999999999999730e+00,5.943999999999999950e+00,7.199424046076314046e-03,2.462479999999999905e+02,1.300000000000000044e-01,3.676000000000000156e+00,1.000900000000000034e+01,6.333000000000000185e+00,7.176769349674284697e-03,2.524909999999999854e+02
1.380000000000000115e-01,3.778000000000000025e+00,9.711999999999999744e+00,5.934000000000000163e+00,7.642465525834857623e-03,2.462220000000000084e+02,1.390000000000000124e-01,3.637999999999999901e+00,9.996000000000000441e+00,6.357999999999999652e+00,7.673622612344044129e-03,2.525039999999999907e+02
1.469999999999999918e-01,3.790000000000000036e+00,9.711000000000000298e+00,5.921000000000000263e+00,8.140887190563215678e-03,2.462100000000000080e+02,1.469999999999999918e-01,3.625000000000000000e+00,9.973000000000000753e+00,6.347999999999999865e+00,8.115269956939383245e-03,2.525269999999999868e+02
1.559999999999999998e-01,3.791999999999999815e+00,9.701999999999999957e+00,5.910000000000000142e+00,8.639308855291577202e-03,2.462079999999999984e+02,1.559999999999999998e-01,3.637999999999999901e+00,9.986000000000000654e+00,6.347999999999999865e+00,8.612123219609142677e-03,2.525140000000000100e+02
1.640000000000000069e-01,3.803999999999999826e+00,9.712999999999999190e+00,5.908999999999999808e+00,9.082350335050119045e-03,2.461959999999999980e+02,1.650000000000000078e-01,3.637999999999999901e+00,9.983999999999999986e+00,6.346000000000000085e+00,9.108976482278900375e-03,2.525159999999999911e+02
1.729999999999999871e-01,3.778000000000000025e+00,9.699999999999999289e+00,5.921999999999999709e+00,9.580771999778478834e-03,2.462220000000000084e+02,1.729999999999999871e-01,3.625000000000000000e+00,9.971000000000000085e+00,6.346000000000000085e+00,9.550623826874240357e-03,2.525289999999999964e+02
1.819999999999999951e-01,3.791999999999999815e+00,9.689000000000000057e+00,5.897000000000000242e+00,1.007919366450684036e-02,2.462079999999999984e+02,1.819999999999999951e-01,3.612999999999999989e+00,9.960000000000000853e+00,6.347000000000000419e+00,1.004747708954399806e-02,2.525399999999999920e+02
1.900000000000000022e-01,3.803999999999999826e+00,9.686999999999999389e+00,5.883000000000000007e+00,1.052223514426538220e-02,2.461959999999999980e+02,1.910000000000000031e-01,3.662999999999999812e+00,1.000699999999999967e+01,6.344000000000000306e+00,1.054433035221375749e-02,2.524929999999999950e+02
2.000000000000000111e-01,3.803999999999999826e+00,9.685999999999999943e+00,5.881999999999999673e+00,1.107603699396356167e-02,2.461959999999999980e+02,1.990000000000000102e-01,3.688000000000000167e+00,1.003100000000000058e+01,6.342999999999999972e+00,1.098597769680909747e-02,2.524689999999999941e+02
2.079999999999999905e-01,3.790000000000000036e+00,9.660999999999999588e+00,5.871000000000000441e+00,1.151907847372210178e-02,2.462100000000000080e+02,2.089999999999999913e-01,3.686999999999999833e+00,1.001800000000000068e+01,6.331000000000000405e+00,1.153803687755327288e-02,2.524819999999999993e+02
2.169999999999999984e-01,3.751999999999999780e+00,9.622999999999999332e+00,5.871000000000000441e+00,1.201750013845046330e-02,2.462479999999999905e+02,2.169999999999999984e-01,3.662999999999999812e+00,9.990999999999999659e+00,6.328000000000000291e+00,1.197968422214861460e-02,2.525090000000000146e+02
2.250000000000000056e-01,3.713999999999999968e+00,9.621999999999999886e+00,5.908000000000000362e+00,1.246054161820900515e-02,2.462860000000000014e+02,2.260000000000000064e-01,3.624000000000000110e+00,9.967999999999999972e+00,6.344000000000000306e+00,1.247653748481837230e-02,2.525320000000000107e+02
2.379999999999999893e-01,3.701000000000000068e+00,9.608000000000000540e+00,5.907000000000000028e+00,1.318048402281663672e-02,2.462990000000000066e+02,2.340000000000000135e-01,3.637999999999999901e+00,9.980000000000000426e+00,6.341999999999999638e+00,1.291818482941371402e-02,2.525200000000000102e+02
2.469999999999999973e-01,3.713999999999999968e+00,9.582000000000000739e+00,5.868000000000000327e+00,1.367890568754499651e-02,2.462860000000000014e+02,2.429999999999999938e-01,3.624000000000000110e+00,9.967000000000000526e+00,6.342999999999999972e+00,1.341503809208346998e-02,2.525329999999999870e+02
2.560000000000000053e-01,3.676000000000000156e+00,9.583999999999999631e+00,5.908000000000000362e+00,1.417732735227335804e-02,2.463240000000000123e+02,2.520000000000000018e-01,3.585999999999999854e+00,9.907999999999999474e+00,6.322000000000000064e+00,1.391189135475322941e-02,2.525920000000000130e+02
2.640000000000000124e-01,3.701999999999999957e+00,9.583999999999999631e+00,5.881999999999999673e+00,1.462036883203189988e-02,2.462980000000000018e+02,2.610000000000000098e-01,3.548999999999999932e+00,9.884999999999999787e+00,6.336000000000000298e+00,1.440874461742298711e-02,2.526150000000000091e+02
2.730000000000000204e-01,3.726999999999999869e+00,9.625000000000000000e+00,5.897999999999999687e+00,1.511879049676026140e-02,2.462729999999999961e+02,2.690000000000000169e-01,3.563000000000000167e+00,9.884999999999999787e+00,6.322000000000000064e+00,1.485039196201832883e-02,2.526150000000000091e+02
2.819999999999999729e-01,3.765000000000000124e+00,9.685000000000000497e+00,5.919999999999999929e+00,1.561721216148861772e-02,2.462350000000000136e+02,2.780000000000000249e-01,3.561999999999999833e+00,9.898999999999999133e+00,6.336999999999999744e+00,1.534724522468808826e-02,2.526009999999999991e+02
2.909999999999999809e-01,3.766000000000000014e+00,9.672000000000000597e+00,5.905999999999999694e+00,1.611563382621697751e-02,2.462340000000000089e+02,2.869999999999999774e-01,3.561999999999999833e+00,9.920999999999999375e+00,6.358999999999999986e+00,1.584409848735784249e-02,2.525790000000000077e+02
2.999999999999999889e-01,3.766000000000000014e+00,9.660999999999999588e+00,5.894999999999999574e+00,1.661405549094533904e-02,2.462340000000000089e+02,2.949999999999999845e-01,3.548999999999999932e+00,9.912000000000000810e+00,6.363000000000000433e+00,1.628574583195318420e-02,2.525879999999999939e+02
3.079999999999999960e-01,3.751999999999999780e+00,9.647999999999999687e+00,5.895999999999999908e+00,1.705709697070388262e-02,2.462479999999999905e+02,3.039999999999999925e-01,3.548999999999999932e+00,9.897999999999999687e+00,6.349000000000000199e+00,1.678259909462294364e-02,2.526020000000000039e+02
3.170000000000000040e-01,3.751999999999999780e+00,9.634999999999999787e+00,5.883000000000000007e+00,1.755551863543224414e-02,2.462479999999999905e+02,3.130000000000000004e-01,3.548000000000000043e+00,9.910000000000000142e+00,6.362000000000000099e+00,1.727945235729269960e-02,2.525900000000000034e+02
3.250000000000000111e-01,3.766000000000000014e+00,9.634999999999999787e+00,5.868999999999999773e+00,1.799856011519078772e-02,2.462340000000000089e+02,3.220000000000000084e-01,3.561999999999999833e+00,9.920999999999999375e+00,6.358999999999999986e+00,1.777630561996245903e-02,2.525790000000000077e+02
3.340000000000000191e-01,3.725999999999999979e+00,9.596000000000000085e+00,5.870000000000000107e+00,1.849698177991914577e-02,2.462740000000000009e+02,3.300000000000000155e-01,3.548999999999999932e+00,9.882999999999999119e+00,6.333999999999999631e+00,1.821795296455780075e-02,2.526169999999999902e+02
3.430000000000000271e-01,3.714999999999999858e+00,9.571999999999999176e+00,5.857000000000000206e+00,1.899540344464750730e-02,2.462849999999999966e+02,3.390000000000000235e-01,3.536000000000000032e+00,9.884000000000000341e+00,6.347999999999999865e+00,1.871480622722756018e-02,2.526159999999999854e+02
3.519999999999999796e-01,3.725999999999999979e+00,9.593999999999999417e+00,5.868000000000000327e+00,1.949382510937586535e-02,2.462740000000000009e+02,3.469999999999999751e-01,3.521999999999999797e+00,9.893000000000000682e+00,6.371000000000000441e+00,1.915645357182289843e-02,2.526069999999999993e+02
3.599999999999999867e-01,3.738999999999999879e+00,9.583000000000000185e+00,5.844000000000000306e+00,1.993686658913440893e-02,2.462609999999999957e+02,3.559999999999999831e-01,3.548999999999999932e+00,9.896000000000000796e+00,6.347000000000000419e+00,1.965330683449265439e-02,2.526039999999999850e+02
3.689999999999999947e-01,3.726999999999999869e+00,9.558999999999999275e+00,5.831999999999999851e+00,2.043528825386276698e-02,2.462729999999999961e+02,3.649999999999999911e-01,3.548999999999999932e+00,9.897000000000000242e+00,6.347999999999999865e+00,2.015016009716241382e-02,2.526030000000000086e+02
3.770000000000000018e-01,3.688000000000000167e+00,9.519999999999999574e+00,5.831999999999999851e+00,2.087832973362131056e-02,2.463120000000000118e+02,3.729999999999999982e-01,3.548999999999999932e+00,9.885999999999999233e+00,6.336999999999999744e+00,2.059180744175775554e-02,2.526140000000000043e+02
3.860000000000000098e-01,3.676000000000000156e+00,9.496000000000000441e+00,5.820000000000000284e+00,2.137675139834967208e-02,2.463240000000000123e+02,3.820000000000000062e-01,3.549999999999999822e+00,9.887999999999999901e+00,6.338000000000000078e+00,2.108866070442751497e-02,2.526119999999999948e+02
3.950000000000000178e-01,3.676000000000000156e+00,9.506999999999999673e+00,5.831000000000000405e+00,2.187517306307803361e-02,2.463240000000000123e+02,3.910000000000000142e-01,3.551000000000000156e+00,9.875999999999999446e+00,6.325000000000000178e+00,2.158551396709727441e-02,2.526239999999999952e+02
4.040000000000000258e-01,3.650999999999999801e+00,9.496000000000000441e+00,5.844999999999999751e+00,2.237359472780639166e-02,2.463489999999999895e+02,4.000000000000000222e-01,3.539000000000000146e+00,9.878999999999999559e+00,6.339999999999999858e+00,2.208236722976703037e-02,2.526210000000000093e+02
4.119999999999999774e-01,3.650999999999999801e+00,9.474000000000000199e+00,5.823000000000000398e+00,2.281663620756493177e-02,2.463489999999999895e+02,4.079999999999999738e-01,3.525999999999999801e+00,9.878999999999999559e+00,6.352999999999999758e+00,2.252401457436236862e-02,2.526210000000000093e+02
4.209999999999999853e-01,3.689999999999999947e+00,9.496999999999999886e+00,5.807000000000000384e+00,2.331505787229329330e-02,2.463100000000000023e+02,4.169999999999999818e-01,3.524999999999999911e+00,9.865000000000000213e+00,6.339999999999999858e+00,2.302086783703212805e-02,2.526349999999999909e+02
4.299999999999999933e-01,3.726999999999999869e+00,9.532999999999999474e+00,5.806000000000000050e+00,2.381347953702165482e-02,2.462729999999999961e+02,4.249999999999999889e-01,3.513999999999999790e+00,9.865999999999999659e+00,6.352000000000000313e+00,2.346251518162746977e-02,2.526340000000000146e+02
4.390000000000000013e-01,3.738999999999999879e+00,9.542999999999999261e+00,5.804000000000000270e+00,2.431190120175001634e-02,2.462609999999999957e+02,4.349999999999999978e-01,3.512999999999999901e+00,9.855000000000000426e+00,6.341999999999999638e+00,2.401457436237164692e-02,2.526450000000000102e+02
4.470000000000000084e-01,3.751999999999999780e+00,9.531000000000000583e+00,5.778999999999999915e+00,2.475494268150855645e-02,2.462479999999999905e+02,4.430000000000000049e-01,3.525999999999999801e+00,9.865000000000000213e+00,6.339000000000000412e+00,2.445622170696698516e-02,2.526349999999999909e+02
4.560000000000000164e-01,3.713000000000000078e+00,9.492000000000000881e+00,5.778999999999999915e+00,2.525336434623691798e-02,2.462870000000000061e+02,4.510000000000000120e-01,3.551000000000000156e+00,9.888999999999999346e+00,6.338000000000000078e+00,2.489786905156232688e-02,2.526109999999999900e+02
4.650000000000000244e-01,3.700000000000000178e+00,9.468999999999999417e+00,5.769000000000000128e+00,2.575178601096527950e-02,2.463000000000000114e+02,4.600000000000000200e-01,3.549999999999999822e+00,9.900000000000000355e+00,6.349999999999999645e+00,2.539472231423208631e-02,2.525999999999999943e+02
4.729999999999999760e-01,3.673999999999999932e+00,9.454000000000000625e+00,5.780000000000000249e+00,2.619482749072381961e-02,2.463259999999999934e+02,4.689999999999999725e-01,3.549999999999999822e+00,9.877000000000000668e+00,6.326999999999999957e+00,2.589157557690184228e-02,2.526229999999999905e+02
4.819999999999999840e-01,3.661999999999999922e+00,9.454000000000000625e+00,5.791999999999999815e+00,2.669324915545218113e-02,2.463379999999999939e+02,4.779999999999999805e-01,3.524999999999999911e+00,9.875999999999999446e+00,6.350999999999999979e+00,2.638842883957160171e-02,2.526239999999999952e+02
4.899999999999999911e-01,3.662999999999999812e+00,9.441000000000000725e+00,5.777999999999999581e+00,2.713629063521072124e-02,2.463369999999999891e+02,4.859999999999999876e-01,3.524999999999999911e+00,9.885999999999999233e+00,6.360999999999999766e+00,2.683007618416693996e-02,2.526140000000000043e+02
4.989999999999999991e-01,3.624000000000000110e+00,9.417999999999999261e+00,5.793999999999999595e+00,2.763471229993908276e-02,2.463760000000000048e+02,4.949999999999999956e-01,3.512000000000000011e+00,9.874000000000000554e+00,6.362000000000000099e+00,2.732692944683669939e-02,2.526260000000000048e+02
5.080000000000000071e-01,3.649999999999999911e+00,9.470000000000000639e+00,5.820000000000000284e+00,2.813313396466744429e-02,2.463499999999999943e+02,5.040000000000000036e-01,3.512000000000000011e+00,9.874000000000000554e+00,6.362000000000000099e+00,2.782378270950645882e-02,2.526260000000000048e+02
5.170000000000000151e-01,3.662999999999999812e+00,9.493000000000000327e+00,5.830000000000000071e+00,2.863155562939580581e-02,2.463369999999999891e+02,5.120000000000000107e-01,3.474000000000000199e+00,9.839000000000000412e+00,6.365000000000000213e+00,2.826543005410180054e-02,2.526610000000000014e+02
5.250000000000000222e-01,3.637999999999999901e+00,9.480999999999999872e+00,5.842999999999999972e+00,2.907459710915434592e-02,2.463619999999999948e+02,5.210000000000000187e-01,3.462000000000000188e+00,9.849999999999999645e+00,6.387999999999999901e+00,2.876228331677155650e-02,2.526500000000000057e+02
5.340000000000000302e-01,3.637999999999999901e+00,9.468999999999999417e+00,5.831000000000000405e+00,2.957301877388270744e-02,2.463619999999999948e+02,5.300000000000000266e-01,3.487999999999999989e+00,9.878000000000000114e+00,6.389999999999999680e+00,2.925913657944131593e-02,2.526220000000000141e+02
5.430000000000000382e-01,3.625000000000000000e+00,9.455999999999999517e+00,5.831000000000000405e+00,3.007144043861106897e-02,2.463750000000000000e+02,5.390000000000000346e-01,3.475000000000000089e+00,9.875000000000000000e+00,6.400000000000000355e+00,2.975598984211107537e-02,2.526250000000000000e+02
5.520000000000000462e-01,3.612000000000000099e+00,9.432000000000000384e+00,5.820000000000000284e+00,3.056986210333943049e-02,2.463880000000000052e+02,5.470000000000000417e-01,3.423999999999999932e+00,9.839000000000000412e+00,6.415000000000000036e+00,3.019763718670641708e-02,2.526610000000000014e+02
5.600000000000000533e-01,3.612000000000000099e+00,9.429999999999999716e+00,5.817999999999999616e+00,3.101290358309797060e-02,2.463880000000000052e+02,5.560000000000000497e-01,3.411999999999999922e+00,9.801999999999999602e+00,6.389999999999999680e+00,3.069449044937617652e-02,2.526980000000000075e+02
5.689999999999999503e-01,3.612000000000000099e+00,9.416000000000000369e+00,5.804000000000000270e+00,3.151132524782632865e-02,2.463880000000000052e+02,5.649999999999999467e-01,3.411000000000000032e+00,9.801000000000000156e+00,6.389999999999999680e+00,3.119134371204592901e-02,2.526990000000000123e+02
