x,Weights,y,Weights,error_LT
-5.850072732999979763e+00,2.597507549999840126e-01,-7.861449668000090041e-01,2.597507549999840126e-01,-7.861449668000090041e-01
-5.330571223000010406e+00,2.643330840000159832e-01,-8.854222957998559851e-01,2.643330840000159832e-01,-8.854222957998559851e-01
-4.801905054999980216e+00,3.000836649999880090e-01,-9.171420698002630267e-01,3.000836649999880090e-01,-9.171420698002630267e-01
-4.201737725000000090e+00,2.999658740000100132e-01,-8.327856898001190222e-01,2.999658740000100132e-01,-8.327856898001190222e-01
-3.601805976999980174e+00,3.192554510000050194e-01,-7.794009877998749891e-01,3.192554510000050194e-01,-7.794009877998749891e-01
-2.963295074999969803e+00,3.278484010000130011e-01,-8.228149908002250212e-01,3.278484010000130011e-01,-8.228149908002250212e-01
-2.307598272999949796e+00,3.378793399999909797e-01,-8.163489098001830424e-01,3.378793399999909797e-01,-8.163489098001830424e-01
-1.631839592999960065e+00,3.361948389999839804e-01,-7.928389698000160024e-01,3.361948389999839804e-01,-7.928389698000160024e-01
-9.594499149999959897e-01,3.747772859999989881e-01,-8.155853678001679929e-01,3.747772859999989881e-01,-8.155853678001679929e-01
-2.098953429999969866e-01,4.096548209999980039e-01,-8.390158267999939801e-01,4.096548209999980039e-01,-8.390158267999939801e-01
6.094142989999979942e-01,4.014087640000180146e-01,-8.035127107999640028e-01,4.014087640000180146e-01,-8.035127107999640028e-01
1.412231827000030027e+00,4.115310929999880241e-01,-7.949402248001999904e-01,4.115310929999880241e-01,-7.949402248001999904e-01
2.235294013000010072e+00,4.323518990000160267e-01,-8.251812208000049997e-01,4.323518990000160267e-01,-8.251812208000049997e-01
3.099997811000040127e+00,4.392824299999880111e-01,-8.479552748001419893e-01,4.392824299999880111e-01,-8.479552748001419893e-01
3.978562671000020146e+00,4.436293990000079734e-01,-8.328142248000179881e-01,4.436293990000079734e-01,-8.328142248000179881e-01
4.865821469000030319e+00,4.367121500000080148e-01,-8.120660318001570177e-01,4.367121500000080148e-01,-8.120660318001570177e-01
5.739245769000049791e+00,4.789430870000009888e-01,-7.770727218000389458e-01,4.789430870000009888e-01,-7.770727218000389458e-01
6.697131943000050214e+00,5.089076369999749883e-01,-7.653169108001519616e-01,5.089076369999749883e-01,-7.653169108001519616e-01
7.714947216999999746e+00,5.324008110000120197e-01,-8.032397728001680060e-01,5.324008110000120197e-01,-8.032397728001680060e-01
8.779748839000019345e+00,5.389670709999999643e-01,-8.395737777998989460e-01,5.389670709999999643e-01,-8.395737777998989460e-01
9.857682981000019495e+00,5.496949139999950384e-01,-8.252114627999279639e-01,5.496949139999950384e-01,-8.252114627999279639e-01
1.095707280899999958e+01,5.727828440000040100e-01,-8.006804177999240490e-01,5.727828440000040100e-01,-8.006804177999240490e-01
1.210263849699999916e+01,5.866871569999819735e-01,-8.305559998001970090e-01,5.866871569999819735e-01,-8.305559998001970090e-01
1.327601281099999930e+01,6.178108950000159583e-01,-8.738293207998709677e-01,6.178108950000159583e-01,-8.738293207998709677e-01
1.451163460100000080e+01,6.520409549999940380e-01,-8.494874918001760200e-01,6.520409549999940380e-01,-8.494874918001760200e-01
1.581571651099999976e+01,6.604783600000120325e-01,-7.961788927998439958e-01,6.604783600000120325e-01,-7.961788927998439958e-01
1.713667323099999962e+01,6.569827190000090411e-01,-7.928408997999549790e-01,6.569827190000090411e-01,-7.928408997999549790e-01
1.845063866899999994e+01,6.693061039999830264e-01,-7.898595638001210117e-01,6.693061039999830264e-01,-7.898595638001210117e-01
1.978925087700000063e+01,6.644976909999960046e-01,-7.624337898001269931e-01,6.644976909999960046e-01,-7.624337898001269931e-01
2.111824625899999930e+01,6.861757980000110502e-01,-7.595535007999389965e-01,6.861757980000110502e-01,-7.595535007999389965e-01
2.249059785500000075e+01,7.219926900000059877e-01,-7.792313977998900354e-01,7.219926900000059877e-01,-7.792313977998900354e-01
2.393458323500000162e+01,7.457860019999790202e-01,-7.728865837999020494e-01,7.457860019999790202e-01,-7.728865837999020494e-01
2.542615523899999985e+01,7.533139709999989719e-01,-7.579214498001080047e-01,7.533139709999989719e-01,-7.579214498001080047e-01
2.693278318100000135e+01,7.629695180000130028e-01,-7.961453917999390395e-01,7.629695180000130028e-01,-7.961453917999390395e-01
