X_mm,Weights,Y_normalised,Weights
-6.345805538999919726e+00,2.777735909999520247e-01,-8.097740078000299491e-01,2.777735909999520247e-01
-5.790258357000020339e+00,2.608475330000070147e-01,-8.561656238000240338e-01,2.608475330000070147e-01
-5.268563291000000426e+00,2.679014470000339876e-01,-9.763234578001059871e-01,2.679014470000339876e-01
-4.732760396999940333e+00,2.823280390000060258e-01,-9.576007058002740102e-01,2.823280390000060258e-01
-4.168104318999920288e+00,3.123570339999979795e-01,-8.301987328000279831e-01,3.123570339999979795e-01
-3.543390250999930213e+00,3.456139369999500222e-01,-8.073837977999569482e-01,3.456139369999500222e-01
-2.852162377000030169e+00,3.487329760000080214e-01,-8.618674527999989898e-01,3.487329760000080214e-01
-2.154696425000009796e+00,3.431311420000139889e-01,-8.501463738002430492e-01,3.431311420000139889e-01
-1.468434140999979931e+00,3.435279979999810163e-01,-8.351611238001339643e-01,3.435279979999810163e-01
-7.813781450000210071e-01,3.810812410000140038e-01,-8.691710957999989606e-01,3.810812410000140038e-01
-1.921566299999370037e-02,4.147314110000099863e-01,-9.029066708002060349e-01,4.147314110000099863e-01
8.102471590000269730e-01,4.194219219999770210e-01,-8.698039727998719828e-01,4.194219219999770210e-01
1.649091002999979905e+00,4.149786470000069727e-01,-8.431239398000509588e-01,4.149786470000069727e-01
2.479048296999990075e+00,4.290821410000060232e-01,-8.888839337999170365e-01,4.290821410000060232e-01
3.337212579000009782e+00,4.516753870000150273e-01,-9.199345567998310491e-01,4.516753870000150273e-01
4.240563353000039726e+00,4.620828380000009949e-01,-9.003346197999919642e-01,4.620828380000009949e-01
5.164729029000040050e+00,4.513712529999999723e-01,-8.944502708000070523e-01,4.513712529999999723e-01
6.067471535000040106e+00,4.889296229999879895e-01,-8.817547888002370549e-01,4.889296229999879895e-01
7.045330781000010312e+00,5.384647760000099703e-01,-8.338620958000430017e-01,5.384647760000099703e-01
8.122260333000040688e+00,5.722220870000099824e-01,-8.194579958000649533e-01,5.722220870000099824e-01
