time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,3.238999999999999879e+00,9.686999999999999389e+00,6.448000000000000398e+00,0.000000000000000000e+00,1.342609999999999957e+02,0.000000000000000000e+00,3.314999999999999947e+00,9.483000000000000540e+00,6.168000000000000149e+00,0.000000000000000000e+00,1.405169999999999959e+02
8.999999999999999320e-03,3.251999999999999780e+00,9.712999999999999190e+00,6.461000000000000298e+00,4.826254826254825826e-04,1.342479999999999905e+02,8.999999999999999320e-03,3.314999999999999947e+00,9.471999999999999531e+00,6.157000000000000028e+00,4.963600264725347199e-04,1.405279999999999916e+02
1.700000000000000122e-02,3.263999999999999790e+00,9.727000000000000313e+00,6.463000000000000078e+00,9.116259116259116954e-04,1.342359999999999900e+02,1.700000000000000122e-02,3.327999999999999847e+00,9.496000000000000441e+00,6.168000000000000149e+00,9.375689388925656422e-04,1.405039999999999907e+02
2.599999999999999881e-02,3.251999999999999780e+00,9.712999999999999190e+00,6.461000000000000298e+00,1.394251394251394115e-03,1.342479999999999905e+02,2.599999999999999881e-02,3.354000000000000092e+00,9.507999999999999119e+00,6.153999999999999915e+00,1.433928965365100254e-03,1.404919999999999902e+02
3.500000000000000333e-02,3.226999999999999869e+00,9.663000000000000256e+00,6.435999999999999943e+00,1.876876876876877077e-03,1.342729999999999961e+02,3.500000000000000333e-02,3.365000000000000213e+00,9.509999999999999787e+00,6.144999999999999574e+00,1.930288991837635082e-03,1.404900000000000091e+02
4.399999999999999745e-02,3.225999999999999979e+00,9.638999999999999346e+00,6.413000000000000256e+00,2.359502359502359606e-03,1.342740000000000009e+02,4.399999999999999745e-02,3.379000000000000004e+00,9.512999999999999901e+00,6.134000000000000341e+00,2.426649018310169693e-03,1.404869999999999948e+02
5.199999999999999761e-02,3.238999999999999879e+00,9.663999999999999702e+00,6.424999999999999822e+00,2.788502788502788231e-03,1.342609999999999957e+02,5.199999999999999761e-02,3.366000000000000103e+00,9.503000000000000114e+00,6.136999999999999567e+00,2.867857930730200507e-03,1.404970000000000141e+02
6.099999999999999867e-02,3.238999999999999879e+00,9.666000000000000369e+00,6.426999999999999602e+00,3.271128271128271193e-03,1.342609999999999957e+02,6.099999999999999867e-02,3.379999999999999893e+00,9.513999999999999346e+00,6.134000000000000341e+00,3.364217957202735119e-03,1.404859999999999900e+02
7.000000000000000666e-02,3.251999999999999780e+00,9.654999999999999361e+00,6.402999999999999581e+00,3.753753753753754155e-03,1.342479999999999905e+02,7.000000000000000666e-02,3.366000000000000103e+00,9.365000000000000213e+00,5.998999999999999666e+00,3.860577983675270164e-03,1.406349999999999909e+02
7.900000000000000078e-02,3.240000000000000213e+00,9.644000000000000128e+00,6.403999999999999915e+00,4.236379236379236683e-03,1.342599999999999909e+02,7.799999999999999989e-02,3.366999999999999993e+00,9.480000000000000426e+00,6.113000000000000433e+00,4.301786896095300544e-03,1.405200000000000102e+02
8.699999999999999400e-02,3.240000000000000213e+00,9.657000000000000028e+00,6.416999999999999815e+00,4.665379665379665308e-03,1.342599999999999909e+02,8.699999999999999400e-02,3.354999999999999982e+00,9.489000000000000767e+00,6.134000000000000341e+00,4.798146922567835156e-03,1.405109999999999957e+02
9.600000000000000200e-02,3.278000000000000025e+00,9.667999999999999261e+00,6.389999999999999680e+00,5.148005148005147837e-03,1.342220000000000084e+02,9.600000000000000200e-02,3.314999999999999947e+00,9.439000000000000057e+00,6.123999999999999666e+00,5.294506949040370634e-03,1.405610000000000070e+02
