TapeCenterLine,Weights
5.018139000000000349e-01,2.919524944696930135e-01
5.894321999999999617e-01,2.644476502197820045e-01
4.380915000000000226e-01,2.738481353706200272e-01
3.345426000000000233e-01,3.135942994799810202e-01
3.425078999999999763e-01,3.476790629153599932e-01
3.106466999999999978e-01,3.432450806545879751e-01
4.301262000000000141e-01,3.777766783454600263e-01
3.743691000000000102e-01,4.172502307362629947e-01
3.425078999999999763e-01,4.172620487708719739e-01
4.221609000000000056e-01,4.468608401154199883e-01
4.619873999999999925e-01,4.576717722899860119e-01
3.584384999999999932e-01,4.907526785184559981e-01
3.504731999999999847e-01,5.608020990124999994e-01
3.345426000000000233e-01,5.796423177299759866e-01
3.186120000000000063e-01,5.867933135284929547e-01
3.106466999999999978e-01,6.186677997371400339e-01
3.026813999999999893e-01,6.471455541963380131e-01
2.230283999999999878e-01,6.679078740376469536e-01
2.469243000000000132e-01,7.044440681532200266e-01
1.991324999999999901e-01,7.162119473518789858e-01
2.548895999999999940e-01,7.653027671578820357e-01
2.389590000000000047e-01,7.984569060794439732e-01
2.548895999999999940e-01,8.311203625518159832e-01
2.389590000000000047e-01,8.568293836968260413e-01
2.389590000000000047e-01,8.795982483835860233e-01
2.309936999999999963e-01,8.849083386536460427e-01
1.752365999999999924e-01,9.052983048909549746e-01
1.354101000000000055e-01,9.405674591708129695e-01
1.115141999999999939e-01,9.541420457771150332e-01
1.194795000000000024e-01,9.756225265371000210e-01
1.672713000000000116e-01,9.933554160039419489e-01
7.965300000000000158e-02,9.973279709786150304e-01
8.761829999999999619e-02,9.945862752320230316e-01
1.035488999999999993e-01,1.001102668507380056e+00
1.194795000000000024e-01,9.952875885120110455e-01
1.194795000000000024e-01,9.970734941633899728e-01
5.575709999999999694e-02,1.003147203739990001e+00
0.000000000000000000e+00,9.993604836035530070e-01
-7.965299999999999811e-03,1.001069211121420111e+00
3.186119999999999924e-02,1.004422542626369985e+00
7.965299999999999811e-03,1.000959983677180087e+00
0.000000000000000000e+00,1.002723293177179897e+00
-1.593059999999999962e-02,1.002561691347380046e+00
-1.593059999999999962e-02,9.913921772570819524e-01
2.389590000000000117e-02,1.002579169185620067e+00
8.761829999999999619e-02,1.000244850576410105e+00
7.965299999999999811e-03,9.989851775590520289e-01
3.982650000000000079e-02,1.000026975156439901e+00
-1.593059999999999962e-02,1.006991911735430012e+00
-6.372239999999999849e-02,9.975086854007230164e-01
0.000000000000000000e+00,9.946888575627289564e-01
-5.575709999999999694e-02,1.000245807556739974e+00
-9.558360000000000467e-02,9.984312452681349814e-01
-1.354101000000000055e-01,9.957587714612859964e-01
-1.115141999999999939e-01,9.971188074138349622e-01
-1.115141999999999939e-01,1.002073899331759943e+00
-5.575709999999999694e-02,9.991411844383339957e-01
-5.575709999999999694e-02,9.961844909604540277e-01
-1.115141999999999939e-01,9.977962990005240229e-01
-1.035488999999999993e-01,1.006564464252589941e+00
-7.168769999999999309e-02,9.965044797417990097e-01
-1.593059999999999962e-02,1.000686306964500005e+00
2.389590000000000117e-02,1.005123565296919930e+00
-2.389590000000000117e-02,9.979435074714390064e-01
-4.779180000000000234e-02,9.965268379582500335e-01
-5.575709999999999694e-02,1.003641928239590086e+00
7.965299999999999811e-03,1.000659992091899930e+00
2.389590000000000117e-02,9.920617675703840010e-01
4.779180000000000234e-02,1.002882568496270110e+00
3.186119999999999924e-02,1.004162796578260020e+00
5.575709999999999694e-02,1.000202534026539913e+00
5.575709999999999694e-02,1.005070677572760030e+00
1.035488999999999993e-01,1.011848406420279955e+00
1.115141999999999939e-01,9.980676019533160082e-01
1.354101000000000055e-01,1.002635857301160005e+00
1.194795000000000024e-01,1.001692009367080027e+00
7.965300000000000158e-02,9.998052787690779875e-01
2.389590000000000117e-02,9.924047381874669949e-01
6.372239999999999849e-02,9.987721882987430355e-01
7.168769999999999309e-02,9.996930187407350177e-01
1.194795000000000024e-01,1.005630593347430102e+00
1.035488999999999993e-01,1.000463505594249902e+00
1.354101000000000055e-01,9.973240990149749852e-01
1.593060000000000032e-01,9.977350653941380321e-01
1.752365999999999924e-01,1.005174355084160087e+00
1.911672000000000093e-01,9.960879065183250169e-01
2.947160999999999809e-01,9.963596204281990332e-01
2.708202000000000109e-01,1.000682120386849894e+00
2.309936999999999963e-01,9.983817626959410330e-01
2.309936999999999963e-01,9.976389261095709449e-01
1.991324999999999901e-01,1.003571691554639989e+00
1.672713000000000116e-01,1.006184530549560030e+00
1.752365999999999924e-01,9.984138234821580138e-01
1.274447999999999970e-01,9.949666347328319782e-01
1.115141999999999939e-01,9.965037902068739628e-01
9.558360000000000467e-02,9.982852541727560425e-01
6.372239999999999849e-02,9.983417308714089833e-01
7.168769999999999309e-02,9.955712108449009667e-01
1.194795000000000024e-01,9.957645313658149977e-01
1.513406999999999947e-01,1.001392506106800084e+00
1.513406999999999947e-01,1.004495049293429920e+00
1.115141999999999939e-01,9.991803788816210341e-01
8.761829999999999619e-02,9.973505879353560255e-01
9.558360000000000467e-02,9.967405049530799754e-01
1.274447999999999970e-01,9.993335861333280112e-01
1.194795000000000024e-01,1.000515780916559905e+00
1.593060000000000032e-01,9.985551679791959678e-01
1.194795000000000024e-01,9.972708277134659793e-01
1.911672000000000093e-01,9.993549506094699941e-01
1.672713000000000116e-01,1.007987710895080102e+00
1.752365999999999924e-01,1.004531219580339974e+00
1.194795000000000024e-01,1.003408478406849991e+00
8.761829999999999619e-02,1.001943363969530099e+00
7.168769999999999309e-02,9.992635015546329491e-01
1.354101000000000055e-01,1.006444277375750040e+00
1.911672000000000093e-01,1.002707804415289949e+00
2.708202000000000109e-01,9.984022526777830420e-01
2.389590000000000047e-01,1.006007760724910050e+00
2.070977999999999986e-01,1.002759457448809899e+00
2.548895999999999940e-01,9.986726543824829827e-01
2.469243000000000132e-01,1.004726376435860047e+00
2.867507999999999724e-01,9.997010654641990124e-01
3.265773000000000148e-01,9.941445652263309896e-01
3.186120000000000063e-01,9.972375318294459667e-01
2.628549000000000024e-01,9.974963519048769545e-01
3.026813999999999893e-01,1.000085248754110090e+00
2.628549000000000024e-01,9.996678361539640401e-01
3.186120000000000063e-01,9.971103142476209769e-01
3.106466999999999978e-01,1.005009340405780049e+00
2.867507999999999724e-01,1.000587234055289931e+00
2.787855000000000194e-01,9.998733577570489972e-01
2.787855000000000194e-01,1.001976205345620041e+00
2.389590000000000047e-01,1.000708505312599916e+00
2.070977999999999986e-01,9.956281544039390363e-01
2.150631000000000070e-01,9.989823633257840507e-01
2.469243000000000132e-01,1.004174328390490034e+00
2.309936999999999963e-01,9.954680394420200029e-01
2.309936999999999963e-01,9.944194256150900024e-01
2.070977999999999986e-01,1.002335954794880024e+00
1.991324999999999901e-01,9.990429779832139534e-01
2.070977999999999986e-01,1.000965304626749930e+00
2.230283999999999878e-01,9.979149539197229579e-01
2.230283999999999878e-01,9.998978535890199471e-01
2.548895999999999940e-01,9.998164774024660417e-01
2.628549000000000024e-01,9.936043720294389647e-01
3.106466999999999978e-01,1.001775405968589938e+00
2.708202000000000109e-01,1.003403166040480077e+00
2.787855000000000194e-01,9.944520245007000270e-01
2.708202000000000109e-01,9.983137312711070077e-01
3.026813999999999893e-01,1.000301070131299985e+00
2.389590000000000047e-01,1.006592288233080001e+00
2.708202000000000109e-01,9.988034927310199818e-01
3.026813999999999893e-01,1.004814984845280090e+00
3.504731999999999847e-01,1.003505102189740095e+00
3.982649999999999801e-01,1.006458000730100055e+00
3.743691000000000102e-01,1.002688888945499901e+00
3.743691000000000102e-01,1.002853349628179958e+00
3.743691000000000102e-01,1.002711752507079890e+00
3.504731999999999847e-01,1.001744084204049923e+00
3.584384999999999932e-01,1.002673462445980102e+00
4.699527000000000010e-01,1.002538857960499907e+00
5.018139000000000349e-01,1.003647522139770043e+00
4.858833000000000180e-01,1.001267956496249889e+00
5.336750999999999578e-01,9.984537019045709449e-01
4.938486000000000264e-01,1.005121159040599954e+00
5.655362999999999918e-01,1.000029948803260016e+00
5.814669000000000088e-01,9.975459840773259756e-01
5.735015999999999448e-01,9.985151961089570039e-01
5.177445000000000519e-01,1.000903793935109976e+00
5.336750999999999578e-01,9.988284788964469918e-01
5.257098000000000049e-01,1.002891758424530044e+00
4.460567999999999755e-01,1.001506629166800000e+00
5.097791999999999879e-01,1.000209884799190041e+00
4.938486000000000264e-01,9.992336347298019783e-01
4.858833000000000180e-01,9.976889304768230549e-01
4.858833000000000180e-01,9.937626088492109711e-01
5.018139000000000349e-01,9.990742816795089576e-01
4.858833000000000180e-01,1.000220815469029967e+00
5.018139000000000349e-01,9.969343696142819455e-01
5.177445000000000519e-01,9.977708842994199578e-01
4.779180000000000095e-01,1.004133744084600099e+00
4.460567999999999755e-01,1.001055481194139896e+00
5.257098000000000049e-01,1.003703531527269988e+00
4.938486000000000264e-01,9.976279951198400164e-01
5.097791999999999879e-01,9.962494643430029884e-01
4.938486000000000264e-01,1.003157989665260041e+00
4.779180000000000095e-01,1.000500335144020037e+00
4.938486000000000264e-01,9.925492356779760383e-01
5.018139000000000349e-01,1.002538172884900103e+00
4.858833000000000180e-01,1.003577671907250002e+00
4.779180000000000095e-01,9.992454270588430054e-01
4.540220999999999840e-01,1.001963887251609897e+00
5.018139000000000349e-01,1.000564272278370082e+00
4.380915000000000226e-01,9.986131474458540547e-01
5.336750999999999578e-01,1.009568060664860045e+00
5.416404000000000218e-01,1.002162876379669942e+00
5.416404000000000218e-01,1.003248008921959977e+00
5.177445000000000519e-01,1.001281053100739893e+00
5.416404000000000218e-01,9.982087387572959880e-01
5.416404000000000218e-01,9.917045555850899641e-01
5.814669000000000088e-01,1.001594606204859961e+00
5.416404000000000218e-01,1.000704781446650093e+00
5.336750999999999578e-01,9.985829333936829810e-01
5.257098000000000049e-01,1.002032526188050054e+00
4.779180000000000095e-01,1.011502812499510018e+00
4.460567999999999755e-01,9.941225452110119543e-01
4.221609000000000056e-01,1.001886822510160036e+00
4.779180000000000095e-01,9.940371095024069792e-01
4.380915000000000226e-01,9.918263045450349535e-01
4.619873999999999925e-01,9.938575709671749747e-01
4.062302999999999886e-01,1.005036916459479901e+00
4.619873999999999925e-01,1.001629057911229914e+00
4.301262000000000141e-01,1.007980746138120054e+00
4.141955999999999971e-01,9.959140163029519544e-01
3.584384999999999932e-01,9.927109418980599731e-01
3.584384999999999932e-01,1.005441196495179934e+00
