TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights,TapeEdgeLeft_b,TapeEdgeRight_b,TapeWidth,TapeCenterLine,Var1_c,Var2_c,Var3_c,Var4_c,Var5_c,Var6_c,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1,Var1_d,Var2_d,Var3_d,Var4_d,Var5_d,Var6_d,TapeEdgeLeft_d,TapeEdgeRight_d,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
0.000000000000000000e+00,nan,-5.929298136725839719e+00,nan,nan,nan,nan,2.585303671901270084e-01,3.233911800000000003e+00,-3.058675200000000149e+00,6.292587000000000153e+00,8.761829999999999619e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000125e-03,9.790000000000000000e+02,-5.644762130999949612e+00,1.366210731371999998e+02,-9.736303880000669875e-02,-8.789268628002560035e-01,5.308540900000119933e+01,2.654270450000060233e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000033e-02,9.800000000000000000e+02,-5.113908040999939786e+00,1.364983908542000108e+02,-2.381163879997159893e-02,-1.001609145800020029e+00,5.565881240000079799e+01,2.782940620000040055e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000033e-02,nan,-5.064369824845580403e+00,nan,nan,nan,nan,2.796266697830119830e-01,3.536593199999999992e+00,-2.787854999999999972e+00,6.324448199999999964e+00,3.743691000000000102e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.599999999999999881e-02,9.810000000000000000e+02,-4.557319916999939657e+00,1.364512871892000021e+02,4.647881920002219780e-02,-1.048712810800229933e+00,5.865332339999739730e+01,2.932666169999870176e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.300000000000000155e-02,nan,-4.138591867352929832e+00,nan,nan,nan,nan,2.947093421693139925e-01,3.520662600000000086e+00,-2.851577400000000040e+00,6.372239999999999682e+00,3.345426000000000233e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.599999999999999728e-02,9.820000000000000000e+02,-3.970786682999960071e+00,1.365639228372000105e+02,5.221195019999339687e-02,-9.360771628000179589e-01,5.905750279999310237e+01,2.952875139999650012e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.599999999999999922e-02,9.830000000000000000e+02,-3.380211655000029847e+00,1.366408406031999903e+02,8.907219720002759744e-02,-8.591593967998959469e-01,6.526586880000060376e+01,3.263293440000030188e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.900000000000000189e-02,nan,-3.159023429206630151e+00,nan,nan,nan,nan,3.328626593635540254e-01,3.552523799999999898e+00,-2.819716199999999784e+00,6.372239999999999682e+00,3.664038000000000017e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.600000000000000117e-02,9.840000000000000000e+02,-2.727552967000019812e+00,1.365952365381999982e+02,1.653787751999930000e-01,-9.047634618000299778e-01,6.912143120000639840e+01,3.456071560000320009e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.500000000000000222e-02,nan,-2.061358286910630166e+00,nan,nan,nan,nan,3.535438781702209821e-01,3.536593199999999992e+00,-2.867507999999999946e+00,6.404101200000000382e+00,3.345426000000000233e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.600000000000000311e-02,9.850000000000000000e+02,-2.036338654999959807e+00,1.365936433441999895e+02,1.685381822000359964e-01,-9.063566558001809881e-01,7.076838999999769442e+01,3.538419499999890250e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.599999999999999811e-02,9.860000000000000000e+02,-1.328654754999980092e+00,1.366018421571999966e+02,1.256664072000290011e-01,-8.981578427998609948e-01,7.150679099999919686e+01,3.575339549999960176e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.100000000000000255e-02,nan,-9.076203631323539467e-01,nan,nan,nan,nan,3.724910548630490092e-01,3.600315600000000060e+00,-2.740063199999999810e+00,6.340378799999999870e+00,4.301262000000000141e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.599999999999999312e-02,9.870000000000000000e+02,-6.135868449999910546e-01,1.365684227332000091e+02,9.094315920000399511e-02,-9.315772667999620005e-01,7.658729860000410383e+01,3.829364930000199729e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.600000000000000200e-02,9.880000000000000000e+02,1.522861410000490023e-01,1.365398752421999973e+02,4.721396620002169670e-02,-9.601247578000600136e-01,8.275522159999930238e+01,4.137761079999959790e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.800000000000000377e-02,nan,3.291368345688430175e-01,nan,nan,nan,nan,4.152293455924849774e-01,3.568454399999999804e+00,-2.740063199999999810e+00,6.308517600000000058e+00,4.141955999999999971e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.059999999999999970e-01,9.890000000000000000e+02,9.798383570000419596e-01,1.365538132551999979e+02,-2.465157979998129981e-02,-9.461867447999450231e-01,8.411527279999110362e+01,4.205763639999550163e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.140000000000000041e-01,nan,1.685315980753760101e+00,nan,nan,nan,nan,4.227499174483569933e-01,3.552523799999999898e+00,-2.740063199999999810e+00,6.292587000000000153e+00,4.062302999999999886e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.160000000000000059e-01,9.900000000000000000e+02,1.820991084999949994e+00,1.365575948791999963e+02,-7.247811179998370212e-02,-9.424051207998329627e-01,8.463358560000540365e+01,4.231679280000270049e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.260000000000000009e-01,9.910000000000000000e+02,2.667326941000009999e+00,1.365407551952000063e+02,-8.723052279996980352e-02,-9.592448047998799465e-01,8.677804419999870333e+01,4.338902209999940252e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000044e-01,nan,3.069632874303169778e+00,nan,nan,nan,nan,4.407332083401440115e-01,3.536593199999999992e+00,-2.740063199999999810e+00,6.276656400000000247e+00,3.982649999999999801e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.360000000000000098e-01,9.920000000000000000e+02,3.535107382999989944e+00,1.365342606412000066e+02,-7.201446679998339817e-02,-9.657393587999080209e-01,8.973013119999889398e+01,4.486506559999939858e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
