x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,2.729220000000000255e+02,0.000000000000000000e+00,2.792730000000000246e+02
4.965791216067093252e-04,2.729220000000000255e+02,4.977050268207708437e-04,2.792110000000000127e+02
9.931582432134186504e-04,2.729220000000000255e+02,9.401094951059006753e-04,2.791610000000000014e+02
1.434561906863827084e-03,2.728709999999999809e+02,1.437814521926671519e-03,2.790840000000000032e+02
1.931141028470536626e-03,2.728330000000000268e+02,1.935519548747442579e-03,2.790699999999999932e+02
2.427720150077245734e-03,2.728330000000000268e+02,2.377924017032571977e-03,2.790939999999999941e+02
2.869123813727654168e-03,2.728070000000000164e+02,2.875629043853343038e-03,2.790699999999999932e+02
3.365702935334363710e-03,2.727559999999999718e+02,3.373334070674113665e-03,2.790439999999999827e+02
3.862282056941073252e-03,2.726940000000000168e+02,3.871039097494885159e-03,2.790450000000000159e+02
4.358861178547782794e-03,2.726809999999999832e+02,4.313443565780014123e-03,2.790450000000000159e+02
4.800264842198190794e-03,2.726940000000000168e+02,4.811148592600784750e-03,2.790079999999999814e+02
5.296843963804900336e-03,2.726940000000000168e+02,5.308853619421556244e-03,2.789590000000000032e+02
5.793423085411609011e-03,2.726689999999999827e+02,5.751258087706686076e-03,2.789329999999999927e+02
6.234826749062017878e-03,2.726689999999999827e+02,6.248963114527456703e-03,2.789069999999999823e+02
6.731405870668727420e-03,2.726689999999999827e+02,6.746668141348227329e-03,2.788700000000000045e+02
7.227984992275436962e-03,2.726549999999999727e+02,7.244373168168998824e-03,2.788460000000000036e+02
7.669388655925845830e-03,2.726560000000000059e+02,7.686777636454129523e-03,2.787939999999999827e+02
8.165967777532553637e-03,2.725919999999999845e+02,8.184482663274898415e-03,2.787669999999999959e+02
8.662546899139263179e-03,2.725409999999999968e+02,8.682187690095670776e-03,2.787540000000000191e+02
9.103950562789672046e-03,2.725280000000000200e+02,9.179892716916441403e-03,2.787269999999999754e+02
9.600529684396381588e-03,2.725289999999999964e+02,9.622297185201569500e-03,2.787019999999999982e+02
1.009710880600309113e-02,2.725160000000000196e+02,1.006470165348670107e-02,2.786779999999999973e+02
1.059368792760980067e-02,2.724909999999999854e+02,1.056240668030747169e-02,2.786779999999999973e+02
1.103509159126020954e-02,2.724660000000000082e+02,1.106011170712824232e-02,2.787280000000000086e+02
1.158684617082321802e-02,2.724529999999999745e+02,1.150251617541337215e-02,2.787160000000000082e+02
1.202824983447362689e-02,2.724150000000000205e+02,1.200022120223414278e-02,2.786940000000000168e+02
1.246965349812403576e-02,2.723779999999999859e+02,1.249792622905491341e-02,2.786929999999999836e+02
1.296623261973074356e-02,2.723140000000000214e+02,1.294033069734004497e-02,2.786929999999999836e+02
1.346281174133745484e-02,2.722749999999999773e+02,1.343803572416081386e-02,2.786549999999999727e+02
1.395939086294416438e-02,2.722889999999999873e+02,1.393574075098158623e-02,2.785930000000000177e+02
1.440079452659457325e-02,2.722749999999999773e+02,1.443344577780235685e-02,2.785539999999999736e+02
1.489737364820128279e-02,2.722880000000000109e+02,1.493115080462312748e-02,2.785160000000000196e+02
1.539395276980799233e-02,2.722880000000000109e+02,1.537355527290825905e-02,2.785149999999999864e+02
1.583535643345839947e-02,2.722880000000000109e+02,1.587126029972902794e-02,2.785160000000000196e+02
1.638711101302140968e-02,2.722620000000000005e+02,1.636896532654979683e-02,2.784889999999999759e+02
1.682851467667181855e-02,2.722490000000000236e+02,1.681136979483492666e-02,2.784649999999999750e+02
1.726991834032222742e-02,2.722370000000000232e+02,1.730907482165569902e-02,2.784920000000000186e+02
1.776649746192893523e-02,2.722379999999999995e+02,1.780677984847647138e-02,2.784920000000000186e+02
1.826307658353564650e-02,2.722250000000000227e+02,1.824918431676160122e-02,2.784789999999999850e+02
1.870448024718605537e-02,2.722130000000000223e+02,1.874688934358237358e-02,2.784549999999999841e+02
1.920105936879276318e-02,2.721979999999999791e+02,1.924459437040313900e-02,2.784689999999999941e+02
1.969763849039947098e-02,2.722119999999999891e+02,1.974229939722391136e-02,2.784929999999999950e+02
2.019421761200618226e-02,2.721739999999999782e+02,2.018470386550904119e-02,2.784830000000000041e+02
2.063562127565659113e-02,2.721220000000000141e+02,2.068240889232981355e-02,2.784819999999999709e+02
2.118737585521960134e-02,2.720849999999999795e+02,2.118011391915058592e-02,2.784830000000000041e+02
2.162877951887001021e-02,2.720849999999999795e+02,2.162251838743571575e-02,2.784689999999999941e+02
2.212535864047671802e-02,2.720849999999999795e+02,2.212022341425648464e-02,2.784689999999999941e+02
2.256676230412712342e-02,2.720840000000000032e+02,2.261792844107725353e-02,2.784440000000000168e+02
2.306334142573383469e-02,2.720840000000000032e+02,2.311563346789802589e-02,2.783679999999999950e+02
2.355992054734054597e-02,2.720849999999999795e+02,2.355803793618315573e-02,2.783430000000000177e+02
2.400132421099095484e-02,2.720960000000000036e+02,2.405574296300392809e-02,2.783430000000000177e+02
2.449790333259766265e-02,2.720980000000000132e+02,2.455344798982469698e-02,2.783659999999999854e+02
2.499448245420437392e-02,2.720729999999999791e+02,2.499585245810982681e-02,2.783670000000000186e+02
2.543588611785478279e-02,2.720339999999999918e+02,2.549355748493059917e-02,2.783550000000000182e+02
2.593246523946148713e-02,2.720470000000000255e+02,2.599126251175136806e-02,2.783690000000000282e+02
2.642904436106819840e-02,2.720219999999999914e+02,2.643366698003649790e-02,2.783709999999999809e+02
2.687044802471860727e-02,2.719959999999999809e+02,2.687607144832162773e-02,2.783340000000000032e+02
2.736702714632531855e-02,2.719700000000000273e+02,2.737377647514240009e-02,2.783330000000000268e+02
2.786360626793202636e-02,2.719710000000000036e+02,2.787148150196317245e-02,2.782850000000000250e+02
2.830500993158243522e-02,2.719959999999999809e+02,2.836918652878394134e-02,2.782690000000000055e+02
2.885676451114544544e-02,2.719830000000000041e+02,2.881159099706907117e-02,2.783070000000000164e+02
2.929816817479585431e-02,2.719700000000000273e+02,2.930929602388984354e-02,2.782950000000000159e+02
2.979474729640256558e-02,2.719700000000000273e+02,2.980700105071061590e-02,2.782939999999999827e+02
3.023615096005297445e-02,2.719700000000000273e+02,3.024940551899574573e-02,2.782799999999999727e+02
3.095343191348488843e-02,2.719580000000000268e+02,3.074711054581651809e-02,2.782669999999999959e+02
3.145001103509158930e-02,2.719580000000000268e+02,3.124481557263728004e-02,2.782429999999999950e+02
3.194659015669830404e-02,2.719449999999999932e+02,3.174252059945805587e-02,2.782060000000000173e+02
3.244316927830501185e-02,2.719580000000000268e+02,3.218492506774318224e-02,2.782049999999999841e+02
3.288457294195541725e-02,2.719590000000000032e+02,3.268263009456395113e-02,2.782309999999999945e+02
3.338115206356213199e-02,2.719449999999999932e+02,3.318033512138472696e-02,2.782210000000000036e+02
3.387773118516883980e-02,2.719200000000000159e+02,3.367804014820549585e-02,2.782230000000000132e+02
3.431913484881924520e-02,2.718940000000000055e+02,3.412044461649062915e-02,2.782350000000000136e+02
3.481571397042595994e-02,2.718690000000000282e+02,3.461814964331139804e-02,2.782579999999999814e+02
3.531229309203266775e-02,2.718419999999999845e+02,3.511585467013216694e-02,2.782579999999999814e+02
3.575369675568308009e-02,2.718430000000000177e+02,3.561355969695294277e-02,2.782060000000000173e+02
3.625027587728978790e-02,2.718419999999999845e+02,3.605596416523806913e-02,2.781960000000000264e+02
3.674685499889649570e-02,2.718170000000000073e+02,3.655366919205884496e-02,2.782429999999999950e+02
3.724343412050320351e-02,2.718159999999999741e+02,3.705137421887961385e-02,2.782040000000000077e+02
3.768483778415361585e-02,2.718299999999999841e+02,3.749377868716474715e-02,2.781929999999999836e+02
3.818141690576031672e-02,2.718039999999999736e+02,3.799148371398551605e-02,2.781689999999999827e+02
3.867799602736703146e-02,2.718170000000000073e+02,3.848918874080627800e-02,2.781669999999999732e+02
3.911939969101743686e-02,2.718170000000000073e+02,3.898689376762705383e-02,2.781820000000000164e+02
3.961597881262414467e-02,2.718179999999999836e+02,3.942929823591218019e-02,2.781680000000000064e+02
4.011255793423085941e-02,2.718430000000000177e+02,3.992700326273295602e-02,2.781449999999999818e+02
4.060913705583756722e-02,2.718559999999999945e+02,4.042470828955372492e-02,2.781209999999999809e+02
4.105054071948797262e-02,2.718559999999999945e+02,4.092241331637449381e-02,2.781329999999999814e+02
4.154711984109468736e-02,2.718679999999999950e+02,4.136481778465962711e-02,2.781580000000000155e+02
4.198852350474509276e-02,2.718679999999999950e+02,4.186252281148039600e-02,2.781689999999999827e+02
4.254027808430810298e-02,2.718559999999999945e+02,4.236022783830117183e-02,2.781560000000000059e+02
4.298168174795851532e-02,2.718290000000000077e+02,4.274733174805065566e-02,2.781809999999999832e+02
4.342308541160892071e-02,2.717909999999999968e+02,4.324503677487143150e-02,2.781949999999999932e+02
4.391966453321563546e-02,2.717789999999999964e+02,4.374274180169220039e-02,2.781920000000000073e+02
4.441624365482234327e-02,2.717649999999999864e+02,4.424044682851296928e-02,2.781800000000000068e+02
4.485764731847274173e-02,2.717789999999999964e+02,4.468285129679810258e-02,2.781569999999999823e+02
4.535422644007945647e-02,2.717919999999999732e+02,4.518055632361886453e-02,2.781669999999999732e+02
4.585080556168616428e-02,2.718050000000000068e+02,4.567826135043964036e-02,2.781549999999999727e+02
4.656808651511808173e-02,2.718179999999999836e+02,4.612066581872476673e-02,2.781449999999999818e+02
4.706466563672478953e-02,2.717919999999999732e+02,4.661837084554554256e-02,2.781569999999999823e+02
4.750606930037519493e-02,2.717669999999999959e+02,4.711607587236631145e-02,2.781549999999999727e+02
4.805782387993820515e-02,2.717549999999999955e+02,4.761378089918708034e-02,2.781569999999999823e+02
4.849922754358861748e-02,2.717679999999999723e+02,4.805618536747221364e-02,2.781449999999999818e+02
4.894063120723902288e-02,2.717669999999999959e+02,4.855389039429298254e-02,2.781329999999999814e+02
4.943721032884573763e-02,2.717660000000000196e+02,4.905159542111375837e-02,2.781299999999999955e+02
4.993378945045244544e-02,2.717930000000000064e+02,4.949399988939888473e-02,2.781290000000000191e+02
5.043036857205915324e-02,2.717789999999999964e+02,4.999170491621965362e-02,2.780919999999999845e+02
5.087177223570956558e-02,2.717660000000000196e+02,5.048940994304042945e-02,2.780760000000000218e+02
5.136835135731627339e-02,2.717540000000000191e+02,5.098711496986119834e-02,2.780520000000000209e+02
5.180975502096667878e-02,2.717289999999999850e+02,5.142951943814633164e-02,2.780389999999999873e+02
5.230633414257338659e-02,2.717289999999999850e+02,5.192722446496709360e-02,2.780380000000000109e+02
5.280291326418009440e-02,2.717300000000000182e+02,5.242492949178786943e-02,2.780129999999999768e+02
5.324431692783050674e-02,2.717429999999999950e+02,5.292263451860863832e-02,2.780129999999999768e+02
5.379607150739351695e-02,2.717420000000000186e+02,5.336503898689376468e-02,2.780260000000000105e+02
5.423747517104392235e-02,2.717570000000000050e+02,5.386274401371454051e-02,2.780269999999999868e+02
5.473405429265063710e-02,2.717559999999999718e+02,5.436044904053530941e-02,2.780020000000000095e+02
5.523063341425733797e-02,2.717559999999999718e+02,5.485815406735607830e-02,2.780029999999999859e+02
5.567203707790774336e-02,2.717559999999999718e+02,5.530055853564121160e-02,2.780020000000000095e+02
5.616861619951446505e-02,2.717429999999999950e+02,5.579826356246197355e-02,2.780409999999999968e+02
5.666519532112116592e-02,2.716920000000000073e+02,5.629596858928275632e-02,2.780280000000000200e+02
5.710659898477157131e-02,2.716800000000000068e+02,5.673837305756788268e-02,2.780409999999999968e+02
5.787905539615979117e-02,2.716659999999999968e+02,5.723607808438865158e-02,2.780419999999999732e+02
5.832045905981019657e-02,2.716659999999999968e+02,5.773378311120942741e-02,2.780430000000000064e+02
5.876186272346060890e-02,2.716789999999999736e+02,5.823148813803018936e-02,2.780389999999999873e+02
5.925844184506732365e-02,2.716929999999999836e+02,5.867389260631532266e-02,2.780000000000000000e+02
5.975502096667402452e-02,2.717060000000000173e+02,5.917159763313609849e-02,2.779649999999999750e+02
6.025160008828074620e-02,2.717060000000000173e+02,5.961400210142123179e-02,2.779750000000000227e+02
6.069300375193115160e-02,2.716940000000000168e+02,6.005640656970635816e-02,2.779750000000000227e+02
6.118958287353785247e-02,2.716940000000000168e+02,6.055411159652712705e-02,2.779900000000000091e+02
6.168616199514457415e-02,2.716549999999999727e+02,6.105181662334790288e-02,2.779800000000000182e+02
6.212756565879496568e-02,2.716809999999999832e+02,6.154952165016866483e-02,2.779800000000000182e+02
6.262414478040168042e-02,2.716809999999999832e+02,6.199192611845379813e-02,2.779950000000000045e+02
6.312072390200838823e-02,2.716659999999999968e+02,6.248963114527456009e-02,2.780059999999999718e+02
6.361730302361510991e-02,2.716539999999999964e+02,6.298733617209534286e-02,2.779819999999999709e+02
6.405870668726551531e-02,2.716669999999999732e+02,6.348504119891611175e-02,2.779689999999999941e+02
6.455528580887220924e-02,2.716669999999999732e+02,6.392744566720123811e-02,2.779689999999999941e+02
6.505186493047893093e-02,2.716800000000000068e+02,6.442515069402200700e-02,2.779920000000000186e+02
6.554844405208563873e-02,2.716659999999999968e+02,6.492285572084277590e-02,2.779909999999999854e+02
6.598984771573604413e-02,2.716299999999999955e+02,6.536526018912790226e-02,2.779769999999999754e+02
6.648642683734276582e-02,2.716299999999999955e+02,6.586296521594868503e-02,2.779900000000000091e+02
6.698300595894945975e-02,2.716560000000000059e+02,6.636067024276945392e-02,2.779900000000000091e+02
6.742440962259987902e-02,2.716549999999999727e+02,6.685837526959022281e-02,2.779780000000000086e+02
6.792098874420658683e-02,2.716689999999999827e+02,6.730077973787536305e-02,2.779789999999999850e+02
6.841756786581329464e-02,2.716680000000000064e+02,6.779848476469611807e-02,2.779560000000000173e+02
6.891414698742000244e-02,2.716940000000000168e+02,6.829618979151690084e-02,2.779449999999999932e+02
