x,Weights,y,Weights
-6.113102256999989770e+00,2.745199800000239776e-01,0.000000000000000000e+00,2.745199800000239776e-01
-5.564062296999940038e+00,2.689798159999590155e-01,-8.524717388001760154e-01,2.689798159999590155e-01
-5.026102665000020231e+00,2.884823320000020064e-01,-9.417125268000460236e-01,2.884823320000020064e-01
-4.449138001000020104e+00,2.989420190000359745e-01,-9.246533438001449667e-01,2.989420190000359745e-01
-3.851253962999949820e+00,3.047276220000150193e-01,-8.353944257998480172e-01,3.047276220000150193e-01
-3.241798718999919782e+00,3.328528449999930139e-01,-8.084708598001100199e-01,3.328528449999930139e-01
-2.576093028999930201e+00,3.491756089999850099e-01,-8.194236038000890510e-01,3.491756089999850099e-01
-1.877741810999959959e+00,3.502314039999929740e-01,-8.056629017999340503e-01,3.502314039999929740e-01
-1.177279002999980007e+00,3.554091729999960259e-01,-8.288841518000540365e-01,3.554091729999960259e-01
-4.664606569999850127e-01,3.940768050000280076e-01,-8.755885228000579446e-01,3.940768050000280076e-01
3.216929530000700033e-01,4.083404949999540068e-01,-8.908763727999660098e-01,4.083404949999540068e-01
1.138373942999979960e+00,4.231556870000149906e-01,-8.795126927998350164e-01,4.231556870000149906e-01
1.984685317000010052e+00,4.261599420000130034e-01,-8.783741457998810453e-01,4.261599420000130034e-01
2.837005201000029952e+00,4.283555380000049762e-01,-8.947730517999159527e-01,4.283555380000049762e-01
3.693716277000040016e+00,4.343876529999790015e-01,-8.828262678001690400e-01,4.343876529999790015e-01
4.562491582999999906e+00,4.736365070000049804e-01,-8.541222727999130404e-01,4.736365070000049804e-01
5.509764597000009978e+00,5.251243380000210070e-01,-8.319155958000690188e-01,5.251243380000210070e-01
6.560013273000049772e+00,5.394051529999760453e-01,-8.238870768001900213e-01,5.394051529999760453e-01
7.638823579000000308e+00,5.373675329999949568e-01,-8.073404907998169566e-01,5.373675329999949568e-01
8.713558644999990221e+00,5.423175320000309663e-01,-8.071268757999799925e-01,5.423175320000309663e-01
9.798193709000059926e+00,5.593887379999750165e-01,-8.224164938002049841e-01,5.593887379999750165e-01
1.091697118499999952e+01,5.756208990000040160e-01,-8.567767608001589652e-01,5.756208990000040160e-01
1.206821298300000045e+01,6.050743960000130039e-01,-8.632661898002710332e-01,6.050743960000130039e-01
1.327836177500000048e+01,6.283897839999980084e-01,-8.313534398000680392e-01,6.283897839999980084e-01
1.453514134299999938e+01,6.380128149999939602e-01,-8.267315188000450288e-01,6.380128149999939602e-01
1.581116697300000062e+01,6.557266119999930476e-01,-8.609765508000459810e-01,6.557266119999930476e-01
1.712262019699999982e+01,6.721281019999949535e-01,-8.841701947999920375e-01,6.721281019999949535e-01
1.846687640100000039e+01,6.837089380000149763e-01,-8.854302887999949689e-01,6.837089380000149763e-01
1.983429427700000147e+01,7.006407779999790364e-01,-8.713240867998309769e-01,7.006407779999790364e-01
2.123557583299999862e+01,7.238616470000029945e-01,-8.363103757999109655e-01,7.238616470000029945e-01
2.268329912700000150e+01,7.490209130000039517e-01,-8.077164707999879845e-01,7.490209130000039517e-01
2.418134095299999942e+01,7.625150880000090003e-01,-8.183604057999790404e-01,7.625150880000090003e-01
2.570637112900000076e+01,7.831242500000069606e-01,-8.455670788000300142e-01,7.831242500000069606e-01
2.727261962900000114e+01,8.136911159999919985e-01,-8.754286328001510409e-01,8.136911159999919985e-01
2.890000186099999979e+01,8.228453669999890030e-01,-8.707992337999139743e-01,8.228453669999890030e-01
3.054569259499999845e+01,8.374055110000180324e-01,-8.710670287999280337e-01,8.374055110000180324e-01
3.222050361699999854e+01,8.482730740000049563e-01,-8.726205088001679488e-01,8.482730740000049563e-01
3.391704976500000157e+01,8.632760729999939819e-01,-8.689088988000149838e-01,8.632760729999939819e-01
3.564360191099999753e+01,8.782639239999949776e-01,-8.644504068000740116e-01,8.782639239999949776e-01
3.740012975900000214e+01,9.024684840000140040e-01,-8.762601758001550278e-01,9.024684840000140040e-01
3.920506672700010142e+01,9.183868019999900101e-01,-8.763199058002160147e-01,9.183868019999900101e-01
4.104184033100000306e+01,9.219966609999770135e-01,-8.726012677998650213e-01,9.219966609999770135e-01
4.288583365299999883e+01,9.405093180000140274e-01,-8.725265007998930233e-01,9.405093180000140274e-01
4.476685228899999913e+01,9.446171429999880020e-01,-8.893828738001450240e-01,9.446171429999880020e-01
4.665608657500000334e+01,9.670518370000139585e-01,-9.097873107998279973e-01,9.670518370000139585e-01
4.859019024900000261e+01,9.691772849999900075e-01,-9.266213688002270521e-01,9.691772849999900075e-01
5.052854481899999683e+01,9.780189350000260129e-01,-9.301916477998299904e-01,9.780189350000260129e-01
5.248458268899999979e+01,9.797871359999850149e-01,-9.277052968002119648e-01,9.797871359999850149e-01
5.444415696099999735e+01,9.866161129999929669e-01,-9.169863657998580386e-01,9.866161129999929669e-01
5.641738918699999772e+01,9.883407780000079690e-01,-9.174292478001290219e-01,9.883407780000079690e-01
5.839407074300000033e+01,9.952315469999990505e-01,-9.256598528002090154e-01,9.952315469999990505e-01
6.038453383699999932e+01,1.002334382999999995e+00,-9.121156088001499684e-01,1.002334382999999995e+00
6.238920260300000109e+01,9.936619509999999877e-01,-9.017739067999740454e-01,9.936619509999999877e-01
6.437652650500000107e+01,1.002235070000009998e+00,-9.034225948001900486e-01,1.002235070000009998e+00
6.638099664499999619e+01,1.004149539999990015e+00,-9.071432678001659644e-01,1.004149539999990015e+00
6.838929572499999665e+01,1.000382016999999957e+00,-9.077431527999240135e-01,1.000382016999999957e+00
7.039005975899999612e+01,1.001096732999980032e+00,-9.518075717998329965e-01,1.001096732999980032e+00
7.239225322500000459e+01,1.007816397000010022e+00,-9.858166487999540095e-01,1.007816397000010022e+00
7.440788601900000288e+01,9.945229360000310548e-01,-9.920571408000570246e-01,9.945229360000310548e-01
7.639693189100009363e+01,9.971029249999789901e-01,-9.887622788001809715e-01,9.971029249999789901e-01
7.839113774099999432e+01,9.997844470000030181e-01,-9.881316618000259844e-01,9.997844470000030181e-01
8.039070663500000080e+01,1.006115235999980095e+00,-9.761734747998790374e-01,1.006115235999980095e+00
8.240293710699999963e+01,1.001321749000019912e+00,-9.754658517998959777e-01,1.001321749000019912e+00
8.440558060499999726e+01,1.004729672999989942e+00,-9.822815147999790497e-01,1.004729672999989942e+00
8.641503995099999713e+01,9.995826230000089963e-01,-9.856748567999320532e-01,9.995826230000089963e-01
8.841420519700000114e+01,9.956190690000209509e-01,-9.666540058001940050e-01,9.956190690000209509e-01
