x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,1.466850000000000023e+02,0.000000000000000000e+00,1.528979999999999961e+02
4.963600264725347199e-04,1.466850000000000023e+02,4.372540445999125607e-04,1.529079999999999870e+02
9.375689388925656422e-04,1.466719999999999970e+02,8.745080891998251215e-04,1.529070000000000107e+02
1.433928965365100254e-03,1.466459999999999866e+02,1.366418889374726962e-03,1.528569999999999993e+02
1.930288991837635082e-03,1.466349999999999909e+02,1.803672933974639469e-03,1.528199999999999932e+02
2.426649018310169693e-03,1.466210000000000093e+02,2.295583734149540985e-03,1.527940000000000111e+02
2.867857930730200507e-03,1.466339999999999861e+02,2.787494534324442500e-03,1.527940000000000111e+02
3.364217957202735119e-03,1.466200000000000045e+02,3.279405334499344016e-03,1.528180000000000121e+02
3.860577983675270164e-03,1.466339999999999861e+02,3.716659379099256956e-03,1.528069999999999879e+02
4.301786896095300544e-03,1.466330000000000098e+02,4.208570179274158038e-03,1.528350000000000080e+02
4.798146922567835156e-03,1.466450000000000102e+02,4.700480979449059987e-03,1.528480000000000132e+02
5.294506949040370634e-03,1.466850000000000023e+02,5.137735024048972927e-03,1.529000000000000057e+02
5.790866975512904379e-03,1.466839999999999975e+02,5.684302579798863019e-03,1.529000000000000057e+02
6.232075887932935626e-03,1.466719999999999970e+02,6.121556624398775959e-03,1.528629999999999995e+02
6.728435914405470238e-03,1.466599999999999966e+02,6.613467424573677041e-03,1.528880000000000052e+02
7.224795940878005716e-03,1.466349999999999909e+02,7.105378224748579857e-03,1.528979999999999961e+02
7.721155967350540328e-03,1.466210000000000093e+02,7.542632269348492798e-03,1.528739999999999952e+02
8.162364879770570708e-03,1.465960000000000036e+02,8.034543069523393879e-03,1.528590000000000089e+02
8.658724906243106187e-03,1.465579999999999927e+02,8.471797114123305952e-03,1.528470000000000084e+02
9.155084932715639931e-03,1.465840000000000032e+02,8.963707914298207902e-03,1.528840000000000146e+02
9.596293845135670311e-03,1.465829999999999984e+02,9.455618714473108116e-03,1.528940000000000055e+02
1.009265387160820579e-02,1.466200000000000045e+02,9.947529514648010066e-03,1.528830000000000098e+02
1.058901389808074127e-02,1.466080000000000041e+02,1.038478355924792387e-02,1.528950000000000102e+02
1.108537392455327501e-02,1.465829999999999984e+02,1.087669435942282582e-02,1.529230000000000018e+02
1.152658283697330539e-02,1.466080000000000041e+02,1.136860515959772604e-02,1.529480000000000075e+02
1.202294286344584087e-02,1.466330000000000098e+02,1.180585920419763984e-02,1.529619999999999891e+02
1.251930288991837635e-02,1.466339999999999861e+02,1.229777000437254179e-02,1.529749999999999943e+02
1.301566291639091009e-02,1.465960000000000036e+02,1.278968080454744374e-02,1.529759999999999991e+02
1.345687182881094048e-02,1.465829999999999984e+02,1.328159160472234396e-02,1.530250000000000057e+02
1.395323185528347595e-02,1.465960000000000036e+02,1.371884564932225777e-02,1.530240000000000009e+02
1.444959188175601143e-02,1.466210000000000093e+02,1.421075644949715971e-02,1.530130000000000052e+02
1.489080079417604181e-02,1.466210000000000093e+02,1.470266724967206166e-02,1.529869999999999948e+02
1.538716082064857729e-02,1.465699999999999932e+02,1.519457804984696361e-02,1.529859999999999900e+02
1.588352084712111104e-02,1.465440000000000111e+02,1.563183209444687222e-02,1.529720000000000084e+02
1.632472975954114142e-02,1.465320000000000107e+02,1.606908613904678776e-02,1.529350000000000023e+02
1.676593867196117180e-02,1.465320000000000107e+02,1.661565369479667612e-02,1.529209999999999923e+02
1.726229869843370554e-02,1.465430000000000064e+02,1.705290773939659166e-02,1.529209999999999923e+02
1.775865872490624275e-02,1.465060000000000002e+02,1.754481853957149187e-02,1.529230000000000018e+02
1.819986763732627313e-02,1.465430000000000064e+02,1.798207258417140395e-02,1.529250000000000114e+02
1.869622766379881035e-02,1.466080000000000041e+02,1.852864013992129577e-02,1.529499999999999886e+02
1.919258769027134062e-02,1.466589999999999918e+02,1.896589418452120784e-02,1.529770000000000039e+02
1.968894771674387437e-02,1.466959999999999980e+02,1.945780498469610806e-02,1.529900000000000091e+02
2.013015662916390822e-02,1.466719999999999970e+02,1.989505902929602013e-02,1.530000000000000000e+02
2.062651665563644196e-02,1.466850000000000023e+02,2.038696982947092382e-02,1.529989999999999952e+02
2.112287668210897570e-02,1.467230000000000132e+02,2.087888062964582403e-02,1.530240000000000009e+02
2.161923670858151292e-02,1.466970000000000027e+02,2.137079142982072771e-02,1.530210000000000150e+02
2.206044562100154330e-02,1.466699999999999875e+02,2.180804547442063979e-02,1.530099999999999909e+02
2.255680564747407704e-02,1.466719999999999970e+02,2.229995627459554000e-02,1.530200000000000102e+02
2.305316567394661079e-02,1.466699999999999875e+02,2.279186707477044022e-02,1.530349999999999966e+02
2.349437458636664117e-02,1.466839999999999975e+02,2.322912111937035576e-02,1.530500000000000114e+02
2.399073461283917838e-02,1.466699999999999875e+02,2.372103191954525597e-02,1.530240000000000009e+02
2.448709463931171212e-02,1.466440000000000055e+02,2.415828596414517151e-02,1.530120000000000005e+02
2.498345466578424934e-02,1.466579999999999870e+02,2.470485351989505987e-02,1.530109999999999957e+02
2.542466357820427972e-02,1.466699999999999875e+02,2.514210756449497541e-02,1.530099999999999909e+02
2.592102360467680999e-02,1.466579999999999870e+02,2.563401836466987216e-02,1.529869999999999948e+02
2.641738363114934721e-02,1.466589999999999918e+02,2.607127240926978770e-02,1.529720000000000084e+02
2.691374365762188095e-02,1.466839999999999975e+02,2.656318320944468792e-02,1.529629999999999939e+02
2.735495257004191133e-02,1.467220000000000084e+02,2.705509400961959160e-02,1.530109999999999957e+02
2.785131259651444854e-02,1.467460000000000093e+02,2.749234805421950367e-02,1.530610000000000070e+02
2.834767262298698229e-02,1.467350000000000136e+02,2.798425885439440389e-02,1.530589999999999975e+02
2.878888153540701267e-02,1.467340000000000089e+02,2.847616965456930757e-02,1.530349999999999966e+02
2.928524156187954988e-02,1.467340000000000089e+02,2.891342369916921964e-02,1.530210000000000150e+02
2.978160158835208363e-02,1.467220000000000084e+02,2.940533449934412333e-02,1.529950000000000045e+02
3.027796161482462084e-02,1.466839999999999975e+02,2.989724529951902354e-02,1.530060000000000002e+02
3.071917052724465122e-02,1.466579999999999870e+02,3.033449934411893908e-02,1.529819999999999993e+02
3.121553055371718149e-02,1.466839999999999975e+02,3.082641014429383236e-02,1.529579999999999984e+02
3.171189058018971524e-02,1.466709999999999923e+02,3.131832094446873604e-02,1.529979999999999905e+02
3.220825060666224898e-02,1.466579999999999870e+02,3.175557498906864812e-02,1.530219999999999914e+02
3.259430840502977600e-02,1.466450000000000102e+02,3.230214254481853647e-02,1.530360000000000014e+02
3.309066843150230974e-02,1.466709999999999923e+02,3.273939658941845549e-02,1.530250000000000057e+02
3.358702845797485043e-02,1.466839999999999975e+02,3.323130738959335223e-02,1.530260000000000105e+02
3.402823737039487734e-02,1.466959999999999980e+02,3.366856143419326430e-02,1.530610000000000070e+02
3.452459739686741108e-02,1.466839999999999975e+02,3.416047223436816799e-02,1.530490000000000066e+02
3.502095742333995176e-02,1.466709999999999923e+02,3.465238303454307167e-02,1.530509999999999877e+02
3.551731744981248551e-02,1.466839999999999975e+02,3.514429383471797536e-02,1.530469999999999970e+02
3.595852636223251242e-02,1.466709999999999923e+02,3.558154787931788743e-02,1.530579999999999927e+02
3.645488638870505310e-02,1.466579999999999870e+02,3.607345867949279111e-02,1.530829999999999984e+02
3.695124641517758685e-02,1.466440000000000055e+02,3.651071272409270319e-02,1.530720000000000027e+02
3.744760644165012059e-02,1.466579999999999870e+02,3.700262352426760687e-02,1.530579999999999927e+02
3.788881535407015444e-02,1.466690000000000111e+02,3.749453432444250361e-02,1.530449999999999875e+02
3.838517538054268124e-02,1.466699999999999875e+02,3.798644512461740036e-02,1.530469999999999970e+02
3.888153540701521499e-02,1.466320000000000050e+02,3.842369916921731243e-02,1.530219999999999914e+02
3.932274431943524884e-02,1.466080000000000041e+02,3.891560996939221612e-02,1.529850000000000136e+02
3.981910434590778258e-02,1.466189999999999998e+02,3.935286401399212819e-02,1.529879999999999995e+02
4.031546437238031633e-02,1.466189999999999998e+02,3.984477481416703187e-02,1.529989999999999952e+02
4.081182439885285007e-02,1.466699999999999875e+02,4.033668561434193556e-02,1.530109999999999957e+02
4.125303331127288392e-02,1.466839999999999975e+02,4.082859641451683924e-02,1.530240000000000009e+02
4.174939333774541766e-02,1.466970000000000027e+02,4.126585045911675131e-02,1.530109999999999957e+02
4.224575336421795141e-02,1.467350000000000136e+02,4.175776125929164806e-02,1.530480000000000018e+02
4.274211339069049209e-02,1.467599999999999909e+02,4.224967205946655174e-02,1.530720000000000027e+02
4.318332230311051900e-02,1.467599999999999909e+02,4.274158285964145543e-02,1.530730000000000075e+02
4.367968232958305969e-02,1.467340000000000089e+02,4.317883690424136750e-02,1.530709999999999980e+02
4.417604235605559343e-02,1.467220000000000084e+02,4.416265850459117487e-02,1.530709999999999980e+02
4.461725126847562034e-02,1.467090000000000032e+02,4.459991254919108000e-02,1.530850000000000080e+02
4.511361129494815408e-02,1.466959999999999980e+02,4.509182334936598369e-02,1.530600000000000023e+02
4.583057577763070128e-02,1.466839999999999975e+02,4.558373414954088043e-02,1.530469999999999970e+02
4.632693580410323503e-02,1.466579999999999870e+02,4.607564494971578412e-02,1.530480000000000018e+02
4.682329583057577571e-02,1.466709999999999923e+02,4.651289899431569619e-02,1.530490000000000066e+02
4.726450474299580262e-02,1.467090000000000032e+02,4.700480979449059987e-02,1.530480000000000018e+02
4.776086476946833637e-02,1.467090000000000032e+02,4.749672059466550356e-02,1.530260000000000105e+02
4.825722479594087705e-02,1.466959999999999980e+02,4.793397463926541563e-02,1.530260000000000105e+02
4.869843370836090396e-02,1.466839999999999975e+02,4.842588543944031931e-02,1.530380000000000109e+02
4.913964262078093781e-02,1.466709999999999923e+02,4.891779623961522300e-02,1.530360000000000014e+02
4.963600264725347155e-02,1.466589999999999918e+02,4.940970703979011974e-02,1.530099999999999909e+02
5.013236267372600530e-02,1.466839999999999975e+02,4.984696108439003182e-02,1.529970000000000141e+02
5.057357158614603915e-02,1.466839999999999975e+02,5.033887188456493550e-02,1.530099999999999909e+02
5.106993161261857289e-02,1.466959999999999980e+02,5.083078268473983918e-02,1.530339999999999918e+02
5.156629163909110664e-02,1.466699999999999875e+02,5.126803672933974432e-02,1.530339999999999918e+02
5.206265166556364038e-02,1.466579999999999870e+02,5.175994752951464800e-02,1.529960000000000093e+02
5.250386057798366729e-02,1.466570000000000107e+02,5.219720157411456007e-02,1.529850000000000136e+02
5.300022060445620103e-02,1.466320000000000050e+02,5.274376912986445537e-02,1.530080000000000098e+02
5.349658063092874172e-02,1.465819999999999936e+02,5.318102317446436744e-02,1.530080000000000098e+02
5.393778954334876863e-02,1.465680000000000121e+02,5.361827721906427952e-02,1.530370000000000061e+02
5.443414956982130237e-02,1.465819999999999936e+02,5.411018801923918320e-02,1.530360000000000014e+02
5.493050959629384306e-02,1.465949999999999989e+02,5.460209881941407994e-02,1.530349999999999966e+02
5.542686962276636986e-02,1.466339999999999861e+02,5.503935286401399202e-02,1.530490000000000066e+02
5.586807853518640371e-02,1.466330000000000098e+02,5.558592041976388037e-02,1.530600000000000023e+02
5.636443856165894439e-02,1.466330000000000098e+02,5.602317446436379245e-02,1.530620000000000118e+02
5.686079858813147120e-02,1.466699999999999875e+02,5.651508526453870307e-02,1.530349999999999966e+02
