X_mm,Weights,Y_normalised,Weights
1.768775457129999893e+02,9.896428419999949710e-01,-9.228398887999279543e-01,9.896428419999949710e-01
1.788568313970000077e+02,9.949631270000339756e-01,-9.240379287999760383e-01,9.949631270000339756e-01
1.808467576509999901e+02,1.004389793999959979e+00,-9.186258278001839805e-01,1.004389793999959979e+00
1.828555372390000002e+02,1.003362699000019953e+00,-9.101057857999139689e-01,1.003362699000019953e+00
1.848622626369999864e+02,9.942194679999689644e-01,-9.006943177999180428e-01,9.942194679999689644e-01
1.868507015730000091e+02,9.905823310000130277e-01,-9.043250788001270246e-01,9.905823310000130277e-01
1.888318662350000068e+02,9.942193569999919767e-01,-9.033524088002310437e-01,9.942193569999919767e-01
1.908203049489999898e+02,1.000096493000030007e+00,-9.069796417999500537e-01,1.000096493000030007e+00
1.928204979349999917e+02,1.005059641999989983e+00,-9.059576388002309466e-01,1.005059641999989983e+00
1.948306172190000041e+02,1.001080739000000053e+00,-9.033602217998579764e-01,1.001080739000000053e+00
1.968327786970000091e+02,9.943208900000120032e-01,-8.841860138001039759e-01,9.943208900000120032e-01
1.988214204770000038e+02,9.974149709999690083e-01,-8.738214318001950032e-01,9.974149709999690083e-01
2.008162504189999993e+02,1.006628329000009980e+00,-8.841269987999850200e-01,1.006628329000009980e+00
2.028295070769999882e+02,1.001595274999999896e+00,-9.013935278000250184e-01,1.001595274999999896e+00
2.048326976269999875e+02,1.005587771999979951e+00,-9.002393357998810242e-01,1.005587771999979951e+00
2.068438731710000127e+02,9.973159010000069991e-01,-8.985973998001379748e-01,9.973159010000069991e-01
2.088385049729999992e+02,1.001792881000010071e+00,-8.878872958001979843e-01,1.001792881000010071e+00
2.108420907349999993e+02,9.920527249999939734e-01,-8.936617038001199997e-01,9.920527249999939734e-01
2.128261961849999864e+02,9.942767990000049849e-01,-8.915620047999649467e-01,9.942767990000049849e-01
2.148147497829999963e+02,9.979856380000029503e-01,-8.972000858001369927e-01,9.979856380000029503e-01
2.168107210590000022e+02,9.949748129999990143e-01,-8.924090788000570429e-01,9.949748129999990143e-01
2.188006706850000000e+02,9.963307669999750260e-01,-9.049575688002560181e-01,9.963307669999750260e-01
2.207933322190000069e+02,1.000182322999999984e+00,-9.123714457998910454e-01,1.000182322999999984e+00
2.227936968649999869e+02,9.968870630000169486e-01,-9.143551307998619704e-01,9.968870630000169486e-01
2.247874709909999922e+02,9.904264639999950104e-01,-9.237122727999460547e-01,9.904264639999950104e-01
2.267683239190000108e+02,1.004889646999979957e+00,-9.348193538001789982e-01,1.004889646999979957e+00
2.287781032130000085e+02,1.002393379000009910e+00,-9.262634807999180486e-01,1.002393379000009910e+00
2.307828899710000030e+02,1.000680621999989972e+00,-9.179820188001599490e-01,1.000680621999989972e+00
2.327842512150000118e+02,1.002307216000009937e+00,-9.198804808001459499e-01,1.002307216000009937e+00
2.347888656469999944e+02,9.953189310000000178e-01,-9.085827468002209972e-01,9.953189310000000178e-01
2.367795035089999942e+02,1.004958997000019894e+00,-8.980935827998449694e-01,1.004958997000019894e+00
2.387894215029999998e+02,9.981696499999800354e-01,-9.095162048000420274e-01,9.981696499999800354e-01
2.407857608029999881e+02,1.009167689000020074e+00,-9.287183327998319582e-01,1.009167689000020074e+00
2.428040961810000056e+02,9.981859080000250461e-01,-9.296760357998149482e-01,9.981859080000250461e-01
2.448004679969999984e+02,9.908964859999680463e-01,-9.318983008002990065e-01,9.908964859999680463e-01
2.467822609689999922e+02,9.948208539999829902e-01,-9.419288467998400138e-01,9.948208539999829902e-01
2.487719026770000141e+02,1.000198136999999932e+00,-9.315319617999190394e-01,1.000198136999999932e+00
2.507722989510000104e+02,1.006514000000019893e+00,-9.165216718000980256e-01,1.006514000000019893e+00
2.527853269510000018e+02,1.003263274999979915e+00,-9.297841448002369669e-01,1.003263274999979915e+00
2.547918535009999914e+02,1.011850099000010106e+00,-9.344315237999299972e-01,1.011850099000010106e+00
2.568155536990000201e+02,9.920807799999810106e-01,-9.240898807999260445e-01,9.920807799999810106e-01
2.587997152589999814e+02,9.965733520000129575e-01,-9.229744378000359628e-01,9.965733520000129575e-01
2.607928619630000071e+02,1.001223899999990063e+00,-9.213424758000879899e-01,1.001223899999990063e+00
2.627953097629999775e+02,1.001536945000029988e+00,-9.071812757999849763e-01,1.001536945000029988e+00
2.647983836529999735e+02,1.002293067000010085e+00,-9.039880117998959630e-01,1.002293067000010085e+00
2.668029697869999950e+02,9.972164769999950495e-01,-9.097371728002200397e-01,9.972164769999950495e-01
2.687974027409999849e+02,1.007114719999979924e+00,-9.130859157999680065e-01,1.007114719999979924e+00
2.708116321809999931e+02,9.957753590000489874e-01,-9.122995747999880223e-01,9.957753590000489874e-01
2.728031828989999781e+02,9.954903689999240468e-01,-9.177984108001450148e-01,9.954903689999240468e-01
2.747941636369999969e+02,1.002307771000030101e+00,-9.133135668000700313e-01,1.002307771000030101e+00
2.767987791790000074e+02,1.001009591999969972e+00,-9.020334728001270230e-01,1.001009591999969972e+00
2.788007983630000126e+02,1.003132244000030093e+00,-8.979094238002860440e-01,1.003132244000030093e+00
2.808070628510000120e+02,9.952333229999790198e-01,-9.155184977998940266e-01,9.952333229999790198e-01
2.827975294970000277e+02,1.007042928000029924e+00,-9.020307018002140520e-01,1.007042928000029924e+00
2.848116153529999792e+02,9.908536370000150528e-01,-8.811882497998060337e-01,9.908536370000150528e-01
2.867933226270000091e+02,1.001592721999970070e+00,-8.721751648000970469e-01,1.001592721999970070e+00
2.887965080710000052e+02,1.003136260999980101e+00,-8.709398287999190469e-01,1.003136260999980101e+00
2.908027805930000227e+02,9.952762830000100314e-01,-8.535908088001069594e-01,9.952762830000100314e-01
2.927933331589999852e+02,1.000025679000059897e+00,-8.591501717998539789e-01,1.000025679000059897e+00
2.947933845169999927e+02,9.965759049999579622e-01,-8.731889117999860339e-01,9.965759049999579622e-01
2.967865363270000216e+02,1.001096643000009889e+00,-8.716380938000729550e-01,1.001096643000009889e+00
2.987887296129999868e+02,1.003377714999970083e+00,-8.705585407998910341e-01,1.003377714999970083e+00
3.007954850429999851e+02,9.998550180000049803e-01,-8.792135037999170288e-01,9.998550180000049803e-01
3.027951950789999955e+02,1.000796505000040026e+00,-8.872726198002279796e-01,1.000796505000040026e+00
3.047967880890000174e+02,9.953617799999679994e-01,-8.932245298001360023e-01,9.953617799999679994e-01
3.067875116490000096e+02,1.004374756999989904e+00,-9.017789967999479961e-01,1.004374756999989904e+00
3.087962611629999969e+02,9.977426089999990033e-01,-9.102776258000060405e-01,9.977426089999990033e-01
3.107917463809999958e+02,9.947058590000490419e-01,-9.145183457999339627e-01,9.947058590000490419e-01
3.127811580989999811e+02,9.964031349999520337e-01,-9.000962368000959835e-01,9.964031349999520337e-01
3.147739643689999980e+02,9.900124410000330499e-01,-8.924987627998459683e-01,9.900124410000330499e-01
3.167539892510000072e+02,9.961734569999689537e-01,-9.066473627998159479e-01,9.961734569999689537e-01
3.187463361650000024e+02,1.001866470000039921e+00,-9.260951268001069714e-01,1.001866470000039921e+00
3.207500691050000228e+02,9.986842069999399829e-01,-9.168969918001439456e-01,9.986842069999399829e-01
3.227474375190000160e+02,1.000052402000020102e+00,-9.190340338001019571e-01,1.000052402000020102e+00
3.247475423230000047e+02,9.954049830000429866e-01,-9.340146938000090104e-01,9.954049830000429866e-01
3.267383522889999767e+02,9.942635589999609946e-01,-9.265382738002190255e-01,9.942635589999609946e-01
3.287268794070000126e+02,9.948765199999910491e-01,-9.141663717998940175e-01,9.948765199999910491e-01
3.307166324469999950e+02,1.004974367000019964e+00,-9.057238867999050091e-01,1.004974367000019964e+00
3.327265811809999718e+02,1.009139190000009956e+00,-9.001384217998520398e-01,1.009139190000009956e+00
3.347448595609999984e+02,1.004959329999989937e+00,-9.000977568000789741e-01,1.004959329999989937e+00
3.367547782209999809e+02,9.982265369999370197e-01,-9.115309628002710163e-01,9.982265369999370197e-01
3.387512312950000251e+02,9.966881250000479975e-01,-9.327262988000200039e-01,9.966881250000479975e-01
3.407446075450000080e+02,9.975442260000020323e-01,-9.351125048000029638e-01,9.975442260000020323e-01
3.427396959970000125e+02,9.985707659999719654e-01,-9.323999287998959717e-01,9.985707659999719654e-01
3.447368375290000131e+02,9.975727250000550050e-01,-9.305611387999590534e-01,9.975727250000550050e-01
3.467319829790000085e+02,1.001452890999990020e+00,-9.288469308000629754e-01,1.001452890999990020e+00
3.487348887609999792e+02,1.001567885999999907e+00,-9.227044268002090321e-01,1.001567885999999907e+00
3.507380245329999866e+02,1.003248126999980006e+00,-9.205871467998459901e-01,1.003248126999980006e+00
3.527445207869999990e+02,9.957468599999970138e-01,-9.422496687998319631e-01,9.957468599999970138e-01
3.547360145069999930e+02,1.000554829000009915e+00,-9.467501368002050333e-01,1.000554829000009915e+00
3.567371241650000115e+02,9.976438719999689564e-01,-9.266910078002299489e-01,9.976438719999689564e-01
3.587324119090000067e+02,9.947750980000480414e-01,-9.099266408000229456e-01,9.947750980000480414e-01
3.607219621049999887e+02,1.001337452000000017e+00,-9.154794988001809797e-01,1.001337452000000017e+00
3.627246370089999914e+02,9.995119199999750181e-01,-9.052976587999810310e-01,9.995119199999750181e-01
3.647236608489999981e+02,1.000466313999960111e+00,-9.013410788001009477e-01,1.000466313999960111e+00
3.667245934769999849e+02,1.002677925000029946e+00,-9.132766917998369482e-01,1.002677925000029946e+00
3.687299493269999857e+02,1.004703393999990091e+00,-9.149647977998259796e-01,1.004703393999990091e+00
3.707393561150000210e+02,9.986856500000269588e-01,-9.174303318000339713e-01,9.986856500000269588e-01
3.727367274150000185e+02,1.002079202999990093e+00,-9.196132378000070329e-01,1.002079202999990093e+00
3.747408858210000062e+02,1.000183433000020106e+00,-9.354136618001119841e-01,1.000183433000020106e+00
3.767412526869999851e+02,1.002179958999990017e+00,-9.374326268001029749e-01,1.002179958999990017e+00
3.787456126050000194e+02,1.002922285999999996e+00,-9.392165398000710264e-01,1.002922285999999996e+00
3.807514571770000202e+02,1.006571330999999958e+00,-9.319152548000599889e-01,1.006571330999999958e+00
3.827645998390000273e+02,1.001294693000009950e+00,-9.471850478001899720e-01,1.001294693000009950e+00
3.847671892249999814e+02,1.000653232999979991e+00,-9.530482068000769580e-01,1.000653232999979991e+00
3.867684956909999983e+02,1.000425685000009945e+00,-9.539835807998430228e-01,1.000425685000009945e+00
3.887693470610000190e+02,9.996544150000089557e-01,-9.469461228002560294e-01,9.996544150000089557e-01
3.907686558909999803e+02,9.959898889999859728e-01,-9.479813828000369647e-01,9.959898889999859728e-01
3.927606356690000098e+02,1.000398406999980061e+00,-9.434501237999769474e-01,1.000398406999980061e+00
3.947614324830000214e+02,1.000467868000020077e+00,-9.354531058002070187e-01,1.000467868000020077e+00
3.967623682189999954e+02,1.005244986000010110e+00,-9.474381107999360063e-01,1.005244986000010110e+00
3.987728581910000116e+02,1.006587921999970048e+00,-9.688761647999230009e-01,1.006587921999970048e+00
4.007860340350000001e+02,1.002735367000040068e+00,-9.671766788001999737e-01,1.002735367000040068e+00
4.027915047690000279e+02,1.002392823999999960e+00,-9.708756328001300062e-01,1.002392823999999960e+00
4.047962904170000229e+02,1.004917146999990019e+00,-9.625765307999070153e-01,1.004917146999990019e+00
4.068061247109999954e+02,9.991546729999920551e-01,-9.549872737998730265e-01,9.991546729999920551e-01
4.088044340569999804e+02,1.004175819000010073e+00,-9.560618928001080041e-01,1.004175819000010073e+00
4.108127856950000023e+02,1.002706090999990085e+00,-9.575895858000930128e-01,1.002706090999990085e+00
4.128181978769999887e+02,9.942485220000210067e-01,-9.602654757998150270e-01,9.942485220000210067e-01
4.148066949209999734e+02,9.988995139999869988e-01,-9.649122448002459551e-01,9.988995139999869988e-01
4.168044939490000047e+02,1.000839707999999995e+00,-9.570438877999549732e-01,1.000839707999999995e+00
4.188061733650000065e+02,1.002650092000010096e+00,-9.469649108002899940e-01,1.002650092000010096e+00
4.208114735490000271e+02,1.003034727999990050e+00,-9.476758168000289917e-01,1.003034727999990050e+00
4.228175430050000045e+02,1.000011662000019896e+00,-9.443186117999009532e-01,1.000011662000019896e+00
4.248175663289999875e+02,9.988721249999910068e-01,-9.403226728000499968e-01,9.988721249999910068e-01
4.268153105790000268e+02,1.001465576000019952e+00,-9.314912278000799795e-01,1.001465576000019952e+00
4.288182417310000005e+02,9.970734269999750321e-01,-9.433410668002579769e-01,9.970734269999750321e-01
4.308123885850000079e+02,1.005247004999999971e+00,-9.416803297998800337e-01,1.005247004999999971e+00
4.328228825950000100e+02,1.007142886000029991e+00,-9.280967857999939952e-01,1.007142886000029991e+00
4.348371683670000039e+02,1.002691497999989911e+00,-9.282982288002590288e-01,1.002691497999989911e+00
4.368425513629999841e+02,1.004703726999959912e+00,-9.480069018002550418e-01,1.004703726999959912e+00
4.388519588170000247e+02,1.002280160000029952e+00,-9.504830197999749597e-01,1.002280160000029952e+00
4.408565191370000207e+02,9.961887159999780472e-01,-9.382327817998540320e-01,9.961887159999780472e-01
4.428488965689999759e+02,1.005259246000040019e+00,-9.406689307998310490e-01,1.005259246000040019e+00
4.448594150609999929e+02,1.003947937999980056e+00,-9.450636177999740539e-01,1.003947937999980056e+00
4.468673109370000134e+02,9.994838650000019697e-01,-9.386078948001279620e-01,9.994838650000019697e-01
4.488662786670000173e+02,1.000710231000000006e+00,-9.336670588000689497e-01,1.000710231000000006e+00
4.508676991290000160e+02,9.973854729999800384e-01,-9.365991688002569537e-01,9.973854729999800384e-01
4.528624700749999761e+02,9.946622120000370160e-01,-9.458746157998519921e-01,9.946622120000370160e-01
4.548517944989999933e+02,1.000452852000000004e+00,-9.474692818000960415e-01,1.000452852000000004e+00
4.568527002029999835e+02,1.000837932000000041e+00,-9.413878558002579666e-01,1.000837932000000041e+00
4.588543760669999756e+02,9.978993639999770293e-01,-9.312524308000720286e-01,9.978993639999770293e-01
4.608501747949999867e+02,9.983700519999839651e-01,-9.234416237998459565e-01,9.983700519999839651e-01
4.628469148990000122e+02,9.924663040000609726e-01,-9.145754497998840327e-01,9.924663040000609726e-01
4.648318475070000204e+02,1.000709676000010040e+00,-9.094201198000460007e-01,1.000709676000010040e+00
4.668332668589999912e+02,1.001764825999940101e+00,-9.123345898002239718e-01,1.001764825999940101e+00
4.688367965109999886e+02,1.002036242999990057e+00,-9.171247417999379703e-01,1.002036242999990057e+00
4.708408689969999728e+02,1.006614867000019897e+00,-9.138780068002460011e-01,1.006614867000019897e+00
4.728540987310000219e+02,1.002921398000010011e+00,-9.131274967998309622e-01,1.002921398000010011e+00
4.748599415269999895e+02,9.894552569999750524e-01,-9.057979878002410112e-01,9.894552569999750524e-01
4.768388520409999956e+02,9.968167140000050441e-01,-9.179750988002699508e-01,9.968167140000050441e-01
4.788324854690000052e+02,9.995975280000379826e-01,-9.073219937998829865e-01,9.995975280000379826e-01
4.808316805250000243e+02,1.003847514999929968e+00,-9.063640458001319677e-01,1.003847514999929968e+00
4.828393755550000037e+02,1.003790295000019928e+00,-9.139354177999909901e-01,1.003790295000019928e+00
4.848469561449999787e+02,9.969302659999930150e-01,-9.195029977998669946e-01,9.969302659999930150e-01
4.868408166770000207e+02,9.853925220000120389e-01,-9.128292527998670414e-01,9.853925220000120389e-01
4.888116017209999882e+02,1.000766451999989926e+00,-9.054873887998550197e-01,1.000766451999989926e+00
4.908131346249999751e+02,1.001351358000019953e+00,-9.103915388000130005e-01,1.001351358000019953e+00
4.928158373410000195e+02,9.982137410000010425e-01,-9.182408497998439945e-01,9.982137410000010425e-01
4.948122648230000209e+02,1.001366727999990047e+00,-9.214403148000369637e-01,1.001366727999990047e+00
4.968149982790000081e+02,9.955469230000060232e-01,-9.122815388000450332e-01,9.955469230000060232e-01
4.988060921250000206e+02,9.971864239999770341e-01,-9.097793187999340114e-01,9.971864239999770341e-01
5.008004649729999755e+02,1.001837194000019915e+00,-9.120803017999320472e-01,1.001837194000019915e+00
5.028041393610000114e+02,9.980140260000209818e-01,-9.018591028001879950e-01,9.980140260000209818e-01
5.048001674129999969e+02,9.952180639999990142e-01,-8.980629357998850537e-01,9.952180639999990142e-01
5.067906035409999959e+02,1.004390126999969990e+00,-9.015867548000640053e-01,1.004390126999969990e+00
5.087993837949999829e+02,1.002649315000009977e+00,-8.930772967998169554e-01,1.002649315000009977e+00
5.108046824250000100e+02,1.001850434000000067e+00,-8.937635068000699956e-01,1.001850434000000067e+00
5.128083832930000199e+02,1.002337046999969949e+00,-9.015522907999129476e-01,1.002337046999969949e+00
5.148130573869999580e+02,9.960752750000669842e-01,-8.912952608001769583e-01,9.960752750000669842e-01
5.168052079369999774e+02,9.989975849999840340e-01,-8.897555778002580462e-01,9.989975849999840340e-01
5.188032031069999448e+02,1.001623774000000022e+00,-9.028711398001969535e-01,1.001623774000000022e+00
5.208064506550000488e+02,1.002264789999969929e+00,-9.027153158002360067e-01,1.002264789999969929e+00
5.228109802349999882e+02,9.982704060000170410e-01,-9.074731647999390027e-01,9.982704060000170410e-01
