width_LLS_A,Weights,error_LLS_A
5.998812636014619670e+00,9.958825035341659637e-01,-3.511873639853799745e-01
6.011613877614210288e+00,9.965989383050090078e-01,-3.383861223857893563e-01
5.987641396968929719e+00,9.934146702833319686e-01,-3.623586030310699257e-01
6.039115005714710271e+00,9.939578419306519530e-01,-3.108849942852893733e-01
6.033894027599999710e+00,9.956362980411700425e-01,-3.161059723999999349e-01
6.077488509967209573e+00,9.886153034230159564e-01,-2.725114900327900713e-01
6.073885589969940213e+00,9.990191738524100140e-01,-2.761144100300594317e-01
6.090247575861440055e+00,1.006415242182109981e+00,-2.597524241385595900e-01
6.138530396508199871e+00,1.004260944574340009e+00,-2.114696034917997736e-01
6.185624202781849768e+00,1.002055344328180109e+00,-1.643757972181498772e-01
6.254869965744520144e+00,1.002716070660490066e+00,-9.513003425547950087e-02
6.187129820866799967e+00,1.003166099226149965e+00,-1.628701791331996773e-01
6.166518124594049688e+00,1.000628311374299972e+00,-1.834818754059499568e-01
6.164556706054190371e+00,9.996318519671369973e-01,-1.854432939458092733e-01
6.172229663851799941e+00,1.001553694184520005e+00,-1.777703361481997035e-01
6.160374505828389857e+00,1.001957090819010077e+00,-1.896254941716097875e-01
6.197007414242629686e+00,9.991126129423519853e-01,-1.529925857573699588e-01
6.125287782317069940e+00,1.003601732830530002e+00,-2.247122176829297047e-01
6.249181723131010280e+00,9.915174109452630224e-01,-1.008182768689893649e-01
6.210256798456690319e+00,9.935168754002670077e-01,-1.397432015433093255e-01
6.187176392804849989e+00,9.968110621597240373e-01,-1.628236071951496555e-01
6.201131697543559973e+00,9.984143874768349747e-01,-1.488683024564396717e-01
6.206330389386040203e+00,9.993848192450740520e-01,-1.436696106139594420e-01
6.252269778957550095e+00,1.003867111291729897e+00,-9.773022104244954988e-02
6.203745256272159558e+00,1.005186992367050003e+00,-1.462547437278400864e-01
6.106507513172170221e+00,1.003034136427320089e+00,-2.434924868278294241e-01
6.230371075206710074e+00,1.002601185054009969e+00,-1.196289247932895705e-01
6.177963926413020168e+00,1.002938593060149985e+00,-1.720360735869794766e-01
6.105101018380089783e+00,1.005275377602389941e+00,-2.448989816199098613e-01
6.159346089009980041e+00,9.998433130833900284e-01,-1.906539109900196038e-01
6.123987960987400392e+00,1.002628437704470077e+00,-2.260120390125992529e-01
