LT_time,LT_x,LT_y,LT_z
4.729999999999999538e+00,2.364988473000000226e+02,4.992030778271999907e+02,-1.928920458000120131e-01
4.739999999999999325e+00,2.369990882980000038e+02,4.991955720241999757e+02,-1.947542947999660046e-01
4.750000000000000888e+00,2.374944812740000089e+02,4.992028066891999742e+02,-1.986696407999850034e-01
4.760000000000000675e+00,2.379684519680000108e+02,4.992168383751999841e+02,-2.006137197999940114e-01
4.770000000000000462e+00,2.384717740500000218e+02,4.992255415121999818e+02,-2.005324567999950125e-01
4.780000000000000249e+00,2.389615183259999753e+02,4.992264510311999857e+02,-2.024267308000040066e-01
4.790000000000000036e+00,2.394643817179999701e+02,4.992080983462000177e+02,-1.982500887999850137e-01
4.799999999999999822e+00,2.399778304579999713e+02,4.991973259462000101e+02,-2.040979008000129991e-01
4.809999999999999609e+00,2.404896792160000132e+02,4.991794862521999789e+02,-1.999210697999939945e-01
4.819999999999999396e+00,2.410050084879999872e+02,4.991708598661999758e+02,-1.957759697999749970e-01
4.829999999999999183e+00,2.414978912899999841e+02,4.991869729012000221e+02,-1.977231847999839920e-01
4.840000000000000746e+00,2.419902357400000028e+02,4.992300635912000075e+02,-2.097657637999859881e-01
4.850000000000000533e+00,2.424909093919999918e+02,4.992676165372000128e+02,-2.227869587999619927e-01
4.860000000000000320e+00,2.429869843459999856e+02,4.992629025382000236e+02,-2.176599387999660074e-01
4.870000000000000107e+00,2.434831735180000010e+02,4.992561882751999747e+02,-2.135258428000040010e-01
4.879999999999999893e+00,2.439857269940000037e+02,4.992608127171999968e+02,-2.214304127999859872e-01
4.889999999999999680e+00,2.444889058939999700e+02,4.992544798072000276e+02,-2.222961397999609900e-01
4.899999999999999467e+00,2.449928809900000033e+02,4.992341979692000109e+02,-2.151124248000129968e-01
4.909999999999999254e+00,2.454965710960000251e+02,4.992189079711999966e+02,-2.079463848000079884e-01
4.920000000000000817e+00,2.460012912039999833e+02,4.992206689472000107e+02,-2.108403377999940043e-01
4.930000000000000604e+00,2.465109466279999992e+02,4.992237062301999799e+02,-2.157377087999899912e-01
4.940000000000000391e+00,2.470097579719999885e+02,4.992061486132000141e+02,-2.045647277999650127e-01
4.950000000000000178e+00,2.475076600119999739e+02,4.992045225481999751e+02,-2.054482347999989911e-01
4.959999999999999964e+00,2.480179733759999863e+02,4.992135823422000271e+02,-2.173667528000000071e-01
4.969999999999999751e+00,2.485090010160000134e+02,4.992095570202000090e+02,-2.192433308000089898e-01
4.979999999999999538e+00,2.490197385139999824e+02,4.991936394232000112e+02,-2.200735607999849963e-01
4.989999999999999325e+00,2.495298494780000169e+02,4.991886968182000146e+02,-2.229426637999719907e-01
5.000000000000000888e+00,2.500227026499999852e+02,4.991877841261999720e+02,-2.238298108000049969e-01
5.010000000000000675e+00,2.505148161800000253e+02,4.991998290501999804e+02,-2.307628768000100083e-01
5.020000000000000462e+00,2.510082682959999829e+02,4.992059689892000165e+02,-2.296747597999770074e-01
5.030000000000000249e+00,2.515156410939999887e+02,4.992138982262000013e+02,-2.305898718000100045e-01
5.040000000000000036e+00,2.520224699479999799e+02,4.992138082161999932e+02,-2.244767667999809924e-01
5.049999999999999822e+00,2.525093876540000224e+02,4.992115904422000199e+02,-2.153605647999659867e-01
5.059999999999999609e+00,2.530166477880000002e+02,4.992214952471999823e+02,-2.222827107999719998e-01
5.069999999999999396e+00,2.535247045620000108e+02,4.992174440681999954e+02,-2.231554028000050094e-01
5.079999999999999183e+00,2.540277378380000073e+02,4.991961139192000019e+02,-2.139681857999899961e-01
5.090000000000000746e+00,2.545387327359999858e+02,4.991932321052000248e+02,-2.148443497999660001e-01
5.100000000000000533e+00,2.550320154120000211e+02,4.992023424522000141e+02,-2.207667957999950026e-01
5.110000000000000320e+00,2.555268392959999915e+02,4.992195466851999868e+02,-2.287174677999770089e-01
5.120000000000000107e+00,2.560212338979999913e+02,4.992267243512000050e+02,-2.326328347999949975e-01
5.129999999999999893e+00,2.565113767159999725e+02,4.992206523501999982e+02,-2.325023757999959972e-01
5.139999999999999680e+00,2.570175502939999888e+02,4.992144974931999855e+02,-2.313680517999620045e-01
5.149999999999999467e+00,2.575126266519999945e+02,4.992097300231999952e+02,-2.252410587999900127e-01
5.159999999999999254e+00,2.580164610499999753e+02,4.992094584321999946e+02,-2.221279988000049999e-01
5.170000000000000817e+00,2.585231781279999836e+02,4.992113298781999902e+02,-2.260219037999670055e-01
5.180000000000000604e+00,2.590168840499999874e+02,4.991954769462000172e+02,-2.168560858000090075e-01
5.190000000000000391e+00,2.595094776020000040e+02,4.991815637511999739e+02,-2.076973587999950133e-01
5.200000000000000178e+00,2.600039283140000066e+02,4.991877571612000111e+02,-2.076092147999960003e-01
5.209999999999999964e+00,2.604985230959999853e+02,4.992089725061999843e+02,-2.105740567999810076e-01
5.219999999999999751e+00,2.609968254959999854e+02,4.992354217992000258e+02,-2.095565138000050065e-01
5.229999999999999538e+00,2.614979793919999906e+02,4.992470130982000001e+02,-2.074859097999950108e-01
5.239999999999999325e+00,2.620090303999999719e+02,4.992431470281999850e+02,-2.043585628000089971e-01
5.250000000000000888e+00,2.625276974480000263e+02,4.992286908472000277e+02,-2.031921717999760069e-01
5.260000000000000675e+00,2.630346674439999788e+02,4.992085835341999882e+02,-1.950083997999950136e-01
5.270000000000000462e+00,2.635350217719999932e+02,4.991990915792000010e+02,-1.938635967999620124e-01
5.280000000000000249e+00,2.640415696320000052e+02,4.992039299052000274e+02,-2.057680587999609900e-01
5.290000000000000036e+00,2.645304858619999777e+02,4.992017979052000101e+02,-2.046517667999850076e-01
5.299999999999999822e+00,2.650170063580000033e+02,4.992065404832000013e+02,-2.035602618000089958e-01
5.309999999999999609e+00,2.655070089220000114e+02,4.992204716731999952e+02,-2.095004457999800063e-01
5.319999999999999396e+00,2.659924744900000064e+02,4.992261485642000025e+02,-2.104124848000140102e-01
5.329999999999999183e+00,2.664973079279999979e+02,4.992259233881999876e+02,-2.102993858000140048e-01
5.340000000000000746e+00,2.670044792140000141e+02,4.992198361142000067e+02,-2.061650587999949991e-01
5.350000000000000533e+00,2.675087128199999711e+02,4.992125724192000007e+02,-2.040272477999849898e-01
5.360000000000000320e+00,2.680179950720000193e+02,4.992045988791999775e+02,-2.008858028000000129e-01
5.370000000000000107e+00,2.685159215940000195e+02,4.991849945832000230e+02,-1.877057847999649975e-01
5.379999999999999893e+00,2.690128822579999905e+02,4.991823131511999918e+02,-1.885857777999989937e-01
5.389999999999999680e+00,2.695177471019999871e+02,4.991990854782000042e+02,-1.975326988000130068e-01
5.399999999999999467e+00,2.699989339620000237e+02,4.992095297412000150e+02,-1.974625028000130122e-01
5.409999999999999254e+00,2.704953248680000115e+02,4.992168284612000093e+02,-1.993778397999650120e-01
5.420000000000000817e+00,2.709870661140000152e+02,4.992178484501999947e+02,-2.022720658000090044e-01
5.430000000000000604e+00,2.714914716019999901e+02,4.992075755391999792e+02,-2.041236257999609893e-01
5.440000000000000391e+00,2.720100255419999939e+02,4.991951019822000148e+02,-2.069642808000050072e-01
5.450000000000000178e+00,2.725188217360000067e+02,4.991780967152000130e+02,-2.007910597999749969e-01
5.459999999999999964e+00,2.730277626660000010e+02,4.991761027992000095e+02,-2.006708067999750100e-01
5.469999999999999751e+00,2.735311413019999804e+02,4.991838146242000107e+02,-1.985860207999670113e-01
5.479999999999999538e+00,2.740160353360000158e+02,4.991994998911999915e+02,-1.925334517999940098e-01
5.489999999999999325e+00,2.745145666160000246e+02,4.992219416002000116e+02,-1.955017447999810032e-01
5.500000000000000888e+00,2.750130112680000138e+02,4.992283559502000116e+02,-1.974135047999900083e-01
5.510000000000000675e+00,2.755045498920000000e+02,4.992153770681999845e+02,-1.902583217999850029e-01
5.520000000000000462e+00,2.760019660959999896e+02,4.992047157481999875e+02,-1.891100468000070089e-01
5.530000000000000249e+00,2.765022645359999842e+02,4.991962045212000021e+02,-1.929687487999710016e-01
5.540000000000000036e+00,2.770056142079999972e+02,4.991868800351999766e+02,-1.928238767999700121e-01
5.549999999999999822e+00,2.775089636579999706e+02,4.991775590771999873e+02,-1.916790107999939985e-01
5.559999999999999609e+00,2.780099167079999916e+02,4.991751232812000012e+02,-1.875589497999750055e-01
5.569999999999999396e+00,2.785093040680000058e+02,4.991825718302000041e+02,-1.954741878000129940e-01
5.579999999999999183e+00,2.790060946259999923e+02,4.991828713901999777e+02,-2.003647618000090058e-01
5.590000000000000746e+00,2.794971200460000205e+02,4.991788813481999796e+02,-1.922413997999699864e-01
5.600000000000000533e+00,2.800031540360000122e+02,4.991927190981999729e+02,-2.001777008000089897e-01
5.610000000000000320e+00,2.805163476380000134e+02,4.992039607372000205e+02,-2.081032497999900088e-01
5.620000000000000107e+00,2.810207517939999775e+02,4.991937089941999943e+02,-2.039548457999720010e-01
5.629999999999999893e+00,2.815316026219999799e+02,4.991758052452000243e+02,-2.017780237999619863e-01
5.639999999999999680e+00,2.820342395760000045e+02,4.991614213362000214e+02,-2.046154798000039965e-01
5.649999999999999467e+00,2.825227855200000135e+02,4.991482326491999970e+02,-2.084602937999660011e-01
5.659999999999999254e+00,2.830200309520000133e+02,4.991405629051999995e+02,-2.083226177999659978e-01
5.670000000000000817e+00,2.835137676140000167e+02,4.991417180601999917e+02,-2.052168377999800120e-01
5.680000000000000604e+00,2.840075359040000080e+02,4.991598671901999751e+02,-2.121710717999860107e-01
5.690000000000000391e+00,2.845016446280000082e+02,4.991720508082000265e+02,-2.121041377999849931e-01
5.700000000000000178e+00,2.849861093800000162e+02,4.991777095081999960e+02,-2.020162637999949884e-01
5.709999999999999964e+00,2.854914282099999809e+02,4.991865266432000112e+02,-2.019349587999950124e-01
5.719999999999999751e+00,2.860023097779999830e+02,4.991856309812000063e+02,-2.058181748000129929e-01
5.729999999999999538e+00,2.865068855939999821e+02,4.991723735502000068e+02,-2.046591477999800124e-01
5.739999999999999325e+00,2.870153433520000021e+02,4.991613020432000098e+02,-2.145070407999709883e-01
5.750000000000000888e+00,2.875139307000000031e+02,4.991476743942000098e+02,-2.213480917999769981e-01
5.760000000000000675e+00,2.880061862599999927e+02,4.991396879032000129e+02,-2.302104667999909926e-01
5.770000000000000462e+00,2.884987573280000106e+02,4.991437211872000148e+02,-2.441152108000010090e-01
5.780000000000000249e+00,2.889881035060000158e+02,4.991516051702000141e+02,-2.500342057999729861e-01
5.790000000000000036e+00,2.894850946880000038e+02,4.991659353531999841e+02,-2.559742428000020276e-01
5.799999999999999822e+00,2.899785459159999732e+02,4.991720894041999941e+02,-2.508861498000060086e-01
5.809999999999999609e+00,2.904662894479999977e+02,4.991729484292000052e+02,-2.347805737999870135e-01
5.819999999999999396e+00,2.909708358980000185e+02,4.991777468451999766e+02,-2.256852037999720062e-01
5.829999999999999183e+00,2.914797196079999821e+02,4.991767548252000211e+02,-2.245684917999949959e-01
5.840000000000000746e+00,2.919955037540000262e+02,4.991601591351999900e+02,-2.153951417999810103e-01
5.850000000000000533e+00,2.925108022860000005e+02,4.991345246622000218e+02,-2.051900037999890014e-01
5.860000000000000320e+00,2.930081617139999821e+02,4.991248581822000006e+02,-2.050452577999890003e-01
5.870000000000000107e+00,2.934959419799999978e+02,4.991426300382000250e+02,-2.219995577999860081e-01
5.879999999999999893e+00,2.939897122680000052e+02,4.991607474162000244e+02,-2.379537378000050052e-01
5.889999999999999680e+00,2.944893837299999859e+02,4.991632182371999988e+02,-2.418513247999679872e-01
5.899999999999999467e+00,2.949895113979999905e+02,4.991576985862000129e+02,-2.467206257999630115e-01
5.909999999999999254e+00,2.954927481839999928e+02,4.991503531962000011e+02,-2.515827937999580155e-01
5.920000000000000817e+00,2.959851144099999942e+02,4.991404228892000106e+02,-2.454381887999859957e-01
5.930000000000000604e+00,2.964825290599999903e+02,4.991297862651999822e+02,-2.372899558000060027e-01
5.940000000000000391e+00,2.969961461299999996e+02,4.991160610971999745e+02,-2.311272347999769883e-01
5.950000000000000178e+00,2.975055408239999792e+02,4.991061155172000099e+02,-2.209787617999869891e-01
5.959999999999999964e+00,2.979977082440000231e+02,4.991172114652000005e+02,-2.139083767999810093e-01
5.969999999999999751e+00,2.984876264420000211e+02,4.991501651181999932e+02,-2.209156987999859878e-01
5.979999999999999538e+00,2.989786006780000207e+02,4.991821668182000167e+02,-2.309194467999760025e-01
5.989999999999999325e+00,2.994851460959999940e+02,4.991870439521999856e+02,-2.318239748000099909e-01
6.000000000000000888e+00,2.999927163680000035e+02,4.991739681021999786e+02,-2.276649027999909924e-01
6.010000000000000675e+00,3.005028273319999812e+02,4.991690254971999821e+02,-2.305340057999769876e-01
6.020000000000000462e+00,3.010088328019999722e+02,4.991658198801999902e+02,-2.424102087999769894e-01
6.030000000000000249e+00,3.014981170560000123e+02,4.991396947452000177e+02,-2.342091397999969959e-01
6.040000000000000036e+00,3.019861751660000095e+02,4.991175025552000193e+02,-2.270222257999910120e-01
6.049999999999999822e+00,3.024890138540000066e+02,4.991171316292000029e+02,-2.359091148000060090e-01
6.059999999999999609e+00,3.029794149599999855e+02,4.991240812991999860e+02,-2.398245657999669989e-01
6.069999999999999396e+00,3.034808545120000076e+02,4.991306701742000200e+02,-2.407362688000010131e-01
6.079999999999999183e+00,3.039804104240000129e+02,4.991351624271999867e+02,-2.376409677999579972e-01
6.090000000000000746e+00,3.044719232339999735e+02,4.991401829441999780e+02,-2.385493457999910139e-01
6.100000000000000533e+00,3.049827478039999846e+02,4.991402856501999850e+02,-2.424360968000099925e-01
6.110000000000000320e+00,3.054920866100000012e+02,4.991313207982000222e+02,-2.372911287999580066e-01
6.120000000000000107e+00,3.060013111979999962e+02,4.991243562102000055e+02,-2.311532367999860060e-01
6.129999999999999893e+00,3.065104228999999805e+02,4.991193707182000026e+02,-2.300223848000109983e-01
6.139999999999999680e+00,3.070015625379999733e+02,4.991133804122000015e+02,-2.228919468000049864e-01
6.149999999999999467e+00,3.074879115960000036e+02,4.991211251501999868e+02,-2.198110587999629884e-01
6.159999999999999254e+00,3.079800816800000121e+02,4.991321787621999988e+02,-2.247406017999570016e-01
6.170000000000000817e+00,3.084756456499999899e+02,4.991364183232000187e+02,-2.286453427999760035e-01
6.180000000000000604e+00,3.089748301660000038e+02,4.991298715291999883e+02,-2.255111777999909972e-01
6.190000000000000391e+00,3.094781791720000115e+02,4.991205576272000144e+02,-2.223663238000050113e-01
6.200000000000000178e+00,3.099848394740000117e+02,4.991234239131999857e+02,-2.272637578000009928e-01
6.209999999999999964e+00,3.104944951200000105e+02,4.991264576681999756e+02,-2.331611227999720037e-01
6.219999999999999751e+00,3.110111638660000040e+02,4.991119121852000262e+02,-2.249948157999910048e-01
6.229999999999999538e+00,3.115206164460000196e+02,4.991009541252000190e+02,-2.188427837999619985e-01
6.239999999999999325e+00,3.120200601380000194e+02,4.991074148902000047e+02,-2.237545047999580095e-01
6.250000000000000888e+00,3.125126296519999869e+02,4.991114728701999752e+02,-2.306592907999620023e-01
6.260000000000000675e+00,3.129943851599999789e+02,4.991119546212000273e+02,-2.245537807999919977e-01
6.270000000000000462e+00,3.134789661280000246e+02,4.991155813052000099e+02,-2.244587767999909889e-01
6.280000000000000249e+00,3.139820624380000140e+02,4.991282426341999781e+02,-2.343915937999810073e-01
6.290000000000000036e+00,3.144816771239999866e+02,4.991317082951999851e+02,-2.392927097999779928e-01
6.299999999999999822e+00,3.149839130940000018e+02,4.991243447141999923e+02,-2.331549648000059982e-01
6.309999999999999609e+00,3.154880894799999851e+02,4.991180829151999774e+02,-2.300206947999620111e-01
6.319999999999999396e+00,3.159928652539999803e+02,4.991188666912000258e+02,-2.269111487999770083e-01
6.329999999999999183e+00,3.165057411280000110e+02,4.991181238351999809e+02,-2.197943887999710133e-01
6.340000000000000746e+00,3.170154506640000136e+02,4.991202086142000098e+02,-2.116883027999910127e-01
6.350000000000000533e+00,3.175103874339999948e+02,4.991354337512000257e+02,-2.146319347999759986e-01
6.360000000000000320e+00,3.180144248980000157e+02,4.991491539752000222e+02,-2.235682717999910030e-01
6.370000000000000107e+00,3.185014007120000201e+02,4.991459201932000269e+02,-2.194485047999719940e-01
6.379999999999999893e+00,3.189894891179999945e+02,4.991407431462000091e+02,-2.163216407999860036e-01
6.389999999999999680e+00,3.194951521560000174e+02,4.991435347931999900e+02,-2.262190657999759991e-01
6.399999999999999467e+00,3.199963347519999957e+02,4.991370808291999879e+02,-2.290848227999630060e-01
6.409999999999999254e+00,3.205003100700000118e+02,4.991167954631999919e+02,-2.229011017999910083e-01
6.420000000000000817e+00,3.210051121019999982e+02,4.990995727842000065e+02,-2.137279827999770121e-01
6.430000000000000604e+00,3.214986209940000208e+02,4.991047178832000100e+02,-2.116363367999669898e-01
6.440000000000000391e+00,3.220004889400000252e+02,4.991213474371999723e+02,-2.125833687999990063e-01
6.450000000000000178e+00,3.225048637300000109e+02,4.991291515411999740e+02,-2.004986217999999987e-01
6.459999999999999964e+00,3.230002533759999892e+02,4.991364391262000026e+02,-1.894140577999749997e-01
6.469999999999999751e+00,3.234941343300000085e+02,4.991526126882000085e+02,-1.903612578000080102e-01
6.479999999999999538e+00,3.239814819839999700e+02,4.991604108971999949e+02,-1.882803427999980017e-01
6.489999999999999325e+00,3.244674019820000126e+02,4.991581255401999897e+02,-1.821641437999710067e-01
6.500000000000000888e+00,3.249696969479999780e+02,4.991497318392000011e+02,-1.850228098000130106e-01
6.510000000000000675e+00,3.254798666859999798e+02,4.991437626421999880e+02,-1.958883297999799988e-01
6.520000000000000462e+00,3.259854417639999724e+02,4.991305480981999949e+02,-1.987292577999660026e-01
6.530000000000000249e+00,3.264822006939999710e+02,4.991138536831999772e+02,-1.935598177999710012e-01
6.540000000000000036e+00,3.269761085719999869e+02,4.991120102062000115e+02,-1.914434267999620132e-01
6.549999999999999822e+00,3.274677082320000068e+02,4.991330545541999868e+02,-1.944083318000039973e-01
6.559999999999999609e+00,3.279674071040000172e+02,4.991525863822000133e+02,-1.893660468000090136e-01
6.569999999999999396e+00,3.284681602379999958e+02,4.991711944812000183e+02,-1.793202357999610086e-01
6.579999999999999183e+00,3.289652625300000182e+02,4.991835737921999794e+02,-1.722532808000120097e-01
6.590000000000000746e+00,3.294671004019999714e+02,4.991831846751999819e+02,-1.701402568000029980e-01
6.600000000000000533e+00,3.299719598759999712e+02,4.991649565722000261e+02,-1.629635907999980038e-01
6.610000000000000320e+00,3.304722266879999779e+02,4.991394513701999927e+02,-1.567622787999700118e-01
6.620000000000000107e+00,3.309846211660000108e+02,4.991296026992000066e+02,-1.676136167999940085e-01
6.629999999999999893e+00,3.314925668299999870e+02,4.991275023921999718e+02,-1.814933008000040038e-01
6.639999999999999680e+00,3.319847638379999921e+02,4.991205389652000122e+02,-1.833592528000139998e-01
6.649999999999999467e+00,3.324806123540000158e+02,4.991197937421999882e+02,-1.852463307999669961e-01
6.659999999999999254e+00,3.329696730979999870e+02,4.991326766212000052e+02,-1.891830127999840072e-01
6.670000000000000817e+00,3.334653241400000070e+02,4.991529364851999730e+02,-1.961442747999899983e-01
6.680000000000000604e+00,3.339797993299999916e+02,4.991592715072000033e+02,-1.960521757999900139e-01
6.690000000000000391e+00,3.344823759559999985e+02,4.991459388861999855e+02,-1.838932567999889967e-01
6.700000000000000178e+00,3.349845549280000228e+02,4.991395736732000046e+02,-1.777590467999609902e-01
6.709999999999999964e+00,3.354874492820000000e+02,4.991382255472000224e+02,-1.806424368000029979e-01
6.719999999999999751e+00,3.359835242359999938e+02,4.991335115481999765e+02,-1.755154168000080117e-01
6.729999999999999538e+00,3.364915242339999963e+02,4.991304552092000222e+02,-1.773916377999600058e-01
6.739999999999999325e+00,3.370012375439999914e+02,4.991324800122000056e+02,-1.862854497999749948e-01
6.750000000000000888e+00,3.374877598159999934e+02,4.991371943661999921e+02,-1.931938967999810020e-01
6.760000000000000675e+00,3.379802718880000043e+02,4.991422577701999899e+02,-1.981022297999759929e-01
6.770000000000000462e+00,3.384669635999999855e+02,4.991440017162000231e+02,-1.980001137999770067e-01
6.780000000000000249e+00,3.389624696839999842e+02,4.991492537571999719e+02,-1.979084137999760074e-01
6.790000000000000036e+00,3.394722373280000056e+02,4.991503225281999789e+02,-1.947987627999910043e-01
6.799999999999999822e+00,3.399806345360000250e+02,4.991403058372000032e+02,-1.886502867999620137e-01
6.809999999999999609e+00,3.404856641160000095e+02,4.991190967421999858e+02,-1.774630397999940046e-01
6.819999999999999396e+00,3.409903530400000022e+02,4.991038566871999933e+02,-1.722969667999990073e-01
6.829999999999999183e+00,3.414920201400000224e+02,4.991064591461999953e+02,-1.711945417999659880e-01
6.840000000000000746e+00,3.419897251499999697e+02,4.991258311121999895e+02,-1.791522208000040084e-01
6.850000000000000533e+00,3.424938770539999950e+02,4.991375475442000038e+02,-1.900814757999700066e-01
6.860000000000000320e+00,3.429973730159999832e+02,4.991432097132000081e+02,-2.029895298000050086e-01
6.870000000000000107e+00,3.434955034920000116e+02,4.991375831202000199e+02,-2.058588847999910099e-01
6.879999999999999893e+00,3.439864752440000188e+02,4.991345385262000036e+02,-2.127389677999959872e-01
6.889999999999999680e+00,3.444843779500000096e+02,4.991329018772000268e+02,-2.166224567999570083e-01
6.899999999999999467e+00,3.449774007839999967e+02,4.991290152491999947e+02,-2.114990347999629872e-01
6.909999999999999254e+00,3.454816330579999999e+02,4.991217727221999780e+02,-2.033612597999809868e-01
6.920000000000000817e+00,3.459834134879999965e+02,4.991223890292000078e+02,-1.992517827999610025e-01
6.930000000000000604e+00,3.464744391300000075e+02,4.991183954591999736e+02,-1.921284148000139969e-01
6.940000000000000391e+00,3.469753351819999807e+02,4.991169580311999994e+02,-1.880118887999950028e-01
6.950000000000000178e+00,3.474809383360000083e+02,4.991207939102000068e+02,-1.849129268000080095e-01
6.959999999999999964e+00,3.479727098779999892e+02,4.991388290421999727e+02,-1.918672028000139862e-01
6.969999999999999751e+00,3.484744669359999989e+02,4.991574059402000216e+02,-2.068212208000000107e-01
6.979999999999999538e+00,3.489741392860000246e+02,4.991598626492000221e+02,-2.147187837999819937e-01
6.989999999999999325e+00,3.494700719460000187e+02,4.991400984911999785e+02,-2.145387297999810094e-01
7.000000000000000888e+00,3.499777016580000009e+02,4.991259854652000172e+02,-2.213760567999870088e-01
7.010000000000000675e+00,3.504828207520000092e+02,4.991207578652000052e+02,-2.242452647999730042e-01
7.020000000000000462e+00,3.509875976359999754e+02,4.991215240011999867e+02,-2.261356887999809995e-01
7.030000000000000249e+00,3.515038676180000152e+02,4.991139635662000273e+02,-2.189941207999769879e-01
7.040000000000000036e+00,3.519961185160000241e+02,4.991060511631999930e+02,-2.068566217999769918e-01
7.049999999999999822e+00,3.524883440439999731e+02,4.991161311032000185e+02,-2.047826717999670088e-01
7.059999999999999609e+00,3.529881591320000211e+02,4.991336309152000013e+02,-2.097332567999619923e-01
7.069999999999999396e+00,3.534726813259999858e+02,4.991382841912000004e+02,-2.016418357999799904e-01
7.079999999999999183e+00,3.539709545399999797e+02,4.991477007011999945e+02,-2.015642127999809907e-01
7.090000000000000746e+00,3.544751627759999906e+02,4.991584293491999915e+02,-2.094899507999619936e-01
7.100000000000000533e+00,3.549784567820000234e+02,4.991500820631999886e+02,-2.153485777999920026e-01
7.110000000000000320e+00,3.554878236220000076e+02,4.991230825321999873e+02,-2.121399888000060074e-01
7.120000000000000107e+00,3.559956223300000033e+02,4.991060061541999744e+02,-2.099667647999949871e-01
7.129999999999999893e+00,3.564968913320000183e+02,4.991155830771999717e+02,-2.128890607999819884e-01
7.139999999999999680e+00,3.570028111039999885e+02,4.991314210912000249e+02,-2.198324377999870127e-01
7.149999999999999467e+00,3.575067599419999738e+02,4.991291457081999852e+02,-2.187122958000090045e-01
7.159999999999999254e+00,3.579947904620000259e+02,4.991249811412000099e+02,-2.115889908000050113e-01
7.170000000000000817e+00,3.584798568219999879e+02,4.991376501362000226e+02,-2.115257808000060025e-01
7.180000000000000604e+00,3.589671221080000123e+02,4.991644390562000240e+02,-2.195119497999870051e-01
7.190000000000000391e+00,3.594643962819999956e+02,4.991738091511999755e+02,-2.164343658000000004e-01
7.200000000000000178e+00,3.599638065699999743e+02,4.991633041651999747e+02,-2.032861207999669961e-01
7.209999999999999964e+00,3.604760280560000183e+02,4.991564823502000081e+02,-2.051481177999759931e-01
7.219999999999999751e+00,3.609773250920000010e+02,4.991480245942000238e+02,-2.100067927999720030e-01
7.229999999999999538e+00,3.614825267759999861e+02,4.991238027552000176e+02,-2.038089107999989935e-01
7.239999999999999325e+00,3.619862175480000133e+02,4.991085021732000087e+02,-1.996428527999810076e-01
7.250000000000000888e+00,3.624852615880000144e+02,4.991219620982000151e+02,-2.015793367999909880e-01
7.260000000000000675e+00,3.629836236499999700e+02,4.991473706872000093e+02,-2.125581867999579988e-01
7.270000000000000462e+00,3.634916543879999722e+02,4.991613224352000202e+02,-2.204944457999959972e-01
7.280000000000000249e+00,3.639850180999999907e+02,4.991514632391999839e+02,-2.103498438000049875e-01
7.290000000000000036e+00,3.644819208779999826e+02,4.991497942871999953e+02,-2.072333957999620002e-01
7.299999999999999822e+00,3.649931172880000076e+02,4.991609289841999839e+02,-2.131589987999900071e-01
7.309999999999999609e+00,3.654896776339999747e+02,4.991652572962000249e+02,-2.080637727999949949e-01
7.319999999999999396e+00,3.659978472939999961e+02,4.991592270212000244e+02,-2.039294247999769993e-01
7.329999999999999183e+00,3.665097276800000259e+02,4.991583813021999845e+02,-2.098126078000039918e-01
7.340000000000000746e+00,3.670012683019999713e+02,4.991453706681999734e+02,-2.116573707999580001e-01
7.350000000000000533e+00,3.674922088700000131e+02,4.991253250432000073e+02,-2.104774277999809928e-01
7.360000000000000320e+00,3.679878558739999903e+02,4.991105633092000176e+02,-2.073150667999950070e-01
7.370000000000000107e+00,3.684747488759999783e+02,4.991263272941999958e+02,-2.112623957999580082e-01
7.379999999999999893e+00,3.689785893100000180e+02,4.991610455492000256e+02,-2.272729047999769991e-01
7.389999999999999680e+00,3.694877313079999794e+02,4.991730752002000031e+02,-2.302021027999640035e-01
7.399999999999999467e+00,3.699795531460000007e+02,4.991551327021999782e+02,-2.150292927999760129e-01
7.409999999999999254e+00,3.704861243779999995e+02,4.991420104371999855e+02,-2.078702597999720070e-01
7.420000000000000817e+00,3.709917858619999720e+02,4.991448267801999918e+02,-2.107677267999580051e-01
7.430000000000000604e+00,3.715023245539999834e+02,4.991499354381999751e+02,-2.106721767999580053e-01
7.440000000000000391e+00,3.720168253360000108e+02,4.991382745892000230e+02,-2.015165227999999864e-01
7.450000000000000178e+00,3.725259929260000149e+02,4.991323083692000182e+02,-1.953821657999720018e-01
7.459999999999999964e+00,3.730221576160000154e+02,4.991435723371999984e+02,-2.053115947999619995e-01
7.469999999999999751e+00,3.735228281180000067e+02,4.991460895732000154e+02,-2.122091427999679980e-01
7.479999999999999538e+00,3.740180198040000050e+02,4.991393041992000121e+02,-2.120750437999679994e-01
7.489999999999999325e+00,3.745174630519999823e+02,4.991457720202000132e+02,-2.149867768000099932e-01
7.500000000000000888e+00,3.750232133839999733e+02,4.991645804422000197e+02,-2.289407167999640003e-01
7.510000000000000675e+00,3.755274788400000148e+02,4.991743071942000256e+02,-2.378629137999770105e-01
7.520000000000000462e+00,3.760214129760000219e+02,4.991544572622000260e+02,-2.296829497999970104e-01
7.530000000000000249e+00,3.765203953139999840e+02,4.991339045412000246e+02,-2.184993637999730065e-01
7.540000000000000036e+00,3.770290521420000118e+02,4.991368883531999927e+02,-2.223967617999919877e-01
7.549999999999999822e+00,3.775351987959999747e+02,4.991487505352000085e+02,-2.243260288000009928e-01
7.559999999999999609e+00,3.780362077340000155e+02,4.991453340112000205e+02,-2.152024627999860051e-01
7.569999999999999396e+00,3.785321691359999932e+02,4.991426096921999829e+02,-2.120825007999999900e-01
