width_LLS_B,Weights,error_LLS_B
6.185281400227480297e+00,9.999533808369880372e-01,-1.647185997725193474e-01
6.160023457747540121e+00,1.001700902454669917e+00,-1.899765422524595238e-01
6.209128843887840254e+00,9.958307609350079970e-01,-1.408711561121593903e-01
6.232128368382669592e+00,9.906134501573400364e-01,-1.178716316173300527e-01
6.282258590666259579e+00,9.946439331894729730e-01,-6.774140933374006579e-02
6.345197002457839908e+00,1.002875566689160003e+00,-4.802997542159737066e-03
6.381052969534099617e+00,1.006970403915389944e+00,3.105296953409997229e-02
6.357229349331359636e+00,1.010096016006710062e+00,7.229349331359991027e-03
6.332114022978429624e+00,1.015780858321279956e+00,-1.788597702157002090e-02
6.344181586304100229e+00,1.000983294822529901e+00,-5.818413695899415927e-03
6.386195737682959894e+00,1.002708133655370037e+00,3.619573768296024951e-02
6.387281816234509968e+00,1.004135088750010008e+00,3.728181623451032323e-02
6.362478133557710080e+00,9.993959389659989867e-01,1.247813355771043575e-02
6.351173907239510363e+00,9.935524872253319595e-01,1.173907239510718625e-03
6.323303962328550298e+00,9.944570505066669952e-01,-2.669603767144934636e-02
6.337071011121779840e+00,9.973684711918340273e-01,-1.292898887821980480e-02
6.337139181050069681e+00,9.967650099568370337e-01,-1.286081894992996411e-02
6.310231057576260127e+00,9.989103272521600019e-01,-3.976894242373951727e-02
6.309167694712200181e+00,9.895710626704999902e-01,-4.083230528779946411e-02
6.309231094198399781e+00,9.928188210389390367e-01,-4.076890580159986399e-02
6.336323224078769911e+00,1.000277703981059974e+00,-1.367677592122973351e-02
6.346145680647429899e+00,1.007407935941150079e+00,-3.854319352569746115e-03
6.309146534991880273e+00,1.004144545542360101e+00,-4.085346500811937176e-02
6.309214293396600226e+00,1.000431583687050097e+00,-4.078570660339941867e-02
6.283097484521469767e+00,1.000162867722659943e+00,-6.690251547852987812e-02
6.284296062408260219e+00,1.000905399643390092e+00,-6.570393759173942527e-02
6.270215626276340437e+00,1.002736905630160047e+00,-7.978437372365920766e-02
6.296249042088470027e+00,9.986207311635439954e-01,-5.375095791152961766e-02
6.319120350175330358e+00,1.000574612301279975e+00,-3.087964982466928632e-02
6.345375166213580442e+00,9.999256926528240497e-01,-4.624833786419202397e-03
6.304314792267279977e+00,9.946173182146770264e-01,-4.568520773271966817e-02
6.278390239543890416e+00,9.924345866673499605e-01,-7.160976045610922824e-02
6.303066713909980301e+00,9.952098299627729627e-01,-4.693328609001934382e-02
6.328275041431120407e+00,9.976282885141199985e-01,-2.172495856887923793e-02
6.264277851436670375e+00,9.953889282928980453e-01,-8.572214856332927013e-02
6.227371275265349837e+00,9.984266453405169495e-01,-1.226287247346498077e-01
6.255425964712560294e+00,1.005722708686660027e+00,-9.457403528743935084e-02
6.293315342488409847e+00,1.007129004300920005e+00,-5.668465751158979771e-02
6.306494826763909600e+00,1.004608556901499972e+00,-4.350517323609004450e-02
6.332323428252860431e+00,1.003215045371609992e+00,-1.767657174713921364e-02
6.344443316793049625e+00,1.000477474212499995e+00,-5.556683206950019382e-03
6.344238409769920040e+00,9.942616680654500216e-01,-5.761590230079605135e-03
6.332256548814170216e+00,1.001955455700259900e+00,-1.774345118582942860e-02
6.320275389569670388e+00,1.004745043770469914e+00,-2.972461043032925687e-02
6.256337666718449597e+00,1.007582102628280074e+00,-9.366233328155004756e-02
6.268448691662079852e+00,9.956592400533389453e-01,-8.155130833791979228e-02
6.319433281553020088e+00,9.933695578533380255e-01,-3.056671844697955720e-02
6.295231608130079870e+00,9.892610478143130104e-01,-5.476839186991977471e-02
6.306411023712300334e+00,9.931387100091390030e-01,-4.358897628769931032e-02
6.304190431768380343e+00,9.952362666736159769e-01,-4.580956823161930203e-02
6.292411938199849786e+00,1.000944478741669919e+00,-5.758806180014985898e-02
6.279459929006629970e+00,1.004782955768660058e+00,-7.054007099336967457e-02
6.304198283683660087e+00,1.000010402851720048e+00,-4.580171631633955798e-02
6.326421184208339987e+00,1.008441363519829936e+00,-2.357881579165965746e-02
6.339420320502499706e+00,1.003428413538870023e+00,-1.057967949749993863e-02
6.326275128383209712e+00,1.005240561788310005e+00,-2.372487161678993317e-02
6.275191311824680263e+00,9.982293794586609703e-01,-7.480868817531938220e-02
6.225155500065840286e+00,9.976745319094030284e-01,-1.248444999341593586e-01
6.210155875660450242e+00,1.000011697889060081e+00,-1.398441243395494027e-01
6.199490704888590109e+00,1.003566282777339946e+00,-1.505092951114095357e-01
6.224463992987669947e+00,1.004021167922370061e+00,-1.255360070123296978e-01
6.251461989007050413e+00,9.991731911399950317e-01,-9.853801099294923205e-02
6.265250274330630198e+00,9.956445355055290047e-01,-8.474972566936944673e-02
6.288389618972409778e+00,9.961886254847790445e-01,-6.161038102758986668e-02
6.288508885260480241e+00,9.880852556912790297e-01,-6.149111473951940354e-02
6.273424742515049779e+00,1.001890797565059943e+00,-7.657525748494986573e-02
6.264347691499890125e+00,9.972238822805109537e-01,-8.565230850010951968e-02
6.250250874964939918e+00,9.977004481633889865e-01,-9.974912503505972694e-02
6.249208109832800062e+00,9.972803555873309689e-01,-1.007918901671995826e-01
6.236308202775100007e+00,1.002083562526820071e+00,-1.136917972248996378e-01
6.247250995437910071e+00,9.961008141725570253e-01,-1.027490045620895742e-01
6.285198883090339805e+00,1.002491529912489909e+00,-6.480111690965983939e-02
6.258087008024100228e+00,1.001336005595270029e+00,-9.191299197589941627e-02
6.286120981972909583e+00,1.006959624394649921e+00,-6.387901802709006205e-02
6.284258508368350427e+00,1.004205163451340033e+00,-6.574149163164921816e-02
6.296062261445640296e+00,1.002436000274729899e+00,-5.393773855435934905e-02
6.348274174923449920e+00,1.001463802496399991e+00,-1.725825076549725168e-03
6.336265461610650185e+00,9.973095619413649970e-01,-1.373453838934945992e-02
6.220440177350799793e+00,9.992933990132869537e-01,-1.295598226491998517e-01
6.219148655563720318e+00,9.952668614460189467e-01,-1.308513444362793265e-01
6.205054471960740337e+00,9.990521879012810302e-01,-1.449455280392593082e-01
6.193310342619690267e+00,9.894573655083149788e-01,-1.566896573803093773e-01
6.180301044447589653e+00,1.005126167236680024e+00,-1.696989555524099913e-01
6.167194662080969891e+00,1.004378594184669904e+00,-1.828053379190297534e-01
6.180088106168070361e+00,1.001378365201059939e+00,-1.699118938319292837e-01
6.141293104876200282e+00,1.002531504972520082e+00,-2.087068951237993630e-01
6.140117588450570096e+00,1.004865107965490001e+00,-2.098824115494295484e-01
6.192226820781029595e+00,1.003724828401969971e+00,-1.577731792189700499e-01
6.216270586131209974e+00,1.002815001728649902e+00,-1.337294138687896705e-01
6.216225945057019864e+00,9.973367624466430437e-01,-1.337740549429797809e-01
6.201300024994759852e+00,9.986721380865429820e-01,-1.486999750052397928e-01
6.188156429826250360e+00,9.922835667268540272e-01,-1.618435701737492849e-01
6.189093390796429617e+00,9.988877631215890007e-01,-1.609066092035700279e-01
6.149254995525880396e+00,9.972757249536450264e-01,-2.007450044741192485e-01
6.147123717642259955e+00,1.001620901074369963e+00,-2.028762823577396901e-01
6.161219440987309781e+00,1.007779512903459906e+00,-1.887805590126898636e-01
6.175321368155669788e+00,9.976120347930389487e-01,-1.746786318443298569e-01
6.201361947185469958e+00,9.952890751630010246e-01,-1.486380528145296864e-01
6.199201642147159852e+00,1.000415505344989908e+00,-1.507983578528397928e-01
6.264326939105269609e+00,1.003691440011980074e+00,-8.567306089473003539e-02
6.302120674820500312e+00,1.000509301849080046e+00,-4.787932517949933242e-02
6.327265839207329989e+00,9.973541830952179499e-01,-2.273416079266965539e-02
6.327205544314169927e+00,9.936243452200149706e-01,-2.279445568582971759e-02
6.341159673119739715e+00,9.956620536017459777e-01,-8.840326880259929965e-03
6.328132820982819595e+00,9.988085173179129805e-01,-2.186717901718004953e-02
6.316133073328959568e+00,9.980619194875619549e-01,-3.386692667104007626e-02
6.276175985422970172e+00,9.937650683883489933e-01,-7.382401457702947312e-02
6.214141935939349715e+00,9.936459823584989914e-01,-1.358580640606499301e-01
6.201361947185469958e+00,9.999115105757639954e-01,-1.486380528145296864e-01
6.239525783262699576e+00,1.000478605117850028e+00,-1.104742167373000683e-01
6.251307463243190199e+00,9.989912652025180195e-01,-9.869253675680944582e-02
6.264191647770680049e+00,1.001991329553199916e+00,-8.580835222931959549e-02
6.238404042701949592e+00,1.005829346671260005e+00,-1.115959572980500525e-01
6.213489599250969775e+00,1.004780875062490031e+00,-1.365104007490298699e-01
6.226141662378069874e+00,9.984504606284270167e-01,-1.238583376219297705e-01
6.226289103470859843e+00,9.969909079753750403e-01,-1.237108965291398022e-01
6.201129010107759854e+00,9.945618889074230307e-01,-1.488709898922397912e-01
6.213243436402599684e+00,9.951706122691269529e-01,-1.367565635973999605e-01
6.250269114206200349e+00,1.002570852587070016e+00,-9.973088579379929541e-02
6.263140825496419595e+00,1.003151638210199925e+00,-8.685917450358004999e-02
6.187281309266610130e+00,1.005794240703469900e+00,-1.627186907333895149e-01
6.162263626298379648e+00,1.003718288536529890e+00,-1.877363737016199963e-01
6.151150298927840154e+00,1.003446410816009937e+00,-1.988497010721594904e-01
6.125334358220779762e+00,9.995626242578959930e-01,-2.246656417792198823e-01
6.201406453378139894e+00,1.005883880670960018e+00,-1.485935466218597512e-01
6.274336698010399616e+00,1.004298311249870013e+00,-7.566330198960002917e-02
6.326313697565120187e+00,1.005428124688549918e+00,-2.368630243487945819e-02
6.300126982847250368e+00,9.975401377039959661e-01,-4.987301715274927716e-02
6.262191708978580351e+00,1.006255479905290073e+00,-8.780829102141929354e-02
6.236279098949950139e+00,1.003593413182340077e+00,-1.137209010500495054e-01
6.187026183878650443e+00,1.004950922278130099e+00,-1.629738161213492020e-01
6.147237184296700185e+00,1.001277696394140104e+00,-2.027628157032994594e-01
6.135246531313960361e+00,1.001158646307350075e+00,-2.147534686860392839e-01
6.173077838485429680e+00,1.000712022417580060e+00,-1.769221615145699644e-01
6.175163965434440350e+00,9.995898916852730132e-01,-1.748360345655592951e-01
6.134195709300450439e+00,9.973827487177260309e-01,-2.158042906995492061e-01
6.159202951681329807e+00,1.000197756535339932e+00,-1.907970483186698374e-01
6.197201707222379952e+00,9.944451969832760474e-01,-1.527982927776196931e-01
6.199226564661110217e+00,9.957903154737369755e-01,-1.507734353388894277e-01
6.209319608459529682e+00,1.003612167514660092e+00,-1.406803915404699623e-01
6.237216767116559701e+00,1.003799692860529946e+00,-1.127832328834399434e-01
6.262147634797510243e+00,9.984506665746529785e-01,-8.785236520248940195e-02
6.288305654148819812e+00,9.995698918397569743e-01,-6.169434585117983261e-02
6.226279547209549570e+00,9.997965653938369890e-01,-1.237204527904500750e-01
6.225251882454240437e+00,9.994694546366540422e-01,-1.247481175457592073e-01
6.251380807469660184e+00,9.993386762887800367e-01,-9.861919253033946120e-02
6.238392741724429591e+00,9.957408216070039453e-01,-1.116072582755700537e-01
6.250287993364789685e+00,9.963825802439939539e-01,-9.971200663520995988e-02
6.288346364506329778e+00,9.982500249818849758e-01,-6.165363549366986717e-02
6.299345759680130108e+00,9.977989412046609496e-01,-5.065424031986953679e-02
6.325468678287800017e+00,9.980892774293439462e-01,-2.453132171219962743e-02
6.311222544008409763e+00,9.923929274306320103e-01,-3.877745599158988199e-02
6.300388876886890088e+00,9.986465155535210192e-01,-4.961112311310955647e-02
6.313399242880180395e+00,1.001919265224670008e+00,-3.660075711981924940e-02
6.287574572122389682e+00,1.005314830732459974e+00,-6.242542787760996248e-02
6.248192138530949791e+00,9.977772619507879748e-01,-1.018078614690498540e-01
6.248224787889760101e+00,9.994814425533330438e-01,-1.017752121102395435e-01
6.249317562742350063e+00,1.001763377737209915e+00,-1.006824372576495819e-01
6.238288547350149926e+00,1.001055719622669926e+00,-1.117114526498497185e-01
6.187310643567199619e+00,9.945299209126350348e-01,-1.626893564328000252e-01
6.125274606089099905e+00,1.000051563645699915e+00,-2.247253939108997400e-01
6.111112010100939962e+00,9.960849686553659987e-01,-2.388879898990596828e-01
6.148157447561019673e+00,9.989528778193480507e-01,-2.018425524389799719e-01
6.189454418605889963e+00,9.976522505494519466e-01,-1.605455813941096821e-01
6.187300703861089879e+00,9.975525555753449458e-01,-1.626992961389097658e-01
6.200226528119760161e+00,9.987192308717339762e-01,-1.497734718802394838e-01
6.186331061299579659e+00,1.004984480329949914e+00,-1.636689387004199858e-01
6.175342095787080154e+00,1.003910291017070078e+00,-1.746579042129194903e-01
6.186396042931620265e+00,9.984716794612089608e-01,-1.636039570683793798e-01
6.186583952392470387e+00,1.003011361480310004e+00,-1.634160476075292578e-01
6.247233387668499560e+00,9.986978620666460138e-01,-1.027666123315000846e-01
6.235077064479639830e+00,1.000923528798270068e+00,-1.149229355203598146e-01
6.248414838981159569e+00,9.993530350041690546e-01,-1.015851610188400755e-01
