x,Weights,y,Weights,error_LT
-6.271147032999969895e+00,2.642814140000029899e-01,-8.586023898002399513e-01,2.642814140000029899e-01,-8.586023898002399513e-01
-5.742584204999960029e+00,2.616202669999859731e-01,-8.884947718001969807e-01,2.616202669999859731e-01,-8.884947718001969807e-01
-5.219343670999990081e+00,2.607850380000060198e-01,-9.655406498001749549e-01,2.607850380000060198e-01,-9.655406498001749549e-01
-4.697773594999979707e+00,2.980724560000059808e-01,-9.255947887999129708e-01,2.980724560000059808e-01,-9.255947887999129708e-01
-4.101628682999960418e+00,3.116571119999980155e-01,-8.234176138001889633e-01,3.116571119999980155e-01,-8.234176138001889633e-01
-3.478314458999970160e+00,3.275302079999810045e-01,-8.287173957998560381e-01,3.275302079999810045e-01,-8.287173957998560381e-01
-2.823254043000010149e+00,3.285373930000189957e-01,-8.812912948000080071e-01,3.285373930000189957e-01,-8.812912948000080071e-01
-2.166179256999969827e+00,3.274847959999879765e-01,-8.638597038000169759e-01,3.274847959999879765e-01,-8.638597038000169759e-01
-1.511209664999989988e+00,3.491894940000009884e-01,-8.446335748000709520e-01,3.491894940000009884e-01,-8.446335748000709520e-01
-8.128306769999880110e-01,3.870727059999999886e-01,-8.839891258002130492e-01,3.870727059999999886e-01,-8.839891258002130492e-01
-3.868526499998820034e-02,4.128213810000079809e-01,-9.170795208000299681e-01,4.128213810000079809e-01,-9.170795208000299681e-01
7.869574970000270397e-01,4.076704249999970053e-01,-8.872387307997660066e-01,4.076704249999970053e-01,-8.872387307997660066e-01
1.602298347000020051e+00,4.138384440000130171e-01,-8.699453697998360546e-01,4.138384440000130171e-01,-8.699453697998360546e-01
2.429975235000049860e+00,4.366707019999829797e-01,-9.108486897999910070e-01,4.366707019999829797e-01,-9.108486897999910070e-01
3.303316639000009936e+00,4.423915689999949885e-01,-9.270278167998069474e-01,4.423915689999949885e-01,-9.270278167998069474e-01
4.188099776999999690e+00,4.303516410000089998e-01,-8.804531428002060345e-01,4.303516410000089998e-01,-8.804531428002060345e-01
5.048803059000020355e+00,4.637819109999929967e-01,-8.331720928001690174e-01,4.637819109999929967e-01,-8.331720928001690174e-01
5.976366881000010345e+00,5.020333690000079452e-01,-7.990837247999139636e-01,5.020333690000079452e-01,-7.990837247999139636e-01
6.980433619000019796e+00,5.183366350000090383e-01,-8.067235267999419701e-01,5.183366350000090383e-01,-8.067235267999419701e-01
8.017106889000039871e+00,5.308071769999850309e-01,-8.416125357999819645e-01,5.308071769999850309e-01,-8.416125357999819645e-01
9.078721243000009267e+00,5.501916380000030360e-01,-8.571971228000729859e-01,5.501916380000030360e-01,-8.571971228000729859e-01
1.017910451899999913e+01,5.566375330000039590e-01,-8.676165647999030117e-01,5.566375330000039590e-01,-8.676165647999030117e-01
1.129237958500000083e+01,5.729676539999950524e-01,-8.933153227998219537e-01,5.729676539999950524e-01,-8.933153227998219537e-01
1.243831489299999937e+01,5.992830900000150063e-01,-9.121236338001490473e-01,5.992830900000150063e-01,-9.121236338001490473e-01
1.363688107299999963e+01,6.182932899999900034e-01,-8.878658077999830311e-01,6.182932899999900034e-01,-8.878658077999830311e-01
1.487346765300000051e+01,6.413525199999889903e-01,-8.453441008002190449e-01,6.413525199999889903e-01,-8.453441008002190449e-01
1.615617269299999847e+01,6.598061810000159788e-01,-8.211384948002089512e-01,6.598061810000159788e-01,-8.211384948002089512e-01
1.747578505499999935e+01,6.675646260000009935e-01,-8.118037887999780544e-01,6.675646260000009935e-01,-8.118037887999780544e-01
1.881091430700000089e+01,6.783614859999800295e-01,-7.935525148000119877e-01,6.783614859999800295e-01,-7.935525148000119877e-01
