width_LLS_A,Weights,error_LLS_A
6.084017540726540219e+00,9.997647549226670316e-01,-2.659824592734594262e-01
6.089747175453020134e+00,1.002486139244000096e+00,-2.602528245469795110e-01
6.055955414391929637e+00,9.970275812945339489e-01,-2.940445856080700082e-01
6.042136225350500212e+00,9.939379125182710162e-01,-3.078637746494994332e-01
6.033713201942999760e+00,9.947789968384740389e-01,-3.162867980569998849e-01
6.071607640224890190e+00,9.929902854150109981e-01,-2.783923597751094547e-01
6.121726019798489737e+00,9.961351855423159485e-01,-2.282739802015099073e-01
6.150256033692439672e+00,1.004674961764830066e+00,-1.997439663075599725e-01
6.139338891457449598e+00,1.006569278613330010e+00,-2.106611085425500463e-01
6.119218513820119831e+00,1.004455959931880082e+00,-2.307814861798798134e-01
6.078395959088769729e+00,1.000941349435670036e+00,-2.716040409112299159e-01
6.168836434244569844e+00,9.970309960794550008e-01,-1.811635657554298007e-01
6.245839947167669770e+00,9.953199125263829661e-01,-1.041600528323298747e-01
6.172583522576280401e+00,1.000818840093739892e+00,-1.774164774237192432e-01
6.243786863412889687e+00,9.977253351285070293e-01,-1.062131365871099575e-01
6.256231909205379971e+00,1.000594896814670065e+00,-9.376809079461967400e-02
6.257288089239080087e+00,9.931867836592089827e-01,-9.271191076091955807e-02
6.201690548186359564e+00,9.956060552482689507e-01,-1.483094518136400808e-01
6.176818398769410301e+00,1.006869464579619899e+00,-1.731816012305893437e-01
6.122288400015150067e+00,1.001569619527959976e+00,-2.277115999848495775e-01
6.147668523043900102e+00,9.956507268363200547e-01,-2.023314769560995430e-01
6.191314300127570114e+00,9.982288966389309959e-01,-1.586856998724295309e-01
6.184558408862770307e+00,1.003006886083360083e+00,-1.654415911372293380e-01
6.146407910517470263e+00,1.007925657182419998e+00,-2.035920894825293814e-01
6.071554806531319848e+00,1.004375062645870065e+00,-2.784451934686797969e-01
6.070091049974219999e+00,1.000769091726950055e+00,-2.799089500257796459e-01
6.131196272174130435e+00,9.992108999073310294e-01,-2.188037278258692098e-01
6.214314544819120378e+00,9.995125584933239882e-01,-1.356854551808792664e-01
6.108801016990730304e+00,1.002118955567169900e+00,-2.411989830092693410e-01
6.085595913348499586e+00,9.984004885275069574e-01,-2.644040866515000587e-01
6.020595365958669731e+00,9.967376905432590029e-01,-3.294046340413299134e-01
6.030446668355200046e+00,9.956042863612190041e-01,-3.195533316447995986e-01
6.133483780256879569e+00,9.983756355039800079e-01,-2.165162197431200752e-01
6.186683112663169837e+00,9.950712731644879572e-01,-1.633168873368298080e-01
6.184907822462959892e+00,1.004167298291509969e+00,-1.650921775370397526e-01
6.094807835807969809e+00,1.002835770889320077e+00,-2.551921641920298356e-01
6.128686193275830085e+00,1.003027389074730102e+00,-2.213138067241695595e-01
6.091630606833279948e+00,9.999233792076720473e-01,-2.583693931667196964e-01
6.107420155880199708e+00,1.003005295036250022e+00,-2.425798441197999367e-01
6.164145636004289663e+00,9.995094302791760477e-01,-1.858543639957099813e-01
6.135927214335819890e+00,1.004035497442389957e+00,-2.140727856641797544e-01
6.148831049386170200e+00,1.004953141722799925e+00,-2.011689506138294448e-01
6.085319930806839750e+00,1.004030416809970072e+00,-2.646800691931598948e-01
6.072635619694159992e+00,1.003451154640659926e+00,-2.773643803058396529e-01
6.054645926026180014e+00,9.957256751825389607e-01,-2.953540739738196308e-01
6.035993334175439706e+00,9.999235029159959653e-01,-3.140066658245599385e-01
6.095890072212929667e+00,9.993875215025770364e-01,-2.541099277870699780e-01
6.121526894285519660e+00,9.989134780291659688e-01,-2.284731057144799848e-01
6.099892956511560271e+00,9.967179276388039577e-01,-2.501070434884393734e-01
6.117424696416989605e+00,9.948662159809530392e-01,-2.325753035830100401e-01
6.099592024895019726e+00,9.964927716029600147e-01,-2.504079751049799185e-01
6.081917902601870374e+00,9.974745194936900372e-01,-2.680820973981292710e-01
6.066845863837370345e+00,9.997906305756689704e-01,-2.831541361626292996e-01
6.046365858331049559e+00,1.000717195550000049e+00,-3.036341416689500861e-01
6.032587006217280390e+00,9.981638276789259745e-01,-3.174129937827192549e-01
6.152737917412969715e+00,9.979601862793350264e-01,-1.972620825870299299e-01
6.070551232909470407e+00,9.963607659848660036e-01,-2.794487670905292376e-01
6.017877413333989622e+00,9.932921958550280372e-01,-3.321225866660100223e-01
5.927877090251739922e+00,9.964982079816959715e-01,-4.221229097482597226e-01
6.017843616240289961e+00,1.005525431263510017e+00,-3.321563837597096835e-01
6.050459402494530181e+00,1.000442150562909971e+00,-2.995405975054694636e-01
6.132853295960630113e+00,1.007526128025350021e+00,-2.171467040393695314e-01
6.133190422615739656e+00,9.992164860003249771e-01,-2.168095773842599883e-01
6.053140014711860140e+00,9.965325879768579531e-01,-2.968599852881395051e-01
6.054670832454250196e+00,9.992996358706059956e-01,-2.953291675457494492e-01
6.047638930487839737e+00,1.002728323708270031e+00,-3.023610695121599079e-01
5.994420202616920434e+00,9.996673877750430481e-01,-3.555797973830792102e-01
5.987780668551430097e+00,9.970579046606190543e-01,-3.622193314485695481e-01
6.003790606451859801e+00,1.000186813434700062e+00,-3.462093935481398432e-01
5.992271815890100051e+00,1.001261883363500083e+00,-3.577281841098995940e-01
5.986476146263280285e+00,1.002986056720519992e+00,-3.635238537367193601e-01
6.024090391070630268e+00,1.001354286563270080e+00,-3.259096089293693765e-01
6.054233622046869989e+00,1.003436957381939942e+00,-2.957663779531296555e-01
5.978447632935010247e+00,1.003647647730190107e+00,-3.715523670649893972e-01
5.978641874310850035e+00,1.006823543085479944e+00,-3.713581256891496096e-01
6.008525338752789935e+00,1.000602520391699946e+00,-3.414746612472097098e-01
6.016572885393229875e+00,9.994733192456259907e-01,-3.334271146067697700e-01
6.023307314256379996e+00,9.981710884479779722e-01,-3.266926857436196485e-01
6.087650930202889832e+00,9.953700340401719915e-01,-2.623490697971098129e-01
