width_LLS_A,Weights,error_LLS_A
6.162481813508059680e+00,1.001346767032369911e+00,-1.875181864919399644e-01
6.152504533067570058e+00,9.987779673440100314e-01,-1.974954669324295864e-01
6.028900555066170064e+00,9.963794091490160154e-01,-3.210994449338295809e-01
6.062628720819209782e+00,9.941718510416519550e-01,-2.873712791807898626e-01
6.016866412014289622e+00,1.001727668126310089e+00,-3.331335879857100224e-01
6.036121745032920316e+00,1.010023475322409992e+00,-3.138782549670793287e-01
6.048220965779379732e+00,1.007803540993190028e+00,-3.017790342206199128e-01
5.987252253820679826e+00,1.002293817195389902e+00,-3.627477461793198188e-01
6.136032888920789574e+00,1.000874511138380107e+00,-2.139671110792100706e-01
6.104791313782519602e+00,9.978906634118690500e-01,-2.452086862174800430e-01
6.069574288006320373e+00,1.002806306144560011e+00,-2.804257119936792719e-01
6.093094446951289989e+00,1.002599810660369961e+00,-2.569055530487096561e-01
6.130678704145820390e+00,1.003013807435410021e+00,-2.193212958541792545e-01
6.064511410888919762e+00,1.001297306277969978e+00,-2.854885891110798823e-01
6.105039611165680391e+00,9.961598363386220401e-01,-2.449603888343192537e-01
6.095533046982829717e+00,9.987870628366709580e-01,-2.544669530171699279e-01
6.122916331257910016e+00,1.000995210485490006e+00,-2.270836687420896283e-01
6.119405423548159639e+00,1.005439725536779960e+00,-2.305945764518400054e-01
6.130930467918440208e+00,1.004258477694200069e+00,-2.190695320815594371e-01
6.069562254943799751e+00,1.005321146595399950e+00,-2.804377450561998941e-01
6.053042236463710424e+00,1.003477831739800097e+00,-2.969577635362892210e-01
6.066184265594260161e+00,1.000927987511210038e+00,-2.838157344057394837e-01
6.093690300171029861e+00,1.003976401291170051e+00,-2.563096998289697837e-01
6.114778777712290392e+00,1.003631926483000036e+00,-2.352212222877092529e-01
6.065009542631329964e+00,1.005051132973020067e+00,-2.849904573686696807e-01
6.081467531309839636e+00,1.000872749358650005e+00,-2.685324686901600089e-01
6.066829479842409611e+00,9.994602142478480333e-01,-2.831705201575900333e-01
6.130850659499089694e+00,1.001469073265200072e+00,-2.191493405009099504e-01
