x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,3.953460000000000036e+02,0.000000000000000000e+00,4.017040000000000077e+02
4.394638540980004581e-04,3.953840000000000146e+02,4.982836895138964724e-04,4.017389999999999759e+02
9.338606899582510210e-04,3.953840000000000146e+02,9.965673790277929447e-04,4.017289999999999850e+02
1.373324544056251425e-03,3.953960000000000150e+02,1.439486214151256644e-03,4.017250000000000227e+02
1.867721379916502042e-03,3.954100000000000250e+02,1.937769903665153334e-03,4.017139999999999986e+02
2.362118215776752225e-03,3.953829999999999814e+02,2.380688738788616383e-03,4.017629999999999768e+02
2.856515051637002842e-03,3.953829999999999814e+02,2.934337282692946278e-03,4.017780000000000200e+02
3.295978905735003246e-03,3.953949999999999818e+02,3.377256117816409761e-03,4.018009999999999877e+02
3.790375741595253863e-03,3.953960000000000150e+02,3.875539807330306667e-03,4.018509999999999991e+02
4.284772577455504480e-03,3.953960000000000150e+02,4.318458642453769716e-03,4.018650000000000091e+02
4.779169413315754664e-03,3.954470000000000027e+02,4.816742331967665755e-03,4.018519999999999754e+02
5.218633267413755501e-03,3.954970000000000141e+02,5.315026021481563528e-03,4.018279999999999745e+02
5.658097121511755472e-03,3.955110000000000241e+02,5.813309710995459567e-03,4.018190000000000168e+02
6.207426939134255868e-03,3.955360000000000014e+02,6.256228546118923484e-03,4.018299999999999841e+02
6.646890793232256706e-03,3.955740000000000123e+02,6.754512235632819522e-03,4.018790000000000191e+02
7.141287629092506889e-03,3.955860000000000127e+02,7.252795925146716428e-03,4.019420000000000073e+02
7.580751483190507727e-03,3.955729999999999791e+02,7.695714760270180345e-03,4.019649999999999750e+02
8.130081300813007256e-03,3.956109999999999900e+02,8.193998449784075516e-03,4.019929999999999950e+02
8.569545154911008961e-03,3.956220000000000141e+02,8.636917284907539433e-03,4.020280000000000200e+02
9.009009009009008931e-03,3.956360000000000241e+02,9.190565828811869328e-03,4.020149999999999864e+02
9.503405844869259114e-03,3.956480000000000246e+02,9.633484663935331510e-03,4.020269999999999868e+02
9.997802680729509298e-03,3.956610000000000014e+02,1.013176835344922928e-02,4.020529999999999973e+02
1.049219951658976122e-02,3.956349999999999909e+02,1.063005204296312706e-02,4.020790000000000077e+02
1.098659635245001140e-02,3.956109999999999900e+02,1.107297087808659097e-02,4.020910000000000082e+02
1.142606020654801137e-02,3.956360000000000241e+02,1.157125456760048528e-02,4.021179999999999950e+02
1.192045704240826155e-02,3.956619999999999777e+02,1.206953825711438305e-02,4.021449999999999818e+02
1.241485387826851174e-02,3.956870000000000118e+02,1.251245709223784697e-02,4.021460000000000150e+02
1.285431773236651344e-02,3.957259999999999991e+02,1.301074078175174127e-02,4.021820000000000164e+02
1.334871456822676189e-02,3.957629999999999768e+02,1.350902447126563904e-02,4.021949999999999932e+02
1.378817842232476359e-02,3.958260000000000218e+02,1.395194330638910296e-02,4.021689999999999827e+02
1.433750823994726399e-02,3.958750000000000000e+02,1.445022699590300073e-02,4.021449999999999818e+02
1.477697209404526570e-02,3.958899999999999864e+02,1.489314583102646465e-02,4.021940000000000168e+02
1.527136892990551588e-02,3.958380000000000223e+02,1.539142952054036069e-02,4.022309999999999945e+02
1.571083278400351238e-02,3.958129999999999882e+02,1.588971321005425499e-02,4.022420000000000186e+02
1.620522961986376603e-02,3.958770000000000095e+02,1.638799689956815103e-02,4.022680000000000291e+02
1.669962645572401622e-02,3.959019999999999868e+02,1.688628058908204707e-02,4.023059999999999832e+02
1.719402329158426640e-02,3.958759999999999764e+02,1.732919942420551446e-02,4.023299999999999841e+02
1.763348714568226810e-02,3.959030000000000200e+02,1.782748311371941050e-02,4.023299999999999841e+02
1.812788398154251829e-02,3.959279999999999973e+02,1.827040194884287441e-02,4.023170000000000073e+02
1.856734783564051999e-02,3.959289999999999736e+02,1.876868563835677045e-02,4.023070000000000164e+02
1.906174467150076671e-02,3.959030000000000200e+02,1.926696932787066302e-02,4.023310000000000173e+02
1.955614150736101689e-02,3.959289999999999736e+02,1.970988816299412694e-02,4.023690000000000282e+02
1.999560536145901860e-02,3.959279999999999973e+02,2.026353670689845857e-02,4.023700000000000045e+02
2.049000219731926878e-02,3.959399999999999977e+02,2.070645554202192248e-02,4.023580000000000041e+02
2.098439903317952243e-02,3.960299999999999727e+02,2.120473923153581852e-02,4.023820000000000050e+02
2.147879586903977261e-02,3.960419999999999732e+02,2.164765806665928244e-02,4.024300000000000068e+02
2.197319270490002280e-02,3.960289999999999964e+02,2.214594175617318195e-02,4.024049999999999727e+02
2.241265655899802103e-02,3.960289999999999964e+02,2.264422544568707452e-02,4.023919999999999959e+02
2.290705339485827122e-02,3.960539999999999736e+02,2.308714428081053843e-02,4.024169999999999732e+02
2.334651724895627292e-02,3.960419999999999732e+02,2.358542797032443447e-02,4.024660000000000082e+02
2.389584706657877158e-02,3.960550000000000068e+02,2.408371165983833051e-02,4.025169999999999959e+02
2.433531092067677329e-02,3.960930000000000177e+02,2.452663049496179790e-02,4.025649999999999977e+02
2.482970775653702347e-02,3.961190000000000282e+02,2.502491418447569393e-02,4.025790000000000077e+02
2.526917161063502518e-02,3.960939999999999941e+02,2.552319787398958997e-02,4.025539999999999736e+02
2.576356844649527189e-02,3.961449999999999818e+02,2.602148156350348254e-02,4.025430000000000064e+02
2.625796528235552554e-02,3.961460000000000150e+02,2.651976525301738205e-02,4.025550000000000068e+02
2.669742913645352378e-02,3.960950000000000273e+02,2.696268408814084597e-02,4.025409999999999968e+02
2.719182597231377743e-02,3.961080000000000041e+02,2.746096777765474201e-02,4.025310000000000059e+02
2.768622280817402762e-02,3.961329999999999814e+02,2.795925146716863804e-02,4.025450000000000159e+02
2.818061964403427780e-02,3.961709999999999923e+02,2.840217030229210196e-02,4.025570000000000164e+02
2.862008349813227950e-02,3.961960000000000264e+02,2.890045399180600147e-02,4.025690000000000168e+02
2.911448033399252969e-02,3.962330000000000041e+02,2.934337282692946539e-02,4.025539999999999736e+02
2.955394418809053139e-02,3.962470000000000141e+02,2.989702137083379355e-02,4.025419999999999732e+02
3.004834102395078158e-02,3.962210000000000036e+02,3.033994020595725746e-02,4.025149999999999864e+02
3.054273785981103176e-02,3.961829999999999927e+02,3.083822389547115350e-02,4.025160000000000196e+02
3.098220171390902652e-02,3.962479999999999905e+02,3.133650758498504607e-02,4.025790000000000077e+02
3.147659854976928018e-02,3.962590000000000146e+02,3.177942642010850999e-02,4.026039999999999850e+02
