TapeCenterLine,Weights
4.141955999999999971e-01,2.655850601290329904e-01
3.743691000000000102e-01,2.644837163791139978e-01
5.496056999999999748e-01,2.633824404041940070e-01
4.141955999999999971e-01,2.624886533485880080e-01
4.380915000000000226e-01,2.952300587992490177e-01
4.221609000000000056e-01,3.342648289773250125e-01
4.858833000000000180e-01,3.456074370088489944e-01
4.779180000000000095e-01,3.510079785717070133e-01
4.301262000000000141e-01,4.023497916534780061e-01
4.619873999999999925e-01,4.051615441226619763e-01
4.858833000000000180e-01,4.158532704741830233e-01
4.460567999999999755e-01,4.371069271170769932e-01
4.141955999999999971e-01,4.892483877012049898e-01
3.982649999999999801e-01,5.407614558671619553e-01
4.380915000000000226e-01,5.384122534015229888e-01
3.584384999999999932e-01,5.813508064164429889e-01
3.186120000000000063e-01,6.044865184536919456e-01
3.265773000000000148e-01,6.248959831349270022e-01
3.345426000000000233e-01,6.506719496965880367e-01
2.947160999999999809e-01,6.808754977992920177e-01
2.708202000000000109e-01,6.917993149932629704e-01
2.947160999999999809e-01,7.353998728565219745e-01
3.026813999999999893e-01,7.879799627052750388e-01
3.982649999999999801e-01,8.166261929907060457e-01
4.062302999999999886e-01,8.236365107003830177e-01
3.743691000000000102e-01,8.531375206360870544e-01
3.425078999999999763e-01,8.948315275180600548e-01
3.265773000000000148e-01,8.944998209799499556e-01
3.664038000000000017e-01,9.146167067967639897e-01
3.026813999999999893e-01,9.464735696910809848e-01
3.345426000000000233e-01,9.663479883150849492e-01
3.265773000000000148e-01,9.822408612243750392e-01
2.708202000000000109e-01,9.987713270333979931e-01
2.230283999999999878e-01,1.002345222780729905e+00
1.593060000000000032e-01,1.004625866586660088e+00
1.752365999999999924e-01,9.961955760876830546e-01
1.433753999999999862e-01,1.000375320260749934e+00
2.070977999999999986e-01,9.981864339632190442e-01
1.513406999999999947e-01,1.002440763070409968e+00
1.274447999999999970e-01,1.003206789834869994e+00
1.274447999999999970e-01,1.006572483229910109e+00
1.194795000000000024e-01,9.977683580114360407e-01
7.965300000000000158e-02,1.005335288605119892e+00
8.761829999999999619e-02,1.008709051477310048e+00
8.761829999999999619e-02,9.936889726572150083e-01
9.558360000000000467e-02,9.956510562915289464e-01
8.761829999999999619e-02,1.003573971953620081e+00
1.035488999999999993e-01,1.004565052729869956e+00
1.433753999999999862e-01,9.986150734297819520e-01
1.274447999999999970e-01,1.003418442882699990e+00
1.433753999999999862e-01,1.003336542607069948e+00
1.115141999999999939e-01,1.007531599563860070e+00
4.779180000000000234e-02,9.934293282916519807e-01
1.593059999999999962e-02,9.953061149730889623e-01
7.168769999999999309e-02,9.871882880010079964e-01
3.982650000000000079e-02,9.984826875056590501e-01
2.389590000000000117e-02,1.004372565965329978e+00
-3.982650000000000079e-02,1.008320908638709934e+00
-7.965299999999999811e-03,9.957506707645960020e-01
3.186119999999999924e-02,1.001006683006250064e+00
4.779180000000000234e-02,1.010209617030559892e+00
2.389590000000000117e-02,9.991427516695230437e-01
3.186119999999999924e-02,9.932376525048840499e-01
0.000000000000000000e+00,9.977816992777790439e-01
6.372239999999999849e-02,1.003451819046679905e+00
1.115141999999999939e-01,9.983216703091719602e-01
1.832019000000000009e-01,1.002326286327209992e+00
1.274447999999999970e-01,1.007084686363840076e+00
1.035488999999999993e-01,1.007036745811769940e+00
4.779180000000000234e-02,9.999460799135010403e-01
8.761829999999999619e-02,9.911793222617989452e-01
4.779180000000000234e-02,9.959330515911940518e-01
4.779180000000000234e-02,1.000301234636719938e+00
1.194795000000000024e-01,9.962452607481470102e-01
1.433753999999999862e-01,9.953158079306529959e-01
1.911672000000000093e-01,1.008441305340139982e+00
1.752365999999999924e-01,9.995621631413009744e-01
2.309936999999999963e-01,9.937816559614000012e-01
2.309936999999999963e-01,9.935714031612470354e-01
2.469243000000000132e-01,1.000216910358350031e+00
1.991324999999999901e-01,9.936120963903180003e-01
2.070977999999999986e-01,9.971626813763619923e-01
2.070977999999999986e-01,1.000228146036439947e+00
2.309936999999999963e-01,1.004806118184240038e+00
1.672713000000000116e-01,9.925102164924050063e-01
1.672713000000000116e-01,9.937401664197660356e-01
1.035488999999999993e-01,1.003568202383650076e+00
1.035488999999999993e-01,9.998180049831549843e-01
3.186119999999999924e-02,9.943717348261359446e-01
3.186119999999999924e-02,1.002440740595170077e+00
5.575709999999999694e-02,1.000923360042859978e+00
6.372239999999999849e-02,1.005264860181799946e+00
