time,leftedge,rightedge,gap,x_LE,y_LE,time,leftedge,rightedge,gap,x_RE,y_RE
0.000000000000000000e+00,3.596999999999999975e+00,8.224999999999999645e+00,4.628000000000000114e+00,0.000000000000000000e+00,4.839030000000000200e+02,0.000000000000000000e+00,3.634999999999999787e+00,9.839000000000000412e+00,6.203999999999999737e+00,0.000000000000000000e+00,4.901610000000000014e+02
8.000000000000000167e-03,3.597999999999999865e+00,8.275000000000000355e+00,4.676999999999999602e+00,4.530524408200249176e-04,4.839019999999999868e+02,8.000000000000000167e-03,3.636000000000000121e+00,9.861000000000000654e+00,6.224999999999999645e+00,4.329238595162075991e-04,4.901390000000000100e+02
1.700000000000000122e-02,3.700000000000000178e+00,8.441000000000000725e+00,4.740999999999999659e+00,9.627364367425529906e-04,4.838000000000000114e+02,1.700000000000000122e-02,3.634999999999999787e+00,9.897999999999999687e+00,6.262999999999999901e+00,9.199632014719412226e-04,4.901019999999999754e+02
2.599999999999999881e-02,3.661000000000000032e+00,8.451000000000000512e+00,4.790000000000000036e+00,1.472420432665080738e-03,4.838389999999999986e+02,2.599999999999999881e-02,3.571000000000000174e+00,9.846999999999999531e+00,6.275999999999999801e+00,1.407002543427674683e-03,4.901530000000000200e+02
3.500000000000000333e-02,3.596999999999999975e+00,8.403000000000000469e+00,4.806000000000000050e+00,1.982104428587609136e-03,4.839030000000000200e+02,3.500000000000000333e-02,3.559000000000000163e+00,9.859999999999999432e+00,6.301000000000000156e+00,1.894041885383408470e-03,4.901399999999999864e+02
4.299999999999999656e-02,3.623000000000000220e+00,8.467000000000000526e+00,4.844000000000000306e+00,2.435156869407633512e-03,4.838770000000000095e+02,4.399999999999999745e-02,3.597999999999999865e+00,9.900999999999999801e+00,6.302999999999999936e+00,2.381081227339141605e-03,4.900989999999999895e+02
5.199999999999999761e-02,3.597999999999999865e+00,8.465999999999999304e+00,4.868000000000000327e+00,2.944840865330161477e-03,4.839019999999999868e+02,5.199999999999999761e-02,3.557999999999999829e+00,9.874000000000000554e+00,6.315999999999999837e+00,2.814005086855349367e-03,4.901259999999999764e+02
5.999999999999999778e-02,3.572000000000000064e+00,8.477000000000000313e+00,4.905000000000000249e+00,3.397893306150186286e-03,4.839279999999999973e+02,6.099999999999999867e-02,3.572000000000000064e+00,9.900000000000000355e+00,6.328000000000000291e+00,3.301044428811082936e-03,4.901000000000000227e+02
6.900000000000000577e-02,3.637000000000000011e+00,8.569000000000000838e+00,4.932000000000000384e+00,3.907577302072714684e-03,4.838629999999999995e+02,6.900000000000000577e-02,3.596999999999999975e+00,9.916000000000000369e+00,6.318999999999999950e+00,3.733968288327290698e-03,4.900840000000000032e+02
7.799999999999999989e-02,3.636000000000000121e+00,8.592000000000000526e+00,4.956000000000000405e+00,4.417261297995242648e-03,4.838639999999999759e+02,7.799999999999999989e-02,3.495000000000000107e+00,9.862000000000000099e+00,6.366999999999999993e+00,4.221007630283024267e-03,4.901379999999999768e+02
8.699999999999999400e-02,3.636000000000000121e+00,8.605999999999999872e+00,4.969999999999999751e+00,4.926945293917770613e-03,4.838639999999999759e+02,8.699999999999999400e-02,3.443999999999999950e+00,9.813000000000000611e+00,6.368999999999999773e+00,4.708046972238756969e-03,4.901870000000000118e+02
9.500000000000000111e-02,3.725999999999999979e+00,8.708000000000000185e+00,4.982000000000000206e+00,5.379997734737795856e-03,4.837740000000000009e+02,9.500000000000000111e-02,3.533999999999999808e+00,9.904999999999999361e+00,6.371000000000000441e+00,5.140970831754965165e-03,4.900950000000000273e+02
1.039999999999999952e-01,3.737999999999999989e+00,8.730999999999999872e+00,4.993000000000000327e+00,5.889681730660322953e-03,4.837620000000000005e+02,1.039999999999999952e-01,3.483000000000000096e+00,9.864000000000000767e+00,6.381000000000000227e+00,5.628010173710698734e-03,4.901360000000000241e+02
1.130000000000000032e-01,3.661000000000000032e+00,8.692999999999999616e+00,5.032000000000000028e+00,6.399365726582851785e-03,4.838389999999999986e+02,1.130000000000000032e-01,3.458000000000000185e+00,9.849999999999999645e+00,6.392000000000000348e+00,6.115049515666432303e-03,4.901499999999999773e+02
1.209999999999999964e-01,3.676000000000000156e+00,8.721000000000000085e+00,5.044999999999999929e+00,6.852418167402876160e-03,4.838240000000000123e+02,1.209999999999999964e-01,3.520999999999999908e+00,9.939999999999999503e+00,6.418999999999999595e+00,6.547973375182639631e-03,4.900600000000000023e+02
1.300000000000000044e-01,3.649999999999999911e+00,8.733999999999999986e+00,5.083999999999999631e+00,7.362102163325404992e-03,4.838500000000000227e+02,1.300000000000000044e-01,3.482000000000000206e+00,9.900000000000000355e+00,6.418000000000000149e+00,7.035012717138374068e-03,4.901000000000000227e+02
1.390000000000000124e-01,3.611000000000000210e+00,8.744999999999999218e+00,5.134000000000000341e+00,7.871786159247932957e-03,4.838890000000000100e+02,1.390000000000000124e-01,3.418000000000000149e+00,9.823000000000000398e+00,6.405000000000000249e+00,7.522052059094107637e-03,4.901770000000000209e+02
1.469999999999999918e-01,3.713000000000000078e+00,8.861000000000000654e+00,5.147999999999999687e+00,8.324838600067956465e-03,4.837869999999999777e+02,1.479999999999999927e-01,3.482000000000000206e+00,9.875999999999999446e+00,6.394000000000000128e+00,8.009091401049840339e-03,4.901240000000000236e+02
1.559999999999999998e-01,3.725999999999999979e+00,8.897999999999999687e+00,5.171999999999999709e+00,8.834522595990485297e-03,4.837740000000000009e+02,1.559999999999999998e-01,3.431000000000000050e+00,9.836000000000000298e+00,6.405000000000000249e+00,8.442015260566048535e-03,4.901639999999999873e+02
1.650000000000000078e-01,3.649000000000000021e+00,8.846999999999999531e+00,5.198000000000000398e+00,9.344206591913014129e-03,4.838509999999999991e+02,1.650000000000000078e-01,3.366000000000000103e+00,9.797000000000000597e+00,6.431000000000000050e+00,8.929054602521782971e-03,4.902029999999999745e+02
1.739999999999999880e-01,3.661999999999999922e+00,8.884999999999999787e+00,5.222999999999999865e+00,9.853890587835541226e-03,4.838380000000000223e+02,1.739999999999999880e-01,3.431000000000000050e+00,9.875000000000000000e+00,6.443999999999999950e+00,9.416093944477513938e-03,4.901250000000000000e+02
1.819999999999999951e-01,3.701000000000000068e+00,8.925000000000000711e+00,5.224000000000000199e+00,1.030694302865556647e-02,4.837989999999999782e+02,1.819999999999999951e-01,3.456999999999999851e+00,9.913000000000000256e+00,6.456000000000000405e+00,9.849017803993722134e-03,4.900869999999999891e+02
1.910000000000000031e-01,3.625000000000000000e+00,8.884000000000000341e+00,5.259000000000000341e+00,1.081662702457809357e-02,4.838750000000000000e+02,1.910000000000000031e-01,3.418000000000000149e+00,9.861000000000000654e+00,6.442999999999999616e+00,1.033605714594945657e-02,4.901390000000000100e+02
2.000000000000000111e-01,3.599000000000000199e+00,8.897000000000000242e+00,5.298000000000000043e+00,1.132631102050062240e-02,4.839010000000000105e+02,2.000000000000000111e-01,3.444999999999999840e+00,9.888999999999999346e+00,6.443999999999999950e+00,1.082309648790519101e-02,4.901109999999999900e+02
2.079999999999999905e-01,3.624000000000000110e+00,8.948999999999999844e+00,5.325000000000000178e+00,1.177936346132064591e-02,4.838759999999999764e+02,2.089999999999999913e-01,3.431999999999999940e+00,9.875999999999999446e+00,6.443999999999999950e+00,1.131013582986092371e-02,4.901240000000000236e+02
2.169999999999999984e-01,3.611000000000000210e+00,8.958999999999999631e+00,5.347999999999999865e+00,1.228904745724317474e-02,4.838890000000000100e+02,2.169999999999999984e-01,3.354999999999999982e+00,9.775999999999999801e+00,6.421000000000000263e+00,1.174305968937713017e-02,4.902239999999999895e+02
2.260000000000000064e-01,3.636000000000000121e+00,9.025000000000000355e+00,5.389000000000000234e+00,1.279873145316570357e-02,4.838639999999999759e+02,2.260000000000000064e-01,3.394000000000000128e+00,9.801999999999999602e+00,6.408000000000000362e+00,1.223009903133286461e-02,4.901979999999999791e+02
2.349999999999999867e-01,3.713999999999999968e+00,9.102000000000000313e+00,5.387999999999999901e+00,1.330841544908823067e-02,4.837860000000000014e+02,2.349999999999999867e-01,3.431999999999999940e+00,9.837999999999999190e+00,6.405999999999999694e+00,1.271713837328859731e-02,4.901619999999999777e+02
2.429999999999999938e-01,3.674999999999999822e+00,9.073999999999999844e+00,5.399000000000000021e+00,1.376146788990825591e-02,4.838249999999999886e+02,2.439999999999999947e-01,3.380999999999999783e+00,9.798999999999999488e+00,6.418000000000000149e+00,1.320417771524433175e-02,4.902010000000000218e+02
2.520000000000000018e-01,3.624000000000000110e+00,9.037000000000000810e+00,5.413000000000000256e+00,1.427115188583078474e-02,4.838759999999999764e+02,2.520000000000000018e-01,3.407000000000000028e+00,9.813000000000000611e+00,6.405999999999999694e+00,1.363710157476053994e-02,4.901870000000000118e+02
2.610000000000000098e-01,3.689000000000000057e+00,9.128000000000000114e+00,5.439000000000000057e+00,1.478083588175331184e-02,4.838109999999999786e+02,2.610000000000000098e-01,3.407000000000000028e+00,9.824999999999999289e+00,6.418000000000000149e+00,1.412414091671627264e-02,4.901750000000000114e+02
2.690000000000000169e-01,3.661999999999999922e+00,9.138999999999999346e+00,5.477000000000000313e+00,1.523388832257333708e-02,4.838380000000000223e+02,2.700000000000000178e-01,3.329000000000000181e+00,9.759999999999999787e+00,6.431000000000000050e+00,1.461118025867200708e-02,4.902400000000000091e+02
