x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,2.212100000000000080e+02,0.000000000000000000e+00,2.274279999999999973e+02
4.942339373970345163e-04,2.212110000000000127e+02,4.966065220989901484e-04,2.273899999999999864e+02
9.884678747940690326e-04,2.212239999999999895e+02,9.380345417425370314e-04,2.273770000000000095e+02
1.482701812191103549e-03,2.212100000000000080e+02,1.434641063841527071e-03,2.273990000000000009e+02
1.922020867655134567e-03,2.212369999999999948e+02,1.931247585940517545e-03,2.274250000000000114e+02
2.416254805052168650e-03,2.212500000000000000e+02,2.372675605584064103e-03,2.274509999999999934e+02
2.855573860516199668e-03,2.212369999999999948e+02,2.869282127683054143e-03,2.274410000000000025e+02
3.349807797913233968e-03,2.212369999999999948e+02,3.365888649782044616e-03,2.274420000000000073e+02
3.844041735310269135e-03,2.211980000000000075e+02,3.807316669425591608e-03,2.274430000000000121e+02
4.338275672707303000e-03,2.211990000000000123e+02,4.303923191524581214e-03,2.274559999999999889e+02
4.777594728171333585e-03,2.212239999999999895e+02,4.800529713623571254e-03,2.274310000000000116e+02
5.271828665568368752e-03,2.212239999999999895e+02,5.297136235722562161e-03,2.274190000000000111e+02
5.766062602965403051e-03,2.212239999999999895e+02,5.738564255366108285e-03,2.274199999999999875e+02
6.205381658429433636e-03,2.212489999999999952e+02,6.235170777465099193e-03,2.274559999999999889e+02
6.699615595826467936e-03,2.212609999999999957e+02,6.676598797108645317e-03,2.274799999999999898e+02
7.138934651290499388e-03,2.212750000000000057e+02,7.228383821663079273e-03,2.274929999999999950e+02
7.688083470620538269e-03,2.212230000000000132e+02,7.669811841306627131e-03,2.274780000000000086e+02
8.127402526084567119e-03,2.211850000000000023e+02,8.166418363405616304e-03,2.274890000000000043e+02
8.621636463481602286e-03,2.211719999999999970e+02,8.663024885504607212e-03,2.275029999999999859e+02
9.115870400878637453e-03,2.211719999999999970e+02,9.380345417425370314e-03,2.275010000000000048e+02
9.555189456342667170e-03,2.211719999999999970e+02,9.821773437068916437e-03,2.275269999999999868e+02
