width_LLS_A,Weights,error_LLS_A
6.119154823404829635e+00,9.996777167037890210e-01,-2.308451765951700096e-01
6.090828123987120257e+00,9.958277097798590161e-01,-2.591718760128793875e-01
6.019404111687880032e+00,9.990389755609949685e-01,-3.305958883121196124e-01
6.055384280588479662e+00,9.995885293980020236e-01,-2.946157194115199829e-01
6.215887004514209835e+00,9.973115573973380110e-01,-1.341129954857898099e-01
6.194237303192130284e+00,9.999711819205270302e-01,-1.557626968078693608e-01
6.219495863641360422e+00,9.951852154093360214e-01,-1.305041363586392222e-01
6.076489931695680191e+00,9.922699294649279800e-01,-2.735100683043194536e-01
6.009833907441270107e+00,9.989514608782800176e-01,-3.401660925587295381e-01
6.100893368092010327e+00,9.991121291192049947e-01,-2.491066319079893177e-01
6.159146799457239752e+00,1.002412357104780050e+00,-1.908532005427598932e-01
6.172650026773520260e+00,9.986970013313389849e-01,-1.773499732264793849e-01
6.149421967334670391e+00,9.990771484009970393e-01,-2.005780326653292533e-01
6.190707153978490140e+00,9.967961747093320168e-01,-1.592928460215095043e-01
6.250554176018280117e+00,1.001354501379819961e+00,-9.944582398171952775e-02
6.251242587012649565e+00,1.001204439851500094e+00,-9.875741298735007945e-02
6.300432688654900026e+00,9.942080300570079743e-01,-4.956731134509961834e-02
6.331301728223399650e+00,9.967118943283960197e-01,-1.869827177659999506e-02
6.256766596362400179e+00,9.974649964859190199e-01,-9.323340363759946570e-02
6.227402150984770124e+00,1.000501754957600076e+00,-1.225978490152295208e-01
6.266133604394360290e+00,1.002322023036009924e+00,-8.386639560563935447e-02
6.266076302154719890e+00,9.966714775022570416e-01,-8.392369784527975440e-02
6.203440819682409568e+00,9.964285095813479876e-01,-1.465591803175900765e-01
6.258895182485489705e+00,1.012524504627990041e+00,-9.110481751450993926e-02
6.168535252353359866e+00,1.010455201608869924e+00,-1.814647476466397791e-01
6.102037484225079744e+00,1.002436298778530022e+00,-2.479625157749199005e-01
6.082399479609890136e+00,9.923685232672050383e-01,-2.676005203901095086e-01
6.107254806294699634e+00,9.954224261605320034e-01,-2.427451937053000108e-01
6.150778611143559615e+00,1.006430279637859915e+00,-1.992213888564400293e-01
6.217483708070020043e+00,1.008423806950000001e+00,-1.325162919299796016e-01
6.256421717603379840e+00,1.002667814750469955e+00,-9.357828239661980518e-02
6.259933500579250243e+00,9.964471683356710408e-01,-9.006649942074940185e-02
