X_mm,Weights,Y_normalised,Weights
-6.102645038999959581e+00,2.656463689999820077e-01,-9.024881087997870255e-01,2.656463689999820077e-01
-5.571352301000000118e+00,2.597516639999939980e-01,-9.802068987999920102e-01,2.597516639999939980e-01
-5.051848973000010012e+00,2.811416150000169978e-01,-1.044427349800060023e+00,2.811416150000169978e-01
-4.489565742999979570e+00,2.965738959999720259e-01,-9.631894358000749889e-01,2.965738959999720259e-01
-3.896417951000029856e+00,3.299974430000099934e-01,-8.611515057998530009e-01,3.299974430000099934e-01
-3.236423065000010091e+00,3.455178640000030055e-01,-8.773498837999510469e-01,3.455178640000030055e-01
-2.545387337000009964e+00,3.481782340000090237e-01,-9.109131238002700082e-01,3.481782340000090237e-01
-1.849030868999989918e+00,3.446579789999850152e-01,-8.972981718000879736e-01,3.446579789999850152e-01
-1.159714911000019999e+00,3.606577770000159999e-01,-8.831649888001890103e-01,3.606577770000159999e-01
-4.383993569999850015e-01,3.961443669999730188e-01,-9.032066357999040118e-01,3.961443669999730188e-01
3.538893769999609806e-01,4.129622110000090163e-01,-9.032057467999550227e-01,4.129622110000090163e-01
1.179813798999979957e+00,4.183649750000210110e-01,-8.783038767998899710e-01,4.183649750000210110e-01
2.016543749000020203e+00,4.309090949999829778e-01,-8.847768157999670313e-01,4.309090949999829778e-01
2.878361938999990155e+00,4.458262850000079824e-01,-9.447331447998980059e-01,4.458262850000079824e-01
3.770014509000000125e+00,4.523304410000150155e-01,-9.658518018000280536e-01,4.523304410000150155e-01
4.674675391000030267e+00,4.587612090000039999e-01,-9.341151147999939841e-01,4.587612090000039999e-01
5.592197809000039932e+00,4.619569339999909929e-01,-8.995877848000189969e-01,4.619569339999909929e-01
6.516111677000020030e+00,5.110076040000079978e-01,-8.717423168001520173e-01,5.110076040000079978e-01
7.538126885000039579e+00,5.502584349999859459e-01,-8.604131858001550226e-01,5.502584349999859459e-01
8.638643755000009250e+00,5.654643680000069894e-01,-8.907299787999819474e-01,5.654643680000069894e-01
9.769572491000019454e+00,5.786332779999989739e-01,-9.273978338001139798e-01,5.786332779999989739e-01
1.092683904699999964e+01,5.969327579999910149e-01,-9.165971577999409980e-01,5.969327579999910149e-01
1.212070456300000032e+01,6.013202240000059540e-01,-8.977149507999230282e-01,6.013202240000059540e-01
1.332334501100000068e+01,6.006474899999929562e-01,-9.272802457998640113e-01,6.006474899999929562e-01
1.452463999100000080e+01,6.284185260000000328e-01,-9.508311877999919837e-01,6.284185260000000328e-01
1.578147704300000065e+01,6.525769970000010467e-01,-9.121295887998710494e-01,6.525769970000010467e-01
1.708663103700000008e+01,6.652244260000199638e-01,-8.776171097998429760e-01,6.652244260000199638e-01
1.841707988900000004e+01,6.790152979999829475e-01,-8.826526537999650479e-01,6.790152979999829475e-01
1.977511048499999902e+01,6.974170880000180039e-01,-8.971101048000490463e-01,6.974170880000180039e-01
2.116994466099999883e+01,7.025084719999910021e-01,-8.895189058001730098e-01,7.025084719999910021e-01
2.257496160499999860e+01,7.236744850000019769e-01,-9.023874998000279701e-01,7.236744850000019769e-01
2.402231057499999878e+01,7.560686589999899843e-01,-9.198718797999559937e-01,7.560686589999899843e-01
2.553444789299999940e+01,7.826118440000030541e-01,-8.966964948000679669e-01,7.826118440000030541e-01
2.709967158099999907e+01,7.931776939999930498e-01,-8.735199627998609939e-01,7.931776939999930498e-01
2.868602696900000026e+01,8.152997870000240344e-01,-8.871455138001069773e-01,8.152997870000240344e-01
3.031662654300010118e+01,8.385900269999719825e-01,-8.862468618002029563e-01,8.385900269999719825e-01
3.199380659699999896e+01,8.465033189999999763e-01,-8.766614088000039828e-01,8.465033189999999763e-01
3.368681323500000246e+01,8.734873610000130073e-01,-8.811329868001389620e-01,8.734873610000130073e-01
3.543378795699999984e+01,8.744731610000150424e-01,-8.835073467999730035e-01,8.744731610000150424e-01
3.718273427900010120e+01,8.919571689999979958e-01,-8.677788938002779506e-01,8.919571689999979958e-01
3.896664861699999705e+01,8.932256069999869874e-01,-8.680407628001209908e-01,8.932256069999869874e-01
4.075309983100000011e+01,9.186740119999999843e-01,-8.951945128000320384e-01,9.186740119999999843e-01
4.259044785500000074e+01,9.363173279999910115e-01,-9.015301147998969755e-01,9.363173279999910115e-01
4.446308251100000319e+01,9.463581770000080162e-01,-9.118856558000909551e-01,9.463581770000080162e-01
4.635579886499999702e+01,9.621738520000060468e-01,-9.231014808002560024e-01,9.621738520000060468e-01
4.828014656900000290e+01,9.596080119999930158e-01,-9.444954728000709565e-01,9.596080119999930158e-01
5.019936259299999648e+01,9.756373290000009968e-01,-9.461783247999729918e-01,9.756373290000009968e-01
5.215063725099999914e+01,9.738534459999820259e-01,-9.479810248002420447e-01,9.738534459999820259e-01
5.409834414299999850e+01,9.908537480000310094e-01,-9.399287057998999551e-01,9.908537480000310094e-01
5.608005163899999701e+01,9.920092099999879842e-01,-9.309191488001430370e-01,9.920092099999879842e-01
5.806407005900000229e+01,9.958017489999949623e-01,-9.097546508002379850e-01,9.958017489999949623e-01
6.005567355699999865e+01,1.001521686000000022e+00,-9.161848228001470140e-01,1.001521686000000022e+00
6.205871692899999914e+01,1.006214417000000028e+00,-9.300031737998319947e-01,1.006214417000000028e+00
6.407114576300000408e+01,1.001523351000020101e+00,-9.503147498000430460e-01,1.001523351000020101e+00
6.607419246500009535e+01,9.977449399999760438e-01,-9.641860208002409616e-01,9.977449399999760438e-01
6.806968234500000392e+01,1.003821236000010053e+00,-9.685008288001599741e-01,1.003821236000010053e+00
7.007732481700000449e+01,9.992283520000170283e-01,-9.751443928002460071e-01,9.992283520000170283e-01
7.207578152100009561e+01,9.973735439999700247e-01,-9.963350987999890496e-01,9.973735439999700247e-01
7.407052860899999303e+01,9.981294650000269719e-01,-1.022728000799900006e+00,9.981294650000269719e-01
7.606678753900000345e+01,9.982857759999890224e-01,-1.022971169799890001e+00,9.982857759999890224e-01
7.806335909099999526e+01,1.000367354999990077e+00,-1.011148699800199946e+00,1.000367354999990077e+00
8.006409380099999851e+01,1.006385209999989927e+00,-1.002072169800239942e+00,1.006385209999989927e+00
8.207686422099999390e+01,9.976997600000100386e-01,-9.932817958000159653e-01,9.976997600000100386e-01
8.407226374100000044e+01,1.003890274000009963e+00,-9.784788848001819694e-01,1.003890274000009963e+00
8.608004428899999994e+01,1.004930941999989891e+00,-9.700052577999259684e-01,1.004930941999989891e+00
8.808990617300000281e+01,1.001209973000019904e+00,-9.804436237999429871e-01,1.001209973000019904e+00
9.009232611900000620e+01,1.000796171999990047e+00,-9.833363748001320293e-01,1.000796171999990047e+00
9.209391846299999429e+01,9.976179259999969906e-01,-9.892777007999880023e-01,9.976179259999969906e-01
9.408915431500000182e+01,9.946771170000020534e-01,-9.715961098000319707e-01,9.946771170000020534e-01
9.607850854900000570e+01,9.965879239999889672e-01,-9.912536787998079690e-01,9.965879239999889672e-01
9.807168439699999851e+01,1.003478582000010055e+00,-1.007674035799940082e+00,1.003478582000010055e+00
1.000786415609999978e+02,1.009411494999979952e+00,-1.002316015799890048e+00,1.009411494999979952e+00
1.020974645510000016e+02,9.921499080000160120e-01,-9.942666877998359576e-01,9.921499080000160120e-01
1.040817643670000052e+02,9.972013500000119768e-01,-1.013122683799879908e+00,9.972013500000119768e-01
1.060761670670000001e+02,9.860489079999790185e-01,-9.984014678000510123e-01,9.860489079999790185e-01
1.080482648830000016e+02,9.921663880000080038e-01,-9.789651897998790098e-01,9.921663880000080038e-01
1.100325976590000039e+02,9.951342320000049479e-01,-9.808483788001469694e-01,9.951342320000049479e-01
1.120228661230000000e+02,1.003693222999989976e+00,-9.814300138001500473e-01,1.003693222999989976e+00
1.140302525689999982e+02,1.009753927000009988e+00,-9.660454267998940248e-01,1.009753927000009988e+00
1.160497604229999951e+02,1.003749089999989907e+00,-9.699906268000120235e-01,1.003749089999989907e+00
1.180572586029999940e+02,1.001637457999980052e+00,-9.916525977999699482e-01,1.001637457999980052e+00
1.200605335190000034e+02,9.955479220000139629e-01,-1.009520868800019899e+00,9.955479220000139629e-01
1.220516293630000035e+02,9.940769730000059701e-01,-1.007050400799929912e+00,9.940769730000059701e-01
1.240397833090000006e+02,1.001592277999989955e+00,-1.005689321800020020e+00,1.001592277999989955e+00
1.260429678649999943e+02,1.007326697000000104e+00,-1.004439873799839900e+00,1.007326697000000104e+00
1.280576212590000011e+02,9.940200860000200089e-01,-9.935422938001180482e-01,9.940200860000200089e-01
1.300456614310000134e+02,9.892399499999839918e-01,-9.901880068002240076e-01,9.892399499999839918e-01
1.320241413310000098e+02,9.862763450000070486e-01,-1.012370516799989906e+00,9.862763450000070486e-01
1.339966940209999962e+02,9.930789320000169562e-01,-1.000903542800100077e+00,9.930789320000169562e-01
1.359828518850000023e+02,1.001651828999980065e+00,-9.996670458001799542e-01,1.001651828999980065e+00
1.379861555429999953e+02,1.003036059999999896e+00,-1.000495477799969946e+00,1.003036059999999896e+00
1.399922276629999942e+02,1.003636447000010090e+00,-9.971806087998229540e-01,1.003636447000010090e+00
1.419995005570000046e+02,1.000353871999990041e+00,-9.798063418000420022e-01,1.000353871999990041e+00
1.440002083009999865e+02,1.000081567000000060e+00,-9.877978747998950038e-01,1.000081567000000060e+00
1.460003714350000052e+02,1.005758210999990077e+00,-1.003798070800000053e+00,1.005758210999990077e+00
1.480118878570000049e+02,9.990274370000380433e-01,-1.008128702800149989e+00,9.990274370000380433e-01
1.500099427309999953e+02,9.964863009999900267e-01,-9.871998667999829502e-01,9.964863009999900267e-01
1.520029153330000042e+02,9.924641949999819523e-01,-9.825234087999209498e-01,9.924641949999819523e-01
1.539878437229999975e+02,9.995389759999819823e-01,-9.773010468001079865e-01,9.995389759999819823e-01
1.559869216749999907e+02,9.925800780000320067e-01,-9.742969707999690199e-01,9.925800780000320067e-01
1.579720818309999970e+02,9.958724309999810176e-01,-9.731280568000499898e-01,9.958724309999810176e-01
1.599638266929999872e+02,9.933235150000290226e-01,-9.995790597999130167e-01,9.933235150000290226e-01
1.619504737229999876e+02,1.002837121999990089e+00,-9.893602278000059869e-01,1.002837121999990089e+00
1.639561479669999926e+02,1.004176152000000100e+00,-9.790744228002670191e-01,1.004176152000000100e+00
1.659645002709999915e+02,1.009865814000010076e+00,-9.806126998002470119e-01,1.009865814000010076e+00
1.679842318990000081e+02,1.009795908999989944e+00,-9.884843397998109849e-01,1.009795908999989944e+00
1.700038237169999888e+02,9.983996609999929994e-01,-9.763598447999299879e-01,9.983996609999929994e-01
1.720006230390000042e+02,1.003460881000020066e+00,-9.685273188001130018e-01,1.003460881000020066e+00
1.740075448009999945e+02,1.000794173999989933e+00,-9.801032977998720419e-01,1.000794173999989933e+00
1.760091331490000073e+02,1.013488822999990102e+00,-9.859811198002149668e-01,1.013488822999990102e+00
1.780361107950000132e+02,9.946774709999739450e-01,-9.804179837998959757e-01,9.946774709999739450e-01
1.800254657369999904e+02,9.952622660000119970e-01,-9.650010347998260185e-01,9.952622660000119970e-01
1.820159902690000138e+02,9.997274490000049862e-01,-9.525257187999609521e-01,9.997274490000049862e-01
1.840154451669999958e+02,1.005687729999990010e+00,-9.385707957998480344e-01,1.005687729999990010e+00
1.860268206270000064e+02,1.005716229000019890e+00,-9.579727547998969639e-01,1.005716229000019890e+00
1.880382530850000080e+02,1.004561897999989961e+00,-9.783730818000999641e-01,1.004561897999989961e+00
1.900473768809999910e+02,1.006544518000010102e+00,-9.758785278001480545e-01,1.006544518000010102e+00
1.920604659169999877e+02,9.912400490000119468e-01,-9.551177708002289712e-01,9.912400490000119468e-01
1.940429460150000125e+02,1.003646911999980018e+00,-9.420930228001229700e-01,1.003646911999980018e+00
1.960502398389999996e+02,9.928509400000109508e-01,-9.426405387999069463e-01,9.928509400000109508e-01
1.980359417189999931e+02,1.003505415999980110e+00,-9.334170978001740115e-01,1.003505415999980110e+00
2.000429525510000133e+02,1.000153713000019984e+00,-9.290045257998540418e-01,1.000153713000019984e+00
2.020432599769999911e+02,1.009496325999990063e+00,-9.299863148000899749e-01,1.009496325999990063e+00
2.040622526289999996e+02,1.003006340000009988e+00,-9.249109228002230232e-01,1.003006340000009988e+00
2.060682653089999974e+02,9.929942120000130323e-01,-9.205588777998909844e-01,9.929942120000130323e-01
2.080542537329999959e+02,9.998411119999840446e-01,-9.163519727998159503e-01,9.998411119999840446e-01
2.100539359569999931e+02,1.000709564999969992e+00,-9.063799378000969575e-01,1.000709564999969992e+00
2.120553550870000095e+02,1.007868400000019982e+00,-9.092908797998400239e-01,1.007868400000019982e+00
2.140710918869999944e+02,9.883588120000299515e-01,-9.173693477998769996e-01,9.883588120000299515e-01
2.160478095109999970e+02,9.996409529999680244e-01,-9.086765378001470106e-01,9.996409529999680244e-01
2.180470914169999901e+02,9.878872360000060526e-01,-8.916947587999000113e-01,9.878872360000060526e-01
2.200228658890000020e+02,1.000992778999989952e+00,-8.840290917999029663e-01,1.000992778999989952e+00
2.220248514470000032e+02,1.004033657000009905e+00,-8.968672657998699727e-01,1.004033657000009905e+00
2.240329187609999906e+02,9.989283460000140114e-01,-8.934137028001889469e-01,9.989283460000140114e-01
2.260307754529999897e+02,9.988556450000060094e-01,-8.865542978001880181e-01,9.988556450000060094e-01
2.280284867430000020e+02,9.934089009999810260e-01,-8.946956597999929928e-01,9.934089009999810260e-01
2.300153045449999922e+02,1.010796170000010097e+00,-8.874684038002560449e-01,1.010796170000010097e+00
2.320368968850000044e+02,1.003849069000009919e+00,-8.752898867998339938e-01,1.003849069000009919e+00
2.340445950229999994e+02,1.002721439999969988e+00,-8.829106508001419718e-01,1.002721439999969988e+00
2.360500379030000033e+02,9.971315349999939626e-01,-9.036635557998810020e-01,9.971315349999939626e-01
2.380443009729999915e+02,9.994269780000309966e-01,-9.040348347999439538e-01,9.994269780000309966e-01
2.400431549289999964e+02,1.000737508999999914e+00,-8.971007907998970188e-01,1.000737508999999914e+00
2.420446299470000042e+02,1.006528593000000082e+00,-9.009924607998409662e-01,1.006528593000000082e+00
2.440576871330000017e+02,1.000952483000010051e+00,-8.972221508001609891e-01,1.000952483000010051e+00
2.460595920990000138e+02,9.907821569999980538e-01,-8.910978377999190236e-01,9.907821569999980538e-01
2.480411564130000102e+02,9.952749509999989641e-01,-8.971243278000430310e-01,9.952749509999989641e-01
2.500317063150000081e+02,1.002677813999979906e+00,-9.026413548001810394e-01,1.002677813999979906e+00
2.520370619429999977e+02,1.002234958999989933e+00,-9.043259328001620467e-01,1.002234958999989933e+00
2.540415318610000099e+02,9.956033659999969920e-01,-9.080430778001019609e-01,9.956033659999969920e-01
2.560327385929999764e+02,9.891019160000099619e-01,-9.075199537999479871e-01,9.891019160000099619e-01
2.580109424249999961e+02,9.940498060000210190e-01,-8.897666418001789479e-01,9.940498060000210190e-01
2.599990420369999811e+02,1.006286119000010082e+00,-8.874495308000690530e-01,1.006286119000010082e+00
2.620116142749999995e+02,1.008867439999959981e+00,-8.927285877999789898e-01,1.008867439999959981e+00
2.640293491549999771e+02,1.006143291000030082e+00,-9.007142257999869450e-01,1.006143291000030082e+00
2.660416357369999787e+02,1.005059641999960007e+00,-9.009908588002130125e-01,1.005059641999960007e+00
2.680517550210000195e+02,9.964880770000089649e-01,-8.983934417998969968e-01,9.964880770000089649e-01
2.700447311749999812e+02,9.999106840000140384e-01,-8.937734318002410472e-01,9.999106840000140384e-01
2.720445525430000089e+02,9.979863040000229724e-01,-9.037869478000569723e-01,9.979863040000229724e-01
2.740405251509999971e+02,9.976299449999429525e-01,-8.990171087999390132e-01,9.976299449999429525e-01
2.760357850409999969e+02,9.930524310000240495e-01,-8.993066927999959770e-01,9.930524310000240495e-01
2.780218899029999875e+02,1.001523795000029970e+00,-8.971353317998590482e-01,1.001523795000029970e+00
2.800249374929999817e+02,1.003321382999990075e+00,-9.110207148000309951e-01,1.003321382999990075e+00
2.820315802590000089e+02,9.917101610000149670e-01,-9.177001098001370538e-01,9.917101610000149670e-01
2.840150005809999811e+02,9.925525779999869735e-01,-9.386874568001249974e-01,9.925525779999869735e-01
2.860001057370000126e+02,9.936787640000379618e-01,-9.365519268000069841e-01,9.936787640000379618e-01
2.879874632649999739e+02,9.961170349999689533e-01,-9.212383917999890093e-01,9.961170349999689533e-01
2.899796973350000258e+02,1.008881589000000023e+00,-9.036219577999700103e-01,1.008881589000000023e+00
2.919974605130000214e+02,9.996978399999819631e-01,-8.945607008002129934e-01,9.996978399999819631e-01
2.939968561929999851e+02,9.971139450000240378e-01,-8.795721297999250510e-01,9.971139450000240378e-01
2.959910840829999756e+02,9.957751370000379465e-01,-8.968809358001980092e-01,9.957751370000379465e-01
2.979826343569999949e+02,9.972858269999560488e-01,-9.023727157998849835e-01,9.972858269999560488e-01
2.999772060110000211e+02,1.008669722999999907e+00,-9.256999538000909578e-01,1.008669722999999907e+00
