time,leftedge,rightedge,gap,x,y_LE,y_RE
3.918000000000000149e+00,3.609999999999999876e+00,9.576999999999999957e+00,5.966999999999999638e+00,2.101029601029601179e-01,1.250000000000000000e+02,1.279230000000000018e+02
3.927000000000000046e+00,3.611000000000000210e+00,9.539999999999999147e+00,5.929000000000000270e+00,2.105855855855855996e-01,1.250000000000000000e+02,1.279600000000000080e+02
3.939999999999999947e+00,3.599000000000000199e+00,9.528999999999999915e+00,5.929999999999999716e+00,2.112827112827112830e-01,1.250000000000000000e+02,1.279710000000000036e+02
3.947999999999999954e+00,3.624000000000000110e+00,9.553000000000000824e+00,5.929000000000000270e+00,2.117117117117117142e-01,1.250000000000000000e+02,1.279470000000000027e+02
3.956999999999999851e+00,3.624000000000000110e+00,9.528999999999999915e+00,5.905000000000000249e+00,2.121943371943371959e-01,1.250000000000000000e+02,1.279710000000000036e+02
3.970000000000000195e+00,3.636000000000000121e+00,9.538999999999999702e+00,5.902999999999999581e+00,2.128914628914629070e-01,1.250000000000000000e+02,1.279609999999999985e+02
3.979000000000000092e+00,3.688000000000000167e+00,9.554000000000000270e+00,5.865999999999999659e+00,2.133740883740883887e-01,1.250000000000000000e+02,1.279459999999999980e+02
3.991999999999999993e+00,3.673999999999999932e+00,9.529999999999999361e+00,5.855999999999999872e+00,2.140712140712140721e-01,1.250000000000000000e+02,1.279699999999999989e+02
4.000000000000000000e+00,3.698999999999999844e+00,9.541000000000000369e+00,5.841999999999999638e+00,2.145002145002145033e-01,1.250000000000000000e+02,1.279590000000000032e+02
4.009000000000000341e+00,3.710999999999999854e+00,9.541000000000000369e+00,5.830000000000000071e+00,2.149828399828400127e-01,1.250000000000000000e+02,1.279590000000000032e+02
4.022000000000000242e+00,3.724000000000000199e+00,9.528000000000000469e+00,5.804000000000000270e+00,2.156799656799656961e-01,1.250000000000000000e+02,1.279719999999999942e+02
4.030000000000000249e+00,3.685999999999999943e+00,9.500999999999999446e+00,5.815000000000000391e+00,2.161089661089661274e-01,1.250000000000000000e+02,1.279989999999999952e+02
4.043999999999999595e+00,3.673999999999999932e+00,9.464000000000000412e+00,5.790000000000000036e+00,2.168597168597168334e-01,1.250000000000000000e+02,1.280360000000000014e+02
4.052999999999999936e+00,3.700000000000000178e+00,9.500000000000000000e+00,5.799999999999999822e+00,2.173423423423423428e-01,1.250000000000000000e+02,1.280000000000000000e+02
4.065000000000000391e+00,3.673999999999999932e+00,9.477000000000000313e+00,5.802999999999999936e+00,2.179858429858430036e-01,1.250000000000000000e+02,1.280229999999999961e+02
4.073999999999999844e+00,3.660000000000000142e+00,9.464999999999999858e+00,5.804999999999999716e+00,2.184684684684684575e-01,1.250000000000000000e+02,1.280349999999999966e+02
4.086999999999999744e+00,3.685999999999999943e+00,9.487999999999999545e+00,5.801999999999999602e+00,2.191655941655941686e-01,1.250000000000000000e+02,1.280120000000000005e+02
4.096000000000000085e+00,3.700000000000000178e+00,9.489000000000000767e+00,5.788999999999999702e+00,2.196482196482196503e-01,1.250000000000000000e+02,1.280109999999999957e+02
4.108999999999999986e+00,3.698999999999999844e+00,9.512999999999999901e+00,5.814000000000000057e+00,2.203453453453453614e-01,1.250000000000000000e+02,1.279869999999999948e+02
4.118000000000000327e+00,3.724000000000000199e+00,9.538000000000000256e+00,5.814000000000000057e+00,2.208279708279708431e-01,1.250000000000000000e+02,1.279620000000000033e+02
4.131000000000000227e+00,3.709999999999999964e+00,9.513999999999999346e+00,5.804000000000000270e+00,2.215250965250965542e-01,1.250000000000000000e+02,1.279860000000000042e+02
4.139000000000000234e+00,3.685999999999999943e+00,9.502000000000000668e+00,5.815999999999999837e+00,2.219540969540969577e-01,1.250000000000000000e+02,1.279980000000000047e+02
4.152000000000000135e+00,3.648000000000000131e+00,9.487000000000000099e+00,5.839000000000000412e+00,2.226512226512226689e-01,1.250000000000000000e+02,1.280130000000000052e+02
4.160999999999999588e+00,3.661000000000000032e+00,9.525000000000000355e+00,5.863999999999999879e+00,2.231338481338481228e-01,1.250000000000000000e+02,1.279749999999999943e+02
4.174000000000000377e+00,3.661000000000000032e+00,9.526999999999999247e+00,5.865999999999999659e+00,2.238309738309738617e-01,1.250000000000000000e+02,1.279729999999999990e+02
4.182999999999999829e+00,3.700000000000000178e+00,9.561999999999999389e+00,5.862000000000000099e+00,2.243135993135993156e-01,1.250000000000000000e+02,1.279380000000000024e+02
4.195999999999999730e+00,3.736000000000000210e+00,9.574999999999999289e+00,5.839000000000000412e+00,2.250107250107249990e-01,1.250000000000000000e+02,1.279249999999999972e+02
4.205000000000000071e+00,3.724000000000000199e+00,9.564000000000000057e+00,5.839999999999999858e+00,2.254933504933505084e-01,1.250000000000000000e+02,1.279360000000000070e+02
4.214000000000000412e+00,3.725000000000000089e+00,9.586000000000000298e+00,5.860999999999999766e+00,2.259759759759759901e-01,1.250000000000000000e+02,1.279140000000000015e+02
4.225999999999999979e+00,3.724000000000000199e+00,9.586000000000000298e+00,5.862000000000000099e+00,2.266194766194766230e-01,1.250000000000000000e+02,1.279140000000000015e+02
4.235000000000000320e+00,3.697000000000000064e+00,9.560999999999999943e+00,5.863999999999999879e+00,2.271021021021021324e-01,1.250000000000000000e+02,1.279389999999999930e+02
4.248000000000000220e+00,3.698999999999999844e+00,9.561999999999999389e+00,5.863000000000000433e+00,2.277992277992278158e-01,1.250000000000000000e+02,1.279380000000000024e+02
4.256999999999999673e+00,3.685000000000000053e+00,9.560999999999999943e+00,5.876000000000000334e+00,2.282818532818532697e-01,1.250000000000000000e+02,1.279389999999999930e+02
4.266000000000000014e+00,3.698999999999999844e+00,9.550000000000000711e+00,5.850999999999999979e+00,2.287644787644787792e-01,1.250000000000000000e+02,1.279500000000000028e+02
4.277999999999999581e+00,3.724000000000000199e+00,9.573999999999999844e+00,5.849999999999999645e+00,2.294079794079793844e-01,1.250000000000000000e+02,1.279260000000000019e+02
4.288000000000000256e+00,3.724000000000000199e+00,9.576000000000000512e+00,5.852000000000000313e+00,2.299442299442299720e-01,1.250000000000000000e+02,1.279240000000000066e+02
4.299999999999999822e+00,3.724000000000000199e+00,9.576000000000000512e+00,5.852000000000000313e+00,2.305877305877305772e-01,1.250000000000000000e+02,1.279240000000000066e+02
4.309000000000000163e+00,3.710999999999999854e+00,9.586000000000000298e+00,5.875000000000000000e+00,2.310703560703560866e-01,1.250000000000000000e+02,1.279140000000000015e+02
4.323000000000000398e+00,3.685999999999999943e+00,9.560999999999999943e+00,5.875000000000000000e+00,2.318211068211068482e-01,1.250000000000000000e+02,1.279389999999999930e+02
4.331000000000000405e+00,3.661000000000000032e+00,9.538000000000000256e+00,5.876999999999999780e+00,2.322501072501072794e-01,1.250000000000000000e+02,1.279620000000000033e+02
4.344000000000000306e+00,3.660000000000000142e+00,9.535999999999999588e+00,5.876000000000000334e+00,2.329472329472329628e-01,1.250000000000000000e+02,1.279639999999999986e+02
4.352999999999999758e+00,3.648000000000000131e+00,9.499000000000000554e+00,5.850999999999999979e+00,2.334298584298584167e-01,1.250000000000000000e+02,1.280010000000000048e+02
4.365000000000000213e+00,3.621999999999999886e+00,9.499000000000000554e+00,5.876999999999999780e+00,2.340733590733590774e-01,1.250000000000000000e+02,1.280010000000000048e+02
4.373999999999999666e+00,3.633999999999999897e+00,9.487000000000000099e+00,5.852999999999999758e+00,2.345559845559845313e-01,1.250000000000000000e+02,1.280130000000000052e+02
4.386999999999999567e+00,3.672000000000000153e+00,9.500999999999999446e+00,5.828999999999999737e+00,2.352531102531102425e-01,1.250000000000000000e+02,1.279989999999999952e+02
4.395999999999999908e+00,3.673000000000000043e+00,9.509999999999999787e+00,5.836999999999999744e+00,2.357357357357357242e-01,1.250000000000000000e+02,1.279899999999999949e+02
4.408999999999999808e+00,3.648000000000000131e+00,9.483999999999999986e+00,5.836000000000000298e+00,2.364328614328614353e-01,1.250000000000000000e+02,1.280159999999999911e+02
4.418000000000000149e+00,3.648000000000000131e+00,9.486000000000000654e+00,5.838000000000000078e+00,2.369154869154869170e-01,1.250000000000000000e+02,1.280140000000000100e+02
4.431000000000000050e+00,3.634999999999999787e+00,9.458999999999999631e+00,5.823999999999999844e+00,2.376126126126126281e-01,1.250000000000000000e+02,1.280409999999999968e+02
4.440000000000000391e+00,3.633999999999999897e+00,9.448999999999999844e+00,5.815000000000000391e+00,2.380952380952381098e-01,1.250000000000000000e+02,1.280509999999999877e+02
4.451999999999999957e+00,3.633999999999999897e+00,9.448000000000000398e+00,5.814000000000000057e+00,2.387387387387387427e-01,1.250000000000000000e+02,1.280519999999999925e+02
4.461000000000000298e+00,3.646999999999999797e+00,9.458999999999999631e+00,5.812000000000000277e+00,2.392213642213642522e-01,1.250000000000000000e+02,1.280409999999999968e+02
4.474000000000000199e+00,3.672000000000000153e+00,9.473000000000000753e+00,5.801000000000000156e+00,2.399184899184899356e-01,1.250000000000000000e+02,1.280269999999999868e+02
4.482999999999999652e+00,3.645999999999999908e+00,9.446999999999999176e+00,5.801000000000000156e+00,2.404011154011153895e-01,1.250000000000000000e+02,1.280529999999999973e+02
4.496000000000000441e+00,3.685000000000000053e+00,9.471000000000000085e+00,5.785999999999999588e+00,2.410982410982411284e-01,1.250000000000000000e+02,1.280289999999999964e+02
4.509000000000000341e+00,3.670999999999999819e+00,9.473000000000000753e+00,5.801999999999999602e+00,2.417953667953668118e-01,1.250000000000000000e+02,1.280269999999999868e+02
4.517999999999999794e+00,3.670999999999999819e+00,9.471999999999999531e+00,5.801000000000000156e+00,2.422779922779922657e-01,1.250000000000000000e+02,1.280279999999999916e+02
4.530999999999999694e+00,3.658999999999999808e+00,9.445999999999999730e+00,5.786999999999999922e+00,2.429751179751179491e-01,1.250000000000000000e+02,1.280540000000000020e+02
4.538999999999999702e+00,3.620000000000000107e+00,9.381999999999999673e+00,5.761999999999999567e+00,2.434041184041183803e-01,1.250000000000000000e+02,1.281179999999999950e+02
4.552999999999999936e+00,3.607000000000000206e+00,9.369999999999999218e+00,5.762999999999999901e+00,2.441548691548691419e-01,1.250000000000000000e+02,1.281299999999999955e+02
4.560999999999999943e+00,3.595000000000000195e+00,9.368999999999999773e+00,5.774000000000000021e+00,2.445838695838695731e-01,1.250000000000000000e+02,1.281310000000000002e+02
4.575000000000000178e+00,3.581999999999999851e+00,9.368999999999999773e+00,5.786999999999999922e+00,2.453346203346203347e-01,1.250000000000000000e+02,1.281310000000000002e+02
4.583000000000000185e+00,3.608000000000000096e+00,9.407999999999999474e+00,5.799999999999999822e+00,2.457636207636207659e-01,1.250000000000000000e+02,1.280920000000000130e+02
4.596000000000000085e+00,3.620000000000000107e+00,9.432999999999999829e+00,5.812999999999999723e+00,2.464607464607464771e-01,1.250000000000000000e+02,1.280670000000000073e+02
4.608999999999999986e+00,3.657999999999999918e+00,9.468999999999999417e+00,5.810999999999999943e+00,2.471578721578721605e-01,1.250000000000000000e+02,1.280310000000000059e+02
4.616999999999999993e+00,3.670999999999999819e+00,9.468999999999999417e+00,5.798000000000000043e+00,2.475868725868725917e-01,1.250000000000000000e+02,1.280310000000000059e+02
4.631000000000000227e+00,3.657999999999999918e+00,9.455000000000000071e+00,5.796999999999999709e+00,2.483376233376233533e-01,1.250000000000000000e+02,1.280449999999999875e+02
4.639000000000000234e+00,3.672000000000000153e+00,9.455000000000000071e+00,5.783000000000000362e+00,2.487666237666237845e-01,1.250000000000000000e+02,1.280449999999999875e+02
4.652000000000000135e+00,3.632000000000000117e+00,9.404999999999999361e+00,5.772999999999999687e+00,2.494637494637494679e-01,1.250000000000000000e+02,1.280949999999999989e+02
4.660999999999999588e+00,3.581999999999999851e+00,9.355000000000000426e+00,5.772999999999999687e+00,2.499463749463749218e-01,1.250000000000000000e+02,1.281450000000000102e+02
4.674000000000000377e+00,3.581999999999999851e+00,9.342999999999999972e+00,5.761000000000000121e+00,2.506435006435006607e-01,1.250000000000000000e+02,1.281570000000000107e+02
4.682999999999999829e+00,3.607000000000000206e+00,9.355000000000000426e+00,5.748000000000000220e+00,2.511261261261261146e-01,1.250000000000000000e+02,1.281450000000000102e+02
4.695999999999999730e+00,3.621999999999999886e+00,9.353999999999999204e+00,5.732000000000000206e+00,2.518232518232518258e-01,1.250000000000000000e+02,1.281460000000000150e+02
4.703999999999999737e+00,3.620000000000000107e+00,9.305999999999999162e+00,5.685999999999999943e+00,2.522522522522522292e-01,1.250000000000000000e+02,1.281939999999999884e+02
4.717999999999999972e+00,3.645000000000000018e+00,9.342999999999999972e+00,5.698000000000000398e+00,2.530030030030029908e-01,1.250000000000000000e+02,1.281570000000000107e+02
4.725999999999999979e+00,3.682999999999999829e+00,9.365999999999999659e+00,5.682999999999999829e+00,2.534320034320034498e-01,1.250000000000000000e+02,1.281340000000000146e+02
4.738999999999999879e+00,3.656000000000000139e+00,9.340999999999999304e+00,5.684999999999999609e+00,2.541291291291291055e-01,1.250000000000000000e+02,1.281589999999999918e+02
4.748000000000000220e+00,3.645000000000000018e+00,9.316000000000000725e+00,5.671000000000000263e+00,2.546117546117546149e-01,1.250000000000000000e+02,1.281839999999999975e+02
4.761000000000000121e+00,3.644000000000000128e+00,9.316000000000000725e+00,5.671999999999999709e+00,2.553088803088803260e-01,1.250000000000000000e+02,1.281839999999999975e+02
4.775000000000000355e+00,3.632000000000000117e+00,9.314999999999999503e+00,5.682999999999999829e+00,2.560596310596310876e-01,1.250000000000000000e+02,1.281850000000000023e+02
4.783000000000000362e+00,3.619000000000000217e+00,9.304999999999999716e+00,5.685999999999999943e+00,2.564886314886314911e-01,1.250000000000000000e+02,1.281949999999999932e+02
4.796000000000000263e+00,3.632000000000000117e+00,9.304000000000000270e+00,5.671999999999999709e+00,2.571857571857572022e-01,1.250000000000000000e+02,1.281959999999999980e+02
4.804000000000000270e+00,3.645000000000000018e+00,9.304000000000000270e+00,5.658999999999999808e+00,2.576147576147576057e-01,1.250000000000000000e+02,1.281959999999999980e+02
4.817999999999999616e+00,3.632000000000000117e+00,9.278999999999999915e+00,5.647000000000000242e+00,2.583655083655083673e-01,1.250000000000000000e+02,1.282210000000000036e+02
4.831000000000000405e+00,3.620000000000000107e+00,9.275999999999999801e+00,5.655999999999999694e+00,2.590626340626340784e-01,1.250000000000000000e+02,1.282239999999999895e+02
4.842999999999999972e+00,3.656000000000000139e+00,9.301999999999999602e+00,5.645999999999999908e+00,2.597061347061346837e-01,1.250000000000000000e+02,1.281980000000000075e+02
4.852999999999999758e+00,3.644000000000000128e+00,9.278000000000000469e+00,5.634000000000000341e+00,2.602423852423852435e-01,1.250000000000000000e+02,1.282220000000000084e+02
4.865000000000000213e+00,3.657000000000000028e+00,9.314000000000000057e+00,5.657000000000000028e+00,2.608858858858859042e-01,1.250000000000000000e+02,1.281860000000000070e+02
4.873999999999999666e+00,3.644000000000000128e+00,9.301999999999999602e+00,5.658000000000000362e+00,2.613685113685113581e-01,1.250000000000000000e+02,1.281980000000000075e+02
4.886999999999999567e+00,3.645000000000000018e+00,9.291000000000000369e+00,5.645999999999999908e+00,2.620656370656370693e-01,1.250000000000000000e+02,1.282090000000000032e+02
4.895999999999999908e+00,3.645000000000000018e+00,9.268000000000000682e+00,5.623000000000000220e+00,2.625482625482625232e-01,1.250000000000000000e+02,1.282319999999999993e+02
4.908999999999999808e+00,3.645000000000000018e+00,9.316000000000000725e+00,5.671000000000000263e+00,2.632453882453882343e-01,1.250000000000000000e+02,1.281839999999999975e+02
4.916999999999999815e+00,3.657999999999999918e+00,9.303000000000000824e+00,5.644999999999999574e+00,2.636743886743886933e-01,1.250000000000000000e+02,1.281970000000000027e+02
4.931000000000000050e+00,3.632000000000000117e+00,9.304999999999999716e+00,5.673000000000000043e+00,2.644251394251394549e-01,1.250000000000000000e+02,1.281949999999999932e+02
4.940000000000000391e+00,3.605999999999999872e+00,9.304000000000000270e+00,5.698000000000000398e+00,2.649077649077649088e-01,1.250000000000000000e+02,1.281959999999999980e+02
4.951999999999999957e+00,3.656000000000000139e+00,9.316000000000000725e+00,5.660000000000000142e+00,2.655512655512655695e-01,1.250000000000000000e+02,1.281839999999999975e+02
4.961000000000000298e+00,3.669999999999999929e+00,9.326999999999999957e+00,5.657000000000000028e+00,2.660338910338910789e-01,1.250000000000000000e+02,1.281730000000000018e+02
4.974999999999999645e+00,3.657000000000000028e+00,9.316000000000000725e+00,5.658999999999999808e+00,2.667846417846417850e-01,1.250000000000000000e+02,1.281839999999999975e+02
4.982999999999999652e+00,3.656000000000000139e+00,9.326999999999999957e+00,5.671000000000000263e+00,2.672136422136421885e-01,1.250000000000000000e+02,1.281730000000000018e+02
4.996000000000000441e+00,3.670999999999999819e+00,9.317000000000000171e+00,5.645999999999999908e+00,2.679107679107679552e-01,1.250000000000000000e+02,1.281829999999999927e+02
5.004999999999999893e+00,3.681999999999999940e+00,9.342000000000000526e+00,5.660000000000000142e+00,2.683933933933934091e-01,1.250000000000000000e+02,1.281579999999999870e+02
5.017999999999999794e+00,3.681999999999999940e+00,9.352000000000000313e+00,5.669999999999999929e+00,2.690905190905190647e-01,1.250000000000000000e+02,1.281479999999999961e+02
5.025999999999999801e+00,3.657000000000000028e+00,9.340999999999999304e+00,5.684000000000000163e+00,2.695195195195195237e-01,1.250000000000000000e+02,1.281589999999999918e+02
5.038999999999999702e+00,3.630999999999999783e+00,9.304999999999999716e+00,5.674000000000000377e+00,2.702166452166451793e-01,1.250000000000000000e+02,1.281949999999999932e+02
5.052999999999999936e+00,3.607000000000000206e+00,9.278999999999999915e+00,5.671999999999999709e+00,2.709673959673959409e-01,1.250000000000000000e+02,1.282210000000000036e+02
5.062000000000000277e+00,3.605999999999999872e+00,9.291000000000000369e+00,5.684999999999999609e+00,2.714500214500214503e-01,1.250000000000000000e+02,1.282090000000000032e+02
5.075000000000000178e+00,3.619000000000000217e+00,9.289999999999999147e+00,5.671000000000000263e+00,2.721471471471471615e-01,1.250000000000000000e+02,1.282100000000000080e+02
5.083000000000000185e+00,3.605999999999999872e+00,9.289999999999999147e+00,5.684000000000000163e+00,2.725761475761475650e-01,1.250000000000000000e+02,1.282100000000000080e+02
5.096000000000000085e+00,3.632000000000000117e+00,9.291999999999999815e+00,5.660000000000000142e+00,2.732732732732732761e-01,1.250000000000000000e+02,1.282079999999999984e+02
5.104000000000000092e+00,3.645000000000000018e+00,9.303000000000000824e+00,5.658000000000000362e+00,2.737022737022737351e-01,1.250000000000000000e+02,1.281970000000000027e+02
5.118000000000000327e+00,3.645999999999999908e+00,9.327999999999999403e+00,5.682000000000000384e+00,2.744530244530244967e-01,1.250000000000000000e+02,1.281719999999999970e+02
5.126999999999999780e+00,3.657999999999999918e+00,9.330000000000000071e+00,5.671999999999999709e+00,2.749356499356499506e-01,1.250000000000000000e+02,1.281699999999999875e+02
5.139999999999999680e+00,3.645000000000000018e+00,9.327999999999999403e+00,5.682999999999999829e+00,2.756327756327756062e-01,1.250000000000000000e+02,1.281719999999999970e+02
5.147999999999999687e+00,3.605999999999999872e+00,9.314999999999999503e+00,5.708999999999999631e+00,2.760617760617760652e-01,1.250000000000000000e+02,1.281850000000000023e+02
5.160999999999999588e+00,3.580999999999999961e+00,9.303000000000000824e+00,5.722000000000000419e+00,2.767589017589017208e-01,1.250000000000000000e+02,1.281970000000000027e+02
5.174000000000000377e+00,3.595000000000000195e+00,9.301999999999999602e+00,5.706999999999999851e+00,2.774560274560274875e-01,1.250000000000000000e+02,1.281980000000000075e+02
5.182999999999999829e+00,3.580999999999999961e+00,9.278999999999999915e+00,5.698000000000000398e+00,2.779386529386529414e-01,1.250000000000000000e+02,1.282210000000000036e+02
5.195999999999999730e+00,3.568999999999999950e+00,9.278999999999999915e+00,5.709999999999999964e+00,2.786357786357786526e-01,1.250000000000000000e+02,1.282210000000000036e+02
5.203999999999999737e+00,3.593999999999999861e+00,9.304999999999999716e+00,5.711000000000000298e+00,2.790647790647790560e-01,1.250000000000000000e+02,1.281949999999999932e+02
5.217999999999999972e+00,3.620000000000000107e+00,9.342000000000000526e+00,5.722000000000000419e+00,2.798155298155298176e-01,1.250000000000000000e+02,1.281579999999999870e+02
5.225999999999999979e+00,3.620000000000000107e+00,9.367000000000000881e+00,5.746999999999999886e+00,2.802445302445302211e-01,1.250000000000000000e+02,1.281330000000000098e+02
5.240000000000000213e+00,3.620999999999999996e+00,9.367000000000000881e+00,5.746000000000000441e+00,2.809952809952810382e-01,1.250000000000000000e+02,1.281330000000000098e+02
5.248000000000000220e+00,3.596000000000000085e+00,9.365999999999999659e+00,5.769999999999999574e+00,2.814242814242814417e-01,1.250000000000000000e+02,1.281340000000000146e+02
5.261000000000000121e+00,3.595000000000000195e+00,9.365000000000000213e+00,5.769999999999999574e+00,2.821214071214071528e-01,1.250000000000000000e+02,1.281349999999999909e+02
5.275000000000000355e+00,3.580999999999999961e+00,9.330000000000000071e+00,5.748999999999999666e+00,2.828721578721579144e-01,1.250000000000000000e+02,1.281699999999999875e+02
5.286999999999999922e+00,3.556000000000000050e+00,9.304000000000000270e+00,5.748000000000000220e+00,2.835156585156585196e-01,1.250000000000000000e+02,1.281959999999999980e+02
5.296000000000000263e+00,3.568999999999999950e+00,9.329000000000000625e+00,5.759999999999999787e+00,2.839982839982840290e-01,1.250000000000000000e+02,1.281709999999999923e+02
5.309000000000000163e+00,3.568999999999999950e+00,9.317000000000000171e+00,5.748000000000000220e+00,2.846954096954096847e-01,1.250000000000000000e+02,1.281829999999999927e+02
5.317999999999999616e+00,3.581999999999999851e+00,9.332000000000000739e+00,5.750000000000000000e+00,2.851780351780351386e-01,1.250000000000000000e+02,1.281680000000000064e+02
5.331000000000000405e+00,3.607000000000000206e+00,9.391000000000000014e+00,5.783999999999999808e+00,2.858751608751609052e-01,1.250000000000000000e+02,1.281090000000000089e+02
5.339999999999999858e+00,3.633000000000000007e+00,9.417999999999999261e+00,5.785000000000000142e+00,2.863577863577863591e-01,1.250000000000000000e+02,1.280819999999999936e+02
5.352000000000000313e+00,3.620999999999999996e+00,9.416000000000000369e+00,5.794999999999999929e+00,2.870012870012870199e-01,1.250000000000000000e+02,1.280840000000000032e+02
5.365000000000000213e+00,3.593999999999999861e+00,9.394000000000000128e+00,5.799999999999999822e+00,2.876984126984127310e-01,1.250000000000000000e+02,1.281059999999999945e+02
5.378999999999999559e+00,3.607000000000000206e+00,9.378999999999999559e+00,5.772000000000000242e+00,2.884491634491634371e-01,1.250000000000000000e+02,1.281210000000000093e+02
5.391000000000000014e+00,3.568999999999999950e+00,9.340999999999999304e+00,5.772000000000000242e+00,2.890926640926640978e-01,1.250000000000000000e+02,1.281589999999999918e+02
5.400000000000000355e+00,3.517999999999999794e+00,9.288999999999999702e+00,5.770999999999999908e+00,2.895752895752896072e-01,1.250000000000000000e+02,1.282110000000000127e+02
5.413000000000000256e+00,3.519000000000000128e+00,9.303000000000000824e+00,5.783999999999999808e+00,2.902724152724152629e-01,1.250000000000000000e+02,1.281970000000000027e+02
5.426999999999999602e+00,3.544000000000000039e+00,9.327999999999999403e+00,5.783999999999999808e+00,2.910231660231660245e-01,1.250000000000000000e+02,1.281719999999999970e+02
5.434999999999999609e+00,3.581999999999999851e+00,9.353999999999999204e+00,5.772000000000000242e+00,2.914521664521664279e-01,1.250000000000000000e+02,1.281460000000000150e+02
5.448999999999999844e+00,3.620000000000000107e+00,9.391000000000000014e+00,5.770999999999999908e+00,2.922029172029171895e-01,1.250000000000000000e+02,1.281090000000000089e+02
5.461000000000000298e+00,3.632000000000000117e+00,9.404999999999999361e+00,5.772999999999999687e+00,2.928464178464178502e-01,1.250000000000000000e+02,1.280949999999999989e+02
5.469999999999999751e+00,3.620000000000000107e+00,9.391999999999999460e+00,5.772000000000000242e+00,2.933290433290433041e-01,1.250000000000000000e+02,1.281080000000000041e+02
5.482999999999999652e+00,3.620999999999999996e+00,9.393000000000000682e+00,5.772000000000000242e+00,2.940261690261690153e-01,1.250000000000000000e+02,1.281069999999999993e+02
5.490999999999999659e+00,3.620000000000000107e+00,9.403999999999999915e+00,5.783999999999999808e+00,2.944551694551694188e-01,1.250000000000000000e+02,1.280960000000000036e+02
5.504999999999999893e+00,3.593999999999999861e+00,9.355999999999999872e+00,5.761999999999999567e+00,2.952059202059201803e-01,1.250000000000000000e+02,1.281440000000000055e+02
5.512999999999999901e+00,3.581999999999999851e+00,9.345000000000000639e+00,5.762999999999999901e+00,2.956349206349206393e-01,1.250000000000000000e+02,1.281550000000000011e+02
5.525999999999999801e+00,3.607000000000000206e+00,9.368999999999999773e+00,5.761999999999999567e+00,2.963320463320463505e-01,1.250000000000000000e+02,1.281310000000000002e+02
5.535999999999999588e+00,3.632000000000000117e+00,9.416999999999999815e+00,5.785000000000000142e+00,2.968682968682968548e-01,1.250000000000000000e+02,1.280829999999999984e+02
5.549000000000000377e+00,3.633000000000000007e+00,9.416999999999999815e+00,5.783999999999999808e+00,2.975654225654225660e-01,1.250000000000000000e+02,1.280829999999999984e+02
5.557000000000000384e+00,3.645999999999999908e+00,9.445000000000000284e+00,5.799000000000000377e+00,2.979944229944230250e-01,1.250000000000000000e+02,1.280550000000000068e+02
5.570000000000000284e+00,3.669999999999999929e+00,9.455000000000000071e+00,5.785000000000000142e+00,2.986915486915487361e-01,1.250000000000000000e+02,1.280449999999999875e+02
5.583000000000000185e+00,3.645999999999999908e+00,9.441000000000000725e+00,5.794999999999999929e+00,2.993886743886743917e-01,1.250000000000000000e+02,1.280589999999999975e+02
5.591999999999999638e+00,3.620000000000000107e+00,9.417999999999999261e+00,5.798000000000000043e+00,2.998712998712998457e-01,1.250000000000000000e+02,1.280819999999999936e+02
5.605000000000000426e+00,3.607000000000000206e+00,9.403999999999999915e+00,5.796999999999999709e+00,3.005684255684256123e-01,1.250000000000000000e+02,1.280960000000000036e+02
5.618000000000000327e+00,3.568999999999999950e+00,9.368000000000000327e+00,5.799000000000000377e+00,3.012655512655512680e-01,1.250000000000000000e+02,1.281320000000000050e+02
5.631000000000000227e+00,3.532000000000000028e+00,9.342999999999999972e+00,5.810999999999999943e+00,3.019626769626769791e-01,1.250000000000000000e+02,1.281570000000000107e+02
5.644000000000000128e+00,3.581999999999999851e+00,9.417999999999999261e+00,5.836000000000000298e+00,3.026598026598026903e-01,1.250000000000000000e+02,1.280819999999999936e+02
5.652999999999999581e+00,3.595000000000000195e+00,9.430999999999999162e+00,5.836000000000000298e+00,3.031424281424281442e-01,1.250000000000000000e+02,1.280689999999999884e+02
5.665000000000000036e+00,3.581999999999999851e+00,9.419000000000000483e+00,5.836999999999999744e+00,3.037859287859288049e-01,1.250000000000000000e+02,1.280809999999999889e+02
5.677999999999999936e+00,3.581999999999999851e+00,9.442000000000000171e+00,5.860000000000000320e+00,3.044830544830544605e-01,1.250000000000000000e+02,1.280579999999999927e+02
5.687999999999999723e+00,3.632000000000000117e+00,9.455000000000000071e+00,5.823000000000000398e+00,3.050193050193050204e-01,1.250000000000000000e+02,1.280449999999999875e+02
5.700999999999999623e+00,3.620000000000000107e+00,9.464999999999999858e+00,5.844999999999999751e+00,3.057164307164306760e-01,1.250000000000000000e+02,1.280349999999999966e+02
5.708999999999999631e+00,3.608000000000000096e+00,9.451000000000000512e+00,5.842999999999999972e+00,3.061454311454311350e-01,1.250000000000000000e+02,1.280490000000000066e+02
5.722000000000000419e+00,3.595000000000000195e+00,9.451000000000000512e+00,5.855999999999999872e+00,3.068425568425568462e-01,1.250000000000000000e+02,1.280490000000000066e+02
5.735999999999999766e+00,3.581999999999999851e+00,9.436999999999999389e+00,5.855000000000000426e+00,3.075933075933076077e-01,1.250000000000000000e+02,1.280629999999999882e+02
5.748999999999999666e+00,3.544000000000000039e+00,9.438000000000000611e+00,5.894000000000000128e+00,3.082904332904332634e-01,1.250000000000000000e+02,1.280620000000000118e+02
