TapeCenterLine,Weights
-8.682176999999999811e-01,2.963856112388340014e-01
-8.124605999999999772e-01,2.931069007388309999e-01
-3.982649999999999801e-01,2.898283920056289875e-01
-3.504731999999999847e-01,2.865496815056259861e-01
-2.867507999999999724e-01,2.832711727724239736e-01
-2.389590000000000047e-01,2.799924622724220269e-01
-2.230283999999999878e-01,2.767139535392190153e-01
-2.548895999999999940e-01,2.734352430392170130e-01
-2.947160999999999809e-01,2.770393556986500139e-01
-2.708202000000000109e-01,3.065864675070980039e-01
-2.070977999999999986e-01,3.300072820027479814e-01
-1.752365999999999924e-01,3.312029063404690055e-01
-9.558360000000000467e-02,3.565501206496449749e-01
-9.558360000000000467e-02,3.976891449133649892e-01
-7.168769999999999309e-02,4.098923442345969725e-01
0.000000000000000000e+00,4.263101077834480224e-01
-1.593059999999999962e-02,4.370516733587430092e-01
6.372239999999999849e-02,4.680418267727389781e-01
8.761829999999999619e-02,5.183866534757529676e-01
1.593060000000000032e-01,5.257902575280930524e-01
1.274447999999999970e-01,5.516304774821489953e-01
1.593060000000000032e-01,5.816294259012330103e-01
2.230283999999999878e-01,6.050852493059509785e-01
2.469243000000000132e-01,6.175544170558090462e-01
3.345426000000000233e-01,6.392666839045020311e-01
3.504731999999999847e-01,6.674053459651979603e-01
4.062302999999999886e-01,6.968372353624610049e-01
3.902997000000000272e-01,7.248992113369050472e-01
4.380915000000000226e-01,7.481469284940830411e-01
4.699527000000000010e-01,7.815481309514229480e-01
4.938486000000000264e-01,8.077150851855110503e-01
4.938486000000000264e-01,8.322633877571770089e-01
5.496056999999999748e-01,8.595663638648679550e-01
5.735015999999999448e-01,8.872939175068600415e-01
5.894321999999999617e-01,9.070893491775530171e-01
6.133281000000000427e-01,9.325587188018650275e-01
6.372240000000000126e-01,9.426837405092229893e-01
6.372240000000000126e-01,9.594384837339400285e-01
6.531546000000000296e-01,9.745330253003560150e-01
6.611198999999999826e-01,9.896619090695849552e-01
6.929811000000000165e-01,9.864722964712000497e-01
6.850157999999999525e-01,9.989655704463259456e-01
7.248423000000000505e-01,1.000516010254189903e+00
7.407728999999999564e-01,1.007744866347590085e+00
7.089117000000000335e-01,9.943269526347580101e-01
7.168769999999999865e-01,9.968655112489820391e-01
6.850157999999999525e-01,1.000452612859630053e+00
7.089117000000000335e-01,1.000388663885469986e+00
7.248423000000000505e-01,1.003359640094219962e+00
7.248423000000000505e-01,1.001310152547449928e+00
7.805994000000000543e-01,9.993334323786510209e-01
7.965299999999999603e-01,9.992973810620320307e-01
7.328076000000000034e-01,1.001792230888669977e+00
7.567034999999999734e-01,9.959085490093230186e-01
7.805994000000000543e-01,9.897566360777440009e-01
8.443218000000000112e-01,9.963006079996079567e-01
8.204259000000000412e-01,1.000344953628419908e+00
7.885647000000000073e-01,9.904200508154630267e-01
8.044953000000000243e-01,1.007928560093449999e+00
7.726340999999999903e-01,1.004470744024920092e+00
7.885647000000000073e-01,9.999989697424770396e-01
7.487382000000000204e-01,9.958017222161610338e-01
7.646688000000000374e-01,9.967489294776560316e-01
7.407728999999999564e-01,9.965399056239060416e-01
7.487382000000000204e-01,9.943902543514759884e-01
7.567034999999999734e-01,9.972639844855329949e-01
7.805994000000000543e-01,1.006988909623820039e+00
7.885647000000000073e-01,1.002690517452460073e+00
8.044953000000000243e-01,1.005478397528569934e+00
7.965299999999999603e-01,1.010971178742229970e+00
8.283911999999999942e-01,9.955108965940629995e-01
