x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,1.586779999999999973e+02,0.000000000000000000e+00,1.648930000000000007e+02
4.372540445999125607e-04,1.587160000000000082e+02,4.862499324652870721e-04,1.648909999999999911e+02
8.745080891998251215e-04,1.587160000000000082e+02,9.184720946566535390e-04,1.649019999999999868e+02
1.366418889374726962e-03,1.586769999999999925e+02,1.404722027121940503e-03,1.649269999999999925e+02
1.803672933974639469e-03,1.586519999999999868e+02,1.890971959587227792e-03,1.649259999999999877e+02
2.295583734149540985e-03,1.586129999999999995e+02,2.323194121778593933e-03,1.649019999999999868e+02
2.787494534324442500e-03,1.586390000000000100e+02,2.809444054243881005e-03,1.648890000000000100e+02
3.279405334499344016e-03,1.586519999999999868e+02,3.241666216435247581e-03,1.648789999999999907e+02
3.716659379099256956e-03,1.586649999999999920e+02,3.727916148900535086e-03,1.649050000000000011e+02
4.208570179274158038e-03,1.587290000000000134e+02,4.214166081365822158e-03,1.649300000000000068e+02
4.700480979449059987e-03,1.587669999999999959e+02,4.700416013831108797e-03,1.649430000000000121e+02
5.137735024048972927e-03,1.588170000000000073e+02,5.132638176022475372e-03,1.649819999999999993e+02
5.684302579798863019e-03,1.588180000000000121e+02,5.618888108487762011e-03,1.650320000000000107e+02
6.121556624398775959e-03,1.588060000000000116e+02,6.105138040953049516e-03,1.650680000000000121e+02
6.613467424573677041e-03,1.588170000000000073e+02,6.537360203144415224e-03,1.650829999999999984e+02
7.105378224748579857e-03,1.588170000000000073e+02,7.023610135609702730e-03,1.650929999999999893e+02
7.542632269348492798e-03,1.588050000000000068e+02,7.509860068074991103e-03,1.650920000000000130e+02
8.034543069523393879e-03,1.587800000000000011e+02,7.996110000540276874e-03,1.651030000000000086e+02
8.471797114123305952e-03,1.587789999999999964e+02,8.428332162731644317e-03,1.651270000000000095e+02
8.963707914298207902e-03,1.588300000000000125e+02,8.914582095196930955e-03,1.651270000000000095e+02
9.455618714473108116e-03,1.588549999999999898e+02,9.400832027662217594e-03,1.651140000000000043e+02
9.947529514648010066e-03,1.588290000000000077e+02,9.887081960127504232e-03,1.651159999999999854e+02
1.038478355924792387e-02,1.588420000000000130e+02,1.031930412231887167e-02,1.651159999999999854e+02
1.087669435942282582e-02,1.588810000000000002e+02,1.080555405478415831e-02,1.651279999999999859e+02
1.136860515959772604e-02,1.589060000000000059e+02,1.129180398724944495e-02,1.651179999999999950e+02
1.180585920419763984e-02,1.589180000000000064e+02,1.172402614944081239e-02,1.651179999999999950e+02
1.229777000437254179e-02,1.589319999999999879e+02,1.221027608190609903e-02,1.651340000000000146e+02
1.278968080454744374e-02,1.589449999999999932e+02,1.269652601437138567e-02,1.651819999999999879e+02
1.328159160472234396e-02,1.589830000000000041e+02,1.312874817656275138e-02,1.652090000000000032e+02
1.371884564932225777e-02,1.589960000000000093e+02,1.361499810902803975e-02,1.652210000000000036e+02
1.421075644949715971e-02,1.589950000000000045e+02,1.410124804149332639e-02,1.652350000000000136e+02
1.470266724967206166e-02,1.590329999999999870e+02,1.458749797395861476e-02,1.652940000000000111e+02
1.519457804984696361e-02,1.590320000000000107e+02,1.501972013614998221e-02,1.652930000000000064e+02
1.563183209444687222e-02,1.590190000000000055e+02,1.550597006861526538e-02,1.652669999999999959e+02
1.606908613904678776e-02,1.589929999999999950e+02,1.599222000108055375e-02,1.652170000000000130e+02
1.661565369479667612e-02,1.589689999999999941e+02,1.642444216327192119e-02,1.651800000000000068e+02
1.705290773939659166e-02,1.589569999999999936e+02,1.691069209573720783e-02,1.651930000000000121e+02
1.754481853957149187e-02,1.589819999999999993e+02,1.734291425792857527e-02,1.651920000000000073e+02
1.798207258417140395e-02,1.589950000000000045e+02,1.788319196066778458e-02,1.652069999999999936e+02
1.852864013992129577e-02,1.590329999999999870e+02,1.831541412285914855e-02,1.652090000000000032e+02
1.896589418452120784e-02,1.590709999999999980e+02,1.880166405532443519e-02,1.652470000000000141e+02
1.945780498469610806e-02,1.590970000000000084e+02,1.923388621751579916e-02,1.652609999999999957e+02
1.989505902929602013e-02,1.590960000000000036e+02,1.972013614998108927e-02,1.652609999999999957e+02
2.038696982947092382e-02,1.590840000000000032e+02,2.015235831217245671e-02,1.652620000000000005e+02
2.087888062964582403e-02,1.590960000000000036e+02,2.063860824463774335e-02,1.652740000000000009e+02
