width_LLS_A,Weights,error_LLS_A
6.078594539908539929e+00,9.922468772965959971e-01,-2.714054600914597160e-01
6.200343346004279610e+00,1.001302545059189919e+00,-1.496566539957200348e-01
6.151997339859080149e+00,1.007964302723469929e+00,-1.980026601409194953e-01
6.036552214752910039e+00,1.004645681536280089e+00,-3.134477852470896053e-01
6.038464726924369863e+00,1.004805002806059999e+00,-3.115352730756297817e-01
5.991182376964680145e+00,1.005727741321670088e+00,-3.588176230353194995e-01
6.014196760834449762e+00,1.012528694808340068e+00,-3.358032391655498827e-01
6.052611568810330134e+00,1.008483278138810002e+00,-2.973884311896695110e-01
6.061333512148130431e+00,1.002089284031999927e+00,-2.886664878518692134e-01
6.136414297544569685e+00,1.001031222836129997e+00,-2.135857024554299599e-01
6.130679573707950247e+00,9.983311779744860059e-01,-2.193204262920493974e-01
6.137000527190910049e+00,9.926233393574089847e-01,-2.129994728090895961e-01
6.114229618795439691e+00,9.914330104904010010e-01,-2.357703812045599534e-01
6.178283697702039667e+00,9.987866141645349582e-01,-1.717163022979599774e-01
6.317989864462449923e+00,9.974589402108019476e-01,-3.201013553754972207e-02
6.197889376551300344e+00,9.997485853529279876e-01,-1.521106234486993003e-01
6.148720903053919606e+00,1.002768201534929959e+00,-2.012790969460800383e-01
6.160497590377119970e+00,1.003778592132380076e+00,-1.895024096228796751e-01
6.130733415529659780e+00,1.008284168352469923e+00,-2.192665844703398648e-01
6.041329143652429678e+00,1.005276894225459960e+00,-3.086708563475699663e-01
6.157123449095710299e+00,1.006518111336579979e+00,-1.928765509042893456e-01
6.109244620945860405e+00,1.006275802487470061e+00,-2.407553790541392402e-01
6.161105604554379944e+00,1.003521577108329899e+00,-1.888943954456197005e-01
6.143558742596240130e+00,9.992218316024109592e-01,-2.064412574037595149e-01
6.095573504169630397e+00,1.000033695058679895e+00,-2.544264958303692481e-01
6.035781591166739624e+00,9.971176748582090132e-01,-3.142184088332600211e-01
6.095398539993319709e+00,9.969625575946590157e-01,-2.546014600066799360e-01
6.017903660396149768e+00,9.977140476921689816e-01,-3.320963396038498772e-01
6.185966353179730426e+00,9.928836662675020186e-01,-1.640336468202692188e-01
6.173257420642239701e+00,9.977299568686669451e-01,-1.767425793577599435e-01
6.096908991545530121e+00,9.984470509606360178e-01,-2.530910084544695238e-01
6.076632201399499777e+00,1.002913101958339936e+00,-2.733677986004998672e-01
6.003590044642010071e+00,9.998980909138549533e-01,-3.464099553579895741e-01
6.066561229916120013e+00,1.000793134556829944e+00,-2.834387700838796320e-01
6.133468300222100211e+00,9.986513369734529855e-01,-2.165316997778994335e-01
6.067761397304519910e+00,9.989893983084989770e-01,-2.822386026954797345e-01
6.104910175178890341e+00,9.983552641390189830e-01,-2.450898248211093033e-01
6.103035377061019950e+00,9.994147206968240216e-01,-2.469646229389796943e-01
6.034369196049220285e+00,9.956135156201709746e-01,-3.156308039507793595e-01
6.037762046681899974e+00,1.000272245024419915e+00,-3.122379533180996702e-01
6.107013067513910265e+00,9.995315168869289835e-01,-2.429869324860893798e-01
6.038612853966720095e+00,9.985457242587509885e-01,-3.113871460332795493e-01
6.003900472114030329e+00,9.970829206010880519e-01,-3.460995278859693158e-01
6.057637955444059585e+00,9.981212231106659782e-01,-2.923620445559400594e-01
6.092641017645980206e+00,1.000456736943970082e+00,-2.573589823540194388e-01
6.059048903848189838e+00,1.003977990527880060e+00,-2.909510961518098071e-01
5.951098709466900338e+00,1.005510932928000090e+00,-3.989012905330993064e-01
5.971496559681169991e+00,1.004527338077330079e+00,-3.785034403188296537e-01
5.924160205932309964e+00,9.991799043617479725e-01,-4.258397940676896809e-01
6.100044202809780103e+00,9.952862322906550485e-01,-2.499557971902195419e-01
5.972917487832829941e+00,9.970943505615980085e-01,-3.770825121671697033e-01
6.068241619948270049e+00,9.971931273866779799e-01,-2.817583800517295956e-01
6.042396146140619706e+00,1.001425247165669941e+00,-3.076038538593799387e-01
6.039843709699620256e+00,1.001780625254010015e+00,-3.101562903003793892e-01
6.023320252187080115e+00,9.967327260983329662e-01,-3.266797478129195298e-01
6.039100399257359975e+00,9.980151868889060029e-01,-3.108996007426396702e-01
6.020070603264059628e+00,1.002576154100790040e+00,-3.299293967359400170e-01
5.990744681823350071e+00,1.001078637534789983e+00,-3.592553181766495740e-01
5.970027621379269789e+00,1.001978312081299949e+00,-3.799723786207298559e-01
5.967258976381340396e+00,1.003666668918800076e+00,-3.827410236186592485e-01
5.905705711423649973e+00,1.003910883145959998e+00,-4.442942885763496719e-01
5.843427581182909947e+00,1.000682083465390004e+00,-5.065724188170896980e-01
6.038150292514329998e+00,1.003773345325059907e+00,-3.118497074856696472e-01
