width_LLS_A,Weights,error_LLS_A
6.034369029441729815e+00,9.920164816895920001e-01,-3.156309705582698300e-01
6.023722675873250054e+00,9.901798295237389524e-01,-3.262773241267495905e-01
6.019808496184250401e+00,9.953418921854769730e-01,-3.301915038157492432e-01
5.988112259516389813e+00,1.001075889295190091e+00,-3.618877404836098322e-01
5.973767117558569595e+00,9.966116596971980046e-01,-3.762328824414300499e-01
5.827649641716940110e+00,9.983259111902650362e-01,-5.223503582830595349e-01
6.081477835464410120e+00,9.968826690276769709e-01,-2.685221645355895248e-01
6.090211861680519867e+00,9.981628227792640473e-01,-2.597881383194797777e-01
6.009581513054929935e+00,9.971749241499919814e-01,-3.404184869450697093e-01
6.183483005505560293e+00,1.001806929283999947e+00,-1.665169944944393521e-01
6.124710384140930053e+00,1.002178364599600080e+00,-2.252896158590695919e-01
6.098293349471830105e+00,9.977433071933360376e-01,-2.517066505281695399e-01
6.051547778886430251e+00,1.007945461093370021e+00,-2.984522211135693937e-01
6.051917252182960283e+00,1.003941187612360064e+00,-2.980827478170393618e-01
6.140357899678019926e+00,1.004611524171739934e+00,-2.096421003219797186e-01
6.125679884400439867e+00,9.988636482773519676e-01,-2.243201155995597773e-01
6.080902916979529671e+00,9.978297281991700407e-01,-2.690970830204699737e-01
6.108197248091030040e+00,9.948743742791550382e-01,-2.418027519089696042e-01
6.064195096589579670e+00,9.919332639166650312e-01,-2.858049034104199748e-01
6.177010442371069665e+00,9.982379397648409869e-01,-1.729895576289299797e-01
6.176748976530629598e+00,1.005136284485470100e+00,-1.732510234693700468e-01
6.069802041552110339e+00,1.007884020632469957e+00,-2.801979584478893059e-01
6.225041728990359680e+00,9.957797450677220441e-01,-1.249582710096399651e-01
6.242325222294099696e+00,9.984606745075289558e-01,-1.076747777058999489e-01
6.128038931455059846e+00,9.999779333063010256e-01,-2.219610685449397991e-01
6.118227711787009859e+00,1.000631916743569993e+00,-2.317722882129897854e-01
6.162558410993939972e+00,1.001683377171370015e+00,-1.874415890060596723e-01
6.112802508432720217e+00,9.992305475957330430e-01,-2.371974915672794282e-01
6.201264735118550142e+00,9.976428542215990403e-01,-1.487352648814495026e-01
6.137879616811839689e+00,9.997901563699910232e-01,-2.121203831881599555e-01
6.255889367458969730e+00,1.003054138127069894e+00,-9.411063254102991493e-02
6.252371417558670430e+00,1.017549021158669964e+00,-9.762858244132921470e-02
6.146111195718019893e+00,9.947409842186729634e-01,-2.038888042819797519e-01
6.154381605650160125e+00,1.004600934674650059e+00,-1.956183943498395195e-01
6.182218134888359806e+00,1.008845967791689890e+00,-1.677818651116398385e-01
6.133239819318130337e+00,9.975042021013179605e-01,-2.167601806818693078e-01
6.072420556902399902e+00,1.001171466617859940e+00,-2.775794430975997429e-01
6.201611979266099972e+00,1.005758837444439946e+00,-1.483880207338996726e-01
6.140661666466909807e+00,9.966562020043789882e-01,-2.093383335330898376e-01
6.101045576490790268e+00,9.988079300668939453e-01,-2.489544235092093771e-01
6.074638223089309896e+00,9.989475152408130443e-01,-2.753617769106897484e-01
6.079719907247829624e+00,1.000990361419809904e+00,-2.702800927521700203e-01
6.062241813462989626e+00,9.972598197821670452e-01,-2.877581865370100189e-01
6.046804075342969931e+00,1.001323270254790065e+00,-3.031959246570297140e-01
6.041241260049050155e+00,9.973637175866629789e-01,-3.087587399509494901e-01
6.015628965865380096e+00,9.979450512956500319e-01,-3.343710341346195491e-01
5.998355121261240264e+00,1.000344893293680038e+00,-3.516448787387593811e-01
6.030584415519539832e+00,9.963055629466700536e-01,-3.194155844804598132e-01
6.060391522650739660e+00,9.954159521170780067e-01,-2.896084773492599851e-01
6.058818719418590071e+00,9.994119334448660075e-01,-2.911812805814095739e-01
6.011838677058189973e+00,9.951171119790640507e-01,-3.381613229418096722e-01
6.060983133530799982e+00,9.953358830810620228e-01,-2.890168664691996625e-01
6.125851585304720182e+00,1.000690615128490002e+00,-2.241484146952794632e-01
6.028921216819529860e+00,1.003106419835839924e+00,-3.210787831804697845e-01
6.074393563011960318e+00,9.988183357752169478e-01,-2.756064369880393272e-01
5.901930049620790264e+00,1.001877683963469989e+00,-4.480699503792093807e-01
6.102148240329560380e+00,1.005387555525310006e+00,-2.478517596704392645e-01
6.094900742703689644e+00,1.002441657581609968e+00,-2.550992572963100002e-01
6.116740189346209888e+00,9.989674238731910405e-01,-2.332598106537897564e-01
6.143102225414960316e+00,9.921689381929440499e-01,-2.068977745850393291e-01
6.020700357376719936e+00,9.936287908504120026e-01,-3.292996426232797091e-01
6.023830478984200099e+00,9.994567907913359806e-01,-3.261695210157995461e-01
6.050328549261739575e+00,1.000550366523980106e+00,-2.996714507382600701e-01
6.050874769609479564e+00,9.942308707781729593e-01,-2.991252303905200804e-01
6.082941846451229928e+00,9.963679074112850031e-01,-2.670581535487697167e-01
6.093559237139199780e+00,1.001295588245860069e+00,-2.564407628607998646e-01
6.097377242535779729e+00,1.001620139996729941e+00,-2.526227574642199158e-01
6.107698090631250132e+00,1.002411686925829937e+00,-2.423019093687495129e-01
5.997348159765140352e+00,1.001261258543469923e+00,-3.526518402348592929e-01
6.101204514187140049e+00,9.989916202369939491e-01,-2.487954858128595959e-01
5.983288383904530328e+00,9.989125362730060242e-01,-3.667116160954693171e-01
5.986710060748870355e+00,9.980577834758199707e-01,-3.632899392511292902e-01
5.991022430350260386e+00,9.995298121208689990e-01,-3.589775696497392588e-01
5.946763437665889995e+00,9.931679335589199686e-01,-4.032365623341096494e-01
6.012858459125880017e+00,1.009142993604549954e+00,-3.371415408741196273e-01
6.065577813241540106e+00,9.983252217101710180e-01,-2.844221867584595387e-01
5.959436436432890005e+00,1.002941461003320045e+00,-3.905635635671096395e-01
5.969591793314020123e+00,9.954357791504969688e-01,-3.804082066859795219e-01
5.966280093625320191e+00,1.002037104700530090e+00,-3.837199063746794536e-01
5.994297541222850079e+00,9.942797411529470386e-01,-3.557024587771495661e-01
6.044074738586910023e+00,1.001768884730809939e+00,-3.059252614130896220e-01
6.110805788611600065e+00,9.975919326123640074e-01,-2.391942113883995802e-01
6.107943473673720369e+00,9.966556257325599466e-01,-2.420565263262792755e-01
6.038125513316540349e+00,1.003485914282070013e+00,-3.118744866834592955e-01
5.976287031661570381e+00,1.015483960417590037e+00,-3.737129683384292633e-01
6.024115808027180385e+00,9.973240322281849979e-01,-3.258841919728192593e-01
6.072937674924450135e+00,9.972972997021299912e-01,-2.770623250755495093e-01
5.959895301729299710e+00,9.968644430720090543e-01,-3.901046982706999344e-01
6.019097667961809783e+00,9.986238173659910400e-01,-3.309023320381898614e-01
6.007373925356329636e+00,1.003185566710429910e+00,-3.426260746436700089e-01
5.995092649832690412e+00,1.001225344362649983e+00,-3.549073501673092323e-01
5.955421177911629727e+00,1.005159627503370068e+00,-3.945788220883699182e-01
5.962674041238540390e+00,1.000292317630010031e+00,-3.873259587614592547e-01
5.937941109694739872e+00,9.937461824056860182e-01,-4.120588903052597729e-01
6.062877819224690157e+00,1.006703092445969894e+00,-2.871221807753094879e-01
