center_CAM,Weights,error_CAM
2.070977999999999986e-01,2.823237165770119961e-01,2.070977999999999986e-01
1.513406999999999947e-01,2.779993527019840038e-01,1.513406999999999947e-01
7.965300000000000158e-02,2.736752549416560099e-01,7.965300000000000158e-02
-5.575709999999999694e-02,2.693508910666280176e-01,-5.575709999999999694e-02
-9.558360000000000467e-02,2.650267933063000236e-01,-9.558360000000000467e-02
0.000000000000000000e+00,2.613321940169239799e-01,0.000000000000000000e+00
7.965299999999999811e-03,2.969464876280279997e-01,7.965299999999999811e-03
7.965300000000000158e-02,3.210984770304110003e-01,7.965300000000000158e-02
1.433753999999999862e-01,3.283061342872680144e-01,1.433753999999999862e-01
0.000000000000000000e+00,3.458188193920859743e-01,0.000000000000000000e+00
2.389590000000000117e-02,3.991643608805769960e-01,2.389590000000000117e-02
-3.982650000000000079e-02,4.082539380666129758e-01,-3.982650000000000079e-02
3.982650000000000079e-02,4.302663219987890031e-01,3.982650000000000079e-02
4.779180000000000234e-02,4.382437777522280031e-01,4.779180000000000234e-02
-2.389590000000000117e-02,4.627590448399589995e-01,-2.389590000000000117e-02
3.186119999999999924e-02,5.117240791281120194e-01,3.186119999999999924e-02
-1.593059999999999962e-02,5.350582473411710227e-01,-1.593059999999999962e-02
7.965299999999999811e-03,5.556339264497770492e-01,7.965299999999999811e-03
-7.965299999999999811e-03,5.853149353688590351e-01,-7.965299999999999811e-03
-4.779180000000000234e-02,6.204655385134200118e-01,-4.779180000000000234e-02
-6.372239999999999849e-02,6.546226028818490361e-01,-6.372239999999999849e-02
-5.575709999999999694e-02,6.712798578555839724e-01,-5.575709999999999694e-02
-4.779180000000000234e-02,6.815127389708199868e-01,-4.779180000000000234e-02
-2.389590000000000117e-02,7.147045700346370545e-01,-2.389590000000000117e-02
-3.982650000000000079e-02,7.514472614225959912e-01,-3.982650000000000079e-02
-4.779180000000000234e-02,7.888992045663849595e-01,-4.779180000000000234e-02
-4.779180000000000234e-02,8.171871471820190136e-01,-4.779180000000000234e-02
-8.761829999999999619e-02,8.455196849023249861e-01,-8.761829999999999619e-02
-3.186119999999999924e-02,8.728391346690179686e-01,-3.186119999999999924e-02
-5.575709999999999694e-02,8.906977314389380451e-01,-5.575709999999999694e-02
-4.779180000000000234e-02,9.100986957749820361e-01,-4.779180000000000234e-02
-7.965299999999999811e-03,9.176448957598950518e-01,-7.965299999999999811e-03
0.000000000000000000e+00,9.423355088410999558e-01,0.000000000000000000e+00
7.965299999999999811e-03,9.668291393605710216e-01,7.965299999999999811e-03
0.000000000000000000e+00,9.824397003242549831e-01,0.000000000000000000e+00
-4.779180000000000234e-02,9.863975999009709783e-01,-4.779180000000000234e-02
-2.389590000000000117e-02,1.006918873668110059e+00,-2.389590000000000117e-02
-7.965299999999999811e-03,1.003468832949889977e+00,-7.965299999999999811e-03
1.593059999999999962e-02,1.000672572753710021e+00,1.593059999999999962e-02
4.779180000000000234e-02,9.995878986829269675e-01,4.779180000000000234e-02
7.965300000000000158e-02,1.000811186502579941e+00,7.965300000000000158e-02
1.274447999999999970e-01,9.973658940405449869e-01,1.274447999999999970e-01
1.194795000000000024e-01,9.908460509111299830e-01,1.194795000000000024e-01
1.832019000000000009e-01,1.002599901230170065e+00,1.832019000000000009e-01
1.752365999999999924e-01,1.002808512855489997e+00,1.752365999999999924e-01
1.832019000000000009e-01,1.008127644476850104e+00,1.832019000000000009e-01
1.991324999999999901e-01,9.977212941150239711e-01,1.991324999999999901e-01
1.593060000000000032e-01,1.005514240357449962e+00,1.593060000000000032e-01
1.752365999999999924e-01,1.000878611324560019e+00,1.752365999999999924e-01
1.035488999999999993e-01,9.957477502794089830e-01,1.035488999999999993e-01
6.372239999999999849e-02,9.956588538166519786e-01,6.372239999999999849e-02
7.965300000000000158e-02,1.000788402767530005e+00,7.965300000000000158e-02
9.558360000000000467e-02,9.946819055043529811e-01,9.558360000000000467e-02
7.965300000000000158e-02,9.937661011700069658e-01,7.965300000000000158e-02
-7.965299999999999811e-03,1.005222741176859946e+00,-7.965299999999999811e-03
1.593059999999999962e-02,1.004505748871739934e+00,1.593059999999999962e-02
6.372239999999999849e-02,9.979695713610200469e-01,6.372239999999999849e-02
1.354101000000000055e-01,9.999955294115240312e-01,1.354101000000000055e-01
1.672713000000000116e-01,9.992195394291299992e-01,1.672713000000000116e-01
1.672713000000000116e-01,9.907411922760549494e-01,1.672713000000000116e-01
1.354101000000000055e-01,1.006005845381960029e+00,1.354101000000000055e-01
1.513406999999999947e-01,9.968608601479079789e-01,1.513406999999999947e-01
