Tow Spacing (mm),Average Gap (%),Average Overlap (%),Intersection Spacing (mm),Intersection Gap/Overlap (%)
6.33,1.9887041670515864,2.2710652500847455,6.35084019263326,2.0979267434147313
6.33375,1.8419701811427818,2.0832947495910283,6.35084019263326,2.0979267434147313
6.3375,1.9725187787550087,2.1735147019565058,6.35084019263326,2.0979267434147313
6.3412500000000005,1.9598247806935514,2.107386251278294,6.35084019263326,2.0979267434147313
6.345000000000001,1.9592485818418184,2.0129730386051716,6.35084019263326,2.0979267434147313
6.34875,2.1230294510136165,2.2152131106071558,6.35084019263326,2.0979267434147313
6.3525,2.0779928586929426,2.0047904586597616,6.35084019263326,2.0979267434147313
6.35625,2.100992902655128,1.9894062033936621,6.35084019263326,2.0979267434147313
6.36,2.1477049258911816,1.9906206625954859,6.35084019263326,2.0979267434147313
