x_LE,y_LE,x_RE,y_RE
0.000000000000000000e+00,3.476179999999999950e+02,0.000000000000000000e+00,3.539139999999999873e+02
4.416473445953406334e-04,3.476179999999999950e+02,5.041169551335909077e-04,3.538879999999999768e+02
9.385006072650988731e-04,3.475930000000000177e+02,1.008233910267181815e-03,3.538229999999999791e+02
1.435353869934856896e-03,3.475930000000000177e+02,1.512350865400772940e-03,3.537850000000000250e+02
1.877001214530197746e-03,3.475930000000000177e+02,1.960454825519520727e-03,3.538000000000000114e+02
2.373854477199955661e-03,3.475419999999999732e+02,2.464571780653111201e-03,3.537860000000000014e+02
2.870707739869713792e-03,3.475169999999999959e+02,2.968688735786702542e-03,3.538240000000000123e+02
3.367561002539471923e-03,3.474909999999999854e+02,3.416792695905449678e-03,3.538249999999999886e+02
3.809208347134813207e-03,3.474780000000000086e+02,3.920909651039041453e-03,3.537740000000000009e+02
4.306061609804571338e-03,3.474399999999999977e+02,4.425026606172632361e-03,3.537359999999999900e+02
4.802914872474329036e-03,3.474150000000000205e+02,4.873130566291379064e-03,3.537379999999999995e+02
5.299768135144087601e-03,3.474150000000000205e+02,5.377247521424970839e-03,3.536999999999999886e+02
5.741415479739427584e-03,3.473890000000000100e+02,5.881364476558560879e-03,3.536370000000000005e+02
6.238268742409186149e-03,3.473750000000000000e+02,6.329468436677309316e-03,3.536229999999999905e+02
6.735122005078943846e-03,3.473750000000000000e+02,6.833585391810899357e-03,3.536360000000000241e+02
7.176769349674284697e-03,3.473000000000000114e+02,7.281689351929647794e-03,3.535960000000000036e+02
7.673622612344044129e-03,3.472869999999999777e+02,7.785806307063238701e-03,3.535840000000000032e+02
8.170475875013800959e-03,3.473129999999999882e+02,8.289923262196829609e-03,3.536080000000000041e+02
8.612123219609142677e-03,3.472740000000000009e+02,8.794040217330420517e-03,3.535710000000000264e+02
9.108976482278900375e-03,3.472620000000000005e+02,9.242144177449168954e-03,3.535480000000000018e+02
