TapeCenterLine,Weights
2.389590000000000117e-02,3.867232318419049908e-01
1.354101000000000055e-01,3.532019526916980179e-01
1.911672000000000093e-01,3.196786105665890276e-01
2.469243000000000132e-01,2.861573314163819992e-01
1.752365999999999924e-01,2.690015810170349742e-01
1.991324999999999901e-01,3.061281668548559987e-01
1.513406999999999947e-01,3.232238516696069874e-01
1.194795000000000024e-01,3.253366539357189779e-01
2.070977999999999986e-01,3.521876291533950210e-01
1.752365999999999924e-01,3.947877235460329759e-01
2.389590000000000047e-01,4.035501584852089763e-01
1.911672000000000093e-01,4.295306859513359776e-01
1.911672000000000093e-01,4.399560574973950255e-01
2.230283999999999878e-01,4.708705133520740271e-01
1.274447999999999970e-01,5.075540241876209668e-01
1.672713000000000116e-01,5.296112245470580016e-01
1.433753999999999862e-01,5.446507989576420128e-01
2.389590000000000047e-01,5.846690017390030469e-01
2.070977999999999986e-01,6.136052604109509812e-01
2.389590000000000047e-01,6.417679741335069465e-01
2.389590000000000047e-01,6.601071434968780460e-01
2.070977999999999986e-01,6.835342228940199938e-01
2.150631000000000070e-01,7.203228274178210544e-01
2.230283999999999878e-01,7.516813021968029584e-01
2.230283999999999878e-01,7.677680552305810036e-01
2.230283999999999878e-01,8.081952741256509531e-01
1.752365999999999924e-01,8.305595208726259671e-01
2.070977999999999986e-01,8.582311460928150337e-01
1.832019000000000009e-01,8.971518861238140241e-01
2.230283999999999878e-01,9.126596254192810287e-01
2.628549000000000024e-01,9.315710785538190430e-01
2.070977999999999986e-01,9.511410958716209896e-01
1.911672000000000093e-01,9.629283238068080397e-01
2.309936999999999963e-01,9.732715128665410109e-01
2.230283999999999878e-01,9.847581451222270355e-01
2.787855000000000194e-01,9.954092902358500083e-01
2.708202000000000109e-01,1.002323317803569980e+00
3.504731999999999847e-01,1.011165343179569964e+00
2.230283999999999878e-01,1.007357624827140086e+00
2.469243000000000132e-01,1.003497609806639934e+00
2.070977999999999986e-01,9.889717388331950021e-01
2.787855000000000194e-01,9.942285150587529818e-01
3.106466999999999978e-01,9.983370530972309753e-01
2.708202000000000109e-01,9.990170322314489981e-01
3.026813999999999893e-01,1.002438727134630003e+00
2.469243000000000132e-01,1.015706447895019959e+00
2.548895999999999940e-01,1.006725934819419965e+00
2.548895999999999940e-01,1.005407842158559939e+00
3.026813999999999893e-01,9.973310871823070078e-01
3.345426000000000233e-01,9.969438235774099599e-01
2.708202000000000109e-01,9.953803946310779693e-01
2.708202000000000109e-01,9.996947083574110327e-01
2.787855000000000194e-01,1.002556636781680055e+00
3.186120000000000063e-01,1.002311986765539897e+00
3.345426000000000233e-01,1.001283633756739899e+00
2.787855000000000194e-01,1.001503393712100065e+00
2.787855000000000194e-01,1.002608371135039977e+00
2.787855000000000194e-01,9.945605553478760186e-01
2.787855000000000194e-01,9.973395722333919799e-01
2.628549000000000024e-01,1.003268100561659937e+00
