center_CAM,Weights,error_CAM
3.186120000000000063e-01,2.812295768726180145e-01,3.186120000000000063e-01
5.336750999999999578e-01,2.702261310493019875e-01,5.336750999999999578e-01
4.540220999999999840e-01,2.634989269454550143e-01,4.540220999999999840e-01
5.496056999999999748e-01,2.932240805806680117e-01,5.496056999999999748e-01
5.416404000000000218e-01,3.311120588735890213e-01,5.416404000000000218e-01
5.575710000000000388e-01,3.424772264357019980e-01,5.575710000000000388e-01
5.257098000000000049e-01,3.516274695556440011e-01,5.257098000000000049e-01
5.097791999999999879e-01,4.060364274838639820e-01,5.097791999999999879e-01
5.735015999999999448e-01,4.212095270938009950e-01,5.735015999999999448e-01
5.018139000000000349e-01,4.365104489271010024e-01,5.018139000000000349e-01
4.938486000000000264e-01,4.361329779381180050e-01,4.938486000000000264e-01
3.982649999999999801e-01,4.948347873758029980e-01,3.982649999999999801e-01
3.902997000000000272e-01,5.346580705277309553e-01,3.902997000000000272e-01
4.141955999999999971e-01,5.433001528458529794e-01,4.141955999999999971e-01
4.540220999999999840e-01,5.758926243012849611e-01,4.540220999999999840e-01
3.584384999999999932e-01,6.217583697906140516e-01,3.584384999999999932e-01
3.823344000000000187e-01,6.338250643599709910e-01,3.823344000000000187e-01
3.664038000000000017e-01,6.688731794405069486e-01,3.664038000000000017e-01
3.504731999999999847e-01,6.933321076669519689e-01,3.504731999999999847e-01
2.787855000000000194e-01,6.995902262614860367e-01,2.787855000000000194e-01
3.265773000000000148e-01,7.446610513270669474e-01,3.265773000000000148e-01
2.947160999999999809e-01,7.840334705539310223e-01,2.947160999999999809e-01
3.425078999999999763e-01,8.178046728956700484e-01,3.425078999999999763e-01
3.664038000000000017e-01,8.442859405282989727e-01,3.664038000000000017e-01
3.504731999999999847e-01,8.705278002174540175e-01,3.504731999999999847e-01
3.106466999999999978e-01,8.944641079425960095e-01,3.106466999999999978e-01
2.469243000000000132e-01,9.231922971335549954e-01,2.469243000000000132e-01
2.389590000000000047e-01,9.279608798090780430e-01,2.389590000000000047e-01
1.354101000000000055e-01,9.431040207359789873e-01,1.354101000000000055e-01
1.194795000000000024e-01,9.696186266494279948e-01,1.194795000000000024e-01
7.168769999999999309e-02,9.745301775107469977e-01,7.168769999999999309e-02
7.965299999999999811e-03,9.797555162868619716e-01,7.965299999999999811e-03
-1.593059999999999962e-02,1.004563470487050081e+00,-1.593059999999999962e-02
-8.761829999999999619e-02,1.007277010740430079e+00,-8.761829999999999619e-02
-5.575709999999999694e-02,9.974945292445459577e-01,-5.575709999999999694e-02
-7.168769999999999309e-02,1.003808441469250079e+00,-7.168769999999999309e-02
-2.389590000000000117e-02,1.006306058790330082e+00,-2.389590000000000117e-02
