width_LLS_A,Weights,error_LLS_A
6.112812890479720096e+00,9.891659679759939872e-01,-2.371871095202795487e-01
6.125751542410889705e+00,9.942463520033399949e-01,-2.242484575891099396e-01
6.052632683674000091e+00,1.000254505715900022e+00,-2.973673163259995533e-01
6.061624058125789638e+00,1.006694685644270004e+00,-2.883759418742100067e-01
5.921886718523239779e+00,1.007401031702169991e+00,-4.281132814767598660e-01
5.999345397586449913e+00,1.003348865348260066e+00,-3.506546024135497319e-01
6.005409412029489857e+00,1.001109901197849927e+00,-3.445905879705097874e-01
6.036829153651820157e+00,9.956506321738799459e-01,-3.131708463481794880e-01
6.073378574549909814e+00,9.942532907534730180e-01,-2.766214254500898306e-01
6.128044951737959600e+00,9.999203731476600243e-01,-2.219550482620400444e-01
6.067359770411839825e+00,1.004888613188499980e+00,-2.826402295881598192e-01
6.088986731234590444e+00,1.001053517020910055e+00,-2.610132687654092010e-01
6.101291059000960360e+00,9.927331140509439988e-01,-2.487089409990392852e-01
6.148814720192920191e+00,9.875660071091639791e-01,-2.011852798070794535e-01
6.127080466571840134e+00,9.894180064295120536e-01,-2.229195334281595109e-01
6.076567797509549784e+00,9.961551732068379961e-01,-2.734322024904498605e-01
6.085071096662270307e+00,1.002005407738419951e+00,-2.649289033377293379e-01
6.170876177627779846e+00,1.003127879185200078e+00,-1.791238223722197986e-01
6.210102156777409732e+00,1.002491375420830000e+00,-1.398978432225899127e-01
6.161333587733579975e+00,1.000286930354159942e+00,-1.886664122664196697e-01
6.124307709023089963e+00,1.000892948649060088e+00,-2.256922909769096819e-01
6.049855537278809869e+00,1.005492794145250057e+00,-3.001444627211897753e-01
6.209845469243989946e+00,9.994525975577009946e-01,-1.401545307560096987e-01
6.272837760147019992e+00,9.969085530986649957e-01,-7.716223985297965271e-02
6.093562545474529912e+00,9.926752592998160374e-01,-2.564374545254697324e-01
6.273741027305089979e+00,9.990213378568160163e-01,-7.625897269490966579e-02
6.269994353447500224e+00,9.938094833133559458e-01,-8.000564655249942092e-02
6.192273595089809568e+00,9.949533157874950184e-01,-1.577264049101900767e-01
6.144090753501109781e+00,9.942976257313439481e-01,-2.059092464988898641e-01
6.150684796168530255e+00,1.001065054136129895e+00,-1.993152038314693897e-01
6.119156172115499892e+00,1.003788815255330036e+00,-2.308438278844997527e-01
6.143352103499170269e+00,1.007631673388009963e+00,-2.066478965008293756e-01
6.149235628010909949e+00,1.009802659492829990e+00,-2.007643719890896961e-01
6.119276689035840100e+00,1.001810178151459896e+00,-2.307233109641595448e-01
6.107105245853739817e+00,1.001424920901339943e+00,-2.428947541462598281e-01
6.129597625156949725e+00,1.002141572156870053e+00,-2.204023748430499197e-01
6.230042572884149976e+00,1.010828447724559931e+00,-1.199574271158496686e-01
6.211792603661150380e+00,1.000564797130909955e+00,-1.382073963388492643e-01
6.151372900244769681e+00,9.950192446911629851e-01,-1.986270997552299633e-01
6.162802372884880420e+00,9.987470436526399986e-01,-1.871976271151192250e-01
6.139232298760090245e+00,1.005689896873960043e+00,-2.107677012399093996e-01
6.147739115665349807e+00,1.005287125689610095e+00,-2.022608843346498375e-01
6.136477187066319949e+00,1.005094694081329898e+00,-2.135228129336796954e-01
6.245711528188519601e+00,9.979061655474450454e-01,-1.042884718114800435e-01
6.168658942454140259e+00,1.001910364742079951e+00,-1.813410575458593854e-01
6.176032960765780011e+00,9.954740013302699753e-01,-1.739670392342196337e-01
6.139843299564970103e+00,1.003329004698749971e+00,-2.101567004350295420e-01
6.135307282424819597e+00,1.000322527107780024e+00,-2.146927175751800476e-01
6.005861351733829956e+00,1.007904116101330017e+00,-3.441386482661696888e-01
6.114005468252010189e+00,1.001581280448009981e+00,-2.359945317479894555e-01
6.052751515674230198e+00,9.959926977400009873e-01,-2.972484843257694465e-01
6.059292225269519605e+00,1.000131638476909890e+00,-2.907077747304800397e-01
6.105010880655820316e+00,1.005224164978830048e+00,-2.449891193441793291e-01
6.098598610541420051e+00,9.975822948868250384e-01,-2.514013894585795938e-01
6.106778480233329809e+00,9.965229452989520231e-01,-2.432215197666698359e-01
6.145028677154449781e+00,9.911743588543290295e-01,-2.049713228455498637e-01
6.187513842297909683e+00,9.998962819023210491e-01,-1.624861577020899617e-01
6.135654397147200179e+00,1.003465722352200107e+00,-2.143456028527994661e-01
6.097685363813839743e+00,9.989204264377460341e-01,-2.523146361861599019e-01
6.078746911109499607e+00,9.988233276522719972e-01,-2.712530888905000381e-01
6.085504139872940144e+00,9.986517421791230031e-01,-2.644958601270595011e-01
6.013331566635270242e+00,1.009419717721870002e+00,-3.366684333647294025e-01
6.013744480331889797e+00,1.003291757160559960e+00,-3.362555196681098479e-01
6.105579062194969708e+00,1.000536718795810076e+00,-2.444209378050299364e-01
6.120250302767770378e+00,9.987083513114860533e-01,-2.297496972322292663e-01
6.043676672569840314e+00,1.000192240735279903e+00,-3.063233274301593312e-01
6.003758202847209624e+00,1.005253589339329956e+00,-3.462417971527900207e-01
5.942427031153900252e+00,1.002754495881670094e+00,-4.075729688460993927e-01
6.005277396074760077e+00,9.910615019541310078e-01,-3.447226039252395680e-01
5.943905003826070121e+00,9.946887911427989559e-01,-4.060949961739295233e-01
6.136607141531490228e+00,1.002604683877649894e+00,-2.133928584685094165e-01
6.108299057948450184e+00,1.001821589702990067e+00,-2.417009420515494611e-01
