Time,X_mm,TapeWidthAfterCompaction_Rotated,Weights,TapeWidthAfterCompaction
07/26/2023 13:10:54.909,107.183739787374,6.24900800127508,0.999677716703789,6.249
07/26/2023 13:10:54.922,109.772531273729,6.24900800127508,0.995827709779859,6.249
07/26/2023 13:10:54.931,111.558455080506,6.29901555800587,0.999038975560995,6.299
07/26/2023 13:10:54.944,114.150967511534,6.33800007888924,0.999588529398002,6.338
07/26/2023 13:10:54.953,115.974907631801,6.3496098305329,0.997311557397338,6.349
07/26/2023 13:10:54.966,118.560427773105,6.34624707996781,0.999971181920527,6.346
07/26/2023 13:10:54.975,120.341548626736,6.36147820871847,0.995185215409336,6.361
07/26/2023 13:10:54.988,122.919884385773,6.37336277015517,0.992269929464928,6.373
07/26/2023 13:10:54.997,124.699043015753,6.38409594226152,0.99895146087828,6.384
07/26/2023 13:10:55.010,127.288727321081,6.34632271476955,0.999112129119205,6.346
07/26/2023 13:10:55.019,129.081553364145,6.40012499877932,1.00241235710478,6.4
07/26/2023 13:10:55.031,131.478164859295,6.38620364535927,0.998697001331339,6.386
07/26/2023 13:10:55.041,133.402184227897,6.37550194102394,0.999077148400997,6.375
07/26/2023 13:10:55.054,135.979198888451,6.4002031998992,0.996796174709332,6.4
07/26/2023 13:10:55.062,137.566587086912,6.41360374516543,1.00135450137982,6.413
07/26/2023 13:10:55.074,140.164431946916,6.40049998047028,1.0012044398515,6.4
07/26/2023 13:10:55.087,142.755700178724,6.41138214428059,0.994208030057008,6.411
07/26/2023 13:10:55.101,145.532464452894,6.3992363606918,0.996711894328396,6.399
07/26/2023 13:10:55.110,147.321242058703,6.36017366115109,0.997464996485919,6.36
07/26/2023 13:10:55.122,149.706853149338,6.34815248714144,1.0005017549576,6.348
07/26/2023 13:10:55.131,151.502068009698,6.34925586191012,1.00232202303601,6.349
07/26/2023 13:10:55.144,154.095178436241,6.37225493840289,0.996671477502257,6.372
07/26/2023 13:10:55.157,156.67799896953,6.33326558735697,0.996428509581348,6.333
07/26/2023 13:10:55.170,159.262679648423,6.36119650694742,1.01252450462799,6.361
07/26/2023 13:10:55.183,161.885874770489,6.31034515696249,1.01045520160887,6.31
07/26/2023 13:10:55.197,164.704328441113,6.32122219194991,1.00243629877853,6.321
07/26/2023 13:10:55.206,166.503116673842,6.3452650850851,0.992368523267205,6.345
07/26/2023 13:10:55.218,168.874410931392,6.35715927124687,0.995422426160532,6.357
07/26/2023 13:10:55.231,171.457191448587,6.34444331679305,1.00643027963786,6.344
07/26/2023 13:10:55.241,173.464398276753,6.32018994967715,1.00842380695,6.32
07/26/2023 13:10:55.253,175.873604141398,6.3213239910639,1.00266781475047,6.321
07/26/2023 13:10:55.266,178.472344268086,6.32043321300051,0.996447168335671,6.32
07/26/2023 13:10:55.275,180.261987724618,6.35828310159276,0.996072510712739,6.358
07/26/2023 13:10:55.288,182.845406313198,6.38155286744535,0.9962307321252,6.381
07/26/2023 13:10:55.301,185.451367628183,6.38336220184943,1.00073128673439,6.383
07/26/2023 13:10:55.310,187.249480622119,6.39550037135485,0.99911832661488,6.395
07/26/2023 13:10:55.323,189.841578684115,6.38232089447091,1.00797976809199,6.382
07/26/2023 13:10:55.336,192.452678255787,6.32027538956967,0.999159327036673,6.32
07/26/2023 13:10:55.349,195.029152043654,6.35730233668338,0.994952412004958,6.357
07/26/2023 13:10:55.362,197.607698536669,6.31933430038323,0.998344430391976,6.319
07/26/2023 13:10:55.375,200.200070499587,6.38364864321338,1.00310026800593,6.383
07/26/2023 13:10:55.388,202.797103757622,6.3723213980464,1.00227364073435,6.372
07/26/2023 13:10:55.401,205.58972991219,6.35843062398262,0.991927765039122,6.358
07/26/2023 13:10:55.414,208.162820215839,6.33217442905674,0.999456337110305,6.332
07/26/2023 13:10:55.427,210.753687229979,6.29321483822061,1.00197127254186,6.293
07/26/2023 13:10:55.440,213.351150199915,6.29224920040521,1.00064044026807,6.292
07/26/2023 13:10:55.453,215.941867652638,6.29137838633157,0.999361760002272,6.291
07/26/2023 13:10:55.466,218.533687576707,6.26331685291428,1.00315869529233,6.263
07/26/2023 13:10:55.479,221.133259017528,6.27815418733882,1.00385477791314,6.278
07/26/2023 13:10:55.492,223.734199295093,6.27818349524765,1.00402315720533,6.278
07/26/2023 13:10:55.505,226.33748334588,6.35546646596456,1.00226437232,6.355
07/26/2023 13:10:55.518,228.932641301158,6.34223848495151,0.996692866074326,6.342
07/26/2023 13:10:55.531,231.513574098546,6.34218929077334,0.994607285314372,6.342
07/26/2023 13:10:55.544,234.092636988514,6.30527604471049,0.998557073651497,6.305
07/26/2023 13:10:55.557,236.680912785649,6.29019872500067,1.00060516999747,6.29
07/26/2023 13:10:55.571,239.473400992172,6.31727552034894,1.00041557883183,6.317
07/26/2023 13:10:55.584,242.06490442149,6.30430487841443,0.999222853656935,6.304
07/26/2023 13:10:55.597,244.655439289691,6.34133314059433,1.00251116326614,6.341
07/26/2023 13:10:55.610,247.253897411609,6.48248139218309,1.00265466303066,6.482
07/26/2023 13:10:55.623,249.848987925068,6.32930367418091,0.997857336157866,6.329
07/26/2023 13:10:55.636,252.435155828672,6.27924971632758,1.00097102816844,6.279
07/26/2023 13:10:55.649,255.029813286094,6.2031103488492,1.0007256284029,6.203
07/26/2023 13:10:55.662,257.623402635667,6.18820200058143,1.00215137204106,6.188
07/26/2023 13:10:55.675,260.220747788158,6.26247339315705,1.00232570706934,6.262
07/26/2023 13:10:55.687,262.81672397151,6.28652185234411,0.998352421347467,6.286
07/26/2023 13:10:55.700,265.405446857969,6.28624943825808,1.00716719244344,6.286
07/26/2023 13:10:55.714,268.212262964146,6.24946213685626,0.997914376454725,6.249
