Time,X_mm,TapeWidthAfterCompaction_Rotated,Weights,TapeWidthAfterCompaction
07/26/2023 14:13:08.300,101.980466793313,6.2204052118813,0.99664147371197,6.22
07/26/2023 14:13:08.310,103.88018008211,6.22251428282812,0.993498657065735,6.222
07/26/2023 14:13:08.318,105.567215201145,6.22445186341737,0.997542899034516,6.224
07/26/2023 14:13:08.327,107.19720666692,6.23851296384002,0.994637221551242,6.238
07/26/2023 14:13:08.336,109.018231515079,6.25348646756351,0.999529932649273,6.253
07/26/2023 14:13:08.345,110.810595319561,6.2552079102137,1.0036896235432,6.255
07/26/2023 14:13:08.353,112.411363435338,6.28036814207575,1.00425235161824,6.28
07/26/2023 14:13:08.362,114.24482398471,6.3200969138139,1.00421553823668,6.32
07/26/2023 14:13:08.370,115.872660343356,6.31929442263929,1.00175512829208,6.319
07/26/2023 14:13:08.379,117.756393757184,6.31828489386162,0.993632280336802,6.318
07/26/2023 14:13:08.388,119.399328472645,6.30525764739237,0.999756102451995,6.305
07/26/2023 14:13:08.397,121.227021465928,6.28918317430809,1.00396779737182,6.289
07/26/2023 14:13:08.405,122.848428327824,6.27531624701098,1.00213304890114,6.275
07/26/2023 14:13:08.414,124.695364938465,6.27427740859456,0.997933483849184,6.274
07/26/2023 14:13:08.423,126.414558126809,6.27147271380495,0.999526481013406,6.271
07/26/2023 14:13:08.431,128.071666071124,6.28445956308098,1.00505628929,6.284
07/26/2023 14:13:08.439,129.797914136382,6.28309748452147,0.990136087759968,6.283
07/26/2023 14:13:08.449,131.60809010765,6.27219140332946,0.99039749658971,6.272
07/26/2023 14:13:08.458,133.393572651901,6.26030702122508,0.999585094044233,6.26
07/26/2023 14:13:08.466,135.016103963726,6.26239123658048,1.00192067795573,6.262
07/26/2023 14:13:08.475,136.821338232099,6.28933589498923,1.00105636805867,6.289
07/26/2023 14:13:08.483,138.505801732594,6.30229521682379,0.999962552948263,6.302
07/26/2023 14:13:08.492,140.255019656561,6.35528323523035,0.99822984098752,6.355
07/26/2023 14:13:08.501,142.081933015145,6.31416035589848,0.994396577370021,6.314
07/26/2023 14:13:08.509,143.751159303345,6.30221453141671,0.997483860207599,6.302
07/26/2023 14:13:08.519,145.564582039594,6.33921327926423,1.00810502817171,6.339
07/26/2023 14:13:08.527,147.178515799368,6.33818175820164,0.997140989274651,6.338
07/26/2023 14:13:08.536,148.968426519801,6.32426596531171,0.996801388987642,6.324
07/26/2023 14:13:08.544,150.757047830802,6.31024848956045,0.99714344285818,6.31
07/26/2023 14:13:08.553,152.545498999196,6.29821466766575,0.995923956003354,6.298
07/26/2023 14:13:08.561,154.132643171108,6.29930512040812,0.999525978590487,6.299
07/26/2023 14:13:08.570,155.924726069063,6.299153673312,1.00511658411646,6.299
07/26/2023 14:13:08.579,157.728370996843,6.27416137822418,1.00920097558361,6.274
07/26/2023 14:13:08.587,159.336611911895,6.2742410696434,1.00042038246341,6.274
07/26/2023 14:13:08.596,161.131664804637,6.31315333252726,0.997038613573392,6.313
07/26/2023 14:13:08.605,162.921441166039,6.30110283997968,0.993597731917432,6.301
07/26/2023 14:13:08.614,164.703609697918,6.30132501939076,0.992756401354931,6.301
07/26/2023 14:13:08.622,166.285866634191,6.27436849411955,0.99437659423333,6.274
07/26/2023 14:13:08.631,168.06969275759,6.27115435944611,0.996969023033626,6.271
07/26/2023 14:13:08.640,169.856068804125,6.25909234633904,1.00681635903686,6.259
07/26/2023 14:13:08.649,171.663671848593,6.22824285011431,0.996594521982853,6.228
07/26/2023 14:13:08.657,173.253205944471,6.25410361282894,0.994938241388354,6.254
07/26/2023 14:13:08.666,175.038006745326,6.31819784432238,0.994360275265739,6.318
07/26/2023 14:13:08.675,176.821909071301,6.33044429720379,0.997805855955801,6.33
07/26/2023 14:13:08.683,178.450085696265,6.29227661502576,1.00572187988012,6.292
07/26/2023 14:13:08.692,180.304515343421,6.2814477630559,1.0118208686208,6.281
07/26/2023 14:13:08.701,181.97630181782,6.27022399918854,1.00524929514159,6.27
07/26/2023 14:13:08.710,183.869725427483,6.24523346240955,1.00009421612602,6.245
07/26/2023 14:13:08.722,186.333235646551,6.26019967732659,0.995981990169651,6.26
07/26/2023 14:13:08.732,188.13804072134,6.24540358984109,1.00442916728373,6.245
07/26/2023 14:13:08.740,189.941654606628,6.24545034405046,0.997310390316817,6.245
07/26/2023 14:13:08.749,191.730612299136,6.21924320154792,0.997399862370156,6.219
07/26/2023 14:13:08.761,194.1158491744,6.217252206562,0.995564061357163,6.217
07/26/2023 14:13:08.770,195.90270614408,6.22534986968604,0.992733852046813,6.225
07/26/2023 14:13:08.780,197.881947094585,6.22615547509055,1.0044580797048,6.226
07/26/2023 14:13:08.792,200.284807676651,6.20907247501589,1.00671336537733,6.209
07/26/2023 14:13:08.801,202.090469104413,6.21037229157802,1.00747831929499,6.21
07/26/2023 14:13:08.810,203.897918377102,6.26149838297512,1.00266139785367,6.261
07/26/2023 14:13:08.822,206.298309147063,6.27428689175113,1.00522356818267,6.274
07/26/2023 14:13:08.831,208.10170150101,6.26332699130422,1.00511780914166,6.263
07/26/2023 14:13:08.840,209.904885388765,6.27652268377961,1.00545120351465,6.276
07/26/2023 14:13:08.849,211.707441570945,6.27515426105207,1.01019614895347,6.275
07/26/2023 14:13:08.862,214.325212265226,6.2782963453472,1.00552344719955,6.278
07/26/2023 14:13:08.870,215.933204030717,6.26444897816241,0.995495732659311,6.264
07/26/2023 14:13:08.880,217.917536311071,6.28847143588965,1.00853698287618,6.288
07/26/2023 14:13:08.892,220.325882062487,6.31431429372976,0.999455452858592,6.314
07/26/2023 14:13:08.901,222.120477977952,6.28840083009981,0.995937518031338,6.288
07/26/2023 14:13:08.910,223.906087593669,6.2366208799317,0.997722989037123,6.236
07/26/2023 14:13:08.923,226.496594283265,6.19731014231174,1.00341010601867,6.197
07/26/2023 14:13:08.936,229.094982984942,6.20923481598176,1.00071359387274,6.209
07/26/2023 14:13:08.945,230.889451785188,6.23316243972512,0.996422820846831,6.233
07/26/2023 14:13:08.954,232.679019329269,6.260563552908,0.995304895752463,6.26
07/26/2023 14:13:08.966,235.059826792618,6.26918375867226,0.99543500768313,6.269
07/26/2023 14:13:08.975,236.857004586989,6.26818378798835,1.00128666088897,6.268
07/26/2023 14:13:08.988,239.458633952419,6.37029206551788,0.998756219013258,6.37
07/26/2023 14:13:08.997,241.238279344878,6.33048055047956,1.00090634315908,6.33
07/26/2023 14:13:09.010,243.832717408012,6.22851378741349,0.995364159783456,6.228
07/26/2023 14:13:09.019,245.618345911528,6.22716259623916,0.99857504663145,6.227
07/26/2023 14:13:09.032,248.206208660206,6.227200735483,0.999494018191686,6.227
07/26/2023 14:13:09.040,249.999541427403,6.16434270624208,0.999657435531641,6.164
07/26/2023 14:13:09.053,252.585346600867,6.15226405480129,0.99866288614001,6.152
07/26/2023 14:13:09.066,255.034064453002,6.16404672273013,0.99992442183907,6.164
07/26/2023 14:13:09.075,256.8288740158,6.11620437853412,1.002118552919,6.116
07/26/2023 14:13:09.088,259.429810909515,6.12722922698343,1.00032345710775,6.127
07/26/2023 14:13:09.097,261.224540870347,6.14142206659012,1.00079812025467,6.141
07/26/2023 14:13:09.110,263.818524406649,6.17847982921366,0.999621555535694,6.178
07/26/2023 14:13:09.119,265.611851906015,6.21632946359827,0.998711828899745,6.216
07/26/2023 14:13:09.131,268.198596987947,6.21611011807223,0.996097646344662,6.216
07/26/2023 14:13:09.140,269.98683788632,6.22951370493717,0.996993111440019,6.229
07/26/2023 14:13:09.153,272.56989652713,6.26830662938564,0.999792067413977,6.268
07/26/2023 14:13:09.162,274.362079832333,6.2531478472846,1.00285606853334,6.253
07/26/2023 14:13:09.174,276.7628196922,6.20523496734813,1.00120177474401,6.205
07/26/2023 14:13:09.184,278.758643401362,6.1543647113248,0.994447254217172,6.154
