Id,TimeStamp,X_mm_,Y_mm_,Z_mm_,Y_normalised
1,26.07.2023 13:23:34.990,-78.690298781,224.4358783622,23.9447281622,-0.564121637800241
2,26.07.2023 13:23:35.000,-78.690299225,224.4358854182,23.9467281502,-0.564114581800226
3,26.07.2023 13:23:35.010,-78.690299003,224.4358818902,23.9457281562,-0.564118109800233
4,26.07.2023 13:23:35.020,-78.6893008509999,224.4359424172,23.9467281712,-0.564057582800217
5,26.07.2023 13:23:35.030,-78.690299003,224.4358818902,23.9457281562,-0.564118109800233
6,26.07.2023 13:23:35.040,-78.6893006289999,224.4359388892,23.9457281772,-0.564061110800225
7,26.07.2023 13:23:35.050,-78.690241783,224.4348799942,23.9447316972,-0.565120005799997
8,26.07.2023 13:23:35.060,-78.690242005,224.4348835222,23.9457316912,-0.56511647779999
9,26.07.2023 13:23:35.070,-78.690241783,224.4348799942,23.9447316972,-0.565120005799997
10,26.07.2023 13:23:35.080,-78.690298781,224.4358783622,23.9447281622,-0.564121637800241
11,26.07.2023 13:23:35.090,-78.6893574049999,224.4369337292,23.9447246482,-0.563066270800022
12,26.07.2023 13:23:35.100,-78.690356223,224.4368837862,23.9467246152,-0.563116213800015
13,26.07.2023 13:23:35.110,-78.6893578489999,224.4369407852,23.9467246362,-0.563059214800006
14,26.07.2023 13:23:35.120,-78.6893576269999,224.4369372572,23.9457246422,-0.563062742800014
15,26.07.2023 13:23:35.130,-78.690299003,224.4358818902,23.9457281562,-0.564118109800233
16,26.07.2023 13:23:35.140,-78.691297599,224.4358284192,23.9467281292,-0.564171580800235
17,26.07.2023 13:23:35.150,-78.690299003,224.4358818902,23.9457281562,-0.564118109800233
18,26.07.2023 13:23:35.160,-78.691297377,224.4358248912,23.9457281352,-0.564175108800242
19,26.07.2023 13:23:35.170,-78.692295973,224.4357714202,23.9467281082,-0.564228579800243
20,26.07.2023 13:23:35.180,-78.692295973,224.4357714202,23.9467281082,-0.564228579800243
21,26.07.2023 13:23:35.190,-78.692295751,224.4357678922,23.9457281142,-0.564232107800251
