Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1
2023-07-26 14:16:53.221,4065064,4065515,15.1980338134766,15.2020338541667,17.163938680013,17.1679387613932,-4.924,1.169,6.093,6.06311736111588
2023-07-26 14:16:53.229,4065066,4065517,15.2067298583984,15.2107299397786,17.172634765625,17.1766348063151,-4.886,1.116,6.002,5.98276193267465
2023-07-26 14:16:53.238,4065068,4065519,15.2154259440104,15.2194259847005,17.1813308105469,17.185330851237,-4.924,1.127,6.051,6.01945760879358
2023-07-26 14:16:53.247,4065070,4065521,15.2241219482422,15.2281219482422,17.1900268554688,17.194026936849,-4.887,1.063,5.95,5.90863701423583
2023-07-26 14:16:53.256,4065072,4065523,15.2328177083333,15.2368177897135,17.1987229410807,17.2027229817708,-4.898,1.014,5.912,5.86719334722875
2023-07-26 14:16:53.264,4065074,4065525,15.2415137939453,15.2455138346354,17.2074187011719,17.2114187011719,-4.864,1.141,6.005,5.96738631517628
2023-07-26 14:16:53.273,4065076,4065527,15.2502098388672,15.2542098795573,17.2161147054036,17.2201147460937,-4.94,1.119,6.059,6.0263087038232
2023-07-26 14:16:53.282,4065078,4065529,15.2589058837891,15.2629059651693,17.2248107503255,17.2288108317057,-4.979,1.143,6.122,6.09393201722669
2023-07-26 14:16:53.290,4065080,4065531,15.267601969401,15.2716020100911,17.2335068359375,17.2375068766276,-4.959,1.167,6.126,6.09280956370321
2023-07-26 14:16:53.299,4065082,4065533,15.2762977294922,15.2802977294922,17.2422028808594,17.2462029215495,-4.975,1.206,6.181,6.14921224191325
2023-07-26 14:16:53.308,4065084,4065535,15.284993733724,15.2889937744141,17.2508989257813,17.2548990071615,-4.963,1.181,6.144,6.1067249075882
2023-07-26 14:16:53.317,4065086,4065537,15.2936897786458,15.297689860026,17.2595946858724,17.2635947265625,-4.937,1.233,6.17,6.13078373168284
2023-07-26 14:16:53.325,4065088,4065539,15.3023858642578,15.3063859049479,17.2682907307943,17.2722907714844,-4.937,1.245,6.182,6.15262319616303
2023-07-26 14:16:53.334,4065090,4065541,15.3110819091797,15.3150819498698,17.2769867757161,17.2809868570964,-4.948,1.256,6.204,6.17733958970446
2023-07-26 14:16:53.343,4065092,4065543,15.3197779541016,15.3237780354818,17.2856828613281,17.2896829020182,-4.938,1.267,6.205,6.17114339949429
2023-07-26 14:16:53.352,4065094,4065545,15.3284737141927,15.3324737548828,17.29437890625,17.2983789469401,-4.936,1.269,6.205,6.16978061336597
2023-07-26 14:16:53.360,4065096,4065547,15.3371697591146,15.3411697998047,17.3030749511719,17.3070749511719,-4.911,1.283,6.194,6.1676159037197
2023-07-26 14:16:53.369,4065098,4065549,15.3458658040365,15.3498658854167,17.3117706705729,17.3157811686198,-4.923,1.245,6.168,6.1328097637855
2023-07-26 14:16:53.378,4065100,4065551,15.3545618896484,15.3585619303385,17.3204667561849,17.324466796875,-4.922,1.268,6.19,6.15101163499198
2023-07-26 14:16:53.386,4065102,4065553,15.3632579345703,15.3672579752604,17.3291628011068,17.3331628417969,-4.909,1.219,6.128,6.08590272624975
2023-07-26 14:16:53.395,4065104,4065555,15.3719539794922,15.3759539794922,17.3378588460286,17.3418589274089,-4.872,1.258,6.13,6.09100398326432
2023-07-26 14:16:53.404,4065106,4065557,15.3806496988932,15.3846497802734,17.3465549316406,17.3505549723307,-4.95,1.269,6.219,6.18148718924001
2023-07-26 14:16:53.413,4065108,4065559,15.3893457845052,15.3933458251953,17.3552507324219,17.3592507324219,-4.938,1.245,6.183,6.1439397684675
2023-07-26 14:16:53.421,4065110,4065561,15.3980418294271,15.4020418701172,17.3639466959635,17.3679467773438,-4.936,1.232,6.168,6.13197822933025
2023-07-26 14:16:53.430,4065112,4065563,15.406737874349,15.4107379557292,17.3726427815755,17.3766428222656,-4.937,1.206,6.143,6.10682404289008
2023-07-26 14:16:53.439,4065114,4065565,15.4154339599609,15.419434000651,17.3813388264974,17.3853388671875,-4.975,1.206,6.181,6.13977081665603
2023-07-26 14:16:53.448,4065116,4065567,15.4241297607422,15.4281297607422,17.3900348714193,17.3940349527995,-5.012,1.194,6.206,6.1632476519747
2023-07-26 14:16:53.456,4065118,4065569,15.4328257242839,15.4368258056641,17.3987309570312,17.4027309977214,-5.022,1.283,6.305,6.26738641528384
2023-07-26 14:16:53.465,4065120,4065571,15.4415218098958,15.4455218505859,17.4074266764323,17.4114267171224,-4.984,1.282,6.266,6.22987248239158
2023-07-26 14:16:53.474,4065122,4065573,15.4502178548177,15.4542178955078,17.4161227213542,17.4201227620443,-4.961,1.294,6.255,6.21796676369232
2023-07-26 14:16:53.483,4065124,4065575,15.4589138997396,15.4629139811198,17.424818766276,17.4288188476563,-4.937,1.244,6.181,6.14243065939881
