Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
2023-07-26 13:55:33.827,3771144,3771596,15.8338027750651,15.8378028157552,17.8002808837891,17.8042809244792,-2.865,3.326,6.191,6.19122685741687
2023-07-26 13:55:33.835,3771146,3771598,15.842498819987,15.8464989013672,17.8089769287109,17.812976969401,-2.916,3.276,6.192,6.19222682078103
2023-07-26 13:55:33.844,3771148,3771600,15.851194905599,15.8551949462891,17.817672648112,17.8216727294922,-2.916,3.276,6.192,6.19218604371671
2023-07-26 13:55:33.853,3771150,3771602,15.8598909505208,15.8638909912109,17.826368733724,17.8303687744141,-2.929,3.29,6.219,6.21914865556372
2023-07-26 13:55:33.862,3771152,3771604,15.8685867919922,15.8725867919922,17.8350647786458,17.8390648193359,-2.941,3.301,6.242,6.24225119648353
2023-07-26 13:55:33.871,3771154,3771606,15.8772827148437,15.881282796224,17.8437608235677,17.8477609049479,-3.031,3.289,6.32,6.32030410660753
2023-07-26 13:55:33.879,3771156,3771608,15.8859788004557,15.8899788411458,17.8524569091797,17.8564569498698,-3.017,3.29,6.307,6.30737742647449
2023-07-26 13:55:33.888,3771158,3771610,15.8946748453776,15.8986748860677,17.8611529541016,17.8651529947917,-3.017,3.276,6.293,6.29316089099905
2023-07-26 13:55:33.897,3771160,3771612,15.9033708902995,15.9073709716797,17.8698486735026,17.8738487141927,-3.057,3.264,6.321,6.32136575432873
2023-07-26 13:55:33.906,3771162,3771614,15.9120669759115,15.9160670166016,17.8785447184245,17.8825447998047,-3.07,3.264,6.334,6.33438678957956
2023-07-26 13:55:33.914,3771164,3771616,15.9207626953125,15.9247627360026,17.8872408040365,17.8912408447266,-3.019,3.302,6.321,6.32124805714821
2023-07-26 13:55:33.923,3771166,3771618,15.9294587402344,15.9334588216146,17.8959368489583,17.8999368896484,-3.019,3.277,6.296,6.29623157134488
2023-07-26 13:55:33.932,3771168,3771620,15.9381548258464,15.9421548665365,17.9046328938802,17.9086329752604,-3.044,3.226,6.27,6.27015438406424
2023-07-26 13:55:33.941,3771170,3771622,15.9468508707682,15.9508509114583,17.9133288574219,17.9173288574219,-3.047,3.228,6.275,6.27524987550297
2023-07-26 13:55:33.949,3771172,3771624,15.9555469156901,15.9595469970703,17.9220246988932,17.9260247395833,-3.097,3.19,6.287,6.28731564342049
2023-07-26 13:55:33.958,3771174,3771626,15.9642430013021,15.9682430419922,17.9307207438151,17.9347208251953,-3.123,3.126,6.249,6.24938092934012
2023-07-26 13:55:33.967,3771176,3771628,15.9729387207031,15.9769387613932,17.9394168294271,17.9434168701172,-3.086,3.177,6.263,6.26341384549991
2023-07-26 13:55:33.976,3771178,3771630,15.981634765625,15.9856348063151,17.948112874349,17.9521129150391,-3.085,3.177,6.262,6.2622594165365
2023-07-26 13:55:33.988,3771180,3771632,15.9903308105469,15.9943308919271,17.9568089192708,17.960809000651,-3.111,3.125,6.236,6.23642726246366
2023-07-26 13:55:33.997,3771183,3771635,16.0033853352865,16.0073853759766,17.9698527018229,17.973852742513,-3.135,3.125,6.26,6.26027802896964
2023-07-26 13:55:34.006,3771185,3771637,16.0120709635417,16.0160710449219,17.9785487467448,17.9825487874349,-3.173,3.099,6.272,6.27251018333171
2023-07-26 13:55:34.015,3771187,3771639,16.0207666829427,16.0247667643229,17.9872447916667,17.9912448730469,-3.173,3.112,6.285,6.28543562531667
2023-07-26 13:55:34.027,3771189,3771641,16.0294627685547,16.0334628092448,17.9959408772786,17.9999409179688,-3.16,3.138,6.298,6.29840019369998
2023-07-26 13:55:34.035,3771192,3771644,16.0425068359375,16.0465069173177,18.0089849446615,18.0129849853516,-3.198,3.113,6.311,6.31136633384563
2023-07-26 13:55:34.044,3771194,3771646,16.0512029215495,16.0552029622396,18.0176806640625,18.0216807454427,-3.198,3.139,6.337,6.3372474308646
2023-07-26 13:55:34.053,3771196,3771648,16.0598989664714,16.0638990071615,18.0263767496745,18.0303767903646,-3.199,3.138,6.337,6.33742045314969
2023-07-26 13:55:34.062,3771198,3771650,16.0685946858724,16.0725947265625,18.035083211263,18.0390832519531,-3.213,3.14,6.353,6.35315937152532
2023-07-26 13:55:34.071,3771200,3771652,16.0772907307943,16.0812908121745,18.0437688395182,18.0477689208984,-3.239,3.089,6.328,6.32849310657758
2023-07-26 13:55:34.083,3771202,3771654,16.0859868164063,16.0899868570964,18.0524649251302,18.0564649658203,-3.251,3.089,6.34,6.34049217332535
2023-07-26 13:55:34.092,3771205,3771657,16.0990308837891,16.1030309651693,18.0655086669922,18.0695087076823,-3.226,3.089,6.315,6.3152482928227
2023-07-26 13:55:34.101,3771207,3771659,16.107726969401,16.1117270100911,18.0742047119141,18.0782047932943,-3.251,3.076,6.327,6.32735473954164
2023-07-26 13:55:34.110,3771209,3771661,16.1164227294922,16.1204227294922,18.082900797526,18.0869008382161,-3.238,3.05,6.288,6.28826748794928
2023-07-26 13:55:34.123,3771211,3771663,16.125118733724,16.1291187744141,18.0915968424479,18.095596883138,-3.212,3.023,6.235,6.23547544297947
2023-07-26 13:55:34.132,3771214,3771666,16.1381628417969,16.142162882487,18.1046409098307,18.1086409912109,-3.185,3.048,6.233,6.23346332306528
2023-07-26 13:55:34.140,3771216,3771668,16.1468588867187,16.1508589274089,18.1133366699219,18.117336710612,-3.159,3.061,6.22,6.22038270526822
2023-07-26 13:55:34.153,3771218,3771670,16.1555549316406,16.1595550130208,18.1220327148438,18.1260327555339,-3.184,3.036,6.22,6.2202009613838
2023-07-26 13:55:34.162,3771221,3771673,16.1685987141927,16.1725987548828,18.1350767822266,18.1390768636068,-3.21,3.061,6.271,6.27129667612688
2023-07-26 13:55:34.171,3771223,3771675,16.1772947591146,16.1812947998047,18.1437728678385,18.1477729085286,-3.196,3.087,6.283,6.28315406463983
2023-07-26 13:55:34.184,3771225,3771677,16.1859908040365,16.1899908854167,18.1524689127604,18.1564689534505,-3.198,3.074,6.272,6.27216142968275
2023-07-26 13:55:34.193,3771228,3771680,16.1990349121094,16.2030349527995,18.1655126546224,18.1695127360026,-3.262,3.062,6.324,6.32457121076204
2023-07-26 13:55:34.202,3771230,3771682,16.2077309570312,16.2117309977214,18.1742087402344,18.1782087809245,-3.275,3.062,6.337,6.33728403971291
2023-07-26 13:55:34.214,3771232,3771684,16.2164266764323,16.2204267578125,18.1829047851562,18.1869048258464,-3.262,3.062,6.324,6.32423916372555
2023-07-26 13:55:34.223,3771235,3771687,16.2294707845052,16.2334708251953,18.1959488932292,18.1999489339193,-3.211,3.1,6.311,6.31118253578519
2023-07-26 13:55:34.232,3771237,3771689,16.2381668294271,16.2421668701172,18.204644938151,18.2086449788411,-3.247,3.036,6.283,6.28323205046575
2023-07-26 13:55:34.245,3771239,3771691,16.246862874349,16.2508629557292,18.2133406575521,18.2173406982422,-3.273,3.023,6.296,6.29622307419297
2023-07-26 13:55:34.254,3771242,3771694,16.2599069824219,16.263907023112,18.226384765625,18.2303848063151,-3.299,2.998,6.297,6.29713347484393
2023-07-26 13:55:34.263,3771244,3771696,16.2686027018229,16.272602742513,18.2350808105469,18.239080851237,-3.287,2.997,6.284,6.28434658496808
2023-07-26 13:55:34.274,3771246,3771698,16.2772987467448,16.281298828125,18.2437768554687,18.247776936849,-3.325,2.947,6.272,6.27229662882744
2023-07-26 13:55:34.283,3771249,3771701,16.2903428548177,16.2943428955078,18.2568209635417,18.2608210042318,-3.363,2.946,6.309,6.30924852894542
2023-07-26 13:55:34.292,3771251,3771703,16.2990388997396,16.3030389811198,18.2655166829427,18.2695167236328,-3.374,2.959,6.333,6.33336506132404
2023-07-26 13:55:34.305,3771253,3771705,16.3077349853516,16.3117350260417,18.2742127278646,18.2782128092448,-3.336,2.946,6.282,6.28214716478371
2023-07-26 13:55:34.314,3771256,3771708,16.3207787272135,16.3247787679036,18.2872568359375,18.2912568766276,-3.387,2.909,6.296,6.29614683755073
2023-07-26 13:55:34.327,3771258,3771710,16.3294747721354,16.3334748535156,18.2959528808594,18.2999529215495,-3.337,2.92,6.257,6.25740281586538
2023-07-26 13:55:34.336,3771261,3771713,16.3425188802083,16.3465189208984,18.3089968261719,18.3129968261719,-3.323,2.959,6.282,6.28232600236568
2023-07-26 13:55:34.348,3771263,3771715,16.3512149251302,16.3552149658203,18.3176927083333,18.3216927490234,-3.335,2.907,6.242,6.24217694398356
2023-07-26 13:55:34.357,3771266,3771718,16.3642586669922,16.3682587483724,18.3307367757161,18.3347368570964,-3.36,2.856,6.216,6.21617768407564
2023-07-26 13:55:34.370,3771268,3771720,16.3729547526042,16.3769547932943,18.3394328613281,18.3434329020182,-3.372,2.843,6.215,6.21541704151861
2023-07-26 13:55:34.379,3771271,3771723,16.385998819987,16.3899989013672,18.3524769287109,18.356476969401,-3.421,2.817,6.238,6.23852586754275
2023-07-26 13:55:34.392,3771273,3771725,16.394694905599,16.3986949462891,18.361172648112,18.3651727294922,-3.473,2.805,6.278,6.27835750813857
2023-07-26 13:55:34.401,3771276,3771728,16.4077389729818,16.4117390136719,18.3742167561849,18.378216796875,-3.471,2.804,6.275,6.27526804208394
2023-07-26 13:55:34.414,3771278,3771730,16.4164346923828,16.420434773763,18.3829128011068,18.3869128417969,-3.472,2.805,6.277,6.2773792302202
2023-07-26 13:55:34.423,3771281,3771733,16.4294788004557,16.4334788411458,18.3959569091797,18.3999569498698,-3.41,2.791,6.201,6.20162438398199
2023-07-26 13:55:34.436,3771283,3771735,16.4381748453776,16.4421748860677,18.4046529541016,18.4086529947917,-3.371,2.792,6.163,6.16313637687825
2023-07-26 13:55:34.445,3771286,3771738,16.4512189534505,16.4552189941406,18.4176966959635,18.4216967773437,-3.41,2.779,6.189,6.18923557477012
2023-07-26 13:55:34.457,3771288,3771740,16.4599149169922,16.4639149169922,18.4263927815755,18.4303928222656,-3.424,2.779,6.203,6.20344138361926
2023-07-26 13:55:34.467,3771291,3771743,16.4729587402344,16.4769588216146,18.4394368489583,18.4434368896484,-3.498,2.766,6.264,6.26441377943699
2023-07-26 13:55:34.479,3771293,3771745,16.4816548258464,16.4856548665365,18.4481328938802,18.4521329752604,-3.435,2.792,6.227,6.22724288911232
2023-07-26 13:55:34.488,3771296,3771748,16.4946988932292,16.4986989339193,18.4611766764323,18.4651767171224,-3.423,2.83,6.253,6.25319990085076
2023-07-26 13:55:34.501,3771298,3771750,16.503394938151,16.5073950195312,18.4698727213542,18.4738727620443,-3.424,2.83,6.254,6.25463324264501
2023-07-26 13:55:34.510,3771301,3771753,16.5164387207031,16.5204387613932,18.4829168294271,18.4869168701172,-3.474,2.831,6.305,6.30561408587617
2023-07-26 13:55:34.523,3771303,3771755,16.525134765625,16.5291348063151,18.491612874349,18.4956129150391,-3.462,2.856,6.318,6.31843335012723
2023-07-26 13:55:34.532,3771306,3771758,16.5381788736979,16.542178914388,18.5046569417318,18.5086569824219,-3.461,2.818,6.279,6.27927718770242
2023-07-26 13:55:34.545,3771308,3771760,16.5468853352865,16.5508853759766,18.5133527018229,18.517352742513,-3.461,2.83,6.291,6.29123175538781
2023-07-26 13:55:34.554,3771311,3771763,16.5599188232422,16.5639188232422,18.5263967692057,18.5303968098958,-3.447,2.842,6.289,6.28926744541842
2023-07-26 13:55:34.566,3771313,3771765,16.5686147460938,16.5726147867839,18.5350928141276,18.5390928955078,-3.459,2.779,6.238,6.23834914059802
2023-07-26 13:55:34.580,3771316,3771768,16.5816588134766,16.5856588541667,18.5481369222005,18.5521369628906,-3.433,2.779,6.212,6.21210431335469
