Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1
2023-07-26 13:41:01.507,3570660,3571112,39.5296147460937,39.5336147867839,41.4966668294271,41.5006668701172,-4.62,1.608,6.228,6.18946933084439
2023-07-26 13:41:01.516,3570663,3571115,39.5426588134766,39.5466588541667,41.5097108968099,41.5137109375,-4.634,1.544,6.178,6.13983990512738
2023-07-26 13:41:01.525,3570665,3571117,39.5513548583984,39.5553549397786,41.5184069417318,41.5224069824219,-4.609,1.479,6.088,6.05503331738343
2023-07-26 13:41:01.534,3570667,3571119,39.5600509440104,39.5640509847005,41.5271027018229,41.531102742513,-4.621,1.478,6.099,6.07153403621935
2023-07-26 13:41:01.542,3570669,3571121,39.5687469482422,39.5727469482422,41.5357987467448,41.5397987874349,-4.621,1.504,6.125,6.08585940955804
2023-07-26 13:41:01.554,3570671,3571123,39.5774427083333,39.5814427897135,41.5444947916667,41.5484948730469,-4.61,1.531,6.141,6.09772857215681
2023-07-26 13:41:01.567,3570674,3571126,39.5904868164063,39.5944868570964,41.5575388997396,41.5615389404297,-4.572,1.545,6.117,6.07457464021613
2023-07-26 13:41:01.576,3570677,3571129,39.6035308837891,39.6075309651693,41.5705827636719,41.5745827636719,-4.558,1.556,6.114,6.07206822959225
2023-07-26 13:41:01.589,3570679,3571131,39.612226969401,39.6162270100911,41.5792786865234,41.5832787679036,-4.543,1.529,6.072,6.03744620665649
2023-07-26 13:41:01.598,3570682,3571134,39.6252811279297,39.6292811686198,41.592333211263,41.5963332519531,-4.582,1.516,6.098,6.06539238011115
2023-07-26 13:41:01.611,3570684,3571136,39.6339667561849,39.6379668375651,41.6010188395182,41.6050189208984,-4.558,1.568,6.126,6.09001071134641
2023-07-26 13:41:01.620,3570687,3571139,39.6470108642578,39.6510109049479,41.6140629475911,41.6180629882813,-4.595,1.658,6.253,6.21528165002136
2023-07-26 13:41:01.629,3570689,3571141,39.6557069091797,39.6597069498698,41.6227586669922,41.6267587076823,-4.584,1.608,6.192,6.14671694886236
2023-07-26 13:41:01.642,3570691,3571143,39.6644029541016,39.6684030354818,41.6314547119141,41.6354547932943,-4.584,1.595,6.179,6.1344561997891
2023-07-26 13:41:01.651,3570694,3571146,39.6774467366536,39.6814467773438,41.644498819987,41.6484988606771,-4.545,1.616,6.161,6.12565366258175
2023-07-26 13:41:01.663,3570696,3571148,39.6861427815755,39.6901428222656,41.6531948649089,41.657194905599,-4.519,1.605,6.124,6.08773480258971
2023-07-26 13:41:01.672,3570699,3571151,39.6991868896484,39.7031869303385,41.6662389729818,41.6702390136719,-4.53,1.632,6.162,6.12757240417298
2023-07-26 13:41:01.685,3570701,3571153,39.7078829345703,39.7118829752604,41.6749346923828,41.6789346923828,-4.506,1.706,6.212,6.17511577067519
2023-07-26 13:41:01.694,3570704,3571156,39.7209266764323,39.7249267578125,41.6879787597656,41.6919788411458,-4.469,1.658,6.127,6.08387659351351
2023-07-26 13:41:01.707,3570706,3571158,39.7296227620443,39.7336228027344,41.6966748453776,41.7006748860677,-4.52,1.608,6.128,6.08721208277781
2023-07-26 13:41:01.716,3570709,3571161,39.7426668294271,39.7466668701172,41.7097189127604,41.7137189534505,-4.594,1.617,6.211,6.17584088766458
