TimeStamps,TapeEdgeLeft,TapeEdgeRight,TapeWidth,TapeCenterLine
07/26/2023 14:06:05.685,2.5648266,-3.6799686,6.2447952,-0.557571
07/26/2023 14:06:05.701,2.7400632,-3.6003156,6.3403788,-0.4301262
07/26/2023 14:06:05.717,2.6922714,-3.6481074,6.3403788,-0.477918
07/26/2023 14:06:05.734,2.8037856,-3.5206626,6.3244482,-0.3584385
07/26/2023 14:06:05.750,2.6604102,-3.6321768,6.292587,-0.4858833
07/26/2023 14:06:05.766,2.7241326,-0.7805994,3.504732,0.9717666
07/26/2023 14:06:05.782,2.7719244,-3.504732,6.2766564,-0.3664038
07/26/2023 14:06:05.799,2.6444796,-3.5684544,6.212934,-0.4619874
07/26/2023 14:06:05.815,2.6763408,-3.4728708,6.1492116,-0.398265
07/26/2023 14:06:05.831,2.6763408,-3.4728708,6.1492116,-0.398265
07/26/2023 14:06:05.847,2.7559938,-3.4569402,6.212934,-0.3504732
07/26/2023 14:06:05.864,2.7400632,-3.4569402,6.1970034,-0.3584385
07/26/2023 14:06:05.880,2.7559938,-3.4728708,6.2288646,-0.3584385
07/26/2023 14:06:05.896,2.7400632,-3.4728708,6.212934,-0.3664038
07/26/2023 14:06:05.912,2.8197162,-3.425079,6.2447952,-0.3026814
07/26/2023 14:06:05.929,2.8197162,-3.4091484,6.2288646,-0.2947161
07/26/2023 14:06:05.945,2.8197162,-3.3932178,6.212934,-0.2867508
07/26/2023 14:06:05.961,2.8356468,-3.4091484,6.2447952,-0.2867508
07/26/2023 14:06:05.977,2.8356468,-3.3772872,6.212934,-0.2708202
07/26/2023 14:06:05.994,2.867508,-3.3932178,6.2607258,-0.2628549
07/26/2023 14:06:06.010,2.7719244,-3.504732,6.2766564,-0.3664038
07/26/2023 14:06:06.026,2.7400632,-3.4569402,6.1970034,-0.3584385
07/26/2023 14:06:06.042,2.787855,-3.425079,6.212934,-0.318612
07/26/2023 14:06:06.059,2.7559938,-3.4410096,6.1970034,-0.3425079
07/26/2023 14:06:06.075,2.787855,-3.4091484,6.1970034,-0.3106467
07/26/2023 14:06:06.091,2.8197162,-3.4410096,6.2607258,-0.3106467
07/26/2023 14:06:06.107,2.7719244,-3.4888014,6.2607258,-0.3584385
07/26/2023 14:06:06.124,2.7400632,-3.4888014,6.2288646,-0.3743691
07/26/2023 14:06:06.140,2.7241326,-3.5206626,6.2447952,-0.398265
07/26/2023 14:06:06.156,2.708202,-3.504732,6.212934,-0.398265
07/26/2023 14:06:06.172,2.6922714,-3.504732,6.1970034,-0.4062303
07/26/2023 14:06:06.189,2.6604102,-3.6003156,6.2607258,-0.4699527
07/26/2023 14:06:06.205,2.6922714,-3.5206626,6.212934,-0.4141956
07/26/2023 14:06:06.221,2.6126184,-3.584385,6.1970034,-0.4858833
07/26/2023 14:06:06.237,2.6126184,-3.5525238,6.1651422,-0.4699527
07/26/2023 14:06:06.254,2.548896,-3.6162462,6.1651422,-0.5336751
07/26/2023 14:06:06.270,2.5807572,-3.584385,6.1651422,-0.5018139
07/26/2023 14:06:06.286,2.6444796,-3.5525238,6.1970034,-0.4540221
07/26/2023 14:06:06.302,2.628549,-3.5684544,6.1970034,-0.4699527
07/26/2023 14:06:06.319,2.5966878,-3.6003156,6.1970034,-0.5018139
07/26/2023 14:06:06.335,2.5807572,-3.6003156,6.1810728,-0.5097792
07/26/2023 14:06:06.351,2.628549,-3.5684544,6.1970034,-0.4699527
07/26/2023 14:06:06.367,2.628549,-3.504732,6.133281,-0.4380915
07/26/2023 14:06:06.384,2.6763408,-3.5206626,6.1970034,-0.4221609
07/26/2023 14:06:06.400,2.708202,-3.504732,6.212934,-0.398265
07/26/2023 14:06:06.416,2.7400632,-3.4569402,6.1970034,-0.3584385
07/26/2023 14:06:06.432,2.708202,-3.4410096,6.1492116,-0.3664038
07/26/2023 14:06:06.449,2.7400632,-3.4569402,6.1970034,-0.3584385
07/26/2023 14:06:06.465,2.7241326,-3.4091484,6.133281,-0.3425079
07/26/2023 14:06:06.481,2.7559938,-3.425079,6.1810728,-0.3345426
07/26/2023 14:06:06.497,2.787855,-3.3772872,6.1651422,-0.2947161
07/26/2023 14:06:06.514,2.8993692,-3.5684544,6.4678236,-0.3345426
07/26/2023 14:06:06.530,2.8197162,-3.4091484,6.2288646,-0.2947161
07/26/2023 14:06:06.546,2.8515774,-3.345426,6.1970034,-0.2469243
07/26/2023 14:06:06.562,2.787855,-3.345426,6.133281,-0.2787855
07/26/2023 14:06:06.579,2.7719244,-3.3294954,6.1014198,-0.2787855
07/26/2023 14:06:06.595,2.7719244,-3.3772872,6.1492116,-0.3026814
07/26/2023 14:06:06.611,2.8515774,-3.2817036,6.133281,-0.2150631
07/26/2023 14:06:06.627,2.8037856,-3.265773,6.0695586,-0.2309937
07/26/2023 14:06:06.644,2.8834386,-3.265773,6.1492116,-0.1911672
07/26/2023 14:06:06.660,2.8993692,-3.3135648,6.212934,-0.2070978
07/26/2023 14:06:06.676,2.8834386,-3.2498424,6.133281,-0.1832019
07/26/2023 14:06:06.692,2.8356468,-3.265773,6.1014198,-0.2150631
07/26/2023 14:06:06.709,2.8515774,-3.265773,6.1173504,-0.2070978
07/26/2023 14:06:06.725,2.8197162,-3.265773,6.0854892,-0.2230284
07/26/2023 14:06:06.741,2.8356468,-3.2179812,6.053628,-0.1911672
07/26/2023 14:06:06.757,2.8515774,-3.2339118,6.0854892,-0.1911672
07/26/2023 14:06:06.774,2.867508,-3.2498424,6.1173504,-0.1911672
07/26/2023 14:06:06.790,2.8356468,-3.265773,6.1014198,-0.2150631
07/26/2023 14:06:06.806,2.8197162,-3.2498424,6.0695586,-0.2150631
07/26/2023 14:06:06.822,2.867508,-3.2498424,6.1173504,-0.1911672
07/26/2023 14:06:06.839,2.867508,-3.2339118,6.1014198,-0.1832019
07/26/2023 14:06:06.855,2.8834386,-3.2179812,6.1014198,-0.1672713
07/26/2023 14:06:06.871,2.8993692,-3.2020506,6.1014198,-0.1513407
07/26/2023 14:06:06.887,2.9152998,-3.18612,6.1014198,-0.1354101
07/26/2023 14:06:06.904,2.8834386,-3.1542588,6.0376974,-0.1354101
07/26/2023 14:06:06.920,2.8993692,-3.18612,6.0854892,-0.1433754
07/26/2023 14:06:06.936,2.867508,-3.2020506,6.0695586,-0.1672713
07/26/2023 14:06:06.952,2.9152998,-3.2179812,6.133281,-0.1513407
07/26/2023 14:06:06.969,2.8993692,-3.18612,6.0854892,-0.1433754
07/26/2023 14:06:06.985,2.867508,-3.2020506,6.0695586,-0.1672713
07/26/2023 14:06:07.001,2.8356468,-3.2817036,6.1173504,-0.2230284
07/26/2023 14:06:07.017,2.8993692,-3.2179812,6.1173504,-0.159306
07/26/2023 14:06:07.034,2.8834386,-3.1701894,6.053628,-0.1433754
07/26/2023 14:06:07.050,2.9152998,-3.1701894,6.0854892,-0.1274448
07/26/2023 14:06:07.066,2.9312304,-3.2179812,6.1492116,-0.1433754
07/26/2023 14:06:07.082,2.9152998,-3.265773,6.1810728,-0.1752366
07/26/2023 14:06:07.099,2.9152998,-3.2179812,6.133281,-0.1513407
07/26/2023 14:06:07.115,2.9152998,-3.1701894,6.0854892,-0.1274448
07/26/2023 14:06:07.131,2.9312304,-3.1701894,6.1014198,-0.1194795
07/26/2023 14:06:07.147,2.9152998,-3.2179812,6.133281,-0.1513407
07/26/2023 14:06:07.164,2.9630916,-3.1701894,6.133281,-0.1035489
07/26/2023 14:06:07.180,2.9312304,-3.1542588,6.0854892,-0.1115142
07/26/2023 14:06:07.196,2.9949528,-3.1542588,6.1492116,-0.079653
07/26/2023 14:06:07.212,3.0108834,-3.1542588,6.1651422,-0.0716877
07/26/2023 14:06:07.229,3.0586752,-3.1223976,6.1810728,-0.0318612
07/26/2023 14:06:07.245,3.0746058,-3.1223976,6.1970034,-0.0238959
07/26/2023 14:06:07.261,3.0108834,-3.1542588,6.1651422,-0.0716877
07/26/2023 14:06:07.277,3.0108834,-3.2498424,6.2607258,-0.1194795
07/26/2023 14:06:07.294,3.0746058,-3.2179812,6.292587,-0.0716877
07/26/2023 14:06:07.310,3.0586752,-3.2179812,6.2766564,-0.079653
07/26/2023 14:06:07.326,3.0586752,-3.2179812,6.2766564,-0.079653
07/26/2023 14:06:07.342,3.0108834,-3.2020506,6.212934,-0.0955836
07/26/2023 14:06:07.359,3.0746058,-3.1701894,6.2447952,-0.0477918
07/26/2023 14:06:07.375,3.1223976,-3.1223976,6.2447952,0
07/26/2023 14:06:07.391,3.1223976,-3.1701894,6.292587,-0.0238959
07/26/2023 14:06:07.407,3.106467,-3.1701894,6.2766564,-0.0318612
07/26/2023 14:06:07.424,3.1383282,-3.18612,6.3244482,-0.0238959
07/26/2023 14:06:07.440,3.1701894,-3.106467,6.2766564,0.0318612
07/26/2023 14:06:07.456,3.1383282,-3.0746058,6.212934,0.0318612
07/26/2023 14:06:07.472,3.1542588,-3.0427446,6.1970034,0.0557571
07/26/2023 14:06:07.489,3.1701894,-2.9630916,6.133281,0.1035489
07/26/2023 14:06:07.505,3.1701894,-2.9790222,6.1492116,0.0955836
07/26/2023 14:06:07.521,3.1542588,-2.9312304,6.0854892,0.1115142
07/26/2023 14:06:07.537,3.1542588,-2.9312304,6.0854892,0.1115142
07/26/2023 14:06:07.554,3.2179812,-2.867508,6.0854892,0.1752366
07/26/2023 14:06:07.570,3.2498424,-2.8197162,6.0695586,0.2150631
07/26/2023 14:06:07.586,3.2976342,-2.8037856,6.1014198,0.2469243
07/26/2023 14:06:07.602,3.3294954,-2.787855,6.1173504,0.2708202
07/26/2023 14:06:07.619,3.425079,-2.7719244,6.1970034,0.3265773
07/26/2023 14:06:07.635,3.4410096,-2.7400632,6.1810728,0.3504732
07/26/2023 14:06:07.651,3.4728708,-2.7241326,6.1970034,0.3743691
07/26/2023 14:06:07.667,3.4410096,-2.7400632,6.1810728,0.3504732
07/26/2023 14:06:07.684,3.4728708,-2.6444796,6.1173504,0.4141956
07/26/2023 14:06:07.700,3.504732,-2.628549,6.133281,0.4380915
07/26/2023 14:06:07.716,3.4728708,-2.708202,6.1810728,0.3823344
07/26/2023 14:06:07.732,3.5684544,-2.6444796,6.212934,0.4619874
07/26/2023 14:06:07.749,3.4888014,-2.708202,6.1970034,0.3902997
07/26/2023 14:06:07.765,3.5365932,-2.6763408,6.212934,0.4301262
07/26/2023 14:06:07.781,3.4569402,-2.708202,6.1651422,0.3743691
07/26/2023 14:06:07.797,3.4728708,-2.6922714,6.1651422,0.3902997
07/26/2023 14:06:07.814,3.4888014,-2.708202,6.1970034,0.3902997
07/26/2023 14:06:07.830,3.4410096,-2.7400632,6.1810728,0.3504732
07/26/2023 14:06:07.846,3.504732,-2.6604102,6.1651422,0.4221609
07/26/2023 14:06:07.862,3.504732,-2.6763408,6.1810728,0.4141956
07/26/2023 14:06:07.879,3.5525238,-2.6444796,6.1970034,0.4540221
07/26/2023 14:06:07.895,3.5365932,-2.6604102,6.1970034,0.4380915
07/26/2023 14:06:07.911,3.5684544,-2.628549,6.1970034,0.4699527
07/26/2023 14:06:07.927,3.584385,-2.628549,6.212934,0.477918
07/26/2023 14:06:07.944,3.5684544,-2.6444796,6.212934,0.4619874
07/26/2023 14:06:07.960,3.5684544,-2.6763408,6.2447952,0.4460568
07/26/2023 14:06:07.976,3.5684544,-2.7559938,6.3244482,0.4062303
07/26/2023 14:06:07.992,3.5206626,-2.7400632,6.2607258,0.3902997
07/26/2023 14:06:08.009,3.5525238,-2.7241326,6.2766564,0.4141956
07/26/2023 14:06:08.025,3.5206626,-2.787855,6.3085176,0.3664038
07/26/2023 14:06:08.041,3.6003156,-2.7400632,6.3403788,0.4301262
07/26/2023 14:06:08.057,3.5525238,-2.7719244,6.3244482,0.3902997
07/26/2023 14:06:08.074,3.5684544,-2.7719244,6.3403788,0.398265
07/26/2023 14:06:08.090,3.5365932,-2.787855,6.3244482,0.3743691
07/26/2023 14:06:08.106,3.5684544,-2.7241326,6.292587,0.4221609
07/26/2023 14:06:08.122,3.5206626,-2.708202,6.2288646,0.4062303
07/26/2023 14:06:08.139,3.5365932,-2.7241326,6.2607258,0.4062303
07/26/2023 14:06:08.155,3.5525238,-2.7559938,6.3085176,0.398265
07/26/2023 14:06:08.171,3.5206626,-2.7400632,6.2607258,0.3902997
07/26/2023 14:06:08.187,3.6162462,-2.6604102,6.2766564,0.477918
07/26/2023 14:06:08.204,3.6321768,-2.628549,6.2607258,0.5018139
07/26/2023 14:06:08.220,3.584385,-2.628549,6.212934,0.477918
07/26/2023 14:06:08.236,3.5684544,-2.628549,6.1970034,0.4699527
07/26/2023 14:06:08.252,3.6003156,-2.6126184,6.212934,0.4938486
07/26/2023 14:06:08.269,3.584385,-2.6444796,6.2288646,0.4699527
07/26/2023 14:06:08.285,3.5684544,-2.628549,6.1970034,0.4699527
07/26/2023 14:06:08.301,3.584385,-2.628549,6.212934,0.477918
07/26/2023 14:06:08.317,3.5365932,-2.6444796,6.1810728,0.4460568
07/26/2023 14:06:08.334,3.5206626,-2.6922714,6.212934,0.4141956
07/26/2023 14:06:08.350,3.5365932,-2.628549,6.1651422,0.4540221
07/26/2023 14:06:08.366,3.5206626,-2.6126184,6.133281,0.4540221
07/26/2023 14:06:08.382,3.5684544,-2.628549,6.1970034,0.4699527
07/26/2023 14:06:08.399,3.5525238,-2.6604102,6.212934,0.4460568
07/26/2023 14:06:08.415,3.6003156,-2.5648266,6.1651422,0.5177445
07/26/2023 14:06:08.431,3.5684544,-2.6126184,6.1810728,0.477918
07/26/2023 14:06:08.447,3.5684544,-2.628549,6.1970034,0.4699527
07/26/2023 14:06:08.464,3.504732,-2.628549,6.133281,0.4380915
07/26/2023 14:06:08.480,3.5365932,-2.628549,6.1651422,0.4540221
07/26/2023 14:06:08.496,3.504732,-2.6604102,6.1651422,0.4221609
07/26/2023 14:06:08.512,3.5206626,-2.6604102,6.1810728,0.4301262
07/26/2023 14:06:08.529,3.5206626,-2.6922714,6.212934,0.4141956
07/26/2023 14:06:08.545,3.5206626,-2.6604102,6.1810728,0.4301262
07/26/2023 14:06:08.561,3.5365932,-2.628549,6.1651422,0.4540221
07/26/2023 14:06:08.577,3.5365932,-2.6604102,6.1970034,0.4380915
07/26/2023 14:06:08.594,3.5365932,-2.6444796,6.1810728,0.4460568
07/26/2023 14:06:08.610,3.5206626,-2.7559938,6.2766564,0.3823344
07/26/2023 14:06:08.626,3.4728708,-2.7559938,6.2288646,0.3584385
07/26/2023 14:06:08.642,3.4410096,-2.7559938,6.1970034,0.3425079
07/26/2023 14:06:08.659,3.4569402,-2.7719244,6.2288646,0.3425079
07/26/2023 14:06:08.675,3.425079,-2.8037856,6.2288646,0.3106467
07/26/2023 14:06:08.691,3.4091484,-2.7400632,6.1492116,0.3345426
07/26/2023 14:06:08.707,3.4569402,-2.6763408,6.133281,0.3902997
07/26/2023 14:06:08.724,3.425079,-2.6922714,6.1173504,0.3664038
07/26/2023 14:06:08.740,3.4410096,-2.6604102,6.1014198,0.3902997
07/26/2023 14:06:08.756,3.4410096,-2.6922714,6.133281,0.3743691
07/26/2023 14:06:08.772,3.4728708,-2.6444796,6.1173504,0.4141956
07/26/2023 14:06:08.789,3.4091484,-2.708202,6.1173504,0.3504732
07/26/2023 14:06:08.805,3.504732,-2.6763408,6.1810728,0.4141956
07/26/2023 14:06:08.821,3.504732,-2.7241326,6.2288646,0.3902997
07/26/2023 14:06:08.837,3.6162462,-2.6922714,6.3085176,0.4619874
07/26/2023 14:06:08.854,3.5525238,-2.7241326,6.2766564,0.4141956
07/26/2023 14:06:08.870,3.5684544,-2.6763408,6.2447952,0.4460568
07/26/2023 14:06:08.886,3.584385,-2.6444796,6.2288646,0.4699527
07/26/2023 14:06:08.902,3.6162462,-2.6444796,6.2607258,0.4858833
07/26/2023 14:06:08.919,3.6003156,-2.5966878,6.1970034,0.5018139
07/26/2023 14:06:08.935,3.6003156,-2.5966878,6.1970034,0.5018139
07/26/2023 14:06:08.951,3.664038,-2.5966878,6.2607258,0.5336751
07/26/2023 14:06:08.967,3.664038,-2.5966878,6.2607258,0.5336751
07/26/2023 14:06:08.984,3.6799686,-2.5966878,6.2766564,0.5416404
07/26/2023 14:06:09.000,3.6481074,-2.6444796,6.292587,0.5018139
07/26/2023 14:06:09.016,3.6958992,-2.6444796,6.3403788,0.5257098
07/26/2023 14:06:09.032,3.664038,-2.6763408,6.3403788,0.4938486
07/26/2023 14:06:09.049,3.6958992,-2.6604102,6.3563094,0.5177445
07/26/2023 14:06:09.065,3.6799686,-2.6444796,6.3244482,0.5177445
07/26/2023 14:06:09.081,3.7118298,-2.6126184,6.3244482,0.5496057
07/26/2023 14:06:09.097,3.6162462,-2.6763408,6.292587,0.4699527
07/26/2023 14:06:09.114,3.7118298,-2.628549,6.3403788,0.5416404
07/26/2023 14:06:09.130,3.6321768,-2.6444796,6.2766564,0.4938486
07/26/2023 14:06:09.146,3.7118298,-2.6126184,6.3244482,0.5496057
07/26/2023 14:06:09.162,3.6481074,-2.6126184,6.2607258,0.5177445
07/26/2023 14:06:09.179,3.6799686,-2.6126184,6.292587,0.5336751
07/26/2023 14:06:09.195,3.6321768,-2.6444796,6.2766564,0.4938486
