Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
2023-07-26 14:14:16.631,4029074,4029525,114.612655883789,114.616655965169,116.578230957031,116.582230997721,-2.672,3.566,6.238,6.23819244653449
2023-07-26 14:14:16.640,4029076,4029527,114.621351969401,114.625352010091,116.586926676432,116.590926717122,-2.661,3.58,6.241,6.24137044245893
2023-07-26 14:14:16.649,4029078,4029529,114.630047729492,114.634047729492,116.595622721354,116.599622762044,-2.698,3.554,6.252,6.25241457358675
2023-07-26 14:14:16.657,4029080,4029531,114.638743733724,114.642743774414,116.604318766276,116.608318847656,-2.801,3.439,6.24,6.2402884548713
2023-07-26 14:14:16.666,4029082,4029533,114.647439778646,114.651439860026,116.613014851888,116.617014892578,-2.889,3.4,6.289,6.28916099332812
2023-07-26 14:14:16.675,4029084,4029535,114.656135864258,114.660135904948,116.62171089681,116.6257109375,-2.926,3.374,6.3,6.30015364892
2023-07-26 14:14:16.684,4029086,4029537,114.66483190918,114.66883194987,116.630406941732,116.634406982422,-2.964,3.373,6.337,6.33717429143305
2023-07-26 14:14:16.692,4029088,4029539,114.673527954102,114.677528035482,116.639102701823,116.643102742513,-3.027,3.334,6.361,6.36133209320186
2023-07-26 14:14:16.701,4029090,4029541,114.682223714193,114.686223754883,116.647798746745,116.651798787435,-3.066,3.309,6.375,6.37523725048723
2023-07-26 14:14:16.710,4029092,4029543,114.690919759115,114.694919799805,116.656494791667,116.660494873047,-3.117,3.272,6.389,6.38939449400332
2023-07-26 14:14:16.719,4029094,4029545,114.699615804036,114.703615885417,116.665190877279,116.669190917969,-3.105,3.259,6.364,6.36447798330704
2023-07-26 14:14:16.727,4029096,4029547,114.708311889648,114.712311930339,116.673886922201,116.677886962891,-3.08,3.26,6.34,6.3402132456251
2023-07-26 14:14:16.736,4029098,4029549,114.71700793457,114.72100797526,116.682582763672,116.686582763672,-3.081,3.248,6.329,6.32925667041557
2023-07-26 14:14:16.745,4029100,4029551,114.725703979492,114.729703979492,116.691278686523,116.695278767904,-3.082,3.236,6.318,6.31814632625741
2023-07-26 14:14:16.753,4029102,4029553,114.734399698893,114.738399780273,116.699974772135,116.703974812826,-3.097,3.224,6.321,6.32130405849932
2023-07-26 14:14:16.762,4029104,4029555,114.743095784505,114.747095825195,116.708670817057,116.712670857747,-3.098,3.251,6.349,6.34938587581508
2023-07-26 14:14:16.771,4029106,4029557,114.751791829427,114.755791870117,116.717366861979,116.721366943359,-3.097,3.224,6.321,6.32123927723037
2023-07-26 14:14:16.780,4029108,4029559,114.760487874349,114.764487955729,116.726062947591,116.730062988281,-3.16,3.186,6.346,6.34623833463572
2023-07-26 14:14:16.788,4029110,4029561,114.769183959961,114.773184000651,116.734758666992,116.738758707682,-3.147,3.16,6.307,6.30721436134844
2023-07-26 14:14:16.797,4029112,4029563,114.777879760742,114.781879760742,116.743454711914,116.747454793294,-3.146,3.159,6.305,6.30513988742518
2023-07-26 14:14:16.806,4029114,4029565,114.786575724284,114.790575805664,116.752150797526,116.756150838216,-3.17,3.094,6.264,6.26446103028824
2023-07-26 14:14:16.814,4029116,4029567,114.795271809896,114.799271850586,116.760846842448,116.764846883138,-3.195,3.055,6.25,6.2502332756466
2023-07-26 14:14:16.823,4029118,4029569,114.803967854818,114.807967895508,116.76954288737,116.77354296875,-3.27,3.004,6.274,6.27416137822418
2023-07-26 14:14:16.832,4029120,4029571,114.81266389974,114.81666398112,116.778238972982,116.782239013672,-3.308,2.991,6.299,6.29936703169453
2023-07-26 14:14:16.841,4029122,4029573,114.821359985352,114.825360026042,116.786934692383,116.790934733073,-3.281,3.002,6.283,6.28333621573762
2023-07-26 14:14:16.849,4029124,4029575,114.830055704753,114.834055745443,116.795630737305,116.799630777995,-3.294,2.977,6.271,6.27115435944611
2023-07-26 14:14:16.858,4029126,4029577,114.838751749674,114.842751790365,116.804326782227,116.808326863607,-3.321,2.952,6.273,6.27324995516678
2023-07-26 14:14:16.867,4029128,4029579,114.847458211263,114.851458292643,116.813022867839,116.817022908529,-3.36,2.889,6.249,6.2493699682448
2023-07-26 14:14:16.876,4029130,4029581,114.856143880208,114.860143920898,116.82171891276,116.825718953451,-3.297,2.942,6.239,6.23920844338447
2023-07-26 14:14:16.883,4029132,4029583,114.86483992513,114.86883996582,116.830414794922,116.834414794922,-3.298,2.979,6.277,6.27741292253425
2023-07-26 14:14:16.892,4029134,4029585,114.873535970052,114.877536010742,116.839110717773,116.843110758464,-3.323,2.954,6.277,6.27730618976006
2023-07-26 14:14:16.901,4029136,4029587,114.882231730143,114.886231770833,116.847806762695,116.851806803385,-3.349,2.954,6.303,6.30313993181176
2023-07-26 14:14:16.909,4029138,4029589,114.890927775065,114.894927815755,116.856502807617,116.860502888997,-3.334,2.942,6.276,6.27608158009438
2023-07-26 14:14:16.918,4029140,4029591,114.899623819987,114.903623901367,116.865198893229,116.869198933919,-3.334,2.941,6.275,6.27510908271721
2023-07-26 14:14:16.927,4029142,4029593,114.908319905599,114.912319946289,116.873894938151,116.877894978841,-3.334,2.941,6.275,6.27520724757358
2023-07-26 14:14:16.936,4029144,4029595,114.917015950521,114.921015991211,116.882590657552,116.886590698242,-3.321,2.927,6.248,6.248392113176
2023-07-26 14:14:16.944,4029146,4029597,114.925711791992,114.929711791992,116.891286702474,116.895286783854,-3.281,2.914,6.195,6.19517828637724
2023-07-26 14:14:16.953,4029148,4029599,114.934407714844,114.938407796224,116.899982788086,116.903982828776,-3.255,2.913,6.168,6.16825421006625
2023-07-26 14:14:16.962,4029150,4029601,114.943103800456,114.947103841146,116.908678833008,116.912678873698,-3.269,2.926,6.195,6.19520992380404
2023-07-26 14:14:16.971,4029152,4029603,114.951799845378,114.955799886068,116.917385294596,116.921385375977,-3.28,2.952,6.232,6.23217722790358
2023-07-26 14:14:16.979,4029154,4029605,114.960495890299,114.96449597168,116.926070963542,116.930071004232,-3.256,2.965,6.221,6.22105859159034
2023-07-26 14:14:16.988,4029156,4029607,114.969191975911,114.973192016602,116.934766682943,116.938766723633,-3.244,3.029,6.273,6.27324110807165
2023-07-26 14:14:16.997,4029158,4029609,114.977887695313,114.981887736003,116.943462727865,116.947462809245,-3.232,3.043,6.275,6.27550993943919
2023-07-26 14:14:17.005,4029160,4029611,114.986583740234,114.990583821615,116.952158813477,116.956158854167,-3.22,3.055,6.275,6.27534708203459
2023-07-26 14:14:17.014,4029162,4029613,114.995279825846,114.999279866536,116.960854858398,116.964854899089,-3.195,3.029,6.224,6.22436060973334
2023-07-26 14:14:17.023,4029164,4029615,115.003975870768,115.007975911458,116.96955090332,116.973550984701,-3.194,3.042,6.236,6.23614825032247
2023-07-26 14:14:17.032,4029166,4029617,115.01267191569,115.01667199707,116.978246826172,116.982246826172,-3.206,3.017,6.223,6.22329896437573
2023-07-26 14:14:17.040,4029168,4029619,115.021368001302,115.025368041992,116.986942708333,116.990942749023,-3.205,3.016,6.221,6.22136078362282
2023-07-26 14:14:17.049,4029170,4029621,115.030063720703,115.034063761393,116.995638753255,116.999638793945,-3.177,3.065,6.242,6.2424268517941
2023-07-26 14:14:17.058,4029172,4029623,115.038759765625,115.042759806315,117.004334798177,117.008334879557,-3.202,3.039,6.241,6.24143869632635
2023-07-26 14:14:17.067,4029174,4029625,115.047455810547,115.051455891927,117.013030883789,117.017030924479,-3.228,3.026,6.254,6.25434824741955
2023-07-26 14:14:17.075,4029176,4029627,115.056151896159,115.060151936849,117.021726928711,117.025726969401,-3.226,3.026,6.252,6.25221624705992
2023-07-26 14:14:17.084,4029178,4029629,115.064847941081,115.068847981771,117.030422648112,117.034422729492,-3.215,3.014,6.229,6.22920877800704
2023-07-26 14:14:17.093,4029180,4029631,115.073543823242,115.077543823242,117.039118733724,117.043118774414,-3.19,3.04,6.23,6.23032872326974
2023-07-26 14:14:17.102,4029182,4029633,115.082239746094,115.086239786784,117.047814778646,117.051814819336,-3.15,3.051,6.201,6.20127124064091
2023-07-26 14:14:17.110,4029184,4029635,115.090935791016,115.094935831706,117.056510823568,117.060510904948,-3.14,3.065,6.205,6.20524375024866
2023-07-26 14:14:17.119,4029186,4029637,115.099631835938,115.103631917318,117.06520690918,117.06920694987,-3.115,3.104,6.219,6.21929915665744
2023-07-26 14:14:17.128,4029188,4029639,115.108327921549,115.11232796224,117.073902954102,117.077902994792,-3.141,3.092,6.233,6.23340436679669
