Id,TimeStamp,X_mm_,Y_mm_,Z_mm_,Y_normalised
1,26.07.2023 14:14:10.700,-78.528410687,499.5906747812,22.9619964792,-0.40932521879995
2,26.07.2023 14:14:10.710,-78.527412757,499.5907388362,22.9639964882,-0.409261163799954
3,26.07.2023 14:14:10.720,-78.5294669469999,499.5916302622,22.9659928992,-0.408369737800172
4,26.07.2023 14:14:10.730,-78.529466503,499.5916232062,22.9639929112,-0.408376793800187
5,26.07.2023 14:14:10.740,-78.529466503,499.5916232062,22.9639929112,-0.408376793800187
6,26.07.2023 14:14:10.750,-78.528411575,499.5906888932,22.9659964552,-0.409311106799919
7,26.07.2023 14:14:10.760,-78.529352729,499.5896299982,22.9649999752,-0.410370001800175
8,26.07.2023 14:14:10.770,-78.5303508809999,499.5895694712,22.9639999602,-0.410430528800191
9,26.07.2023 14:14:10.780,-78.531406253,499.5905108402,22.9639964042,-0.409489159799932
10,26.07.2023 14:14:10.790,-78.5304081009999,499.5905713672,22.9649964192,-0.409428632799973
11,26.07.2023 14:14:10.800,-78.5304083229999,499.5905748952,22.9659964132,-0.409425104799936
12,26.07.2023 14:14:10.810,-78.5304081009999,499.5905713672,22.9649964192,-0.409428632799973
13,26.07.2023 14:14:10.820,-78.531406697,499.5905178962,22.9659963922,-0.409482103799917
14,26.07.2023 14:14:10.830,-78.531406919,499.5905214242,22.9669963862,-0.409478575799938
15,26.07.2023 14:14:10.840,-78.5304653209999,499.5915732632,22.9659928782,-0.408426736800209
16,26.07.2023 14:14:10.850,-78.5304653209999,499.5915732632,22.9659928782,-0.408426736800209
17,26.07.2023 14:14:10.860,-78.5304083229999,499.5905748952,22.9659964132,-0.409425104799936
18,26.07.2023 14:14:10.870,-78.532405293,499.5904644252,22.9669963652,-0.409535574799918
19,26.07.2023 14:14:10.880,-78.532348073,499.5894625292,22.9659999062,-0.410537470800136
20,26.07.2023 14:14:10.890,-78.532348073,499.5894625292,22.9659999062,-0.410537470800136
21,26.07.2023 14:14:10.900,-78.532347851,499.5894590012,22.9649999122,-0.410540998800172
22,26.07.2023 14:14:10.910,-78.533346447,499.5894055302,22.9659998852,-0.410594469800174
23,26.07.2023 14:14:10.920,-78.532347851,499.5894590012,22.9649999122,-0.410540998800172
24,26.07.2023 14:14:10.930,-78.533346447,499.5894055302,22.9659998852,-0.410594469800174
25,26.07.2023 14:14:10.940,-78.533403223,499.5904003702,22.9649963562,-0.40959962979997
26,26.07.2023 14:14:10.950,-78.532404627,499.5904538412,22.9639963832,-0.409546158799913
27,26.07.2023 14:14:10.960,-78.532404849,499.5904573692,22.9649963772,-0.409542630799933
28,26.07.2023 14:14:10.970,-78.532404849,499.5904573692,22.9649963772,-0.409542630799933
29,26.07.2023 14:14:10.980,-78.533346225,499.5894020022,22.9649998912,-0.41059799780021
30,26.07.2023 14:14:10.990,-78.533346003,499.5893984742,22.9639998972,-0.410601525800189
31,26.07.2023 14:14:11.000,-78.534344599,499.5893450032,22.9649998702,-0.41065499680019
32,26.07.2023 14:14:11.010,-78.534344599,499.5893450032,22.9649998702,-0.41065499680019
33,26.07.2023 14:14:11.020,-78.5353429729999,499.5892880042,22.9649998492,-0.41071199580017
34,26.07.2023 14:14:11.030,-78.5343450429999,499.5893520592,22.9669998582,-0.410647940800175
35,26.07.2023 14:14:11.040,-78.5353436389999,499.5892985882,22.9679998312,-0.410701411800176
36,26.07.2023 14:14:11.050,-78.5353434169999,499.5892950602,22.9669998372,-0.410704939800155
37,26.07.2023 14:14:11.060,-78.5343450429999,499.5893520592,22.9669998582,-0.410647940800175
38,26.07.2023 14:14:11.070,-78.534401819,499.5903468992,22.9659963292,-0.409653100799915
39,26.07.2023 14:14:11.080,-78.5353431949999,499.5892915322,22.9659998432,-0.410708467800134
40,26.07.2023 14:14:11.090,-78.5353434169999,499.5892950602,22.9669998372,-0.410704939800155
41,26.07.2023 14:14:11.100,-78.5343450429999,499.5893520592,22.9669998582,-0.410647940800175
42,26.07.2023 14:14:11.110,-78.536341791,499.5892380612,22.9669998162,-0.410761938800192
43,26.07.2023 14:14:11.120,-78.5353431949999,499.5892915322,22.9659998432,-0.410708467800134
44,26.07.2023 14:14:11.130,-78.5353434169999,499.5892950602,22.9669998372,-0.410704939800155
45,26.07.2023 14:14:11.140,-78.536341569,499.5892345332,22.9659998222,-0.410765466800171
46,26.07.2023 14:14:11.150,-78.5353431949999,499.5892915322,22.9659998432,-0.410708467800134
47,26.07.2023 14:14:11.160,-78.536341569,499.5892345332,22.9659998222,-0.410765466800171
48,26.07.2023 14:14:11.170,-78.5353434169999,499.5892950602,22.9669998372,-0.410704939800155
49,26.07.2023 14:14:11.180,-78.5354004149999,499.5902934282,22.9669963022,-0.409706571799916
50,26.07.2023 14:14:11.190,-78.537340165,499.5891810622,22.9669997952,-0.410818937800173
51,26.07.2023 14:14:11.200,-78.536342013,499.5892415892,22.9679998102,-0.410758410800213
52,26.07.2023 14:14:11.210,-78.537340165,499.5891810622,22.9669997952,-0.410818937800173
53,26.07.2023 14:14:11.220,-78.536341569,499.5892345332,22.9659998222,-0.410765466800171
54,26.07.2023 14:14:11.230,-78.536341569,499.5892345332,22.9659998222,-0.410765466800171
55,26.07.2023 14:14:11.240,-78.536341347,499.5892310052,22.9649998282,-0.410768994800208
56,26.07.2023 14:14:11.250,-78.536341347,499.5892310052,22.9649998282,-0.410768994800208
57,26.07.2023 14:14:11.260,-78.538338095,499.5891170072,22.9649997862,-0.410882992800168
58,26.07.2023 14:14:11.270,-78.536341347,499.5892310052,22.9649998282,-0.410768994800208
59,26.07.2023 14:14:11.280,-78.537339721,499.5891740062,22.9649998072,-0.410825993800188
60,26.07.2023 14:14:11.290,-78.537339721,499.5891740062,22.9649998072,-0.410825993800188
61,26.07.2023 14:14:11.300,-78.5393364689999,499.5890600082,22.9649997652,-0.410939991800205
62,26.07.2023 14:14:11.310,-78.537339721,499.5891740062,22.9649998072,-0.410825993800188
63,26.07.2023 14:14:11.320,-78.538281097,499.5881186392,22.9650033212,-0.411881360799896
64,26.07.2023 14:14:11.330,-78.539279249,499.5880581122,22.9640033062,-0.411941887799912
65,26.07.2023 14:14:11.340,-78.5402776229999,499.5880011132,22.9640032852,-0.411998886799893
66,26.07.2023 14:14:11.350,-78.5402774009999,499.5879975852,22.9630032912,-0.412002414799872
67,26.07.2023 14:14:11.360,-78.5402204029999,499.5869992172,22.9630068262,-0.413000782800054
68,26.07.2023 14:14:11.370,-78.541218555,499.5869386902,22.9620068112,-0.413061309800128
69,26.07.2023 14:14:11.380,-78.542216485,499.5868746352,22.9600068022,-0.413125364800123
70,26.07.2023 14:14:11.390,-78.542216485,499.5868746352,22.9600068022,-0.413125364800123
71,26.07.2023 14:14:11.400,-78.543214859,499.5868176362,22.9600067812,-0.413182363800104
72,26.07.2023 14:14:11.410,-78.543214637,499.5868141082,22.9590067872,-0.413185891800083
73,26.07.2023 14:14:11.420,-78.543214637,499.5868141082,22.9590067872,-0.413185891800083
74,26.07.2023 14:14:11.430,-78.543214415,499.5868105802,22.9580067932,-0.413189419800062
75,26.07.2023 14:14:11.440,-78.542216041,499.5868675792,22.9580068142,-0.413132420800082
76,26.07.2023 14:14:11.450,-78.541217667,499.5869245782,22.9580068352,-0.413075421800102
77,26.07.2023 14:14:11.460,-78.5402762909999,499.5879799452,22.9580033212,-0.412020054799882
78,26.07.2023 14:14:11.470,-78.538279765,499.5880974712,22.9590033572,-0.411902528799885
79,26.07.2023 14:14:11.480,-78.537281613,499.5881579982,22.9600033722,-0.411842001799926
80,26.07.2023 14:14:11.490,-78.536340459,499.5892168932,22.9609998522,-0.410783106800181
81,26.07.2023 14:14:11.500,-78.5343439329999,499.5893344192,22.9619998882,-0.410665580800185
82,26.07.2023 14:14:11.510,-78.5353423069999,499.5892774202,22.9619998672,-0.410722579800165
83,26.07.2023 14:14:11.520,-78.5353423069999,499.5892774202,22.9619998672,-0.410722579800165
84,26.07.2023 14:14:11.530,-78.534344155,499.5893379472,22.9629998822,-0.410662052800149
85,26.07.2023 14:14:11.540,-78.533345559,499.5893914182,22.9619999092,-0.410608581800204
86,26.07.2023 14:14:11.550,-78.5343439329999,499.5893344192,22.9619998882,-0.410665580800185
87,26.07.2023 14:14:11.560,-78.533345337,499.5893878902,22.9609999152,-0.410612109800184
88,26.07.2023 14:14:11.570,-78.533345559,499.5893914182,22.9619999092,-0.410608581800204
89,26.07.2023 14:14:11.580,-78.532404405,499.5904503132,22.9629963892,-0.409549686799892
90,26.07.2023 14:14:11.590,-78.532347407,499.5894519452,22.9629999242,-0.410548054800131
91,26.07.2023 14:14:11.600,-78.532347407,499.5894519452,22.9629999242,-0.410548054800131
92,26.07.2023 14:14:11.610,-78.532404627,499.5904538412,22.9639963832,-0.409546158799913
93,26.07.2023 14:14:11.620,-78.532404627,499.5904538412,22.9639963832,-0.409546158799913
94,26.07.2023 14:14:11.630,-78.532404405,499.5904503132,22.9629963892,-0.409549686799892
95,26.07.2023 14:14:11.640,-78.532404627,499.5904538412,22.9639963832,-0.409546158799913
96,26.07.2023 14:14:11.650,-78.532347407,499.5894519452,22.9629999242,-0.410548054800131
97,26.07.2023 14:14:11.660,-78.533345781,499.5893949462,22.9629999032,-0.410605053800168
98,26.07.2023 14:14:11.670,-78.5343439329999,499.5893344192,22.9619998882,-0.410665580800185
99,26.07.2023 14:14:11.680,-78.533345559,499.5893914182,22.9619999092,-0.410608581800204
100,26.07.2023 14:14:11.690,-78.532347407,499.5894519452,22.9629999242,-0.410548054800131
101,26.07.2023 14:14:11.700,-78.533346003,499.5893984742,22.9639998972,-0.410601525800189
102,26.07.2023 14:14:11.710,-78.532347629,499.5894554732,22.9639999182,-0.410544526800152
103,26.07.2023 14:14:11.720,-78.531406697,499.5905178962,22.9659963922,-0.409482103799917
104,26.07.2023 14:14:11.730,-78.5304083229999,499.5905748952,22.9659964132,-0.409425104799936
105,26.07.2023 14:14:11.740,-78.5304083229999,499.5905748952,22.9659964132,-0.409425104799936
106,26.07.2023 14:14:11.750,-78.529409949,499.5906318942,22.9659964342,-0.409368105799899
107,26.07.2023 14:14:11.760,-78.528468795,499.5916907892,22.9669929142,-0.408309210800212
108,26.07.2023 14:14:11.770,-78.528468795,499.5916907892,22.9669929142,-0.408309210800212
109,26.07.2023 14:14:11.780,-78.529467391,499.5916373182,22.9679928872,-0.408362681800213
110,26.07.2023 14:14:11.790,-78.527470643,499.5917513162,22.9679929292,-0.408248683800252
111,26.07.2023 14:14:11.800,-78.527470865,499.5917548442,22.9689929232,-0.408245155800216
112,26.07.2023 14:14:11.810,-78.527470865,499.5917548442,22.9689929232,-0.408245155800216
113,26.07.2023 14:14:11.820,-78.527471087,499.5917583722,22.9699929172,-0.408241627800237
114,26.07.2023 14:14:11.830,-78.526472713,499.5918153712,22.9699929382,-0.4081846288002
115,26.07.2023 14:14:11.840,-78.526472935,499.5918188992,22.9709929322,-0.408181100800221
116,26.07.2023 14:14:11.850,-78.526472935,499.5918188992,22.9709929322,-0.408181100800221
117,26.07.2023 14:14:11.860,-78.527471309,499.5917619002,22.9709929112,-0.408238099800258
118,26.07.2023 14:14:11.870,-78.526472935,499.5918188992,22.9709929322,-0.408181100800221
119,26.07.2023 14:14:11.880,-78.526472713,499.5918153712,22.9699929382,-0.4081846288002
120,26.07.2023 14:14:11.890,-78.526472935,499.5918188992,22.9709929322,-0.408181100800221
121,26.07.2023 14:14:11.900,-78.526472713,499.5918153712,22.9699929382,-0.4081846288002
122,26.07.2023 14:14:11.910,-78.5254745609999,499.5918758982,22.9709929532,-0.40812410180024
123,26.07.2023 14:14:11.920,-78.5254743389999,499.5918723702,22.9699929592,-0.408127629800219
124,26.07.2023 14:14:11.930,-78.527471087,499.5917583722,22.9699929172,-0.408241627800237
125,26.07.2023 14:14:11.940,-78.526472713,499.5918153712,22.9699929382,-0.4081846288002
126,26.07.2023 14:14:11.950,-78.526529711,499.5928137392,22.9699894032,-0.407186260800017
127,26.07.2023 14:14:11.960,-78.528469239,499.5916978452,22.9689929022,-0.408302154800197
128,26.07.2023 14:14:11.970,-78.528469239,499.5916978452,22.9689929022,-0.408302154800197
129,26.07.2023 14:14:11.980,-78.529410393,499.5906389502,22.9679964222,-0.409361049799941
130,26.07.2023 14:14:11.990,-78.5304085449999,499.5905784232,22.9669964072,-0.409421576799957
131,26.07.2023 14:14:12.000,-78.531406919,499.5905214242,22.9669963862,-0.409478575799938
132,26.07.2023 14:14:12.010,-78.5304083229999,499.5905748952,22.9659964132,-0.409425104799936
133,26.07.2023 14:14:12.020,-78.531406697,499.5905178962,22.9659963922,-0.409482103799917
134,26.07.2023 14:14:12.030,-78.531406697,499.5905178962,22.9659963922,-0.409482103799917
135,26.07.2023 14:14:12.040,-78.531406697,499.5905178962,22.9659963922,-0.409482103799917
136,26.07.2023 14:14:12.050,-78.531406919,499.5905214242,22.9669963862,-0.409478575799938
137,26.07.2023 14:14:12.060,-78.532405071,499.5904608972,22.9659963712,-0.409539102799897
