TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights,TapeEdgeLeft_b,TapeEdgeRight_b,TapeWidth,TapeCenterLine,Var1_c,Var2_c,Var3_c,Var4_c,Var5_c,Var6_c,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1,Var1_d,Var2_d,Var3_d,Var4_d,Var5_d,Var6_d,TapeEdgeLeft_d,TapeEdgeRight_d,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
26.07.2023 14:08:58.415,NaN,-11.4114381579325,NaN,NaN,NaN,NaN,0.322602313750462,3.1542588,-3.0905364,6.2447952,0.0318612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.431,NaN,-10.5537349284325,NaN,NaN,NaN,NaN,0.313460614625461,3.3772872,-2.8993692,6.2766564,0.238959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.448,NaN,-9.6960844806697,NaN,NaN,NaN,NaN,0.304319478066559,3.4410096,-2.9630916,6.4041012,0.238959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.464,NaN,-8.83838125116971,NaN,NaN,NaN,NaN,0.295177778941558,3.3772872,-3.026814,6.4041012,0.1752366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.480,NaN,-7.98073080340689,NaN,NaN,NaN,NaN,0.286036642382657,3.3932178,-3.0108834,6.4041012,0.1911672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.496,NaN,-7.12302757390694,NaN,NaN,NaN,NaN,0.276894943257656,3.4569402,-2.947161,6.4041012,0.2548896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.513,NaN,-6.26537712614416,NaN,NaN,NaN,NaN,0.267753806698755,3.6003156,-2.787855,6.3881706,0.4062303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.520,712,-5.90461569699999,449.2688199442,-0.287460590799997,-0.731180055799996,52.7817371999996,0.263908685999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.529,NaN,-5.40767389664412,NaN,NaN,NaN,NaN,0.258612107573754,3.4728708,-2.867508,6.3403788,0.3026814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.530,713,-5.376798325,449.2168918042,-0.267159836799958,-0.783108195799855,51.6566049999994,0.258283024999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.540,714,-4.860232275,449.1164027742,-0.201689966799961,-0.883597225799917,52.5707156000023,0.262853578000012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.545,NaN,-4.56247000419871,NaN,NaN,NaN,NaN,0.281962011392142,3.3613566,-2.8993692,6.2607258,0.2309937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.550,715,-4.33452511899998,449.1365205202,-0.167643774799968,-0.863479479800219,59.3180043999971,0.296590021999985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.560,716,-3.74134507500001,449.2204567392,-0.170807969800011,-0.779543260799983,64.8527602000019,0.324263801000009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.561,NaN,-3.61721474837053,NaN,NaN,NaN,NaN,0.326873798483057,3.4410096,-2.8197162,6.2607258,0.3106467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.570,717,-3.09281747299999,449.1945855332,-0.112572046799961,-0.80541446680013,67.5799832000014,0.337899916000007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.578,NaN,-2.54115983638762,NaN,NaN,NaN,NaN,0.338780705633855,3.4091484,-2.8993692,6.3085176,0.2548896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.07.2023 14:08:58.580,718,-2.41701764099997,449.1471773892,-0.0702541767999887,-0.852822610799933,67.7957827999987,0.338978913999993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
