Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:45:44.498,5288176,5288626,86.7948577880859,86.7988578694661,88.7580709635417,88.7620710042318,2.078,10.024,7.946,7.94716377080528
2023-07-26 15:45:44.507,5288178,5288628,86.8035538736979,86.807553914388,88.7667666829427,88.7707667236328,2.078,10.001,7.923,7.9240829122366
2023-07-26 15:45:44.516,5288180,5288630,86.8122603352865,86.8162603759766,88.7754627278646,88.7794628092448,2.078,9.974,7.896,7.89742464351513
2023-07-26 15:45:44.524,5288182,5288632,86.8209459635417,86.8249460449219,88.7841588134766,88.7881588541667,2.129,9.989,7.86,7.86126459292651
2023-07-26 15:45:44.533,5288184,5288634,86.8296416829427,86.8336417643229,88.7928548583984,88.7968548990885,2.167,10.001,7.834,7.83580117154589
2023-07-26 15:45:44.542,5288186,5288636,86.8383377685547,86.8423378092448,88.8015509033203,88.8055509847005,2.167,9.975,7.808,7.80893750775354
2023-07-26 15:45:44.550,5288188,5288638,86.8470338134766,86.8510338541667,88.8102468261719,88.8142468261719,2.193,9.963,7.77,7.77082164252919
2023-07-26 15:45:44.559,5288190,5288640,86.8557298583984,86.8597299397786,88.8189427083333,88.8229427490234,2.244,9.986,7.742,7.7434144923283
2023-07-26 15:45:44.568,5288192,5288642,86.8644259440104,86.8684259847005,88.8276387532552,88.8316387939453,2.306,10.034,7.728,7.72911023339686
2023-07-26 15:45:44.577,5288194,5288644,86.8731219482422,86.8771219482422,88.8363347981771,88.8403348795573,2.319,10.022,7.703,7.70423604259371
2023-07-26 15:45:44.585,5288196,5288646,86.8818177083333,86.8858177897135,88.8450308837891,88.8490309244792,2.306,10.007,7.701,7.70303381791876
2023-07-26 15:45:44.594,5288198,5288648,86.8905137939453,86.8945138346354,88.8537269287109,88.857726969401,2.306,9.984,7.678,7.67940707346602
2023-07-26 15:45:44.603,5288200,5288650,86.8992098388672,86.9032098795573,88.862422648112,88.8664227294922,2.331,9.957,7.626,7.62745547348524
2023-07-26 15:45:44.611,5288202,5288652,86.9079058837891,86.9119059651693,88.8711187337239,88.8751187744141,2.331,9.947,7.616,7.61685315599559
2023-07-26 15:45:44.620,5288204,5288654,86.916601969401,86.9206020100911,88.8798147786458,88.8838148193359,2.331,9.932,7.601,7.60223453992312
2023-07-26 15:45:44.629,5288206,5288656,86.9252977294922,86.9292977294922,88.8885108235677,88.8925109049479,2.345,9.91,7.565,7.56618668815408
2023-07-26 15:45:44.637,5288208,5288658,86.933993733724,86.9379937744141,88.8972069091797,88.9012069498698,2.344,9.898,7.554,7.55506750466202
2023-07-26 15:45:44.646,5288210,5288660,86.9426897786458,86.946689860026,88.9059029541016,88.9099029947917,2.408,9.911,7.503,7.50402458684671
2023-07-26 15:45:44.655,5288212,5288662,86.9513858642578,86.9553859049479,88.9145986735026,88.9185987141927,2.459,9.9,7.441,7.4420498520233
2023-07-26 15:45:44.663,5288214,5288664,86.9600819091797,86.9640819498698,88.9232947184245,88.9272947998047,2.472,9.874,7.402,7.40278785323475
2023-07-26 15:45:44.672,5288216,5288666,86.9687779541016,86.9727780354818,88.9319908040365,88.9359908447266,2.471,9.825,7.354,7.35504534316411
2023-07-26 15:45:44.681,5288218,5288668,86.9774737141927,86.9814737548828,88.9406868489583,88.9446868896484,2.484,9.8,7.316,7.31673916440924
2023-07-26 15:45:44.690,5288220,5288670,86.9861697591146,86.9901697998047,88.9493828938802,88.9533829752604,2.509,9.796,7.287,7.28817741276926
2023-07-26 15:45:44.698,5288222,5288672,86.9948658040365,86.9988658854167,88.9580788574219,88.9620788574219,2.534,9.771,7.237,7.23814962542223
2023-07-26 15:45:44.708,5288224,5288674,87.0035618896484,87.0075619303385,88.9667746988932,88.9707747395833,2.547,9.757,7.21,7.21090119194543
