Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:51:49.364,5371975,5372424,67.6520017496745,67.6560017903646,69.6149798583984,69.6189798990885,3.081,9.774,6.693,6.69397079467785
2023-07-26 15:51:49.373,5371977,5372426,67.660708211263,67.6647082926432,69.6236759033203,69.6276759847005,3.144,9.824,6.68,6.68109579335606
2023-07-26 15:51:49.382,5371979,5372428,67.6693938802083,67.6733939208984,69.6323718261719,69.6363718261719,3.156,9.836,6.68,6.68107775736819
2023-07-26 15:51:49.390,5371981,5372430,67.6780899251302,67.6820899658203,69.6410677083333,69.6450677490234,3.143,9.798,6.655,6.65566382865
2023-07-26 15:51:49.399,5371983,5372432,67.6867859700521,67.6907860107422,69.6497637532552,69.6537637939453,3.118,9.808,6.69,6.69144386511611
2023-07-26 15:51:49.408,5371985,5372434,67.6954817301432,67.6994817708333,69.6584597981771,69.6624598795573,3.13,9.784,6.654,6.65486025397979
2023-07-26 15:51:49.417,5371987,5372436,67.7041777750651,67.7081778157552,69.6671558837891,69.6711559244792,3.143,9.782,6.639,6.6400308734222
2023-07-26 15:51:49.425,5371989,5372438,67.712873819987,67.7168739013672,69.6758519287109,69.679851969401,3.143,9.771,6.628,6.628912731361
2023-07-26 15:51:49.434,5371991,5372440,67.721569905599,67.7255699462891,69.684547648112,69.6885477294922,3.143,9.784,6.641,6.64189445866162
2023-07-26 15:51:49.443,5371993,5372442,67.7302659505208,67.7342659912109,69.6932437337239,69.6972437744141,3.182,9.798,6.616,6.61678622897854
2023-07-26 15:51:49.451,5371995,5372444,67.7389617919922,67.7429617919922,69.7019397786458,69.7059398193359,3.181,9.799,6.618,6.61855875549957
2023-07-26 15:51:49.460,5371997,5372446,67.7476577148438,67.751657796224,69.7106358235677,69.7146359049479,3.209,9.812,6.603,6.60414551626477
2023-07-26 15:51:49.469,5371999,5372448,67.7563538004557,67.7603538411458,69.7193319091797,69.7233319498698,3.195,9.775,6.58,6.58075983454798
2023-07-26 15:51:49.477,5372001,5372450,67.7650498453776,67.7690498860677,69.7280279541016,69.7320279947917,3.144,9.725,6.581,6.58186979512661
2023-07-26 15:51:49.486,5372003,5372452,67.7737458902995,67.7777459716797,69.7367236735026,69.7407237141927,3.17,9.726,6.556,6.55682484133899
2023-07-26 15:51:49.495,5372005,5372454,67.7824419759115,67.7864420166016,69.7454197184245,69.7494197998047,3.195,9.736,6.541,6.54199335065391
2023-07-26 15:51:49.504,5372007,5372456,67.7911376953125,67.7951377360026,69.7541158040365,69.7581158447266,3.169,9.697,6.528,6.52889332122987
2023-07-26 15:51:49.512,5372009,5372458,67.7998337402344,67.8038338216146,69.7628118489583,69.7668118896484,3.169,9.674,6.505,6.50572317271493
2023-07-26 15:51:49.521,5372011,5372460,67.8085298258463,67.8125298665365,69.7715078938802,69.7755079752604,3.157,9.66,6.503,6.50359539024377
2023-07-26 15:51:49.530,5372013,5372462,67.8172258707682,67.8212259114583,69.7802038574219,69.7842038574219,3.22,9.684,6.464,6.46497022421604
2023-07-26 15:51:49.539,5372015,5372464,67.8259219156901,67.8299219970703,69.7888996988932,69.7928997395833,3.245,9.671,6.426,6.42712035051468
2023-07-26 15:51:49.547,5372017,5372466,67.8346180013021,67.8386180419922,69.7975957438151,69.8015958251953,3.208,9.646,6.438,6.43902702277293
2023-07-26 15:51:49.556,5372019,5372468,67.8433137207031,67.8473137613932,69.8062918294271,69.8102918701172,3.182,9.622,6.44,6.44061495511104
2023-07-26 15:51:49.565,5372021,5372470,67.852009765625,67.8560098063151,69.814987874349,69.8189879150391,3.182,9.597,6.415,6.41589229959481
2023-07-26 15:51:49.573,5372023,5372472,67.8607058105469,67.8647058919271,69.8236839192708,69.827684000651,3.207,9.623,6.416,6.41694288582967
2023-07-26 15:51:49.581,5372025,5372474,67.8694018961589,67.8734019368489,69.8323796386719,69.8363797200521,3.208,9.601,6.393,6.3937058111865
2023-07-26 15:51:49.590,5372027,5372476,67.8780979410807,67.8820979817708,69.8410757242839,69.845075764974,3.208,9.589,6.381,6.38188036553491
2023-07-26 15:51:49.599,5372029,5372478,67.8867938232422,67.8907938232422,69.8497717692057,69.8537718098958,3.247,9.601,6.354,6.35545529446947
2023-07-26 15:51:49.607,5372031,5372480,67.8954897460937,67.8994897867839,69.8584678141276,69.8624678955078,3.272,9.626,6.354,6.35500472069061
2023-07-26 15:51:49.616,5372033,5372482,67.9041857910156,67.9081858317057,69.8671638997396,69.8711639404297,3.31,9.629,6.319,6.31979121490576
2023-07-26 15:51:49.625,5372035,5372484,67.9128818359375,67.9168819173177,69.8758599446615,69.8798599853516,3.297,9.602,6.305,6.30592491233443
2023-07-26 15:51:49.634,5372037,5372486,67.9215779215495,67.9255779622396,69.8845556640625,69.8885557454427,3.298,9.589,6.291,6.29222194459159
2023-07-26 15:51:49.642,5372039,5372488,67.9302739664714,67.9342740071615,69.8932517496745,69.8972517903646,3.311,9.576,6.265,6.26603710490131
2023-07-26 15:51:49.651,5372041,5372490,67.9389696858724,67.9429697265625,69.901958211263,69.9059582519531,3.309,9.562,6.253,6.25389838420804
2023-07-26 15:51:49.660,5372043,5372492,67.9476657307943,67.9516658121745,69.9106438395182,69.9146439208984,3.309,9.549,6.24,6.24073841784768
2023-07-26 15:51:49.669,5372045,5372494,67.9563618164062,67.9603618570964,69.9193399251302,69.9233399658203,3.322,9.562,6.24,6.24093454540264
2023-07-26 15:51:49.677,5372047,5372496,67.9650578613281,67.9690579020182,69.9280358886719,69.9320358886719,3.334,9.562,6.228,6.22869432545859
