Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:52:49.221,5385718,5386167,127.507021809896,127.511021850586,1.47003588867187,1.47403588867187,2.382,9.329,6.947,6.94841053766975
2023-07-26 15:52:49.229,5385720,5386169,127.515717854818,127.519717895508,1.47873168945313,1.48273173014323,2.382,9.354,6.972,6.97334589705688
2023-07-26 15:52:49.238,5385722,5386171,127.52441389974,127.52841398112,1.487427734375,1.49142781575521,2.407,9.38,6.973,6.9741382980265
2023-07-26 15:52:49.247,5385724,5386173,127.533109985352,127.537110026042,1.49612381998698,1.50012386067708,2.407,9.354,6.947,6.94827302284532
2023-07-26 15:52:49.255,5385726,5386175,127.541805704753,127.545805745443,1.50481986490885,1.50881990559896,2.407,9.344,6.937,6.93809037127652
2023-07-26 15:52:49.264,5385728,5386177,127.550501749674,127.554501790365,1.51351590983073,1.51751599121094,2.458,9.378,6.92,6.92189598303817
2023-07-26 15:52:49.273,5385730,5386179,127.559208211263,127.563208292643,1.52221166992187,1.52621171061198,2.483,9.379,6.896,6.8971510060314
2023-07-26 15:52:49.282,5385732,5386181,127.567893880208,127.571893920898,1.53090771484375,1.53490775553385,2.509,9.391,6.882,6.88350637393473
2023-07-26 15:52:49.290,5385734,5386183,127.57658992513,127.58058996582,1.53960375976562,1.54360384114583,2.522,9.379,6.857,6.8585541479236
2023-07-26 15:52:49.299,5385736,5386185,127.585285970052,127.589286010742,1.5482998453776,1.55229988606771,2.56,9.38,6.82,6.8212772997438
2023-07-26 15:52:49.308,5385738,5386187,127.593981730143,127.597981770833,1.55699589029948,1.56099593098958,2.585,9.381,6.796,6.79702434893388
2023-07-26 15:52:49.317,5385740,5386189,127.602677775065,127.606677815755,1.56569193522135,1.56969201660156,2.585,9.369,6.784,6.78509690424536
2023-07-26 15:52:49.325,5385742,5386191,127.611373819987,127.615373901367,1.5743876546224,1.5783877360026,2.611,9.37,6.759,6.76025006933915
2023-07-26 15:52:49.334,5385744,5386193,127.620069905599,127.624069946289,1.58308374023437,1.58708378092448,2.625,9.357,6.732,6.73327446343902
2023-07-26 15:52:49.343,5385746,5386195,127.628765950521,127.632765991211,1.59177978515625,1.59577982584635,2.625,9.359,6.734,6.73525470936326
2023-07-26 15:52:49.351,5385748,5386197,127.637461791992,127.641461791992,1.60047583007812,1.60447591145833,2.7,9.409,6.709,6.71022093525988
2023-07-26 15:52:49.360,5385750,5386199,127.646157714844,127.650157796224,1.6091719156901,1.61317195638021,2.713,9.385,6.672,6.67306114163507
2023-07-26 15:52:49.369,5385752,5386201,127.654853800456,127.658853841146,1.61786791992188,1.62186791992188,2.687,9.359,6.672,6.67311531445396
