Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:59:18.510,5475110,5475559,4.7870458577474,4.7910458984375,6.74995979817708,6.75395987955729,2.741,9.749,7.008,7.00956261117625
2023-07-26 15:59:18.519,5475112,5475561,4.79574190266927,4.79974194335937,6.75865588378906,6.76265592447917,2.741,9.788,7.047,7.04805597310351
2023-07-26 15:59:18.528,5475114,5475563,4.80443794759115,4.80843802897135,6.76735192871094,6.77135196940104,2.754,9.799,7.045,7.04670490371209
2023-07-26 15:59:18.537,5475116,5475565,4.81313366699219,4.8171337483724,6.77604764811198,6.78004772949219,2.792,9.837,7.045,7.04635146724885
2023-07-26 15:59:18.545,5475118,5475567,4.82182975260417,4.82582979329427,6.78474373372396,6.78874377441406,2.766,9.837,7.071,7.0721766097857
2023-07-26 15:59:18.554,5475120,5475569,4.83052579752604,4.83452583821615,6.79343977864583,6.79743981933594,2.728,9.811,7.083,7.08410290721415
2023-07-26 15:59:18.563,5475122,5475571,4.83922184244792,4.84322192382812,6.80213582356771,6.80613590494792,2.741,9.824,7.083,7.08452524873756
2023-07-26 15:59:18.572,5475124,5475573,4.8479179280599,4.85191796875,6.81083190917969,6.81483194986979,2.741,9.848,7.107,7.10871190863718
2023-07-26 15:59:18.579,5475126,5475575,4.85661397298177,4.86061401367188,6.81952795410156,6.82352799479167,2.677,9.798,7.121,7.1221503073159
2023-07-26 15:59:18.589,5475128,5475577,4.86530969238281,4.86930977376302,6.8282236735026,6.83222371419271,2.653,9.774,7.121,7.12247611438606
2023-07-26 15:59:18.597,5475130,5475579,4.87400577799479,4.8780058186849,6.83691971842448,6.84091979980469,2.691,9.801,7.11,7.11156108038172
2023-07-26 15:59:18.606,5475132,5475581,4.88270182291667,4.88670186360677,6.84561580403646,6.84961584472656,2.691,9.813,7.122,7.12341547293151
2023-07-26 15:59:18.615,5475134,5475583,4.89139786783854,4.89539794921875,6.85431184895833,6.85831188964844,2.69,9.823,7.133,7.13466222045585
2023-07-26 15:59:18.623,5475136,5475585,4.90009395345052,4.90409399414062,6.86300789388021,6.86700797526042,2.704,9.815,7.111,7.11249864674855
2023-07-26 15:59:18.632,5475138,5475587,4.90878991699219,4.91278991699219,6.87170385742187,6.87570385742188,2.691,9.813,7.122,7.12357943733345
2023-07-26 15:59:18.641,5475140,5475589,4.91748571777344,4.92148575846354,6.88039969889323,6.88439973958333,2.691,9.789,7.098,7.09920875872798
2023-07-26 15:59:18.649,5475142,5475591,4.92618176269531,4.93018184407552,6.8890957438151,6.89309582519531,2.716,9.812,7.096,7.0975432369236
2023-07-26 15:59:18.658,5475144,5475593,4.93487784830729,4.9388778889974,6.89779182942708,6.90179187011719,2.716,9.801,7.085,7.08603316390772
2023-07-26 15:59:18.667,5475146,5475595,4.94357389322917,4.94757393391927,6.90648787434896,6.91048791503906,2.69,9.761,7.071,7.07226957913795
2023-07-26 15:59:18.676,5475148,5475597,4.95226993815104,4.95627001953125,6.91518391927083,6.91918400065104,2.703,9.763,7.06,7.06090426220325
2023-07-26 15:59:18.684,5475150,5475599,4.96096569824219,4.96496573893229,6.92387963867187,6.92787972005208,2.756,9.798,7.042,7.04419903182754
2023-07-26 15:59:18.693,5475152,5475601,4.96966174316406,4.97366178385417,6.93257572428385,6.93657576497396,2.767,9.798,7.031,7.03233460523602
2023-07-26 15:59:18.701,5475154,5475603,4.97835778808594,4.98235786946615,6.94127176920573,6.94527180989583,2.741,9.762,7.021,7.02216668842317
2023-07-26 15:59:18.710,5475156,5475605,4.98705387369792,4.99105391438802,6.9499678141276,6.95396789550781,2.73,9.714,6.984,6.984996778811
2023-07-26 15:59:18.718,5475158,5475607,4.99576033528646,4.99976037597656,6.95866389973958,6.96266394042969,2.691,9.674,6.983,6.98420997679766
2023-07-26 15:59:18.728,5475160,5475609,5.00444596354167,5.00844604492188,6.96735994466146,6.97135998535156,2.665,9.638,6.973,6.97403247769897
2023-07-26 15:59:18.737,5475162,5475611,5.01314168294271,5.01714176432292,6.9760556640625,6.98005574544271,2.716,9.65,6.934,6.93509084295224
2023-07-26 15:59:18.745,5475164,5475613,5.02183776855469,5.02583780924479,6.98475174967448,6.98875179036458,2.729,9.675,6.946,6.94717928370932
2023-07-26 15:59:18.754,5475166,5475615,5.03053381347656,5.03453385416667,6.99345821126302,6.99745825195312,2.691,9.638,6.947,6.94829223622611
2023-07-26 15:59:18.763,5475168,5475617,5.03922985839844,5.04322993977865,7.00214383951823,7.00614392089844,2.703,9.663,6.96,6.96112239513141
2023-07-26 15:59:18.771,5475170,5475619,5.04792594401042,5.05192598470052,7.01083992513021,7.01483996582031,2.754,9.7,6.946,6.94717928370933
2023-07-26 15:59:18.779,5475172,5475621,5.05662194824219,5.06062194824219,7.01953588867188,7.02353588867188,2.741,9.687,6.946,6.94707132538597
2023-07-26 15:59:18.789,5475174,5475623,5.06531770833333,5.06931778971354,7.02823168945313,7.03223173014323,2.728,9.674,6.946,6.94693543945818
2023-07-26 15:59:18.798,5475176,5475625,5.07401379394531,5.07801383463542,7.036927734375,7.04092781575521,2.703,9.623,6.92,6.92149810373448
2023-07-26 15:59:18.806,5475178,5475627,5.08270983886719,5.08670987955729,7.04562381998698,7.04962386067708,2.729,9.623,6.894,6.89548294175252
2023-07-26 15:59:18.815,5475180,5475629,5.09140588378906,5.09540596516927,7.05431986490885,7.05831990559896,2.767,9.671,6.904,6.90569511345527
2023-07-26 15:59:18.824,5475182,5475631,5.10010196940104,5.10410201009115,7.06301590983073,7.06701599121094,2.818,9.698,6.88,6.88154895354236
2023-07-26 15:59:18.832,5475184,5475633,5.10879772949219,5.11279772949219,7.07171166992187,7.07571171061198,2.817,9.71,6.893,6.89432186657977
2023-07-26 15:59:18.841,5475186,5475635,5.11749373372396,5.12149377441406,7.08040771484375,7.08440775553385,2.792,9.674,6.882,6.88313511417581
2023-07-26 15:59:18.850,5475188,5475637,5.12618977864583,5.13018986002604,7.08910375976563,7.09310384114583,2.806,9.697,6.891,6.89281111013497
2023-07-26 15:59:18.858,5475190,5475639,5.13488586425781,5.13888590494792,7.0977998453776,7.10179988606771,2.792,9.674,6.882,6.88304612798723
2023-07-26 15:59:18.867,5475192,5475641,5.14358190917969,5.14758194986979,7.10649589029948,7.11049593098958,2.741,9.611,6.87,6.87119232739122
2023-07-26 15:59:18.876,5475194,5475643,5.15227795410156,5.15627803548177,7.11519193522135,7.11919201660156,2.69,9.571,6.881,6.88236369280206
2023-07-26 15:59:18.884,5475196,5475645,5.16097371419271,5.16497375488281,7.1238876546224,7.1278877360026,2.678,9.57,6.892,6.89352515045822
2023-07-26 15:59:18.893,5475198,5475647,5.16966975911458,5.17366979980469,7.13258374023438,7.13658378092448,2.715,9.596,6.881,6.88213527911214
2023-07-26 15:59:18.901,5475200,5475649,5.17836580403646,5.18236588541667,7.14127978515625,7.14527982584635,2.729,9.595,6.866,6.86730747818969
2023-07-26 15:59:18.910,5475202,5475651,5.18706188964844,5.19106193033854,7.14997583007812,7.15397591145833,2.727,9.595,6.868,6.86896273100968
2023-07-26 15:59:18.919,5475204,5475653,5.19575793457031,5.19975797526042,7.1586719156901,7.16267195638021,2.74,9.557,6.817,6.81810956204137
2023-07-26 15:59:18.927,5475206,5475655,5.20445397949219,5.20845397949219,7.16736791992188,7.17136791992187,2.727,9.531,6.804,6.805093680472
2023-07-26 15:59:18.936,5475208,5475657,5.21314969889323,5.21714978027344,7.17606368001302,7.18006376139323,2.74,9.582,6.842,6.84294965639818
2023-07-26 15:59:18.945,5475210,5475659,5.22184578450521,5.22584582519531,7.184759765625,7.1887598063151,2.765,9.569,6.804,6.80493828039608
2023-07-26 15:59:18.954,5475212,5475661,5.23054182942708,5.23454187011719,7.19345581054687,7.19745585123698,2.766,9.545,6.779,6.77982868515127
2023-07-26 15:59:18.962,5475214,5475663,5.23923787434896,5.24323795572917,7.20215185546875,7.20615193684896,2.805,9.581,6.776,6.77722782559359
