Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:48:05.250,5320501,5320950,99.5433559570313,99.5473559977214,101.506351928711,101.510351969401,1.964,9.37,7.406,7.40743896363649
2023-07-26 15:48:05.259,5320503,5320952,99.5520516764323,99.5560517578125,101.515047648112,101.519047729492,1.976,9.382,7.406,7.40707175609903
2023-07-26 15:48:05.268,5320505,5320954,99.5607477620443,99.5647478027344,101.523743733724,101.527743774414,2.001,9.407,7.406,7.40675853528384
2023-07-26 15:48:05.276,5320507,5320956,99.5694438069661,99.5734438476563,101.532439778646,101.536439819336,2.052,9.444,7.392,7.39317847748856
2023-07-26 15:48:05.285,5320509,5320958,99.578139851888,99.5821399332682,101.541135823568,101.545135904948,2.078,9.458,7.38,7.38118039340592
2023-07-26 15:48:05.294,5320511,5320960,99.5868359375,99.5908359781901,101.54983190918,101.55383194987,2.117,9.494,7.377,7.37846447440116
2023-07-26 15:48:05.302,5320513,5320962,99.5955319824219,99.599532023112,101.558527954102,101.562527994792,2.18,9.534,7.354,7.35539020039046
2023-07-26 15:48:05.311,5320515,5320964,99.6042277018229,99.608227742513,101.567223673503,101.571223714193,2.193,9.534,7.341,7.34220470975851
2023-07-26 15:48:05.320,5320517,5320966,99.6129237467448,99.616923828125,101.575919718424,101.579919799805,2.219,9.532,7.313,7.31504600122241
2023-07-26 15:48:05.329,5320519,5320968,99.6216198323568,99.6256198730469,101.584615804036,101.588615844727,2.231,9.524,7.293,7.29430551869059
2023-07-26 15:48:05.337,5320521,5320970,99.6303158772786,99.6343159179687,101.593311848958,101.597311889648,2.23,9.509,7.279,7.28036551280223
2023-07-26 15:48:05.346,5320523,5320972,99.6390119222005,99.6430120035807,101.60200789388,101.60600797526,2.244,9.497,7.253,7.25442933661911
2023-07-26 15:48:05.355,5320525,5320974,99.6477078857422,99.6517078857422,101.610703857422,101.614703857422,2.244,9.47,7.226,7.22786081769703
2023-07-26 15:48:05.364,5320527,5320976,99.6564037272135,99.6604037679036,101.619399698893,101.623399739583,2.269,9.483,7.214,7.21515329012489
2023-07-26 15:48:05.372,5320529,5320978,99.6650997721354,99.6690998535156,101.628095743815,101.632095825195,2.319,9.507,7.188,7.19003372732006
2023-07-26 15:48:05.380,5320531,5320980,99.6737958577474,99.6777958984375,101.636791829427,101.640791870117,2.345,9.497,7.152,7.15321801708853
2023-07-26 15:48:05.390,5320533,5320982,99.6824919026693,99.6864919433594,101.645487874349,101.649487915039,2.382,9.549,7.167,7.16784409707689
2023-07-26 15:48:05.398,5320535,5320984,99.6911879475911,99.6951880289714,101.654183919271,101.658184000651,2.408,9.548,7.14,7.14118337532373
2023-07-26 15:48:05.406,5320537,5320986,99.6998836669922,99.7038837483724,101.662879638672,101.666879720052,2.434,9.549,7.115,7.11626172930704
2023-07-26 15:48:05.416,5320539,5320988,99.7085797526042,99.7125797932943,101.671575724284,101.675575764974,2.46,9.56,7.1,7.10213179263804
2023-07-26 15:48:05.424,5320541,5320990,99.717275797526,99.7212758382161,101.680271769206,101.684271809896,2.473,9.537,7.064,7.06538717976588
2023-07-26 15:48:05.433,5320543,5320992,99.7259718424479,99.7299719238281,101.688967814128,101.692967895508,2.498,9.562,7.064,7.06536743559739
2023-07-26 15:48:05.442,5320545,5320994,99.7346679280599,99.73866796875,101.69766389974,101.70166394043,2.523,9.562,7.039,7.04012762668405
2023-07-26 15:48:05.450,5320547,5320996,99.7433639729818,99.7473640136719,101.706359944661,101.710359985352,2.561,9.6,7.039,7.04010980028011
2023-07-26 15:48:05.459,5320549,5320998,99.7520596923828,99.756059773763,101.715055664063,101.719055745443,2.612,9.627,7.015,7.01584677711821
2023-07-26 15:48:05.467,5320551,5321000,99.7607557779948,99.7647558186849,101.723751749674,101.727751790365,2.637,9.612,6.975,6.9764862932568
2023-07-26 15:48:05.476,5320553,5321002,99.7694518229167,99.7734518636068,101.732458211263,101.736458251953,2.651,9.623,6.972,6.97370059580995
2023-07-26 15:48:05.485,5320555,5321004,99.7781478678385,99.7821479492187,101.741143839518,101.745143920898,2.663,9.624,6.961,6.96305119900752
2023-07-26 15:48:05.494,5320557,5321006,99.7868439534505,99.7908439941406,101.74983992513,101.75383996582,2.65,9.61,6.96,6.96117691198837
2023-07-26 15:48:05.503,5320559,5321008,99.7955399169922,99.7995399169922,101.758535888672,101.762535888672,2.636,9.586,6.95,6.95093490114819
2023-07-26 15:48:05.511,5320561,5321010,99.8042357177734,99.8082357584635,101.767231689453,101.771231730143,2.624,9.56,6.936,6.9372942852383
2023-07-26 15:48:05.520,5320563,5321012,99.8129317626953,99.8169318440755,101.775927734375,101.779927815755,2.651,9.562,6.911,6.91202445018824
2023-07-26 15:48:05.529,5320565,5321014,99.8216278483073,99.8256278889974,101.784623819987,101.788623860677,2.663,9.575,6.912,6.91354178406409
2023-07-26 15:48:05.537,5320567,5321016,99.8303238932292,99.8343239339193,101.793319864909,101.797319905599,2.688,9.601,6.913,6.91452051844522
2023-07-26 15:48:05.546,5320569,5321018,99.839019938151,99.8430200195313,101.802015909831,101.806015991211,2.728,9.64,6.912,6.91333783349259
2023-07-26 15:48:05.554,5320571,5321020,99.8477156982422,99.8517157389323,101.810711669922,101.814711710612,2.739,9.652,6.913,6.9144377934869
2023-07-26 15:48:05.563,5320573,5321022,99.8564117431641,99.8604117838542,101.819407714844,101.823407755534,2.726,9.651,6.925,6.92645573146902
2023-07-26 15:48:05.572,5320575,5321024,99.8651077880859,99.8691078694661,101.828103759766,101.832103841146,2.765,9.652,6.887,6.88822684005107
2023-07-26 15:48:05.581,5320577,5321026,99.8738038736979,99.877803914388,101.836799845378,101.840799886068,2.764,9.638,6.874,6.87557161260066
2023-07-26 15:48:05.589,5320579,5321028,99.8825103352865,99.8865103759766,101.845495890299,101.84949593099,2.739,9.612,6.873,6.87461489830521
2023-07-26 15:48:05.598,5320581,5321030,99.8911959635417,99.8951960449219,101.854191935221,101.858192016602,2.739,9.6,6.861,6.86234777608946
2023-07-26 15:48:05.607,5320583,5321032,99.8998916829427,99.9038917643229,101.862887654622,101.866887736003,2.764,9.601,6.837,6.83798398652702
2023-07-26 15:48:05.615,5320585,5321034,99.9085877685547,99.9125878092448,101.871583740234,101.875583780924,2.815,9.65,6.835,6.83653786649354
2023-07-26 15:48:05.624,5320587,5321036,99.9172838134766,99.9212838541667,101.880279785156,101.884279825846,2.828,9.636,6.808,6.80954396417264
2023-07-26 15:48:05.633,5320589,5321038,99.9259798583984,99.9299799397786,101.888975830078,101.892975911458,2.815,9.612,6.797,6.79838054245274
2023-07-26 15:48:05.642,5320591,5321040,99.9346759440104,99.9386759847005,101.89767191569,101.90167195638,2.803,9.6,6.797,6.79816776786216
2023-07-26 15:48:05.650,5320593,5321042,99.9433719482422,99.9473719482422,101.906367919922,101.910367919922,2.803,9.586,6.783,6.78508017638701
2023-07-26 15:48:05.659,5320595,5321044,99.9520677083333,99.9560677897135,101.915063680013,101.919063761393,2.815,9.588,6.773,6.77401048124374
2023-07-26 15:48:05.668,5320597,5321046,99.9607637939453,99.9647638346354,101.923759765625,101.927759806315,2.815,9.587,6.772,6.77319075473296
2023-07-26 15:48:05.676,5320599,5321048,99.9694598388672,99.9734598795573,101.932455810547,101.936455851237,2.804,9.578,6.774,6.77513483260665
2023-07-26 15:48:05.685,5320601,5321050,99.9781558837891,99.9821559651693,101.941151855469,101.945151936849,2.829,9.614,6.785,6.78665786672645
2023-07-26 15:48:05.694,5320603,5321052,99.986851969401,99.9908520100911,101.949847941081,101.953847981771,2.854,9.628,6.774,6.77497608851869
2023-07-26 15:48:05.702,5320605,5321054,99.9955477294922,99.9995477294922,101.958543701172,101.962543701172,2.905,9.653,6.748,6.74915765114433
2023-07-26 15:48:05.712,5320607,5321056,100.004243733724,100.008243774414,101.967239705404,101.971239746094,2.892,9.64,6.748,6.74929092571953
2023-07-26 15:48:05.720,5320609,5321058,100.012939778646,100.016939860026,101.975935750326,101.979935831706,2.854,9.602,6.748,6.74935026502552
2023-07-26 15:48:05.729,5320611,5321060,100.021635864258,100.025635904948,101.984631835937,101.988631876628,2.866,9.588,6.722,6.72329591792597
2023-07-26 15:48:05.737,5320613,5321062,100.03033190918,100.03433194987,101.993327880859,101.997327921549,2.865,9.575,6.71,6.71070108110919
2023-07-26 15:48:05.746,5320615,5321064,100.039027954102,100.043028035482,102.002023925781,102.006024007161,2.852,9.572,6.72,6.72121893706789
2023-07-26 15:48:05.754,5320617,5321066,100.047723714193,100.051723754883,102.010719685872,102.014719726562,2.853,9.572,6.719,6.72018132195851
2023-07-26 15:48:05.764,5320619,5321068,100.056419759115,100.060419799805,102.019415730794,102.023415771484,2.827,9.547,6.72,6.72116247385822
2023-07-26 15:48:05.772,5320621,5321070,100.065115804036,100.069115885417,102.028111775716,102.032111857096,2.891,9.572,6.681,6.68250888514187
2023-07-26 15:48:05.781,5320623,5321072,100.073811889648,100.077811930339,102.036807861328,102.040807902018,2.916,9.585,6.669,6.67046932381823
2023-07-26 15:48:05.790,5320625,5321074,100.08250793457,100.08650797526,102.04550390625,102.04950394694,2.929,9.575,6.646,6.64764770426352
2023-07-26 15:48:05.798,5320627,5321076,100.091203979492,100.095203979492,102.054199951172,102.058199951172,2.929,9.586,6.657,6.65857897752967
2023-07-26 15:48:05.806,5320629,5321078,100.099899698893,100.103899780273,102.062895670573,102.06690616862,2.903,9.561,6.658,6.65919214319575
2023-07-26 15:48:05.815,5320631,5321080,100.108595784505,100.112595825195,102.071591756185,102.075591796875,2.942,9.587,6.645,6.64667029421499
2023-07-26 15:48:05.824,5320633,5321082,100.117291829427,100.121291870117,102.080287801107,102.084287841797,2.968,9.611,6.643,6.6449507146404
2023-07-26 15:48:05.833,5320635,5321084,100.125987874349,100.129987955729,102.088983846029,102.092983927409,2.956,9.587,6.631,6.63231369885352
2023-07-26 15:48:05.842,5320637,5321086,100.134683959961,100.138684000651,102.097679931641,102.101679972331,2.955,9.598,6.643,6.64473874580484
2023-07-26 15:48:05.851,5320639,5321088,100.143379760742,100.147379760742,102.106375732422,102.110375732422,2.966,9.61,6.644,6.64513844852009
2023-07-26 15:48:05.859,5320641,5321090,100.152075724284,100.156075805664,102.115071695964,102.119071777344,3.005,9.635,6.63,6.63117825126123
2023-07-26 15:48:05.868,5320643,5321092,100.160771809896,100.164771850586,102.123767781576,102.127767822266,3.03,9.647,6.617,6.61841808893938
2023-07-26 15:48:05.877,5320645,5321094,100.169467854818,100.173467895508,102.132463826497,102.136463867188,3.004,9.622,6.618,6.6189990935186
2023-07-26 15:48:05.885,5320647,5321096,100.17816389974,100.18216398112,102.141159871419,102.145159952799,3.005,9.634,6.629,6.63012254788703
2023-07-26 15:48:05.894,5320649,5321098,100.186859985352,100.190860026042,102.149855957031,102.153855997721,2.991,9.631,6.64,6.64125296913165
2023-07-26 15:48:05.903,5320651,5321100,100.195555704753,100.199555745443,102.158551676432,102.162551717122,2.978,9.595,6.617,6.61789770244298
2023-07-26 15:48:05.911,5320653,5321102,100.204251749674,100.208251790365,102.167247721354,102.171247762044,2.966,9.584,6.618,6.61925713354603
2023-07-26 15:48:05.920,5320655,5321104,100.212958211263,100.216958292643,102.175943766276,102.179943847656,2.955,9.534,6.579,6.58034421592062
2023-07-26 15:48:05.929,5320657,5321106,100.221643880208,100.225643920898,102.184639851888,102.188639892578,2.929,9.507,6.578,6.57909446656605
2023-07-26 15:48:05.937,5320659,5321108,100.23033992513,100.23433996582,102.19333589681,102.1973359375,2.992,9.559,6.567,6.56838747334534
2023-07-26 15:48:05.947,5320661,5321110,100.239035970052,100.243036010742,102.202031941732,102.206031982422,3.03,9.596,6.566,6.56771314842541
2023-07-26 15:48:05.955,5320663,5321112,100.247731730143,100.251731770833,102.210727701823,102.214727742513,3.042,9.596,6.554,6.55551653189892
2023-07-26 15:48:05.963,5320665,5321114,100.256427775065,100.260427815755,102.219423746745,102.223423787435,3.043,9.585,6.542,6.54376558259845
2023-07-26 15:48:05.972,5320667,5321116,100.265123819987,100.269123901367,102.228119791667,102.232119873047,3.031,9.584,6.553,6.55426960080221
2023-07-26 15:48:05.981,5320669,5321118,100.273819905599,100.277819946289,102.236815877279,102.240815917969,3.042,9.583,6.541,6.54195880451719
2023-07-26 15:48:05.989,5320671,5321120,100.282515950521,100.286515991211,102.245511922201,102.249511962891,3.03,9.557,6.527,6.52786067559656
2023-07-26 15:48:05.998,5320673,5321122,100.291211791992,100.295211791992,102.254207763672,102.258207763672,3.016,9.555,6.539,6.54035243698686
2023-07-26 15:48:06.007,5320675,5321124,100.299907714844,100.303907796224,102.262903686523,102.266903767904,3.028,9.594,6.566,6.566716454972
2023-07-26 15:48:06.015,5320677,5321126,100.308603800456,100.312603841146,102.271599772135,102.275599812826,3.041,9.604,6.563,6.56415249670512
2023-07-26 15:48:06.024,5320679,5321128,100.317299845378,100.321299886068,102.280295817057,102.284295857747,3.105,9.631,6.526,6.52689359496537
2023-07-26 15:48:06.033,5320681,5321130,100.325995890299,100.32999597168,102.288991861979,102.292991943359,3.118,9.656,6.538,6.53967491546789
2023-07-26 15:48:06.042,5320683,5321132,100.334691975911,100.338692016602,102.297687947591,102.301687988281,3.092,9.632,6.54,6.54074926900581
2023-07-26 15:48:06.050,5320685,5321134,100.343387695313,100.347387736003,102.306383666992,102.310383707682,3.092,9.644,6.552,6.55302678157201
2023-07-26 15:48:06.059,5320687,5321136,100.352083740234,100.356083821615,102.315079711914,102.319079793294,3.08,9.621,6.541,6.54195880451719
2023-07-26 15:48:06.067,5320689,5321138,100.360779825846,100.364779866536,102.323775797526,102.327775838216,3.067,9.608,6.541,6.54210065651699
2023-07-26 15:48:06.076,5320691,5321140,100.369475870768,100.373475911458,102.332471842448,102.336471883138,3.081,9.621,6.54,6.54119446278736
2023-07-26 15:48:06.085,5320693,5321142,100.37817191569,100.38217199707,102.34116788737,102.34516796875,3.068,9.621,6.553,6.5544529138594
2023-07-26 15:48:06.094,5320695,5321144,100.386868001302,100.390868041992,102.349863972982,102.353864013672,3.093,9.634,6.541,6.5418751134518
2023-07-26 15:48:06.103,5320697,5321146,100.395563720703,100.399563761393,102.358559692383,102.362559733073,3.105,9.645,6.54,6.54131187148266
2023-07-26 15:48:06.111,5320699,5321148,100.404259765625,100.408259806315,102.367255737305,102.371255777995,3.092,9.632,6.54,6.54121364885753
2023-07-26 15:48:06.120,5320701,5321150,100.412955810547,100.416955891927,102.375951782227,102.379951863607,3.092,9.631,6.539,6.54015672595084
2023-07-26 15:48:06.128,5320703,5321152,100.421651896159,100.425651936849,102.384647867839,102.388647908529,3.092,9.617,6.525,6.52639640230349
2023-07-26 15:48:06.137,5320705,5321154,100.430347941081,100.434347981771,102.39334391276,102.397343953451,3.066,9.591,6.525,6.52582875962893
2023-07-26 15:48:06.146,5320707,5321156,100.439043823242,100.443043823242,102.402039794922,102.406039794922,3.04,9.567,6.527,6.52772073544817
2023-07-26 15:48:06.155,5320709,5321158,100.447739746094,100.451739786784,102.410735717773,102.414735758464,3.029,9.566,6.537,6.53813834359598
2023-07-26 15:48:06.163,5320711,5321160,100.456435791016,100.460435831706,102.419431762695,102.423431803385,3.08,9.605,6.525,6.52623582166627
2023-07-26 15:48:06.172,5320713,5321162,100.465131835937,100.469131917318,102.428127807617,102.432127888997,3.106,9.632,6.526,6.52682863265154
2023-07-26 15:48:06.181,5320715,5321164,100.473827921549,100.47782796224,102.436823893229,102.440823933919,3.08,9.607,6.527,6.52797809432599
2023-07-26 15:48:06.189,5320717,5321166,100.482523966471,100.486524007161,102.445519938151,102.449519978841,3.067,9.596,6.529,6.53031408126745
2023-07-26 15:48:06.198,5320719,5321168,100.491219685872,100.495219726562,102.454215657552,102.458215698242,3.08,9.611,6.531,6.53186014853349
2023-07-26 15:48:06.206,5320721,5321170,100.499915730794,100.503915812174,102.462911702474,102.466911783854,3.093,9.597,6.504,6.50516294953478
2023-07-26 15:48:06.215,5320723,5321172,100.508611816406,100.512611857096,102.471607788086,102.475607828776,3.106,9.608,6.502,6.50327955726955
2023-07-26 15:48:06.225,5320725,5321174,100.517307861328,100.521307902018,102.480303833008,102.484303873698,3.067,9.584,6.517,6.51797959493584
2023-07-26 15:48:06.233,5320727,5321176,100.52600390625,100.53000398763,102.489010294596,102.493010375977,3.041,9.556,6.515,6.51605049090321
2023-07-26 15:48:06.242,5320729,5321178,100.534699991862,100.538700032552,102.497695963542,102.501696004232,3.118,9.594,6.476,6.47709325237795
2023-07-26 15:48:06.250,5320731,5321180,100.54340612793,100.54740616862,102.506391682943,102.510391723633,3.142,9.627,6.485,6.48648949740921
2023-07-26 15:48:06.260,5320733,5321182,100.552091756185,100.556091837565,102.515087727865,102.519087809245,3.155,9.617,6.462,6.46324786775194
2023-07-26 15:48:06.268,5320735,5321184,100.560787841797,100.564787882487,102.523783813477,102.527783854167,3.142,9.591,6.449,6.45025038273709
2023-07-26 15:48:06.277,5320737,5321186,100.569483886719,100.573483927409,102.532479858398,102.536479899089,3.117,9.578,6.461,6.46213292961387
2023-07-26 15:48:06.286,5320739,5321188,100.578179931641,100.582180013021,102.54117590332,102.545175984701,3.155,9.604,6.449,6.45019201264583
2023-07-26 15:48:06.294,5320741,5321190,100.586875854492,100.590875854492,102.549871826172,102.553871826172,3.143,9.604,6.461,6.46269487133657
2023-07-26 15:48:06.303,5320743,5321192,100.595571736654,100.599571777344,102.558567708333,102.562567749023,3.117,9.568,6.451,6.45190398254655
2023-07-26 15:48:06.312,5320745,5321194,100.604267781576,100.608267822266,102.567263753255,102.571263793945,3.105,9.57,6.465,6.46613222877479
2023-07-26 15:48:06.320,5320747,5321196,100.612963826497,100.616963907878,102.575959798177,102.579959879557,3.118,9.568,6.45,6.45165219149328
2023-07-26 15:48:06.329,5320749,5321198,100.621659912109,100.625659952799,102.584655883789,102.588655924479,3.157,9.595,6.438,6.43917486949997
2023-07-26 15:48:06.337,5320751,5321200,100.630355957031,100.634355997721,102.593351928711,102.597351969401,3.169,9.594,6.425,6.4268693778542
2023-07-26 15:48:06.346,5320753,5321202,100.639051676432,100.643051757813,102.602047648112,102.606047729492,3.143,9.571,6.428,6.42876232256256
2023-07-26 15:48:06.354,5320755,5321204,100.647747762044,100.651747802734,102.610743733724,102.614743774414,3.168,9.582,6.414,6.41510381833373
2023-07-26 15:48:06.363,5320757,5321206,100.656443806966,100.660443847656,102.619439778646,102.623439819336,3.168,9.591,6.423,6.42431544991371
2023-07-26 15:48:06.372,5320759,5321208,100.665139851888,100.669139933268,102.628135823568,102.632135904948,3.167,9.579,6.412,6.41297809133947
2023-07-26 15:48:06.380,5320761,5321210,100.6738359375,100.67783597819,102.63683190918,102.64083194987,3.193,9.577,6.384,6.3855130569125
2023-07-26 15:48:06.390,5320763,5321212,100.682531982422,100.686532023112,102.645527954102,102.649527994792,3.167,9.542,6.375,6.37600141154313
2023-07-26 15:48:06.398,5320765,5321214,100.691227701823,100.695227742513,102.654223673503,102.658223714193,3.181,9.552,6.371,6.37258228664017
2023-07-26 15:48:06.407,5320767,5321216,100.699923746745,100.703923828125,102.662919718424,102.666919799805,3.206,9.567,6.361,6.36205760740973
2023-07-26 15:48:06.420,5320770,5321218,100.712967854818,100.716967895508,102.671615804036,102.675615844727,3.206,9.58,6.374,6.37483215465317
2023-07-26 15:48:06.429,5320772,5321221,100.72166389974,100.72566398112,102.684659871419,102.688659952799,3.194,9.582,6.388,6.38883033113261
2023-07-26 15:48:06.437,5320774,5321223,100.730359985352,100.734360026042,102.693355957031,102.697355997721,3.195,9.584,6.389,6.39046868390731
2023-07-26 15:48:06.446,5320776,5321225,100.739055704753,100.743055745443,102.702051676432,102.706051717122,3.195,9.599,6.404,6.40496190464861
2023-07-26 15:48:06.455,5320778,5321227,100.747751749674,100.751751790365,102.710747721354,102.714747762044,3.195,9.61,6.415,6.41619832922892
2023-07-26 15:48:06.463,5320780,5321229,100.756458211263,100.760458292643,102.719443766276,102.723443847656,3.195,9.624,6.429,6.42990707553383
