Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:37:28.107,5174198,5174648,102.41558992513,102.41958996582,104.378918701172,104.382918701172,3.571,9.435,5.864,5.86464534307063
2023-07-26 15:37:28.116,5174200,5174650,102.424285970052,102.428286010742,104.387614705404,104.391614746094,3.585,9.433,5.848,5.84958118158899
2023-07-26 15:37:28.125,5174202,5174652,102.432981730143,102.436981770833,104.396310750326,104.400310831706,3.56,9.411,5.851,5.85194207080009
2023-07-26 15:37:28.133,5174204,5174654,102.441677775065,102.445677815755,104.405006835937,104.409006876628,3.559,9.411,5.852,5.85307167220768
2023-07-26 15:37:28.142,5174206,5174656,102.450373819987,102.454373901367,104.413702921549,104.417702921549,3.558,9.423,5.865,5.86566015040081
2023-07-26 15:37:28.151,5174208,5174658,102.459069905599,102.463069946289,104.422398925781,104.426399007161,3.584,9.436,5.852,5.8529781308322
2023-07-26 15:37:28.159,5174210,5174660,102.467765950521,102.471765991211,104.431094685872,104.435094726562,3.635,9.485,5.85,5.85111066379709
2023-07-26 15:37:28.168,5174212,5174662,102.476461791992,102.480461791992,104.439790730794,104.443790771484,3.634,9.485,5.851,5.85182065685544
2023-07-26 15:37:28.177,5174214,5174664,102.485157714844,102.489157796224,104.448486775716,104.452486857096,3.622,9.46,5.838,5.83883935384422
2023-07-26 15:37:28.186,5174216,5174666,102.493853800456,102.497853841146,104.457182861328,104.461182902018,3.621,9.481,5.86,5.86146406625512
2023-07-26 15:37:28.194,5174218,5174668,102.502549845378,102.506549886068,104.46587890625,104.46987894694,3.596,9.456,5.86,5.861187934199
2023-07-26 15:37:28.203,5174220,5174670,102.511245890299,102.51524597168,104.474574951172,104.478574951172,3.596,9.457,5.861,5.86216768780969
2023-07-26 15:37:28.212,5174222,5174672,102.519941975911,102.523942016602,104.483270670573,104.48728116862,3.595,9.443,5.848,5.84911104356893
2023-07-26 15:37:28.220,5174224,5174674,102.528637695313,102.532637736003,104.491966756185,104.495966796875,3.583,9.445,5.862,5.86283591788138
2023-07-26 15:37:28.229,5174226,5174676,102.537333740234,102.541333821615,104.500662801107,104.504662841797,3.609,9.482,5.873,5.87397463392548
2023-07-26 15:37:28.238,5174228,5174678,102.546029825846,102.550029866536,104.509358846029,104.513358927409,3.635,9.472,5.837,5.83783949762239
2023-07-26 15:37:28.247,5174230,5174680,102.554725870768,102.558725911458,104.518054931641,104.522054972331,3.648,9.486,5.838,5.83938121721814
2023-07-26 15:37:28.255,5174232,5174682,102.56342191569,102.56742199707,104.526750732422,104.530750732422,3.635,9.473,5.838,5.83894416825508
2023-07-26 15:37:28.263,5174234,5174684,102.572118001302,102.576118041992,104.535446695964,104.539446777344,3.597,9.449,5.852,5.85288885935826
