Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,Gap,Gap_Rotated
2023-07-26 15:53:52.964,5400355,5400803,63.2500137939453,63.2540138346354,65.2086496988932,65.2126497395833,3.41,8.586,5.176,5.17702472468502
2023-07-26 15:53:52.973,5400357,5400805,63.2587098388672,63.2627098795573,65.2173457438151,65.2213458251953,3.396,8.612,5.216,5.21681128660027
2023-07-26 15:53:52.982,5400359,5400807,63.2674058837891,63.2714059651693,65.2260418294271,65.2300418701172,3.447,8.677,5.23,5.23095593558195
2023-07-26 15:53:52.991,5400361,5400809,63.276101969401,63.2801020100911,65.234737874349,65.2387379150391,3.447,8.715,5.268,5.26906633095466
2023-07-26 15:53:52.999,5400363,5400811,63.2847977294922,63.2887977294922,65.2434339192708,65.247434000651,3.422,8.7,5.278,5.27957621405355
2023-07-26 15:53:53.008,5400365,5400813,63.293493733724,63.2974937744141,65.2521296386719,65.2561297200521,3.411,8.714,5.303,5.3043802654033
2023-07-26 15:53:53.017,5400367,5400815,63.3021897786458,63.306189860026,65.2608257242839,65.264825764974,3.371,8.676,5.305,5.30605889526304
2023-07-26 15:53:53.025,5400369,5400817,63.3108858642578,63.3148859049479,65.2695217692057,65.2735218098958,3.359,8.675,5.316,5.31717970356466
2023-07-26 15:53:53.034,5400371,5400819,63.3195819091797,63.3235819498698,65.2782178141276,65.2822178955078,3.385,8.726,5.341,5.34203201038706
2023-07-26 15:53:53.043,5400373,5400821,63.3282779541016,63.3322780354818,65.2869138997396,65.2909139404297,3.384,8.764,5.38,5.38125041231125
2023-07-26 15:53:53.051,5400375,5400823,63.3369737141927,63.3409737548828,65.2956099446615,65.2996099853516,3.384,8.762,5.378,5.37906432383923
2023-07-26 15:53:53.060,5400377,5400825,63.3456697591146,63.3496697998047,65.3043056640625,65.3083057454427,3.397,8.8,5.403,5.40468629986977
2023-07-26 15:53:53.069,5400379,5400827,63.3543658040365,63.3583658854167,65.3130017496745,65.3170017903646,3.422,8.863,5.441,5.44285265279155
2023-07-26 15:53:53.077,5400381,5400829,63.3630618896484,63.3670619303385,65.321708211263,65.3257082519531,3.396,8.877,5.481,5.48206393614668
2023-07-26 15:53:53.086,5400383,5400831,63.3717579345703,63.3757579752604,65.3303938395182,65.3343939208984,3.359,8.864,5.505,5.50680542601607
2023-07-26 15:53:53.094,5400385,5400833,63.3804539794922,63.3844539794922,65.3390899251302,65.3430899658203,3.386,8.904,5.518,5.51939308257711
2023-07-26 15:53:53.103,5400387,5400835,63.3891496988932,63.3931497802734,65.3477858886719,65.3517858886719,3.372,8.916,5.544,5.54550060860154
2023-07-26 15:53:53.112,5400389,5400837,63.3978457845052,63.4018458251953,65.3564816894531,65.3604817301432,3.346,8.892,5.546,5.54715107059471
2023-07-26 15:53:53.121,5400391,5400839,63.4065418294271,63.4105418701172,65.365177734375,65.3691778157552,3.372,8.929,5.557,5.55838330812117
2023-07-26 15:53:53.129,5400393,5400841,63.415237874349,63.4192379557292,65.373873819987,65.3778738606771,3.373,8.952,5.579,5.58143942007794
2023-07-26 15:53:53.139,5400395,5400843,63.4239339599609,63.427934000651,65.3825698649088,65.386569905599,3.372,8.94,5.568,5.56970986677044
2023-07-26 15:53:53.147,5400397,5400845,63.4326297607422,63.4366297607422,65.3912659098307,65.3952659912109,3.359,8.952,5.593,5.59467764933781
2023-07-26 15:53:53.156,5400399,5400847,63.4413257242838,63.4453258056641,65.3999616699219,65.403961710612,3.372,8.966,5.594,5.59520258793191
2023-07-26 15:53:53.164,5400401,5400849,63.4500218098958,63.4540218505859,65.4086577148438,65.4126577555339,3.371,8.99,5.619,5.62039019997722
2023-07-26 15:53:53.173,5400403,5400852,63.4587178548177,63.4627178955078,65.4217017822266,65.4257018636068,3.333,8.978,5.645,5.64581623859651
2023-07-26 15:53:53.182,5400405,5400853,63.4674138997396,63.4714139811198,65.4260498453776,65.4300498860677,3.334,9.003,5.669,5.67006710718665
2023-07-26 15:53:53.190,5400407,5400855,63.4761099853516,63.4801100260417,65.4347458902995,65.4387459309896,3.321,9.018,5.697,5.69793102801359
