Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 15:51:32.290,-78.633016371,337.0146973602,23.6135544652
2,26.07.2023 15:51:32.300,-78.635013341,337.0145868902,23.6145544172
3,26.07.2023 15:51:32.310,-78.633957969,337.0136455212,23.6145579732
4,26.07.2023 15:51:32.320,-78.634956343,337.0135885222,23.6145579522
5,26.07.2023 15:51:32.330,-78.633957747,337.0136419932,23.6135579792
6,26.07.2023 15:51:32.340,-78.633016593,337.0147008882,23.6145544592
7,26.07.2023 15:51:32.350,-78.6340147449999,337.0146403612,23.6135544442
8,26.07.2023 15:51:32.360,-78.633016371,337.0146973602,23.6135544652
9,26.07.2023 15:51:32.370,-78.6340147449999,337.0146403612,23.6135544442
10,26.07.2023 15:51:32.380,-78.633957747,337.0136419932,23.6135579792
11,26.07.2023 15:51:32.390,-78.633016593,337.0147008882,23.6145544592
12,26.07.2023 15:51:32.400,-78.6340145229999,337.0146368332,23.6125544502
13,26.07.2023 15:51:32.410,-78.6340147449999,337.0146403612,23.6135544442
14,26.07.2023 15:51:32.420,-78.6340147449999,337.0146403612,23.6135544442
15,26.07.2023 15:51:32.430,-78.6339575249999,337.0136384652,23.6125579852
16,26.07.2023 15:51:32.440,-78.633957969,337.0136455212,23.6145579732
17,26.07.2023 15:51:32.450,-78.6340145229999,337.0146368332,23.6125544502
18,26.07.2023 15:51:32.460,-78.633957747,337.0136419932,23.6135579792
19,26.07.2023 15:51:32.470,-78.6339575249999,337.0136384652,23.6125579852
20,26.07.2023 15:51:32.480,-78.632959373,337.0136989922,23.6135580002
21,26.07.2023 15:51:32.490,-78.633957969,337.0136455212,23.6145579732
22,26.07.2023 15:51:32.500,-78.6339575249999,337.0136384652,23.6125579852
23,26.07.2023 15:51:32.510,-78.6340145229999,337.0146368332,23.6125544502
24,26.07.2023 15:51:32.520,-78.633016149,337.0146938322,23.6125544712
25,26.07.2023 15:51:32.530,-78.6339573029999,337.0136349372,23.6115579912
26,26.07.2023 15:51:32.540,-78.6339575249999,337.0136384652,23.6125579852
27,26.07.2023 15:51:32.550,-78.6339573029999,337.0136349372,23.6115579912
28,26.07.2023 15:51:32.560,-78.632959151,337.0136954642,23.6125580062
29,26.07.2023 15:51:32.570,-78.6339573029999,337.0136349372,23.6115579912
30,26.07.2023 15:51:32.580,-78.634955899,337.0135814662,23.6125579642
31,26.07.2023 15:51:32.590,-78.633957969,337.0136455212,23.6145579732
32,26.07.2023 15:51:32.600,-78.633957747,337.0136419932,23.6135579792
33,26.07.2023 15:51:32.610,-78.6339573029999,337.0136349372,23.6115579912
34,26.07.2023 15:51:32.620,-78.6339573029999,337.0136349372,23.6115579912
35,26.07.2023 15:51:32.630,-78.633016149,337.0146938322,23.6125544712
36,26.07.2023 15:51:32.640,-78.6339575249999,337.0136384652,23.6125579852
37,26.07.2023 15:51:32.650,-78.632958707,337.0136884082,23.6105580182
38,26.07.2023 15:51:32.660,-78.6339573029999,337.0136349372,23.6115579912
39,26.07.2023 15:51:32.670,-78.633016149,337.0146938322,23.6125544712
40,26.07.2023 15:51:32.680,-78.6340145229999,337.0146368332,23.6125544502
41,26.07.2023 15:51:32.690,-78.6340147449999,337.0146403612,23.6135544442
42,26.07.2023 15:51:32.700,-78.633015927,337.0146903042,23.6115544772
43,26.07.2023 15:51:32.710,-78.633957747,337.0136419932,23.6135579792
44,26.07.2023 15:51:32.720,-78.633016149,337.0146938322,23.6125544712
45,26.07.2023 15:51:32.730,-78.6340147449999,337.0146403612,23.6135544442
46,26.07.2023 15:51:32.740,-78.633016149,337.0146938322,23.6125544712
47,26.07.2023 15:51:32.750,-78.6339570809999,337.0136314092,23.6105579972
48,26.07.2023 15:51:32.760,-78.632959151,337.0136954642,23.6125580062
49,26.07.2023 15:51:32.770,-78.633016371,337.0146973602,23.6135544652
50,26.07.2023 15:51:32.780,-78.633016149,337.0146938322,23.6125544712
51,26.07.2023 15:51:32.790,-78.633016371,337.0146973602,23.6135544652
52,26.07.2023 15:51:32.800,-78.633016371,337.0146973602,23.6135544652
53,26.07.2023 15:51:32.810,-78.632959151,337.0136954642,23.6125580062
54,26.07.2023 15:51:32.820,-78.6339575249999,337.0136384652,23.6125579852
