Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 16:01:32.540,-78.6037300289999,449.6628455262,23.2291295972
2,26.07.2023 16:01:32.550,-78.6037302509999,449.6628490542,23.2301295912
3,26.07.2023 16:01:32.560,-78.604728847,449.6627955832,23.2311295642
4,26.07.2023 16:01:32.570,-78.6037876929999,449.6638544782,23.2321260442
5,26.07.2023 16:01:32.580,-78.6038446909999,449.6648528462,23.2321225092
6,26.07.2023 16:01:32.590,-78.6038449129999,449.6648563742,23.2331225032
7,26.07.2023 16:01:32.600,-78.6038446909999,449.6648528462,23.2321225092
8,26.07.2023 16:01:32.610,-78.6037874709999,449.6638509502,23.2311260502
9,26.07.2023 16:01:32.620,-78.6037872489999,449.6638474222,23.2301260562
10,26.07.2023 16:01:32.630,-78.6037872489999,449.6638474222,23.2301260562
11,26.07.2023 16:01:32.640,-78.604728403,449.6627885272,23.2291295762
12,26.07.2023 16:01:32.650,-78.6037300289999,449.6628455262,23.2291295972
13,26.07.2023 16:01:32.660,-78.602731877,449.6629060532,23.2301296122
14,26.07.2023 16:01:32.670,-78.602789097,449.6639079492,23.2311260712
15,26.07.2023 16:01:32.680,-78.602846317,449.6649098452,23.2321225302
16,26.07.2023 16:01:32.690,-78.602846317,449.6649098452,23.2321225302
17,26.07.2023 16:01:32.700,-78.602846317,449.6649098452,23.2321225302
18,26.07.2023 16:01:32.710,-78.6038449129999,449.6648563742,23.2331225032
19,26.07.2023 16:01:32.720,-78.6037876929999,449.6638544782,23.2321260442
20,26.07.2023 16:01:32.730,-78.6037874709999,449.6638509502,23.2311260502
21,26.07.2023 16:01:32.740,-78.604728403,449.6627885272,23.2291295762
22,26.07.2023 16:01:32.750,-78.6037300289999,449.6628455262,23.2291295972
23,26.07.2023 16:01:32.760,-78.6037300289999,449.6628455262,23.2291295972
24,26.07.2023 16:01:32.770,-78.604728403,449.6627885272,23.2291295762
25,26.07.2023 16:01:32.780,-78.6027888749999,449.6639044212,23.2301260772
26,26.07.2023 16:01:32.790,-78.6037874709999,449.6638509502,23.2311260502
27,26.07.2023 16:01:32.800,-78.6037874709999,449.6638509502,23.2311260502
28,26.07.2023 16:01:32.810,-78.6038444689999,449.6648493182,23.2311225152
29,26.07.2023 16:01:32.820,-78.6038444689999,449.6648493182,23.2311225152
30,26.07.2023 16:01:32.830,-78.6037874709999,449.6638509502,23.2311260502
31,26.07.2023 16:01:32.840,-78.605783997,449.6637334242,23.2301260142
32,26.07.2023 16:01:32.850,-78.604728403,449.6627885272,23.2291295762
33,26.07.2023 16:01:32.860,-78.604728181,449.6627849992,23.2281295822
34,26.07.2023 16:01:32.870,-78.604728181,449.6627849992,23.2281295822
35,26.07.2023 16:01:32.880,-78.604728181,449.6627849992,23.2281295822
36,26.07.2023 16:01:32.890,-78.6037302509999,449.6628490542,23.2301295912
37,26.07.2023 16:01:32.900,-78.604785845,449.6637939512,23.2311260292
38,26.07.2023 16:01:32.910,-78.604785845,449.6637939512,23.2311260292
39,26.07.2023 16:01:32.920,-78.604786067,449.6637974792,23.2321260232
40,26.07.2023 16:01:32.930,-78.605783997,449.6637334242,23.2301260142
41,26.07.2023 16:01:32.940,-78.604785401,449.6637868952,23.2291260412
42,26.07.2023 16:01:32.950,-78.604727959,449.6627814712,23.2271295882
43,26.07.2023 16:01:32.960,-78.605726555,449.6627280002,23.2281295612
44,26.07.2023 16:01:32.970,-78.605726111,449.6627209442,23.2261295732
45,26.07.2023 16:01:32.980,-78.606724929,449.6626710012,23.2281295402
46,26.07.2023 16:01:32.990,-78.604728181,449.6627849992,23.2281295822
47,26.07.2023 16:01:33.000,-78.605726555,449.6627280002,23.2281295612
48,26.07.2023 16:01:33.010,-78.604728403,449.6627885272,23.2291295762
49,26.07.2023 16:01:33.020,-78.605783997,449.6637334242,23.2301260142
50,26.07.2023 16:01:33.030,-78.606782593,449.6636799532,23.2311259872
51,26.07.2023 16:01:33.040,-78.606782371,449.6636764252,23.2301259932
52,26.07.2023 16:01:33.050,-78.605726555,449.6627280002,23.2281295612
53,26.07.2023 16:01:33.060,-78.607723303,449.6626140022,23.2281295192
54,26.07.2023 16:01:33.070,-78.605726555,449.6627280002,23.2281295612
55,26.07.2023 16:01:33.080,-78.605726555,449.6627280002,23.2281295612
56,26.07.2023 16:01:33.090,-78.606724707,449.6626674732,23.2271295462
57,26.07.2023 16:01:33.100,-78.606725151,449.6626745292,23.2291295342
58,26.07.2023 16:01:33.110,-78.605726777,449.6627315282,23.2291295552
59,26.07.2023 16:01:33.120,-78.606782149,449.6636728972,23.2291259992
60,26.07.2023 16:01:33.130,-78.606782371,449.6636764252,23.2301259932
61,26.07.2023 16:01:33.140,-78.606782371,449.6636764252,23.2301259932
62,26.07.2023 16:01:33.150,-78.606725151,449.6626745292,23.2291295342
63,26.07.2023 16:01:33.160,-78.607723303,449.6626140022,23.2281295192
64,26.07.2023 16:01:33.170,-78.607723525,449.6626175302,23.2291295132
65,26.07.2023 16:01:33.180,-78.606667709,449.6616691052,23.2271330812
66,26.07.2023 16:01:33.190,-78.6076663049999,449.6616156342,23.2281330542
67,26.07.2023 16:01:33.200,-78.606725151,449.6626745292,23.2291295342
68,26.07.2023 16:01:33.210,-78.606725151,449.6626745292,23.2291295342
69,26.07.2023 16:01:33.220,-78.606725373,449.6626780572,23.2301295282
70,26.07.2023 16:01:33.230,-78.607723969,449.6626245862,23.2311295012
71,26.07.2023 16:01:33.240,-78.606725595,449.6626815852,23.2311295222
72,26.07.2023 16:01:33.250,-78.607723747,449.6626210582,23.2301295072
73,26.07.2023 16:01:33.260,-78.605726777,449.6627315282,23.2291295552
74,26.07.2023 16:01:33.270,-78.607723747,449.6626210582,23.2301295072
75,26.07.2023 16:01:33.280,-78.607723525,449.6626175302,23.2291295132
76,26.07.2023 16:01:33.290,-78.607723303,449.6626140022,23.2281295192
77,26.07.2023 16:01:33.300,-78.606724929,449.6626710012,23.2281295402
78,26.07.2023 16:01:33.310,-78.606724929,449.6626710012,23.2281295402
79,26.07.2023 16:01:33.320,-78.606725151,449.6626745292,23.2291295342
80,26.07.2023 16:01:33.330,-78.606725373,449.6626780572,23.2301295282
81,26.07.2023 16:01:33.340,-78.606725595,449.6626815852,23.2311295222
82,26.07.2023 16:01:33.350,-78.607723747,449.6626210582,23.2301295072
