Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 15:59:01.240,-78.5577770909999,424.5765726462,23.2426456632
2,26.07.2023 15:59:01.250,-78.5577768689999,424.5765691182,23.2416456692
3,26.07.2023 15:59:01.260,-78.556778717,424.5766296452,23.2426456842
4,26.07.2023 15:59:01.270,-78.5577773129999,424.5765761742,23.2436456572
5,26.07.2023 15:59:01.280,-78.5577775349999,424.5765797022,23.2446456512
6,26.07.2023 15:59:01.290,-78.5577770909999,424.5765726462,23.2426456632
7,26.07.2023 15:59:01.300,-78.5577770909999,424.5765726462,23.2426456632
8,26.07.2023 15:59:01.310,-78.5577770909999,424.5765726462,23.2426456632
9,26.07.2023 15:59:01.320,-78.5577766469999,424.5765655902,23.2406456752
10,26.07.2023 15:59:01.330,-78.5577764249999,424.5765620622,23.2396456812
11,26.07.2023 15:59:01.340,-78.5577768689999,424.5765691182,23.2416456692
12,26.07.2023 15:59:01.350,-78.5577768689999,424.5765691182,23.2416456692
13,26.07.2023 15:59:01.360,-78.557834089,424.5775710142,23.2426421282
14,26.07.2023 15:59:01.370,-78.558832463,424.5775140152,23.2426421072
15,26.07.2023 15:59:01.380,-78.558832463,424.5775140152,23.2426421072
16,26.07.2023 15:59:01.390,-78.558775243,424.5765121192,23.2416456482
17,26.07.2023 15:59:01.400,-78.5577766469999,424.5765655902,23.2406456752
18,26.07.2023 15:59:01.410,-78.558718023,424.5755102232,23.2406491892
19,26.07.2023 15:59:01.420,-78.558717801,424.5755066952,23.2396491952
20,26.07.2023 15:59:01.430,-78.5577764249999,424.5765620622,23.2396456812
21,26.07.2023 15:59:01.440,-78.558774799,424.5765050632,23.2396456602
22,26.07.2023 15:59:01.450,-78.5578334229999,424.5775604302,23.2396421462
23,26.07.2023 15:59:01.460,-78.5578336449999,424.5775639582,23.2406421402
24,26.07.2023 15:59:01.470,-78.558832463,424.5775140152,23.2426421072
25,26.07.2023 15:59:01.480,-78.558832463,424.5775140152,23.2426421072
26,26.07.2023 15:59:01.490,-78.560772213,424.5764016492,23.2426456002
27,26.07.2023 15:59:01.500,-78.558775465,424.5765156472,23.2426456422
28,26.07.2023 15:59:01.510,-78.558718245,424.5755137512,23.2416491832
29,26.07.2023 15:59:01.520,-78.558717801,424.5755066952,23.2396491952
30,26.07.2023 15:59:01.530,-78.558718023,424.5755102232,23.2406491892
31,26.07.2023 15:59:01.540,-78.558717801,424.5755066952,23.2396491952
32,26.07.2023 15:59:01.550,-78.5577766469999,424.5765655902,23.2406456752
33,26.07.2023 15:59:01.560,-78.5577766469999,424.5765655902,23.2406456752
34,26.07.2023 15:59:01.570,-78.556835493,424.5776244852,23.2416421552
35,26.07.2023 15:59:01.580,-78.557834311,424.5775745422,23.2436421222
36,26.07.2023 15:59:01.590,-78.558832685,424.5775175432,23.2436421012
37,26.07.2023 15:59:01.600,-78.558832907,424.5775210712,23.2446420952
38,26.07.2023 15:59:01.610,-78.558775243,424.5765121192,23.2416456482
39,26.07.2023 15:59:01.620,-78.559773839,424.5764586482,23.2426456212
40,26.07.2023 15:59:01.630,-78.559716397,424.5754532242,23.2406491682
41,26.07.2023 15:59:01.640,-78.559716619,424.5754567522,23.2416491622
42,26.07.2023 15:59:01.650,-78.559716397,424.5754532242,23.2406491682
43,26.07.2023 15:59:01.660,-78.558717801,424.5755066952,23.2396491952
44,26.07.2023 15:59:01.670,-78.5577768689999,424.5765691182,23.2416456692
45,26.07.2023 15:59:01.680,-78.558832463,424.5775140152,23.2426421072
46,26.07.2023 15:59:01.690,-78.558832685,424.5775175432,23.2436421012
47,26.07.2023 15:59:01.700,-78.558832463,424.5775140152,23.2426421072
48,26.07.2023 15:59:01.710,-78.557834089,424.5775710142,23.2426421282
49,26.07.2023 15:59:01.720,-78.558775465,424.5765156472,23.2426456422
50,26.07.2023 15:59:01.730,-78.558775465,424.5765156472,23.2426456422
51,26.07.2023 15:59:01.740,-78.558718023,424.5755102232,23.2406491892
52,26.07.2023 15:59:01.750,-78.559716841,424.5754602802,23.2426491562
53,26.07.2023 15:59:01.760,-78.558718023,424.5755102232,23.2406491892
54,26.07.2023 15:59:01.770,-78.558718023,424.5755102232,23.2406491892
55,26.07.2023 15:59:01.780,-78.559773617,424.5764551202,23.2416456272
56,26.07.2023 15:59:01.790,-78.558775687,424.5765191752,23.2436456362
57,26.07.2023 15:59:01.800,-78.558832685,424.5775175432,23.2436421012
58,26.07.2023 15:59:01.810,-78.558832685,424.5775175432,23.2436421012
59,26.07.2023 15:59:01.820,-78.556835715,424.5776280132,23.2426421492
60,26.07.2023 15:59:01.830,-78.5577770909999,424.5765726462,23.2426456632
61,26.07.2023 15:59:01.840,-78.559773839,424.5764586482,23.2426456212
62,26.07.2023 15:59:01.850,-78.559773839,424.5764586482,23.2426456212
63,26.07.2023 15:59:01.860,-78.559716619,424.5754567522,23.2416491622
64,26.07.2023 15:59:01.870,-78.559716619,424.5754567522,23.2416491622
65,26.07.2023 15:59:01.880,-78.558718245,424.5755137512,23.2416491832
66,26.07.2023 15:59:01.890,-78.559773839,424.5764586482,23.2426456212
67,26.07.2023 15:59:01.900,-78.558775687,424.5765191752,23.2436456362
68,26.07.2023 15:59:01.910,-78.558832685,424.5775175432,23.2436421012
69,26.07.2023 15:59:01.920,-78.557834311,424.5775745422,23.2436421222
70,26.07.2023 15:59:01.930,-78.557834089,424.5775710142,23.2426421282
71,26.07.2023 15:59:01.940,-78.558832241,424.5775104872,23.2416421132
72,26.07.2023 15:59:01.950,-78.559773839,424.5764586482,23.2426456212
73,26.07.2023 15:59:01.960,-78.559716619,424.5754567522,23.2416491622
