Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 15:39:33.880,-78.696916509,212.0426424912,24.0484513842
2,26.07.2023 15:39:33.890,-78.695975355,212.0437013862,24.0494478642
3,26.07.2023 15:39:33.900,-78.695975133,212.0436978582,24.0484478702
4,26.07.2023 15:39:33.910,-78.695975355,212.0437013862,24.0494478642
5,26.07.2023 15:39:33.920,-78.695975133,212.0436978582,24.0484478702
6,26.07.2023 15:39:33.930,-78.695918135,212.0426994902,24.0484514052
7,26.07.2023 15:39:33.940,-78.695918135,212.0426994902,24.0484514052
8,26.07.2023 15:39:33.950,-78.695975355,212.0437013862,24.0494478642
9,26.07.2023 15:39:33.960,-78.695918135,212.0426994902,24.0484514052
10,26.07.2023 15:39:33.970,-78.694976537,212.0437513292,24.0474478972
11,26.07.2023 15:39:33.980,-78.695917913,212.0426959622,24.0474514112
12,26.07.2023 15:39:33.990,-78.695918135,212.0426994902,24.0484514052
13,26.07.2023 15:39:34.000,-78.696916287,212.0426389632,24.0474513902
14,26.07.2023 15:39:34.010,-78.695918135,212.0426994902,24.0484514052
15,26.07.2023 15:39:34.020,-78.695917913,212.0426959622,24.0474514112
16,26.07.2023 15:39:34.030,-78.695918357,212.0427030182,24.0494513992
17,26.07.2023 15:39:34.040,-78.695917913,212.0426959622,24.0474514112
18,26.07.2023 15:39:34.050,-78.695975133,212.0436978582,24.0484478702
19,26.07.2023 15:39:34.060,-78.695918135,212.0426994902,24.0484514052
20,26.07.2023 15:39:34.070,-78.694919317,212.0427494332,24.0464514382
21,26.07.2023 15:39:34.080,-78.695917913,212.0426959622,24.0474514112
22,26.07.2023 15:39:34.090,-78.695917913,212.0426959622,24.0474514112
23,26.07.2023 15:39:34.100,-78.695917913,212.0426959622,24.0474514112
24,26.07.2023 15:39:34.110,-78.695917913,212.0426959622,24.0474514112
25,26.07.2023 15:39:34.120,-78.6939781629999,212.0438083282,24.0474479182
26,26.07.2023 15:39:34.130,-78.694919539,212.0427529612,24.0474514322
27,26.07.2023 15:39:34.140,-78.694919539,212.0427529612,24.0474514322
28,26.07.2023 15:39:34.150,-78.695917913,212.0426959622,24.0474514112
29,26.07.2023 15:39:34.160,-78.696916287,212.0426389632,24.0474513902
30,26.07.2023 15:39:34.170,-78.696916287,212.0426389632,24.0474513902
31,26.07.2023 15:39:34.180,-78.695975133,212.0436978582,24.0484478702
32,26.07.2023 15:39:34.190,-78.695917691,212.0426924342,24.0464514172
33,26.07.2023 15:39:34.200,-78.694919539,212.0427529612,24.0474514322
34,26.07.2023 15:39:34.210,-78.695917913,212.0426959622,24.0474514112
35,26.07.2023 15:39:34.220,-78.695917469,212.0426889062,24.0454514232
36,26.07.2023 15:39:34.230,-78.694919317,212.0427494332,24.0464514382
37,26.07.2023 15:39:34.240,-78.6939781629999,212.0438083282,24.0474479182
38,26.07.2023 15:39:34.250,-78.694976315,212.0437478012,24.0464479032
39,26.07.2023 15:39:34.260,-78.694976093,212.0437442732,24.0454479092
40,26.07.2023 15:39:34.270,-78.695917469,212.0426889062,24.0454514232
41,26.07.2023 15:39:34.280,-78.694919317,212.0427494332,24.0464514382
42,26.07.2023 15:39:34.290,-78.694919095,212.0427459052,24.0454514442
43,26.07.2023 15:39:34.300,-78.695917247,212.0426853782,24.0444514292
44,26.07.2023 15:39:34.310,-78.694919317,212.0427494332,24.0464514382
