Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 15:46:34.060,-78.700880095,287.0089335502,23.8149637722
2,26.07.2023 15:46:34.070,-78.700880095,287.0089335502,23.8149637722
3,26.07.2023 15:46:34.080,-78.700880095,287.0089335502,23.8149637722
4,26.07.2023 15:46:34.090,-78.700879873,287.0089300222,23.8139637782
5,26.07.2023 15:46:34.100,-78.700880095,287.0089335502,23.8149637722
6,26.07.2023 15:46:34.110,-78.7028198449999,287.0078211842,23.8149672652
7,26.07.2023 15:46:34.120,-78.700880095,287.0089335502,23.8149637722
8,26.07.2023 15:46:34.130,-78.700880095,287.0089335502,23.8149637722
9,26.07.2023 15:46:34.140,-78.701878247,287.0088730232,23.8139637572
10,26.07.2023 15:46:34.150,-78.700880317,287.0089370782,23.8159637662
11,26.07.2023 15:46:34.160,-78.699881943,287.0089940772,23.8159637872
12,26.07.2023 15:46:34.170,-78.699881943,287.0089940772,23.8159637872
13,26.07.2023 15:46:34.180,-78.699881943,287.0089940772,23.8159637872
14,26.07.2023 15:46:34.190,-78.699881721,287.0089905492,23.8149637932
15,26.07.2023 15:46:34.200,-78.700880317,287.0089370782,23.8159637662
16,26.07.2023 15:46:34.210,-78.700880539,287.0089406062,23.8169637602
17,26.07.2023 15:46:34.220,-78.700880095,287.0089335502,23.8149637722
18,26.07.2023 15:46:34.230,-78.700880317,287.0089370782,23.8159637662
19,26.07.2023 15:46:34.240,-78.699882165,287.0089976052,23.8169637812
20,26.07.2023 15:46:34.250,-78.700880539,287.0089406062,23.8169637602
21,26.07.2023 15:46:34.260,-78.700880539,287.0089406062,23.8169637602
22,26.07.2023 15:46:34.270,-78.700880317,287.0089370782,23.8159637662
23,26.07.2023 15:46:34.280,-78.699882165,287.0089976052,23.8169637812
24,26.07.2023 15:46:34.290,-78.699881943,287.0089940772,23.8159637872
25,26.07.2023 15:46:34.300,-78.698940789,287.0100529722,23.8169602672
26,26.07.2023 15:46:34.310,-78.699881943,287.0089940772,23.8159637872
27,26.07.2023 15:46:34.320,-78.698940567,287.0100494442,23.8159602732
28,26.07.2023 15:46:34.330,-78.698883791,287.0090546042,23.8169638022
29,26.07.2023 15:46:34.340,-78.699882165,287.0089976052,23.8169637812
30,26.07.2023 15:46:34.350,-78.699939607,287.0100030292,23.8189602342
31,26.07.2023 15:46:34.360,-78.699939607,287.0100030292,23.8189602342
32,26.07.2023 15:46:34.370,-78.698941233,287.0100600282,23.8189602552
33,26.07.2023 15:46:34.380,-78.699882165,287.0089976052,23.8169637812
34,26.07.2023 15:46:34.390,-78.699882165,287.0089976052,23.8169637812
35,26.07.2023 15:46:34.400,-78.698883791,287.0090546042,23.8169638022
36,26.07.2023 15:46:34.410,-78.699881943,287.0089940772,23.8159637872
37,26.07.2023 15:46:34.420,-78.698883791,287.0090546042,23.8169638022
38,26.07.2023 15:46:34.430,-78.698940789,287.0100529722,23.8169602672
39,26.07.2023 15:46:34.440,-78.698941233,287.0100600282,23.8189602552
40,26.07.2023 15:46:34.450,-78.698941455,287.0100635562,23.8199602492
41,26.07.2023 15:46:34.460,-78.699939607,287.0100030292,23.8189602342
42,26.07.2023 15:46:34.470,-78.698941011,287.0100565002,23.8179602612
43,26.07.2023 15:46:34.480,-78.699882387,287.0090011332,23.8179637752
44,26.07.2023 15:46:34.490,-78.698884013,287.0090581322,23.8179637962
45,26.07.2023 15:46:34.500,-78.698883791,287.0090546042,23.8169638022
46,26.07.2023 15:46:34.510,-78.699825167,287.0079992372,23.8169673162
47,26.07.2023 15:46:34.520,-78.699882387,287.0090011332,23.8179637752
48,26.07.2023 15:46:34.530,-78.698941233,287.0100600282,23.8189602552
49,26.07.2023 15:46:34.540,-78.6979426369999,287.0101134992,23.8179602822
50,26.07.2023 15:46:34.550,-78.698941011,287.0100565002,23.8179602612
51,26.07.2023 15:46:34.560,-78.698941011,287.0100565002,23.8179602612
52,26.07.2023 15:46:34.570,-78.698941233,287.0100600282,23.8189602552
53,26.07.2023 15:46:34.580,-78.699882387,287.0090011332,23.8179637752
54,26.07.2023 15:46:34.590,-78.699882387,287.0090011332,23.8179637752
55,26.07.2023 15:46:34.600,-78.699882387,287.0090011332,23.8179637752
56,26.07.2023 15:46:34.610,-78.699882165,287.0089976052,23.8169637812
57,26.07.2023 15:46:34.620,-78.699882165,287.0089976052,23.8169637812
